Quarter,Time,Down,ToGo,Location,CIN,IND,Detail,EPB,EPA
2,10:35,2,16,IND 49,21,7,"Joe Burrow pass complete short right to Giovani Bernard for 4 yards (tackle by Rock Ya-Sin). Penalty on Rock Ya-Sin: Unnecessary Roughness, 15 yards",1.370,3.580
2,10:07,1,10,IND 30,21,7,Giovani Bernard right guard for no gain (tackle by Tyquan Lewis),3.580,3.030
2,9:32,2,10,IND 30,21,7,Joe Burrow sacked by and Tyquan Lewis for -5 yards and Taylor Stallworth for -5 yards,3.030,1.680
2,8:49,3,15,IND 35,21,7,Joe Burrow pass complete short middle to Tyler Boyd for 6 yards (tackle by Kenny Moore),1.680,1.500
2,8:09,4,9,IND 29,24,7,Randy Bullock 47 yard field goal good,1.500,3.000
2,8:04,,,CIN 35,24,7,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
2,8:04,1,10,IND 25,24,7,Philip Rivers pass incomplete short left intended for T.Y. Hilton,0.610,0.060
2,8:00,2,10,IND 25,24,7,Philip Rivers pass incomplete short left intended for T.Y. Hilton,0.060,-0.620
2,7:57,3,10,IND 25,24,7,Philip Rivers pass complete deep middle to Zach Pascal for 22 yards (tackle by LeShaun Sims),-0.620,2.060
2,7:10,1,10,IND 47,24,7,Philip Rivers pass complete short right to De'Michael Harris for 13 yards (tackle by Amani Bledsoe),2.060,2.920
2,6:46,1,10,CIN 40,24,7,Jonathan Taylor up the middle for 7 yards (tackle by Vonn Bell),2.920,3.320
2,6:18,2,3,CIN 33,24,7,Jonathan Taylor left guard for 7 yards (tackle by Josh Bynes and Carl Lawson),3.320,3.840
2,5:37,1,10,CIN 26,24,7,Philip Rivers pass incomplete short left intended for Marcus Johnson,3.840,3.300
2,5:32,2,10,CIN 26,24,7,Philip Rivers pass complete short left to Jonathan Taylor for 21 yards (tackle by Jessie Bates),3.300,6.060
2,4:49,1,5,CIN 5,24,7,"Philip Rivers pass complete short middle to T.Y. Hilton for 5 yards. Penalty on Anthony Castonzo: Ineligible Downfield Pass, 5 yards (no play)",6.060,4.910
2,4:43,1,10,CIN 10,24,13,"Philip Rivers pass complete short left to Trey Burton for 10 yards, touchdown",4.910,7.000
2,4:38,,,CIN 15,24,14,Rodrigo Blankenship kicks extra point good,0.000,0.000
2,4:38,,,IND 35,24,14,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
2,4:38,1,10,CIN 25,24,14,Giovani Bernard right end for 3 yards (tackle by Rock Ya-Sin and Bobby Okereke),0.610,0.470
2,4:04,2,7,CIN 28,24,14,"Joe Burrow pass complete short middle to Tyler Boyd for 1 yard (tackle by Rock Ya-Sin). Tyler Boyd fumbles (forced by Rock Ya-Sin), recovered by Trey Hopkins at CIN-29",0.470,-0.100
2,3:17,3,6,CIN 29,24,14,Joe Burrow pass incomplete short middle intended for Alex Erickson (defended by Bobby Okereke),-0.100,-1.440
2,3:12,4,6,CIN 29,24,14,"Kevin Huber punts 53 yards, returned by Nyheim Hines for 10 yards (tackle by Logan Wilson)",-1.440,-0.810
2,2:58,1,10,IND 28,24,14,Philip Rivers pass complete short left to Nyheim Hines for 7 yards (tackle by Vonn Bell),0.810,1.210
2,2:25,2,3,IND 35,24,14,"Philip Rivers pass complete short middle to T.Y. Hilton for 20 yards (tackle by William Jackson). Penalty on Zach Pascal: Offensive Pass Interference, 10 yards (no play)",1.210,-0.140
2,2:01,2,13,IND 25,24,14,Philip Rivers pass complete short left to Nyheim Hines for 6 yards (tackle by William Jackson),-0.140,-0.030
2,1:55,3,7,IND 31,24,14,Philip Rivers pass complete short right to Marcus Johnson for 20 yards (tackle by Jessie Bates),-0.030,2.320
2,1:27,1,10,CIN 49,24,14,Philip Rivers pass complete short middle to Nyheim Hines for 11 yards (tackle by Mackensie Alexander),2.320,3.050
2,1:01,1,10,CIN 38,24,14,Philip Rivers pass complete short left to Nyheim Hines for 1 yard (tackle by Akeem Davis-Gaither),3.050,2.640
2,0:33,2,9,CIN 37,24,14,Philip Rivers pass complete deep left to Marcus Johnson for 20 yards (tackle by Shawn Williams),2.640,4.440
2,0:27,1,10,CIN 17,24,14,Philip Rivers pass incomplete deep right intended for Zach Pascal,4.440,3.850
2,0:23,2,10,CIN 17,24,14,Philip Rivers pass incomplete short right,3.850,3.070
2,0:20,,,,,,Timeout #1 by Cincinnati Bengals,,
2,0:20,3,10,CIN 17,24,20,"Philip Rivers pass complete deep right to Zach Pascal for 17 yards, touchdown",3.070,7.000
2,0:15,,,CIN 15,24,21,Rodrigo Blankenship kicks extra point good,0.000,0.000
2,0:15,,,IND 35,24,21,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
2,0:15,1,10,CIN 25,24,21,Joe Burrow kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,CIN,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 35,24,21,"Rigoberto Sanchez kicks off 64 yards, returned by Brandon Wilson for 12 yards (tackle by Tremon Smith)",0.000,-0.320
3,14:57,1,10,CIN 13,24,21,Joe Burrow pass complete short left to Tee Higgins for 5 yards (tackle by Xavier Rhodes),-0.320,-0.140
3,14:23,2,5,CIN 18,24,21,Joe Mixon left tackle for 4 yards (tackle by Grover Stewart),-0.140,-0.350
3,13:43,3,1,CIN 22,24,21,Joe Burrow pass incomplete short middle intended for A.J. Green (defended by Xavier Rhodes),-0.350,-1.900
3,13:39,4,1,CIN 22,24,21,"Kevin Huber punts 50 yards, returned by Nyheim Hines for 7 yards (tackle by Shawn Williams)",-1.900,-1.270
3,13:28,1,10,IND 35,24,21,Philip Rivers pass complete short left to Marcus Johnson for 5 yards (tackle by Darius Phillips),1.270,1.400
3,12:53,2,5,IND 40,24,21,Philip Rivers sacked by Xavier Williams for no gain,1.400,0.700
3,12:09,3,5,IND 40,24,21,Philip Rivers pass complete short middle to Jonathan Taylor for 5 yards (tackle by Vonn Bell),0.700,1.930
3,11:41,1,10,IND 45,24,21,Jonathan Taylor up the middle for 3 yards (tackle by Vonn Bell),1.930,1.790
3,11:09,2,7,IND 48,24,21,Philip Rivers pass complete short left to Marcus Johnson for 8 yards (tackle by Darius Phillips),1.790,2.650
3,10:28,1,10,CIN 44,24,21,Philip Rivers pass incomplete short middle intended for Jordan Wilkins,2.650,2.110
3,10:24,2,10,CIN 44,24,21,Philip Rivers pass incomplete short right,2.110,1.420
3,10:16,3,10,CIN 44,24,21,"Philip Rivers pass complete short left to Zach Pascal for 8 yards (tackle by Darius Phillips). Penalty on Zach Pascal: Offensive Pass Interference, 10 yards (no play)",1.420,0.100
3,10:10,3,20,IND 46,24,21,Philip Rivers pass complete short left to Zach Pascal for 10 yards,0.100,0.330
3,9:46,4,10,CIN 44,24,21,Rigoberto Sanchez punts 43 yards downed by George Odum. Penalty on Tony Brown: Offensive Holding,0.330,0.380
3,9:35,1,10,CIN 1,24,21,Penalty on Bobby Hart: False Start (no play),-0.380,-0.380
3,9:35,1,10,CIN 1,24,21,Joe Mixon up the middle for 2 yards (tackle by Sheldon Day),-0.380,-0.630
3,8:58,2,8,CIN 3,24,21,Joe Burrow pass incomplete short middle intended for Tyler Boyd (defended by Kenny Moore),-0.630,-1.190
3,8:55,3,8,CIN 3,24,21,Joe Burrow pass complete deep middle to A.J. Green for 19 yards (tackle by Khari Willis),-1.190,0.410
3,8:20,1,10,CIN 22,24,21,Joe Mixon right end for 3 yards (tackle by Anthony Walker),0.410,0.270
3,7:46,2,7,CIN 25,24,21,Joe Mixon up the middle for 4 yards (tackle by Grover Stewart),0.270,0.100
3,7:08,3,3,CIN 29,24,21,Joe Burrow pass complete short middle to Tee Higgins for 13 yards (tackle by Rock Ya-Sin),0.100,1.730
3,6:31,1,10,CIN 42,24,21,"Penalty on Tee Higgins: False Start, 5 yards (no play)",1.730,1.400
3,6:17,1,15,CIN 37,24,21,Joe Burrow pass incomplete short right intended for Tee Higgins (defended by Rock Ya-Sin),1.400,0.510
3,6:11,2,15,CIN 37,24,21,Giovani Bernard left tackle for 9 yards (tackle by Xavier Rhodes),0.510,1.030
3,5:37,3,6,CIN 46,24,21,Joe Burrow pass complete short left to A.J. Green for 9 yards (tackle by T.J. Carrie),1.030,2.590
3,5:02,1,10,IND 45,24,21,Joe Mixon up the middle for 1 yard (tackle by Kenny Moore),2.590,2.180
3,4:26,2,9,IND 44,24,21,Joe Burrow pass incomplete deep right intended for A.J. Green (defended by Rock Ya-Sin),2.180,1.490
3,4:19,3,9,IND 44,24,21,Joe Burrow pass complete short right to Giovani Bernard for 7 yards (tackle by DeForest Buckner and Bobby Okereke),1.490,0.790
3,3:37,4,2,IND 37,27,21,Randy Bullock 55 yard field goal good,0.790,3.000
3,3:32,,,CIN 35,27,21,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
3,3:32,1,10,IND 25,27,21,Philip Rivers pass complete short middle to Trey Burton for 13 yards (tackle by Vonn Bell),0.610,1.470
3,3:01,1,10,IND 38,27,21,Jonathan Taylor left tackle for 21 yards (tackle by Jessie Bates),1.470,2.850
3,2:29,1,10,CIN 41,27,21,Jonathan Taylor right end for 17 yards (tackle by Mackensie Alexander),2.850,3.970
3,1:45,1,10,CIN 24,27,21,Jonathan Taylor right end for -2 yards (tackle by Logan Wilson),3.970,3.160
3,1:08,2,12,CIN 26,27,21,Philip Rivers pass complete short left to De'Michael Harris for 10 yards (tackle by LeShaun Sims),3.160,3.950
3,0:28,,,,,,Timeout #1 by Indianapolis Colts,,
3,0:28,3,2,CIN 16,27,21,Jonathan Taylor up the middle for 2 yards (tackle by Vonn Bell and Christian Covington),3.950,4.650
Quarter,Time,Down,ToGo,Location,CIN,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CIN 14,27,27,"Philip Rivers pass complete short right to Jack Doyle for 14 yards, touchdown",4.650,7.000
4,14:55,,,CIN 15,27,28,Rodrigo Blankenship kicks extra point good,0.000,0.000
4,14:55,,,IND 35,27,28,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
4,14:55,1,10,CIN 25,27,28,Joe Mixon left end for -4 yards (tackle by DeForest Buckner and Tyquan Lewis),0.610,-0.480
4,14:19,2,14,CIN 21,27,28,Joe Burrow pass complete short right to Joe Mixon for 7 yards (tackle by Bobby Okereke),-0.480,-0.230
4,13:46,3,7,CIN 28,27,28,"Penalty on Alex Redmond: False Start, 5 yards (no play)",-0.230,-0.890
4,13:46,3,12,CIN 23,27,28,Joe Burrow sacked by DeForest Buckner for -8 yards,-0.890,-2.440
4,13:04,4,20,CIN 15,27,28,Kevin Huber punts 28 yards downed by Akeem Davis-Gaither,-2.440,-2.720
4,12:53,1,10,CIN 43,27,28,Philip Rivers pass incomplete short left intended for Marcus Johnson,2.720,2.180
4,12:50,2,10,CIN 43,27,28,Philip Rivers pass deep left intended for Zach Pascal is intercepted by Jessie Bates at CIN-12 and returned for no gain,2.180,0.350
4,12:44,1,10,CIN 12,27,28,Joe Burrow pass incomplete deep middle intended for A.J. Green (defended by Xavier Rhodes),-0.350,-0.780
4,12:40,2,10,CIN 12,27,28,Joe Burrow pass complete short right to Joe Mixon for 8 yards (tackle by Anthony Walker),-0.780,-0.480
4,12:05,3,2,CIN 20,27,28,Joe Burrow pass complete short right to Mike Thomas for 10 yards (tackle by Rock Ya-Sin),-0.480,0.940
4,11:30,1,10,CIN 30,27,28,Joe Burrow pass complete short right to Tee Higgins for 20 yards (tackle by Anthony Walker),0.940,2.260
4,11:04,1,10,CIN 50,27,28,Joe Mixon right guard for no gain (tackle by Kenny Moore and Denico Autry),2.260,1.710
4,10:28,2,10,CIN 50,27,28,Joe Burrow pass incomplete short right intended for Cethan Carter,1.710,1.030
4,10:24,3,10,CIN 50,27,28,Joe Burrow pass complete short right to A.J. Green for 11 yards,1.030,2.980
4,10:13,1,10,IND 39,27,28,Joe Burrow pass complete short right to A.J. Green for 7 yards (tackle by Anthony Walker),2.980,3.390
4,9:33,2,3,IND 32,27,28,Tee Higgins right end for 2 yards (tackle by Anthony Walker),3.390,2.940
4,8:51,3,1,IND 30,27,28,Samaje Perine up the middle for no gain (tackle by Khari Willis and Tyquan Lewis),2.940,1.520
4,8:06,4,1,IND 30,27,28,Randy Bullock 48 yard field goal no good,1.520,-1.470
4,8:02,1,10,IND 38,27,28,Philip Rivers pass incomplete deep left intended for Marcus Johnson,1.470,0.920
4,7:56,2,10,IND 38,27,28,Philip Rivers pass complete short right to Nyheim Hines for 2 yards (tackle by Carlos Dunlap),0.920,0.500
4,7:11,3,8,IND 40,27,28,Philip Rivers pass complete short left to T.Y. Hilton for 11 yards (tackle by Jessie Bates),0.500,2.320
4,6:28,1,10,CIN 49,27,28,Jonathan Taylor right end for 1 yard (tackle by Xavier Williams and Josh Bynes),2.320,1.920
4,5:45,2,9,CIN 48,27,28,Philip Rivers pass incomplete short middle intended for Nyheim Hines,1.920,1.220
4,5:41,3,9,CIN 48,27,28,Philip Rivers pass complete short right to Trey Burton for 20 yards (tackle by Vonn Bell),1.220,3.710
4,5:01,1,10,CIN 28,27,28,Jonathan Taylor left tackle for no gain (tackle by Vonn Bell),3.710,3.170
4,4:16,2,10,CIN 28,27,28,Philip Rivers pass complete short right to De'Michael Harris for 6 yards (tackle by LeShaun Sims),3.170,3.270
4,4:11,3,4,CIN 22,27,28,Philip Rivers pass incomplete short right intended for Trey Burton (defended by Vonn Bell),3.270,2.070
4,4:07,4,4,CIN 22,27,31,Rodrigo Blankenship 40 yard field goal good,2.070,3.000
4,4:03,,,IND 35,27,31,"Rigoberto Sanchez kicks off 67 yards, returned by Brandon Wilson for 28 yards (tackle by Tavon Wilson)",0.000,0.670
4,3:57,1,10,CIN 26,27,31,Joe Burrow pass complete short left to A.J. Green for 11 yards (tackle by Xavier Rhodes),0.670,1.400
4,3:26,1,10,CIN 37,27,31,Joe Burrow pass complete short right to Tee Higgins for 8 yards (tackle by Bobby Okereke),1.400,1.940
4,2:55,2,2,CIN 45,27,31,Giovani Bernard up the middle for 5 yards (tackle by Khari Willis and DeForest Buckner),1.940,2.260
4,2:12,1,10,CIN 50,27,31,Giovani Bernard up the middle for no gain (tackle by Al-Quadin Muhammad),2.260,1.710
4,2:00,2,10,CIN 50,27,31,Joe Burrow pass incomplete short middle intended for Drew Sample (defended by Bobby Okereke),1.710,1.030
4,1:57,3,10,CIN 50,27,31,Joe Burrow up the middle for 1 yard (tackle by Khari Willis),1.030,0.000
4,1:48,,,,,,Timeout #1 by Cincinnati Bengals,,
4,1:48,4,9,IND 49,27,31,Joe Burrow pass complete short right to A.J. Green for 10 yards (tackle by Khari Willis),0.000,2.980
4,1:15,1,10,IND 39,27,31,Joe Burrow pass complete short middle to Giovani Bernard for 2 yards (tackle by Anthony Walker),2.980,2.710
4,0:52,2,8,IND 37,27,31,Joe Burrow pass complete short left to Tyler Boyd for 2 yards (tackle by Kenny Moore),2.710,2.280
4,0:46,3,6,IND 35,27,31,Joe Burrow pass deep middle intended for Tyler Boyd is intercepted by Julian Blackmon at IND-19 and returned for 4 yards,2.280,-0.480
4,0:39,1,10,IND 23,27,31,Philip Rivers kneels for -1 yards,0.480,-0.200
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
