Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP
Bengals,-8.0,0.34,-1.17,1.51,-3.91,-9.3,-3.19,-7.36,0.0,1.65,-1.66,2.71,3.62,-1.73,-1.29
Ravens,8.0,9.3,3.19,7.36,0.0,-0.34,1.17,-1.51,3.91,-1.65,-2.71,1.66,1.73,-3.62,1.29
