Quarter,Time,Down,ToGo,Location,BAL,CIN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Bengals won the coin toss and deferred, Ravens to receive the opening kickoff.",,
1,15:00,,,CIN 35,0,0,"Mike Nugent kicks off 73 yards, touchback",0.000,0.280
1,15:00,1,10,BAL 20,0,0,Joe Flacco pass complete short left to Torrey Smith for 6 yards (tackle by Pacman Jones),0.280,0.540
1,14:34,2,4,BAL 26,0,0,Ray Rice left guard for 3 yards (tackle by Chris Crocker),0.540,0.230
1,13:55,3,1,BAL 29,0,0,Vonta Leach up the middle for 1 yard (tackle by Frostee Rucker),0.230,0.940
1,13:09,,,,0,0,Timeout #1 by Baltimore Ravens,0.000,0.940
1,13:09,1,10,BAL 30,6,0,"Ray Rice right tackle for 70 yards, touchdown",0.940,7.000
1,13:09,,,CIN 2,7,0,Billy Cundiff kicks extra point good,0.000,0.000
1,12:58,,,BAL 35,7,0,"Billy Cundiff kicks off 53 yards, returned by Brandon Tate for 9 yards (tackle by Albert McClellan)",0.000,0.340
1,12:53,1,10,CIN 21,7,0,Cedric Benson up the middle for 2 yards (tackle by Jameel McClain and Cory Redding),0.340,0.070
1,12:17,2,8,CIN 23,7,0,Cedric Benson right tackle for 5 yards (tackle by Bernard Pollard and Jameel McClain),0.070,0.040
1,11:39,3,3,CIN 28,7,0,Andy Dalton pass complete short middle to Andrew Hawkins for 2 yards (tackle by Paul Kruger and Lardarius Webb),0.040,-1.370
1,11:18,4,1,CIN 30,7,0,"Kevin Huber punts 48 yards, fair catch by Lardarius Webb",-1.370,-0.410
1,11:11,1,10,BAL 22,7,0,Ricky Williams right tackle for 6 yards (tackle by Frostee Rucker and Thomas Howard),0.410,0.680
1,10:34,2,4,BAL 28,7,0,Ricky Williams right tackle for 3 yards (tackle by Domata Peko and Micah Johnson),0.680,0.370
1,9:57,3,1,BAL 31,7,0,Joe Flacco pass complete short right to Dennis Pitta for 39 yards (tackle by Pacman Jones and Rey Maualuga),0.370,3.580
1,9:08,1,10,CIN 30,7,0,"Penalty on Bryant McKinnie: False Start, 5 yards (no play)",3.580,3.250
1,8:53,1,15,CIN 35,7,0,Ray Rice left tackle for -2 yards (tackle by Domata Peko),3.250,2.090
1,8:11,2,17,CIN 37,7,0,Joe Flacco pass complete short right to Ray Rice for 5 yards (tackle by Dan Skuta),2.090,2.080
1,7:30,3,12,CIN 32,7,0,Joe Flacco pass complete short middle to Torrey Smith for 8 yards (tackle by Chris Crocker),2.080,1.940
1,6:50,4,4,CIN 24,10,0,Billy Cundiff 42 yard field goal good,1.940,3.000
1,6:45,,,BAL 35,10,0,"Billy Cundiff kicks off 70 yards, returned by Brandon Tate for 34 yards (tackle by Jimmy Smith)",0.000,0.870
1,6:39,1,10,CIN 29,10,0,Andy Dalton pass incomplete,0.870,0.330
1,6:32,2,10,CIN 29,10,0,Cedric Benson left tackle for 3 yards (tackle by Terrell Suggs),0.330,0.040
1,5:48,3,7,CIN 32,10,0,Andy Dalton pass complete short middle to A.J. Green for 18 yards (tackle by Ed Reed),0.040,2.260
1,5:08,1,10,,10,0,Andy Dalton pass complete short left to Donald Lee for 6 yards (tackle by Cary Williams),2.260,2.520
1,4:28,2,4,BAL 44,10,0,"Cedric Benson left guard for no gain (tackle by Arthur Jones). Penalty on Jarret Johnson: Unnecessary Roughness, 15 yards",2.520,3.640
1,4:01,1,10,BAL 29,10,0,Andy Dalton pass incomplete deep right intended for A.J. Green,3.640,3.100
1,3:54,2,10,BAL 29,10,0,Andy Dalton up the middle for 1 yard (tackle by Cory Redding),3.100,2.540
1,3:13,3,9,BAL 28,10,0,Andy Dalton pass incomplete deep right intended for Jerome Simpson,2.540,1.590
1,3:07,4,9,BAL 28,10,3,Mike Nugent 46 yard field goal good,1.590,3.000
1,3:02,,,CIN 35,10,3,"Mike Nugent kicks off 39 yards, returned by Edgar Jones for no gain",0.000,0.480
1,3:00,1,10,BAL 23,10,3,Ray Rice right tackle for 1 yard (tackle by Frostee Rucker and Carlos Dunlap),0.480,0.070
1,2:22,2,9,BAL 24,10,3,Joe Flacco pass complete short middle to Torrey Smith for 6 yards (tackle by Reggie Nelson),0.070,0.170
1,1:49,3,3,BAL 30,10,3,Joe Flacco pass incomplete deep right intended for Torrey Smith,0.170,-1.370
1,1:43,4,3,BAL 30,10,3,"Sam Koch punts 61 yards, returned by Brandon Tate for 14 yards (tackle by LaQuan Williams)",-1.370,-0.480
1,1:32,1,10,CIN 23,10,3,Bernard Scott right tackle for 2 yards (tackle by Haloti Ngata and Terrell Suggs),0.480,0.200
1,0:51,2,8,CIN 25,10,3,Andy Dalton pass incomplete short middle intended for Jerome Simpson (defended by Cary Williams),0.200,-0.490
1,0:45,,,,10,3,Timeout #1 by Cincinnati Bengals,0.000,-0.490
1,0:45,3,8,CIN 25,10,3,Andy Dalton pass complete short left to Jerome Simpson for 9 yards (tackle by Cary Williams),-0.490,1.200
Quarter,Time,Down,ToGo,Location,BAL,CIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CIN 34,10,3,Bernard Scott left tackle for 1 yard (tackle by Bernard Pollard),1.200,0.790
2,14:22,2,9,CIN 35,10,3,Andy Dalton pass complete short left to Bernard Scott for 8 yards (tackle by Cary Williams),0.790,1.160
2,13:46,3,1,CIN 43,10,3,Bernard Scott right guard for 3 yards (tackle by Haloti Ngata and Jarret Johnson),1.160,1.990
2,13:06,1,10,CIN 46,10,3,Andy Dalton pass complete short left to Donald Lee for 3 yards (tackle by Cary Williams),1.990,1.860
2,12:27,2,7,CIN 49,10,3,Andy Dalton pass complete short right to Jermaine Gresham for 25 yards (tackle by Ed Reed and Jameel McClain),1.860,3.840
2,11:56,1,10,BAL 26,10,3,Andy Dalton pass complete short right to Jermaine Gresham for 8 yards (tackle by Lardarius Webb and Jarret Johnson),3.840,4.450
2,11:18,2,2,BAL 18,10,3,Bernard Scott left tackle for no gain (tackle by Haloti Ngata and Jameel McClain),4.450,3.750
2,10:36,3,2,BAL 18,10,3,Andy Dalton pass incomplete deep right intended for Donald Lee,3.750,2.370
2,10:31,4,2,BAL 18,10,3,Mike Nugent 36 yard field goal no good,2.370,-0.670
2,10:27,1,10,BAL 26,10,3,Ray Rice left guard for 2 yards (tackle by Rey Maualuga),0.670,0.400
2,9:52,2,8,BAL 28,10,3,Ray Rice right tackle for 6 yards (tackle by Manny Lawson),0.400,0.500
2,9:10,3,2,BAL 34,10,3,Joe Flacco pass complete short right to Dennis Pitta for 4 yards (tackle by Manny Lawson),0.500,1.470
2,8:32,1,10,BAL 38,10,3,Ray Rice up the middle for 2 yards (tackle by Geno Atkins),1.470,1.190
2,7:52,2,8,BAL 40,10,3,Joe Flacco pass incomplete deep right intended for Torrey Smith,1.190,0.500
2,7:45,,,,10,3,Timeout #2 by Baltimore Ravens,0.000,0.500
2,7:45,3,8,BAL 40,10,3,Joe Flacco pass incomplete deep right intended for Lee Evans,0.500,-0.720
2,7:38,4,8,BAL 40,10,3,Sam Koch punts 50 yards (tackle by Brendon Ayanbadejo),-0.720,-0.870
2,7:24,1,10,CIN 29,10,3,Andy Dalton pass complete short middle to Cedric Benson for 6 yards (tackle by Ray Lewis),0.870,1.140
2,6:47,2,4,CIN 35,10,3,Andrew Hawkins left end for 3 yards (tackle by Jameel McClain and Terrence Cody),1.140,0.830
2,6:05,3,1,CIN 38,10,3,Cedric Benson right tackle for no gain (tackle by Cory Redding),0.830,-0.850
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,5:16,4,1,CIN 38,10,3,"Kevin Huber punts 62 yards, touchback",-0.850,-0.280
2,5:03,1,10,BAL 20,10,3,Ricky Williams right tackle for 2 yards (tackle by Jonathan Fanene and Carlos Dunlap),0.280,0.000
2,4:26,2,8,BAL 22,10,3,Ricky Williams right guard for 10 yards (tackle by Thomas Howard and Chris Crocker),0.000,1.070
2,3:48,1,10,BAL 32,10,3,Ray Rice right guard for 3 yards (tackle by Rey Maualuga),1.070,0.930
2,3:07,2,7,BAL 35,10,3,Joe Flacco pass complete short left to Dennis Pitta for 4 yards (tackle by Manny Lawson and Carlos Dunlap),0.930,0.760
2,2:22,3,3,BAL 39,10,3,"Joe Flacco pass incomplete short right intended for Dennis Pitta (defended by Nate Clements). Penalty on Nate Clements: Defensive Holding, 5 yards (no play)",0.760,1.860
2,2:17,1,10,BAL 44,10,3,"Penalty on Michael Oher: False Start, 5 yards (no play)",1.860,1.530
2,2:16,1,15,BAL 39,10,3,Ray Rice right tackle for 1 yard (tackle by Frostee Rucker),1.530,0.780
