Quarter,Time,Tm,Detail,CIN,CLE
1.0,7:39,Browns,Andre' Davis 99 yard pass from Jeff Garcia (Phil Dawson kick),0,7
2.0,14:51,Browns,Quincy Morgan 10 yard pass from Jeff Garcia (Phil Dawson kick),0,14
,13:19,Bengals,Kevin Kaesviharn 3 yard defensive fumble return (Shayne Graham kick),7,14
,9:28,Bengals,Matt Schobel 6 yard pass from Carson Palmer (Shayne Graham kick),14,14
,6:10,Bengals,Shayne Graham 32 yard field goal,17,14
,0:00,Browns,Aaron Shea 5 yard pass from Jeff Garcia (Phil Dawson kick),17,21
3.0,0:58,Browns,Phil Dawson 23 yard field goal,17,24
4.0,10:15,Browns,Lee Suggs 59 yard pass from Jeff Garcia (Phil Dawson kick),17,31
,2:49,Browns,Phil Dawson 33 yard field goal,17,34
