Quarter,Time,Tm,Detail,NYG,MIN
1.0,6:28,Vikings,Matt Asiata 1 yard rush (Blair Walsh kick),0,7
2.0,7:59,Vikings,Kyle Rudolph 7 yard pass from Sam Bradford (Blair Walsh kick),0,14
,0:02,Giants,Josh Brown 40 yard field goal,3,14
3.0,7:39,Vikings,Blair Walsh 44 yard field goal,3,17
4.0,13:38,Giants,Orleans Darkwa 1 yard rush (Josh Brown kick),10,17
,9:20,Vikings,Jerick McKinnon 4 yard rush (Blair Walsh kick),10,24
