Week,Day,Date,Time,Winner/tie,Unnamed: 5,Loser/tie,Unnamed: 7,PtsW,PtsL,YdsW,TOW,YdsL,TOL,url,Home,Away,File
Week1,Thu,2010-09-09,8:41PM,New Orleans Saints,,Minnesota Vikings,boxscore,14,9,308,0,253,1,https://www.pro-football-reference.com/boxscores/201009090nor.htm,NO,MIN,2010_Week1_NO_vs_MIN
Week1,Sun,2010-09-12,1:02PM,Pittsburgh Steelers,,Atlanta Falcons,boxscore,15,9,354,1,295,1,https://www.pro-football-reference.com/boxscores/201009120pit.htm,PIT,ATL,2010_Week1_PIT_vs_ATL
Week1,Sun,2010-09-12,1:02PM,Miami Dolphins,@,Buffalo Bills,boxscore,15,10,296,0,166,0,https://www.pro-football-reference.com/boxscores/201009120buf.htm,BUF,MIA,2010_Week1_BUF_vs_MIA
Week1,Sun,2010-09-12,1:02PM,Chicago Bears,,Detroit Lions,boxscore,19,14,463,4,168,3,https://www.pro-football-reference.com/boxscores/201009120chi.htm,CHI,DET,2010_Week1_CHI_vs_DET
Week1,Sun,2010-09-12,1:02PM,New England Patriots,,Cincinnati Bengals,boxscore,38,24,376,0,428,2,https://www.pro-football-reference.com/boxscores/201009120nwe.htm,NE,CIN,2010_Week1_NE_vs_CIN
Week1,Sun,2010-09-12,1:02PM,Tampa Bay Buccaneers,,Cleveland Browns,boxscore,17,14,288,2,340,3,https://www.pro-football-reference.com/boxscores/201009120tam.htm,TB,CLE,2010_Week1_TB_vs_CLE
Week1,Sun,2010-09-12,1:02PM,Houston Texans,,Indianapolis Colts,boxscore,34,24,355,1,463,1,https://www.pro-football-reference.com/boxscores/201009120htx.htm,HOU,IND,2010_Week1_HOU_vs_IND
Week1,Sun,2010-09-12,1:02PM,Tennessee Titans,,Oakland Raiders,boxscore,38,13,345,1,286,2,https://www.pro-football-reference.com/boxscores/201009120oti.htm,TEN,LVR,2010_Week1_TEN_vs_LVR
Week1,Sun,2010-09-12,1:03PM,Jacksonville Jaguars,,Denver Broncos,boxscore,24,17,299,0,363,2,https://www.pro-football-reference.com/boxscores/201009120jax.htm,JAX,DEN,2010_Week1_JAX_vs_DEN
Week1,Sun,2010-09-12,1:04PM,New York Giants,,Carolina Panthers,boxscore,31,18,376,4,237,5,https://www.pro-football-reference.com/boxscores/201009120nyg.htm,NYG,CAR,2010_Week1_NYG_vs_CAR
Week1,Sun,2010-09-12,4:15PM,Arizona Cardinals,@,St. Louis Rams,boxscore,17,13,378,4,325,4,https://www.pro-football-reference.com/boxscores/201009120ram.htm,LAR,ARI,2010_Week1_LAR_vs_ARI
Week1,Sun,2010-09-12,4:16PM,Green Bay Packers,@,Philadelphia Eagles,boxscore,27,20,299,2,320,1,https://www.pro-football-reference.com/boxscores/201009120phi.htm,PHI,GB,2010_Week1_PHI_vs_GB
Week1,Sun,2010-09-12,4:16PM,Seattle Seahawks,,San Francisco 49ers,boxscore,31,6,242,1,263,2,https://www.pro-football-reference.com/boxscores/201009120sea.htm,SEA,SF,2010_Week1_SEA_vs_SF
Week1,Sun,2010-09-12,8:31PM,Washington Redskins,,Dallas Cowboys,boxscore,13,7,250,0,380,1,https://www.pro-football-reference.com/boxscores/201009120was.htm,WAS,DAL,2010_Week1_WAS_vs_DAL
Week1,Mon,2010-09-13,7:26PM,Baltimore Ravens,@,New York Jets,boxscore,10,9,282,3,176,1,https://www.pro-football-reference.com/boxscores/201009130nyj.htm,NYJ,BAL,2010_Week1_NYJ_vs_BAL
Week1,Mon,2010-09-13,10:20PM,Kansas City Chiefs,,San Diego Chargers,boxscore,21,14,197,0,389,1,https://www.pro-football-reference.com/boxscores/201009130kan.htm,KC,LAC,2010_Week1_KC_vs_LAC
Week2,Sun,2010-09-19,1:02PM,Green Bay Packers,,Buffalo Bills,boxscore,34,7,346,0,186,2,https://www.pro-football-reference.com/boxscores/201009190gnb.htm,GB,BUF,2010_Week2_GB_vs_BUF
Week2,Sun,2010-09-19,1:02PM,Cincinnati Bengals,,Baltimore Ravens,boxscore,15,10,253,0,259,4,https://www.pro-football-reference.com/boxscores/201009190cin.htm,CIN,BAL,2010_Week2_CIN_vs_BAL
Week2,Sun,2010-09-19,1:02PM,Kansas City Chiefs,@,Cleveland Browns,boxscore,16,14,312,2,299,2,https://www.pro-football-reference.com/boxscores/201009190cle.htm,CLE,KC,2010_Week2_CLE_vs_KC
Week2,Sun,2010-09-19,1:02PM,Philadelphia Eagles,@,Detroit Lions,boxscore,35,32,410,0,444,2,https://www.pro-football-reference.com/boxscores/201009190det.htm,DET,PHI,2010_Week2_DET_vs_PHI
Week2,Sun,2010-09-19,1:02PM,Pittsburgh Steelers,@,Tennessee Titans,boxscore,19,11,127,1,238,7,https://www.pro-football-reference.com/boxscores/201009190oti.htm,TEN,PIT,2010_Week2_TEN_vs_PIT
Week2,Sun,2010-09-19,1:03PM,Atlanta Falcons,,Arizona Cardinals,boxscore,41,7,444,1,267,3,https://www.pro-football-reference.com/boxscores/201009190atl.htm,ATL,ARI,2010_Week2_ATL_vs_ARI
Week2,Sun,2010-09-19,1:03PM,Tampa Bay Buccaneers,@,Carolina Panthers,boxscore,20,7,273,0,278,3,https://www.pro-football-reference.com/boxscores/201009190car.htm,CAR,TB,2010_Week2_CAR_vs_TB
Week2,Sun,2010-09-19,1:05PM,Chicago Bears,@,Dallas Cowboys,boxscore,27,20,308,0,410,3,https://www.pro-football-reference.com/boxscores/201009190dal.htm,DAL,CHI,2010_Week2_DAL_vs_CHI
Week2,Sun,2010-09-19,1:05PM,Miami Dolphins,@,Minnesota Vikings,boxscore,14,10,226,2,364,4,https://www.pro-football-reference.com/boxscores/201009190min.htm,MIN,MIA,2010_Week2_MIN_vs_MIA
Week2,Sun,2010-09-19,4:05PM,Oakland Raiders,,St. Louis Rams,boxscore,16,14,404,2,210,1,https://www.pro-football-reference.com/boxscores/201009190rai.htm,LVR,LAR,2010_Week2_LVR_vs_LAR
Week2,Sun,2010-09-19,4:06PM,Denver Broncos,,Seattle Seahawks,boxscore,31,14,369,0,339,4,https://www.pro-football-reference.com/boxscores/201009190den.htm,DEN,SEA,2010_Week2_DEN_vs_SEA
Week2,Sun,2010-09-19,4:15PM,Houston Texans,@,Washington Redskins,boxscore,30,27,526,1,421,0,https://www.pro-football-reference.com/boxscores/201009190was.htm,WAS,HOU,2010_Week2_WAS_vs_HOU
Week2,Sun,2010-09-19,4:15PM,San Diego Chargers,,Jacksonville Jaguars,boxscore,38,13,477,3,350,6,https://www.pro-football-reference.com/boxscores/201009190sdg.htm,LAC,JAX,2010_Week2_LAC_vs_JAX
Week2,Sun,2010-09-19,4:16PM,New York Jets,,New England Patriots,boxscore,28,14,336,0,291,3,https://www.pro-football-reference.com/boxscores/201009190nyj.htm,NYJ,NE,2010_Week2_NYJ_vs_NE
Week2,Sun,2010-09-19,8:31PM,Indianapolis Colts,,New York Giants,boxscore,38,14,410,1,257,3,https://www.pro-football-reference.com/boxscores/201009190clt.htm,IND,NYG,2010_Week2_IND_vs_NYG
Week2,Mon,2010-09-20,8:36PM,New Orleans Saints,@,San Francisco 49ers,boxscore,25,22,287,0,417,4,https://www.pro-football-reference.com/boxscores/201009200sfo.htm,SF,NO,2010_Week2_SF_vs_NO
Week3,Sun,2010-09-26,1:02PM,New England Patriots,,Buffalo Bills,boxscore,38,30,445,1,374,2,https://www.pro-football-reference.com/boxscores/201009260nwe.htm,NE,BUF,2010_Week3_NE_vs_BUF
Week3,Sun,2010-09-26,1:02PM,Cincinnati Bengals,@,Carolina Panthers,boxscore,20,7,305,2,267,4,https://www.pro-football-reference.com/boxscores/201009260car.htm,CAR,CIN,2010_Week3_CAR_vs_CIN
Week3,Sun,2010-09-26,1:02PM,Baltimore Ravens,,Cleveland Browns,boxscore,24,17,365,0,304,0,https://www.pro-football-reference.com/boxscores/201009260rav.htm,BAL,CLE,2010_Week3_BAL_vs_CLE
Week3,Sun,2010-09-26,1:02PM,Dallas Cowboys,@,Houston Texans,boxscore,27,13,385,0,340,3,https://www.pro-football-reference.com/boxscores/201009260htx.htm,HOU,DAL,2010_Week3_HOU_vs_DAL
Week3,Sun,2010-09-26,1:02PM,Tennessee Titans,@,New York Giants,boxscore,29,10,271,0,471,3,https://www.pro-football-reference.com/boxscores/201009260nyg.htm,NYG,TEN,2010_Week3_NYG_vs_TEN
Week3,Sun,2010-09-26,1:03PM,Atlanta Falcons,@,New Orleans Saints,boxscore,27,24,417,1,398,3,https://www.pro-football-reference.com/boxscores/201009260nor.htm,NO,ATL,2010_Week3_NO_vs_ATL
Week3,Sun,2010-09-26,1:03PM,Pittsburgh Steelers,@,Tampa Bay Buccaneers,boxscore,38,13,387,2,303,2,https://www.pro-football-reference.com/boxscores/201009260tam.htm,TB,PIT,2010_Week3_TB_vs_PIT
Week3,Sun,2010-09-26,1:04PM,Kansas City Chiefs,,San Francisco 49ers,boxscore,31,10,457,1,251,1,https://www.pro-football-reference.com/boxscores/201009260kan.htm,KC,SF,2010_Week3_KC_vs_SF
Week3,Sun,2010-09-26,1:05PM,Minnesota Vikings,,Detroit Lions,boxscore,24,10,368,3,295,3,https://www.pro-football-reference.com/boxscores/201009260min.htm,MIN,DET,2010_Week3_MIN_vs_DET
Week3,Sun,2010-09-26,4:05PM,Philadelphia Eagles,@,Jacksonville Jaguars,boxscore,28,3,373,0,191,1,https://www.pro-football-reference.com/boxscores/201009260jax.htm,JAX,PHI,2010_Week3_JAX_vs_PHI
Week3,Sun,2010-09-26,4:05PM,St. Louis Rams,,Washington Redskins,boxscore,30,16,365,2,349,2,https://www.pro-football-reference.com/boxscores/201009260ram.htm,LAR,WAS,2010_Week3_LAR_vs_WAS
