Quarter,Time,Down,ToGo,Location,TAM,ATL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Buccaneers won the coin toss and deferred, Falcons to receive the opening kickoff.",,
1,15:00,,,TAM 35,0,0,"Roberto Aguayo kicks off 72 yards, returned by Eric Weems for 26 yards (tackle by Chris Conte)",0.000,-0.150
1,14:55,1,10,ATL 19,0,0,Devonta Freeman right tackle for 1 yard (tackle by Kwon Alexander),0.150,-0.200
1,14:20,2,9,ATL 20,0,0,Devonta Freeman right guard for no gain (tackle by Robert Ayers),-0.200,-0.940
1,13:40,3,9,ATL 20,0,0,Matt Ryan pass complete short left to Patrick DiMarco for 8 yards (tackle by Lavonte David),-0.940,-1.500
1,13:04,4,1,ATL 28,0,0,Matthew Bosher punts 34 yards,-1.500,-1.470
1,12:54,1,10,TAM 38,0,0,Doug Martin left tackle for 2 yards (tackle by Adrian Clayborn),1.470,1.190
1,12:11,2,8,TAM 40,0,0,Jameis Winston pass complete short right to Adam Humphries for 4 yards (tackle by Deion Jones),1.190,1.020
1,11:30,3,4,TAM 44,0,0,"Jameis Winston pass incomplete deep right intended for Austin Seferian-Jenkins. Penalty on De'Vondre Campbell: Defensive Pass Interference, 25 yards (no play)",1.020,3.510
1,11:25,1,10,ATL 31,0,0,Doug Martin left guard for 12 yards (tackle by Brian Poole),3.510,4.310
1,10:53,1,10,ATL 19,0,0,Doug Martin left end for -6 yards (tackle by De'Vondre Campbell),4.310,2.950
1,10:06,2,16,ATL 25,0,0,Jameis Winston pass incomplete deep right intended for Adam Humphries,2.950,2.280
1,10:02,3,16,ATL 25,0,0,Jameis Winston pass incomplete deep right intended for Mike Evans,2.280,1.800
1,9:57,4,16,ATL 25,3,0,Roberto Aguayo 43 yard field goal good,1.800,3.000
1,9:57,,,TAM 35,3,0,"Roberto Aguayo kicks off 65 yards, touchback",0.000,-0.610
1,9:52,1,10,ATL 25,3,0,Matt Ryan pass complete deep right to Mohamed Sanu for 59 yards (tackle by Chris Conte),0.610,4.510
1,9:11,1,10,TAM 16,3,0,Matt Ryan pass complete short left to Mohamed Sanu for 4 yards (tackle by Kwon Alexander),4.510,4.570
1,8:34,2,6,TAM 12,3,0,Matt Ryan pass complete short right to Justin Hardy for no gain,4.570,3.730
1,7:54,3,6,TAM 12,3,0,Matt Ryan sacked by Robert Ayers for -4 yards,3.730,2.380
1,7:13,4,10,TAM 16,3,3,Matt Bryant 34 yard field goal good,2.380,3.000
1,7:13,,,ATL 35,3,3,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.610
1,7:08,1,10,TAM 25,3,3,Doug Martin left guard for no gain (tackle by Philip Wheeler),0.610,0.060
1,6:32,2,10,TAM 25,3,3,Jameis Winston pass incomplete short left intended for Vincent Jackson (defended by Robert Alford),0.060,-0.620
1,6:28,3,10,TAM 25,3,3,Jameis Winston pass complete short middle to Doug Martin for 7 yards (tackle by Derrick Shelby),-0.620,-1.240
1,5:46,4,3,TAM 32,3,3,"Bryan Anger punts 45 yards, returned by Eric Weems for 13 yards (tackle by Adarius Glanton)",-1.240,-1.330
1,5:34,1,10,ATL 36,3,3,Matt Ryan pass incomplete short right intended for Mohamed Sanu,1.330,0.790
1,5:30,2,10,ATL 36,3,3,Tevin Coleman right guard for 3 yards (tackle by Kwon Alexander),0.790,0.500
1,4:46,3,7,ATL 39,3,3,Matt Ryan left tackle for 3 yards (tackle by Kwon Alexander). Penalty on Jake Matthews: Illegal Use of Hands (Declined),0.500,-0.590
1,4:25,4,4,ATL 42,3,3,"Matthew Bosher punts 49 yards, fair catch by Adam Humphries",-0.590,0.380
1,4:18,1,10,TAM 9,3,3,Charles Sims right tackle for 5 yards (tackle by Ricardo Allen),-0.380,-0.390
1,3:39,2,5,TAM 14,3,3,"Charles Sims left guard for 7 yards (tackle by De'Vondre Campbell and Deion Jones). Penalty on Ali Marpet: Offensive Holding, 7 yards (no play)",-0.390,-0.930
1,3:32,2,12,TAM 7,3,3,"Penalty on Jameis Winston: Delay of Game, 3 yards (no play)",-0.930,-1.150
1,2:41,2,15,TAM 4,3,3,Jameis Winston pass incomplete deep right intended for Vincent Jackson is intercepted by Desmond Trufant at TAM-22 and returned for 9 yards. Penalty on Vincent Jackson: Illegal Formation (Declined),-1.150,-4.710
1,2:31,1,10,TAM 13,3,3,"Penalty on Jacob Tamme: False Start, 5 yards (no play)",4.710,4.290
1,2:31,1,15,TAM 18,3,3,Matt Ryan pass complete short middle to Devonta Freeman for 11 yards (tackle by Kwon Alexander),4.290,5.150
1,1:51,2,4,TAM 7,3,3,Devonta Freeman left end for 3 yards (tackle by Daryl Smith),5.150,5.010
1,1:13,3,1,TAM 4,3,3,Matt Ryan pass complete short left to Jacob Tamme for 3 yards (tackle by Kwon Alexander and Chris Conte),5.010,6.970
1,1:06,1,1,TAM 1,3,3,"Penalty on Austin Hooper: False Start, 4 yards (no play)",6.970,6.060
1,0:16,1,5,TAM 5,3,9,"Matt Ryan pass complete short middle to Mohamed Sanu for 5 yards, touchdown",6.060,7.000
1,0:16,,,TAM 5,3,10,Matt Bryant kicks extra point good,0.000,0.000
1,0:16,,,ATL 35,3,10,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.610
1,0:11,1,10,TAM 25,3,10,Jameis Winston pass complete short left to Mike Evans for 4 yards (tackle by Robert Alford),0.610,0.600
Quarter,Time,Down,ToGo,Location,TAM,ATL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,TAM 29,3,10,Jameis Winston pass complete short right to Adam Humphries for 4 yards (tackle by Desmond Trufant),0.600,0.430
2,14:20,3,2,TAM 33,3,10,"Jameis Winston right end for 1 yard (tackle by Deion Jones). Penalty on Adrian Clayborn: Defensive Offside, 5 yards (no play)",0.430,1.470
2,13:58,1,10,TAM 38,3,10,Jameis Winston pass complete short middle to Doug Martin for 14 yards (tackle by Sean Weatherspoon),1.470,2.390
2,13:12,1,10,ATL 48,3,10,Jameis Winston pass complete short right to Doug Martin for 7 yards (tackle by Brian Poole),2.390,2.790
2,12:48,2,3,ATL 41,3,10,Doug Martin right guard for 7 yards (tackle by Ricardo Allen and Robert Alford),2.790,3.310
2,12:14,1,10,ATL 34,3,10,Charles Sims right guard for 2 yards (tackle by Courtney Upshaw),3.310,3.040
2,11:40,2,8,ATL 32,3,10,Jameis Winston pass complete short left to Adam Humphries for 26 yards (tackle by Deion Jones),3.040,5.830
2,11:07,1,6,ATL 6,3,10,Doug Martin right tackle for 2 yards (tackle by Brian Poole and Grady Jarrett),5.830,5.340
2,10:31,2,4,ATL 4,9,10,"Jameis Winston pass complete short right to Brandon Myers for 4 yards, touchdown",5.340,7.000
2,10:31,,,ATL 4,10,10,Roberto Aguayo kicks extra point good,0.000,0.000
2,10:31,,,TAM 35,10,10,"Roberto Aguayo kicks off 65 yards, touchback",0.000,-0.610
2,10:25,1,10,ATL 25,10,10,Tevin Coleman left end for no gain (tackle by Daryl Smith),0.610,0.060
2,9:47,2,10,ATL 25,10,10,Matt Ryan pass complete short left to Julio Jones for 14 yards (tackle by Chris Conte and Kwon Alexander),0.060,1.530
2,9:10,1,10,ATL 39,10,10,Matt Ryan pass complete short right to Tevin Coleman for 16 yards (tackle by Kwon Alexander),1.530,2.590
2,8:29,1,10,TAM 45,10,10,Devonta Freeman right end for -3 yards (tackle by Lavonte David),2.590,1.640
2,7:46,2,13,TAM 48,10,10,Tevin Coleman left end for 4 yards (tackle by Daryl Smith),1.640,1.490
2,7:07,3,9,TAM 44,10,10,Matt Ryan pass incomplete short right intended for Justin Hardy (defended by Brent Grimes),1.490,0.330
2,7:03,4,9,TAM 44,10,10,"Matthew Bosher punts 35 yards, fair catch by Adam Humphries",0.330,0.380
2,6:54,1,10,TAM 9,10,10,Doug Martin right guard for 3 yards (tackle by Derrick Shelby),-0.380,-0.560
2,6:17,2,7,TAM 12,10,10,Jameis Winston pass complete short left to Doug Martin for 4 yards (tackle by Sean Weatherspoon),-0.560,-0.600
2,5:32,3,3,TAM 16,10,10,"Jameis Winston pass complete short left to Doug Martin for 2 yards (tackle by Kemal Ishmael). Penalty on Joe Hawley: Unnecessary Roughness, 9 yards",-0.600,-2.490
2,5:08,4,10,TAM 9,10,10,"Bryan Anger punts 52 yards, fair catch by Eric Weems",-2.490,-1.530
2,4:59,1,10,ATL 39,10,10,Matt Ryan pass incomplete deep left intended for Julio Jones,1.530,0.990
2,4:53,2,10,ATL 39,10,10,Tevin Coleman right guard for 4 yards (tackle by Bradley McDougald),0.990,0.830
2,4:15,3,6,ATL 43,10,10,Matt Ryan pass complete short right to Tevin Coleman for 47 yards (tackle by Chris Conte),0.830,4.910
2,3:30,1,10,TAM 10,10,10,Devonta Freeman right guard for 3 yards (tackle by Bradley McDougald),4.910,4.760
2,2:52,2,7,TAM 7,10,10,Matt Ryan pass complete short middle to Devonta Freeman for -5 yards (tackle by Gerald McCoy),4.760,3.100
2,2:10,3,12,TAM 12,10,10,"Penalty on Jake Matthews: False Start, 5 yards (no play)",3.100,2.740
2,2:00,3,17,TAM 17,10,10,Tevin Coleman right guard for 1 yard (tackle by Clinton McDonald),2.740,2.740
2,1:50,3,17,TAM 17,10,10,Timeout #1 by Tampa Bay Buccaneers,2.740,2.380
2,1:50,4,16,TAM 16,10,13,Matt Bryant 34 yard field goal good,2.380,3.000
2,1:50,,,ATL 35,10,13,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.610
2,1:45,1,10,TAM 25,10,13,Jameis Winston pass incomplete short left intended for Adam Humphries,0.610,0.060
2,1:40,2,10,TAM 25,10,13,Jameis Winston pass complete short right to Cameron Brate for 6 yards (tackle by Kemal Ishmael),0.060,0.170
2,1:33,3,4,TAM 31,10,13,Jameis Winston pass complete short right to Cameron Brate for 17 yards (tackle by De'Vondre Campbell). Penalty on Adrian Clayborn: Defensive Offside (Declined),0.170,2.130
2,1:28,1,10,TAM 48,10,13,Jameis Winston pass complete short right to Cameron Brate for 7 yards (tackle by De'Vondre Campbell),2.130,2.530
2,1:07,2,3,ATL 45,10,13,Jameis Winston pass complete short middle to Charles Sims for 4 yards (tackle by Kemal Ishmael),2.530,2.530
2,0:59,2,3,ATL 45,10,13,Timeout #2 by Tampa Bay Buccaneers,2.530,2.850
2,0:59,1,10,ATL 41,10,13,Jameis Winston pass incomplete deep right intended for Vincent Jackson,2.850,2.310
2,0:52,2,10,ATL 41,10,13,Jameis Winston pass incomplete short middle intended for Vincent Jackson,2.310,1.620
2,0:48,3,10,ATL 41,10,13,Jameis Winston pass complete short right to Vincent Jackson for 11 yards (tackle by Desmond Trufant),1.620,3.580
2,0:29,1,10,ATL 30,10,13,Jameis Winston pass complete short right to Vincent Jackson for 7 yards (tackle by Desmond Trufant),3.580,3.580
2,0:25,1,10,ATL 30,10,13,Timeout #1 by Atlanta Falcons,3.580,3.980
2,0:24,2,3,ATL 23,16,13,"Jameis Winston pass complete short right to Charles Sims for 23 yards, touchdown",3.980,7.000
2,0:24,,,ATL 23,17,13,Roberto Aguayo kicks extra point good,0.000,0.000
2,0:24,,,TAM 35,17,13,"Roberto Aguayo kicks off 65 yards, touchback",0.000,-0.610
2,0:14,1,10,ATL 25,17,13,Matt Ryan kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,TAM,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,17,13,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,TAM 25,17,13,Jameis Winston pass complete short left to Mike Evans for 15 yards (tackle by Robert Alford and Sean Weatherspoon),0.610,1.600
3,14:23,1,10,TAM 40,17,13,Doug Martin left tackle for 3 yards (tackle by Sean Weatherspoon),1.600,1.460
3,13:45,2,7,TAM 43,17,13,Jameis Winston pass complete deep left to Mike Evans for 27 yards (tackle by Robert Alford),1.460,3.580
3,13:02,1,10,ATL 30,23,13,"Jameis Winston pass complete deep left to Austin Seferian-Jenkins for 30 yards, touchdown",3.580,7.000
3,13:02,,,ATL 30,24,13,Roberto Aguayo kicks extra point good,0.000,0.000
3,13:02,,,TAM 35,24,13,"Roberto Aguayo kicks off 69 yards, returned by Eric Weems for 25 yards (tackle by Howard Jones)",0.000,-0.340
3,12:47,1,10,ATL 21,24,13,Matt Ryan pass complete short middle to Julio Jones for 19 yards (tackle by Alterraun Verner and Chris Conte),0.340,1.600
3,12:16,1,10,ATL 40,24,13,Devonta Freeman right guard for 6 yards (tackle by Chris Conte),1.600,1.860
3,11:40,2,4,ATL 46,24,13,Matt Ryan pass complete short left to Mohamed Sanu for 5 yards (tackle by Kwon Alexander),1.860,2.320
3,11:00,1,10,TAM 49,24,13,"Matt Ryan sacked by Gerald McCoy for -6 yards. Penalty on TAM: Unsportsmanlike Conduct, 15 yards",2.320,2.920
3,10:28,1,10,TAM 40,24,13,Devonta Freeman right tackle for 1 yard (tackle by Kwon Alexander),2.920,2.510
3,9:49,2,9,TAM 39,24,13,Matt Ryan pass complete short right to Tevin Coleman for -5 yards (tackle by Lavonte David),2.510,1.160
3,9:03,3,14,TAM 44,24,13,"Matt Ryan pass complete short middle to Jacob Tamme for 9 yards (tackle by Lavonte David and Kwon Alexander). Penalty on Chris Chester: Unnecessary Roughness, 15 yards",1.160,-0.060
