Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Keenan Allen,LAC,19,14,148,1,10,93,6.6,55,3.9,8.3,1,14.0,2,10.5,0,113.5
Austin Ekeler,LAC,8,5,22,0,1,-18,-3.6,40,8.0,-2.3,0,,1,12.5,0,66.7
Mike Williams,LAC,3,3,52,0,3,50,16.7,2,0.7,16.7,0,,0,0.0,0,118.7
Travis Benjamin,LAC,2,2,44,1,1,33,16.5,11,5.5,16.5,0,,0,0.0,0,158.3
Justin Jackson,LAC,1,1,19,0,1,-4,-4.0,23,23.0,-4.0,0,,0,0.0,0,118.7
Tyrell Williams,LAC,2,1,14,0,1,14,14.0,0,0.0,7.0,0,,0,0.0,0,72.9
Antonio Gates,LAC,1,0,0,0,,0,,0,,9.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Antonio Brown,PIT,13,10,154,1,8,144,14.4,10,1.0,15.6,0,,0,0.0,0,141.2
JuJu Smith-Schuster,PIT,9,6,49,0,3,26,4.3,23,3.8,3.9,1,6.0,2,22.2,0,80.3
Vance McDonald,PIT,7,4,28,0,1,13,3.3,15,3.8,6.0,0,,0,0.0,1,26.8
James Conner,PIT,4,3,14,0,1,-11,-3.7,25,8.3,-2.5,0,,0,0.0,0,79.2
Jaylen Samuels,PIT,3,3,20,1,1,-3,-1.0,23,7.7,-1.0,0,,0,0.0,0,134.0
Ryan Switzer,PIT,2,2,9,0,,0,0.0,9,4.5,0.0,0,,0,0.0,0,85.4
Jesse James,PIT,3,1,7,0,1,4,4.0,3,3.0,5.7,0,,0,0.0,0,42.4
Darrius Heyward-Bey,PIT,1,0,0,0,,0,,0,,26.0,0,,0,0.0,0,39.6
Justin Hunter,PIT,3,0,0,0,,0,,0,,22.0,0,,0,0.0,0,39.6
