Quarter,Time,Tm,Detail,BUF,NWE
1.0,9:26,Patriots,Stephen Gostkowski 24 yard field goal,0,3
,2:44,Bills,Marshawn Lynch 8 yard rush (Rian Lindell kick),7,3
2.0,5:08,Patriots,Ben Watson 8 yard pass from Tom Brady (Stephen Gostkowski kick),7,10
,1:17,Patriots,Randy Moss 3 yard pass from Tom Brady (Stephen Gostkowski kick),7,17
3.0,6:22,Patriots,Jabar Gaffney 4 yard pass from Tom Brady (Stephen Gostkowski kick),7,24
,3:26,Patriots,Sammy Morris 4 yard rush (Stephen Gostkowski kick),7,31
4.0,10:22,Patriots,Randy Moss 45 yard pass from Tom Brady (Stephen Gostkowski kick),7,38
