Quarter,Time,Down,ToGo,Location,HOU,CLE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Browns won the coin toss and deferred, Texans to receive the opening kickoff.",,
1,15:00,,,CLE 35,0,0,"Billy Cundiff kicks off 65 yards, touchback",0.000,-0.280
1,15:00,1,10,HOU 20,0,0,Alfred Blue left guard for 6 yards (tackle by Donte Whitner),0.280,0.540
1,14:32,2,4,HOU 26,0,0,Ryan Mallett pass incomplete,0.540,-0.160
,,,,,,,"CLE challenged the pass completion ruling, and the original play was overturned.",,
1,14:27,3,4,HOU 26,0,0,Jonathan Grimes left guard for 3 yards (tackle by Jabaal Sheard),-0.160,-1.440
1,13:56,4,1,HOU 29,0,0,"Shane Lechler punts 41 yards, fair catch by Travis Benjamin",-1.440,-0.940
1,13:49,1,10,CLE 30,0,0,Isaiah Crowell right tackle for no gain (tackle by Ryan Pickett),0.940,0.390
1,13:17,2,10,CLE 30,0,0,Brian Hoyer pass complete short left to Miles Austin for 12 yards (tackle by A.J. Bouye),0.390,1.730
1,12:47,1,10,CLE 42,0,0,Isaiah Crowell right tackle for -1 yards (tackle by J.J. Watt),1.730,1.050
1,12:12,2,11,CLE 41,0,0,Brian Hoyer pass incomplete short left intended for Taylor Gabriel,1.050,0.370
1,12:08,3,11,CLE 41,0,0,Brian Hoyer pass incomplete deep right intended for Andrew Hawkins,0.370,-0.650
1,12:03,4,11,CLE 41,0,0,"Spencer Lanning punts 49 yards, fair catch by Keshawn Martin",-0.650,0.370
1,11:56,1,10,HOU 11,0,0,Alfred Blue right tackle for 1 yard (tackle by Jabaal Sheard and Craig Robertson),-0.370,-0.710
1,11:19,2,9,HOU 12,0,0,Ryan Mallett pass incomplete short right intended for Damaris Johnson (defended by Christian Kirksey),-0.710,-1.300
1,11:16,3,9,HOU 12,0,0,Ryan Mallett pass complete deep right to DeAndre Hopkins for 41 yards (tackle by Buster Skrine),-1.300,2.460
1,10:41,1,10,CLE 47,0,0,Alfred Blue left guard for 2 yards (tackle by Tashaun Gipson and Christian Kirksey),2.460,2.180
1,10:09,2,8,CLE 45,0,0,Alfred Blue left guard for 5 yards (tackle by K'Waun Williams),2.180,2.180
1,9:42,2,8,CLE 45,0,0,Timeout #1 by Cleveland Browns,2.180,2.150
1,9:41,3,3,CLE 40,0,0,Alfred Blue left guard for 3 yards (tackle by Billy Winn and Paul Kruger),2.150,3.120
1,9:02,1,10,CLE 37,0,0,Alfred Blue left tackle for 2 yards (tackle by Tashaun Gipson and Karlos Dansby),3.120,2.840
1,8:38,2,8,CLE 35,0,0,Ryan Mallett pass incomplete deep left intended for Damaris Johnson (defended by K'Waun Williams),2.840,2.150
1,8:31,3,8,CLE 35,0,0,Ryan Mallett pass complete deep left to Andre Johnson for 16 yards (tackle by Donte Whitner),2.150,4.310
1,7:54,1,10,CLE 19,0,0,Alfred Blue right tackle for 1 yard (tackle by Karlos Dansby),4.310,3.880
1,7:27,2,9,CLE 18,0,0,"Alfred Blue left tackle for 14 yards (tackle by Tashaun Gipson and K'Waun Williams). Penalty on Tashaun Gipson: Face Mask (15 Yards), 2 yards",3.880,6.740
1,7:13,1,2,CLE 2,6,0,"Ryan Mallett pass complete short left to J.J. Watt for 2 yards, touchdown",6.740,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
1,7:13,,,CLE 2,7,0,Randy Bullock kicks extra point good,0.000,0.000
1,7:13,,,HOU 35,7,0,"Randy Bullock kicks off 60 yards, returned by Marlon Moore for 15 yards (tackle by Andre Hal)",0.000,-0.280
1,7:04,1,10,CLE 20,7,0,Isaiah Crowell left guard for 35 yards (tackle by Danieal Manning),0.280,2.590
1,6:30,1,10,HOU 45,7,0,Brian Hoyer pass complete short middle to Andrew Hawkins for 12 yards (tackle by Whitney Mercilus),2.590,3.380
1,6:06,1,10,HOU 33,7,0,Brian Hoyer pass incomplete short left intended for Andrew Hawkins,3.380,3.380
1,6:03,1,10,HOU 33,7,0,Timeout #2 by Cleveland Browns,3.380,2.840
1,6:01,2,10,HOU 33,7,0,Brian Hoyer pass complete short middle to Jim Dray for 16 yards (tackle by Kendrick Lewis),2.840,4.440
1,5:40,1,10,HOU 17,7,0,Terrance West left tackle for 3 yards (tackle by Brian Cushing),4.440,4.320
1,5:05,2,7,HOU 14,7,0,Brian Hoyer pass complete short right to Andrew Hawkins for no gain,4.320,3.500
1,4:29,3,7,HOU 14,7,0,"Brian Hoyer sacked by J.J. Watt for -8 yards. Brian Hoyer fumbles (forced by J.J. Watt), recovered by Brian Hoyer at HOU-20",3.500,2.120
1,3:50,4,13,HOU 20,7,0,Billy Cundiff 38 yard field goal no good,2.120,-0.810
1,3:46,1,10,HOU 28,7,0,Ryan Mallett pass complete short right to Andre Johnson for 8 yards (tackle by Joe Haden). Penalty on K'Waun Williams: Illegal Use of Hands (Declined),0.810,1.340
