Quarter,Time,Down,ToGo,Location,SEA,KAN,Detail,EPB,EPA
2,9:40,1,10,KAN 43,7,7,Jamaal Charles up the middle for 28 yards (tackle by Kam Chancellor),1.800,3.640
2,8:54,1,10,SEA 29,7,7,Alex Smith pass complete short middle to Anthony Sherman for 13 yards (tackle by Earl Thomas),3.640,4.510
2,8:15,1,10,SEA 16,7,13,"Jamaal Charles left guard for 16 yards, touchdown",4.510,7.000
2,8:15,,,SEA 2,7,14,Cairo Santos kicks extra point good,0.000,0.000
2,8:15,,,KAN 35,7,14,"Cairo Santos kicks off 67 yards, returned by Doug Baldwin for 21 yards (tackle by Albert Wilson)",0.000,-0.150
2,8:04,1,10,SEA 19,7,14,Marshawn Lynch up the middle for no gain (tackle by Jaye Howard and Vance Walker),0.150,-0.390
2,7:20,2,10,SEA 19,7,14,Russell Wilson pass complete deep right to Jermaine Kearse for 18 yards (tackle by Ron Parker),-0.390,1.400
2,6:40,1,10,SEA 37,7,14,Russell Wilson pass incomplete short right intended for Doug Baldwin,1.400,0.860
2,6:37,2,10,SEA 37,7,14,Marshawn Lynch left end for 11 yards (tackle by Eric Berry),0.860,2.130
2,5:52,1,10,SEA 48,7,14,"Penalty on J.R. Sweezy: False Start, 5 yards (no play)",2.130,1.800
2,5:31,1,15,SEA 43,7,14,Russell Wilson pass complete short right to Paul Richardson for 10 yards (tackle by Ron Parker),1.800,2.260
2,4:51,2,5,KAN 47,7,14,Marshawn Lynch up the middle for 8 yards (tackle by Eric Berry),2.260,2.980
2,4:11,1,10,KAN 39,7,14,Marshawn Lynch left tackle for 15 yards (tackle by Eric Berry),2.980,3.970
2,3:25,1,10,KAN 24,7,14,Christine Michael up the middle for -2 yards (tackle by Jaye Howard),3.970,3.970
2,2:35,1,10,KAN 24,7,14,Timeout #1 by Seattle Seahawks,3.970,3.160
2,2:35,2,12,KAN 26,7,14,Russell Wilson left end for 14 yards (tackle by Ron Parker),3.160,4.780
2,2:10,1,10,KAN 12,7,14,Marshawn Lynch right guard for -3 yards (tackle by Kevin Vickerson and Justin Houston),4.780,3.660
2,1:55,2,13,KAN 15,7,14,Marshawn Lynch left tackle for 1 yard (tackle by Kevin Vickerson),3.660,3.660
2,1:48,2,13,KAN 15,7,14,Timeout #1 by Kansas City Chiefs,3.660,3.060
2,1:48,3,12,KAN 14,7,14,Russell Wilson pass complete short right to Paul Richardson for 9 yards (tackle by Ron Parker),3.060,3.060
2,1:43,3,12,KAN 14,7,14,Timeout #2 by Kansas City Chiefs,3.060,3.020
2,1:43,4,3,KAN 5,10,14,Steven Hauschka 24 yard field goal good,3.020,3.000
2,1:43,,,SEA 35,10,14,"Steven Hauschka kicks off 68 yards, returned by Knile Davis for 39 yards (tackle by Kam Chancellor)",0.000,-1.330
2,1:32,1,10,KAN 36,10,14,"Alex Smith sacked by Bruce Irvin for -8 yards. Alex Smith fumbles (forced by Bruce Irvin), recovered by Rodney Hudson at KAN-30. Penalty on Bruce Irvin: Defensive Offside, 5 yards (no play)",1.330,2.060
2,1:26,1,5,KAN 41,10,14,Alex Smith pass incomplete short left intended for Dwayne Bowe,2.060,1.470
2,1:21,2,5,KAN 41,10,14,Alex Smith pass incomplete short left intended for Travis Kelce,1.470,0.760
2,1:17,3,5,KAN 41,10,14,"Alex Smith pass complete short middle to Travis Kelce for 5 yards (tackle by Earl Thomas). Travis Kelce fumbles (forced by Earl Thomas), recovered by Jordan Hill at KAN-47 (tackle by Frankie Hammond)",0.760,-2.460
,,,,,,,"Replay Assistant challenged the fumble ruling, and the original play was overturned.",,
2,0:54,1,10,KAN 47,10,14,Russell Wilson right end for 12 yards (tackle by Justin Houston),2.460,3.250
2,0:39,1,10,KAN 35,10,14,Russell Wilson pass incomplete deep left intended for Doug Baldwin,3.250,2.700
2,0:39,2,10,KAN 35,10,14,Russell Wilson pass complete short right to Doug Baldwin for 12 yards (tackle by Ron Parker),2.700,2.700
2,0:31,2,10,KAN 35,10,14,Timeout #2 by Seattle Seahawks,2.700,4.040
2,0:31,1,10,KAN 23,10,14,Russell Wilson up the middle for 14 yards (tackle by Ron Parker),4.040,4.040
2,0:22,1,10,KAN 23,10,14,Timeout #3 by Seattle Seahawks,4.040,5.140
2,0:22,1,9,KAN 9,10,14,"Russell Wilson pass incomplete. Penalty on Phillip Gaines: Illegal Use of Hands (Offsetting), Penalty on Russell Wilson: Intentional Grounding (Offsetting) (no play)",5.140,5.140
2,0:18,1,9,KAN 9,10,14,Russell Wilson pass incomplete short left intended for Jermaine Kearse (defended by Sean Smith),5.140,4.380
2,0:13,2,9,KAN 9,10,14,Russell Wilson pass incomplete short middle intended for Jermaine Kearse,4.380,4.380
2,0:09,2,9,KAN 9,10,14,Timeout #3 by Kansas City Chiefs,4.380,3.360
2,0:09,3,9,KAN 9,10,14,Russell Wilson pass incomplete short left intended for Marshawn Lynch,3.360,2.830
2,0:04,4,9,KAN 9,13,14,Steven Hauschka 27 yard field goal good,2.830,3.000
Quarter,Time,Down,ToGo,Location,SEA,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 35,13,14,"Steven Hauschka kicks off 69 yards, returned by De'Anthony Thomas for 32 yards (tackle by Demarcus Dobbs)",0.000,-0.810
3,15:00,1,10,KAN 28,13,14,"Penalty on Tony McDaniel: Neutral Zone Infraction, 5 yards (no play)",0.810,1.540
3,14:53,1,5,KAN 33,13,14,Jamaal Charles left end for 6 yards (tackle by Earl Thomas),1.540,1.530
3,14:28,1,10,KAN 39,13,14,Alex Smith pass complete short right to De'Anthony Thomas for 10 yards (tackle by Earl Thomas),1.530,2.190
3,13:41,1,10,KAN 49,13,14,De'Anthony Thomas right end for 7 yards (tackle by Kam Chancellor),2.190,2.590
3,13:06,2,3,SEA 44,13,14,Jamaal Charles up the middle for 4 yards (tackle by Jordan Hill),2.590,2.920
3,12:26,1,10,SEA 40,13,14,De'Anthony Thomas left end for 7 yards (tackle by K.J. Wright),2.920,3.320
3,11:45,2,3,SEA 33,13,14,Jamaal Charles up the middle for 8 yards (tackle by O'Brien Schofield),3.320,3.910
3,11:00,1,10,SEA 25,13,14,Alex Smith pass complete short right to Dwayne Bowe for 9 yards (tackle by Richard Sherman),3.910,4.750
3,10:21,2,1,SEA 16,13,14,Jamaal Charles up the middle for 4 yards (tackle by Will Tukuafu and K.J. Wright),4.750,4.780
3,9:42,1,10,SEA 12,13,14,Jamaal Charles right tackle for 1 yard (tackle by Tony McDaniel),4.780,4.270
3,8:58,2,9,SEA 11,13,14,Alex Smith pass complete short right to Knile Davis for 8 yards (tackle by Earl Thomas),4.270,4.270
3,8:28,2,9,SEA 11,13,14,Timeout #1 by Kansas City Chiefs,4.270,5.060
3,8:28,3,1,SEA 3,13,14,Knile Davis up the middle for -2 yards (tackle by Malcolm Smith),5.060,3.020
3,7:43,4,3,SEA 5,13,17,Cairo Santos 23 yard field goal good,3.020,3.000
3,7:43,,,KAN 35,13,17,"Cairo Santos kicks off 56 yards, returned by Doug Baldwin for 10 yards (tackle by Anthony Sherman)",0.000,-0.150
3,7:33,1,10,SEA 19,13,17,Marshawn Lynch up the middle for 5 yards (tackle by Tamba Hali),0.150,0.340
3,6:52,2,5,SEA 24,13,17,Russell Wilson pass complete short left to Jermaine Kearse for no gain,0.340,-0.420
3,6:09,3,5,SEA 24,13,17,Russell Wilson pass complete short right to Doug Baldwin for 6 yards (tackle by Phillip Gaines),-0.420,0.940
3,5:29,1,10,SEA 30,13,17,Marshawn Lynch left tackle for 1 yard (tackle by Josh Mauga),0.940,0.530
3,4:52,2,9,SEA 31,13,17,Russell Wilson left end for 1 yard (tackle by Kurt Coleman and Justin Houston),0.530,-0.030
3,4:04,3,8,SEA 32,13,17,Russell Wilson sacked by Tamba Hali for -2 yards,-0.030,-1.370
3,3:26,4,10,SEA 30,13,17,"Jon Ryan punts 50 yards, returned by De'Anthony Thomas for 9 yards. Penalty on Ricardo Lockette: Disqualification, 15 yards",-1.370,-1.860
,,,,,,,"SEA challenged the runner was in bounds ruling, and the original play was overturned.",,
3,3:16,1,10,KAN 44,13,17,"Jamaal Charles up the middle for no gain (tackle by Earl Thomas). Jamaal Charles fumbles (forced by Earl Thomas), recovered by Byron Maxwell at KAN-44 (tackle by Jamaal Charles)",1.860,-2.650
3,3:05,1,10,KAN 44,13,17,Marshawn Lynch up the middle for 5 yards (tackle by Dontari Poe),2.650,2.780
3,2:30,2,5,KAN 39,13,17,Russell Wilson pass complete short right to Luke Willson for 27 yards (tackle by Ron Parker),2.780,4.780
3,1:45,1,10,KAN 12,13,17,Marshawn Lynch up the middle for 8 yards (tackle by Tamba Hali),4.780,5.600
3,1:09,2,2,KAN 4,13,17,Marshawn Lynch up the middle for 3 yards (tackle by Husain Abdullah),5.600,6.970
3,0:27,1,1,KAN 1,19,17,"Russell Wilson pass complete short right to Tony Moeaki for 1 yard, touchdown",6.970,7.000
3,0:27,,,KAN 2,20,17,Steven Hauschka kicks extra point good,0.000,0.000
3,0:27,,,SEA 35,20,17,"Steven Hauschka kicks off 60 yards, returned by Knile Davis for 24 yards (tackle by DeShawn Shead)",0.000,-0.870
3,0:17,1,10,KAN 29,20,17,Jamaal Charles up the middle for 1 yard (tackle by Kam Chancellor),0.870,0.460
Quarter,Time,Down,ToGo,Location,SEA,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,KAN 30,20,17,"Alex Smith pass incomplete short right intended for Dwayne Bowe (defended by Byron Maxwell). Penalty on Byron Maxwell: Defensive Holding, 5 yards, Penalty on Tharold Simon: Illegal Use of Hands (Declined) (no play)",0.460,1.270
4,14:54,1,10,KAN 35,20,17,Alex Smith pass complete short left to Dwayne Bowe for 9 yards (tackle by Earl Thomas and Richard Sherman),1.270,1.940
4,14:15,2,1,KAN 44,20,17,"Jamaal Charles up the middle for 47 yards (tackle by Kam Chancellor). Penalty on Bruce Irvin: Unnecessary Roughness, 5 yards",1.940,6.280
4,13:46,1,4,SEA 4,20,23,"Knile Davis right end for 4 yards, touchdown",6.280,7.000
4,13:46,,,SEA 2,20,24,Cairo Santos kicks extra point good,0.000,0.000
4,13:46,,,KAN 35,20,24,"Cairo Santos kicks off 66 yards, returned by Doug Baldwin for 24 yards (tackle by Frank Zombo)",0.000,-0.480
4,13:35,1,10,SEA 23,20,24,Russell Wilson pass complete short left to Luke Willson for 14 yards (tackle by James-Michael Johnson),0.480,1.400
4,13:01,1,10,SEA 37,20,24,Marshawn Lynch up the middle for 4 yards (tackle by Husain Abdullah and Dontari Poe),1.400,1.400
4,12:24,2,6,SEA 41,20,24,Marshawn Lynch up the middle for 17 yards (tackle by Phillip Gaines),1.400,2.790
4,11:43,1,10,KAN 42,20,24,Russell Wilson left end for 11 yards (tackle by Sean Smith),2.790,3.510
4,10:55,1,10,KAN 31,20,24,Russell Wilson right end for 11 yards (tackle by Eric Berry),3.510,4.240
4,10:20,1,10,KAN 20,20,24,Marshawn Lynch up the middle for 4 yards (tackle by Justin Houston),4.240,4.280
4,9:44,2,6,KAN 16,20,24,Russell Wilson left end for 7 yards (tackle by Husain Abdullah),4.280,5.140
4,9:06,1,9,KAN 9,20,24,Marshawn Lynch left tackle for 5 yards (tackle by Kevin Vickerson),5.140,5.340
4,8:25,2,4,KAN 4,20,24,Russell Wilson pass complete short right to Doug Baldwin for no gain,5.340,4.490
4,7:50,3,4,KAN 4,20,24,Marshawn Lynch up the middle for 2 yards (tackle by Josh Mauga and Husain Abdullah),4.490,4.490
4,7:11,3,4,KAN 4,20,24,Timeout #2 by Kansas City Chiefs,4.490,3.250
4,7:11,4,2,KAN 2,20,24,Russell Wilson pass incomplete short left intended for Doug Baldwin,3.250,0.380
4,7:08,1,10,KAN 2,20,24,"Penalty on Mike McGlynn: False Start, 1 yards (no play)",-0.380,-0.420
4,7:08,1,11,KAN 1,20,24,Penalty on Eric Fisher: False Start (no play),-0.420,-0.420
4,7:08,1,11,KAN 1,20,24,Jamaal Charles right tackle for 1 yard (tackle by Richard Sherman),-0.420,-0.780
4,6:35,2,10,KAN 2,20,24,Alex Smith pass incomplete short middle intended for Dwayne Bowe (defended by Earl Thomas),-0.780,-1.420
4,6:31,3,10,KAN 2,20,24,Alex Smith pass incomplete short right intended for Travis Kelce (defended by Malcolm Smith),-1.420,-2.490
4,6:27,4,10,KAN 2,20,24,"Dustin Colquitt punts 53 yards, returned by Bryan Walters for 10 yards (tackle by Josh Martin)",-2.490,-2.590
4,6:15,1,10,KAN 45,20,24,Russell Wilson pass complete short right to Jermaine Kearse for 5 yards (tackle by Ron Parker),2.590,2.720
4,6:15,2,5,KAN 40,20,24,"Penalty on Russell Wilson: Delay of Game, 5 yards (no play)",2.720,2.040
4,5:05,2,10,KAN 45,20,24,Marshawn Lynch up the middle for 2 yards (tackle by Tamba Hali),2.040,1.620
4,4:23,3,8,KAN 43,20,24,Russell Wilson pass complete short left to Jermaine Kearse for 7 yards (tackle by Phillip Gaines),1.620,0.890
,,,,,,,"KAN challenged the first down ruling, and the original play was overturned.",,
4,3:38,4,1,KAN 36,20,24,Marshawn Lynch up the middle for no gain (tackle by Allen Bailey),0.890,-1.330
4,3:31,1,10,KAN 36,20,24,Jamaal Charles left end for 1 yard (tackle by Cliff Avril),1.330,1.330
4,3:23,1,10,KAN 36,20,24,Timeout #1 by Seattle Seahawks,1.330,0.930
4,3:23,2,9,KAN 37,20,24,Jamaal Charles right end for 8 yards (tackle by Malcolm Smith),0.930,0.930
4,3:13,2,9,KAN 37,20,24,Timeout #2 by Seattle Seahawks,0.930,1.290
4,3:13,3,1,KAN 45,20,24,Jamaal Charles up the middle for no gain (tackle by Kevin Williams),1.290,1.290
4,2:58,3,1,KAN 45,20,24,Timeout #3 by Seattle Seahawks,1.290,-0.390
4,2:56,4,1,KAN 45,20,24,Dustin Colquitt punts 51 yards,-0.390,0.380
4,2:47,1,10,SEA 4,20,24,Russell Wilson pass complete short middle to Marshawn Lynch for 1 yard (tackle by Josh Mauga),-0.380,-0.710
4,2:12,2,9,SEA 5,20,24,Russell Wilson pass incomplete deep right intended for Jermaine Kearse,-0.710,-1.300
4,2:06,3,9,SEA 5,20,24,Russell Wilson pass complete deep left to Doug Baldwin for 23 yards (tackle by Kurt Coleman),-1.300,0.810
4,1:58,1,10,SEA 28,20,24,Russell Wilson pass incomplete short middle intended for Cooper Helfet (defended by Eric Berry),0.810,0.260
4,1:53,2,10,SEA 28,20,24,Russell Wilson sacked by Dontari Poe for -8 yards,0.260,-1.480
4,1:23,3,18,SEA 20,20,24,Russell Wilson pass incomplete short middle intended for Cooper Helfet (defended by Husain Abdullah),-1.480,-1.480
4,1:18,3,18,SEA 20,20,24,Timeout #3 by Kansas City Chiefs,-1.480,-2.030
4,1:18,4,18,SEA 20,20,24,Russell Wilson pass incomplete deep left intended for Paul Richardson (defended by Sean Smith),-2.030,-4.240
4,1:13,1,10,SEA 20,20,24,Alex Smith kneels for no gain,4.240,3.690
4,0:34,2,10,SEA 20,20,24,Alex Smith kneels for -1 yards,3.690,2.870
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
