Quarter,Time,Down,ToGo,Location,IND,CLE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Colts won the coin toss and deferred, Browns to receive the opening kickoff.",,
1,15:00,,,IND 35,0,0,"Pat McAfee kicks off 66 yards, returned by Travis Benjamin for 40 yards (tackle by Pat McAfee). Penalty on Pierre Desir: Offensive Holding, 10 yards",0.000,0.220
1,14:51,1,10,CLE 15,0,0,Brian Hoyer pass complete short left to Josh Gordon for 9 yards (tackle by D'Qwell Jackson),-0.220,0.620
1,14:18,2,1,CLE 24,0,0,Terrance West left guard for no gain (tackle by Jerrell Freeman and Josh Chapman),0.620,-0.270
1,13:41,3,1,CLE 24,0,0,Terrance West left guard for 8 yards (tackle by Mike Adams),-0.270,1.070
1,13:08,1,10,CLE 32,0,0,Brian Hoyer sacked by Erik Walden for -3 yards,1.070,0.120
1,12:25,2,13,CLE 29,0,0,Terrance West left tackle for 6 yards (tackle by Cory Redding and D'Qwell Jackson),0.120,0.230
1,11:47,3,7,CLE 35,0,0,Brian Hoyer pass incomplete deep middle intended for Josh Gordon,0.230,-1.040
1,11:41,4,7,CLE 35,0,0,Spencer Lanning punts 42 yards,-1.040,-0.480
1,11:30,1,10,IND 23,0,0,Trent Richardson left guard for 3 yards (tackle by Donte Whitner and K'Waun Williams),0.480,0.340
1,10:51,2,7,IND 26,0,0,Trent Richardson right guard for 2 yards (tackle by K'Waun Williams and Christian Kirksey),0.340,-0.100
1,10:09,3,5,IND 28,0,0,Andrew Luck pass incomplete short middle intended for Dwayne Allen,-0.100,-1.500
1,10:03,4,5,IND 28,0,0,"Pat McAfee punts 27 yards, out of bounds",-1.500,-1.930
1,9:56,1,10,CLE 45,0,0,Isaiah Crowell right tackle for no gain (tackle by Jerrell Freeman),1.930,1.380
1,9:18,2,10,CLE 45,0,0,"Penalty on Joe Thomas: False Start, 5 yards (no play)",1.380,0.710
1,9:02,2,15,CLE 40,0,0,Brian Hoyer pass complete short middle to Josh Gordon for 6 yards (tackle by Bjoern Werner),0.710,0.830
1,8:24,3,9,CLE 46,0,0,"Brian Hoyer pass incomplete short middle intended for Andrew Hawkins. Penalty on Ricky Jean-Francois: Defensive Offside, 5 yards (no play)",0.830,1.490
1,8:21,3,4,IND 49,0,0,Brian Hoyer pass incomplete deep right intended for Andrew Hawkins,1.490,0.000
1,8:17,4,4,IND 49,0,0,"Spencer Lanning punts 49 yards, touchback",0.000,-0.280
1,8:09,1,10,IND 20,0,0,Andrew Luck pass incomplete short right intended for Reggie Wayne,0.280,-0.270
1,8:04,2,10,IND 20,0,0,Andrew Luck pass complete short right to Dwayne Allen for 5 yards (tackle by Donte Whitner),-0.270,-0.270
1,7:25,2,10,IND 20,0,0,Timeout #1 by Cleveland Browns,-0.270,-0.300
1,7:25,3,5,IND 25,0,0,Andrew Luck pass incomplete short right intended for Coby Fleener,-0.300,-1.700
1,7:21,4,5,IND 25,0,0,"Pat McAfee punts 58 yards, returned by Travis Benjamin for 37 yards (tackle by Pat McAfee)",-1.700,-2.520
1,7:06,1,10,IND 46,0,0,Isaiah Crowell right guard for no gain (tackle by Jerrell Freeman),2.520,1.980
1,6:38,2,10,IND 46,0,0,Brian Hoyer pass complete deep left to Jordan Cameron for 20 yards (tackle by Jerrell Freeman),1.980,3.840
1,6:14,1,10,IND 26,0,0,Isaiah Crowell right tackle for 13 yards (tackle by Sergio Brown),3.840,4.710
1,5:51,1,10,IND 13,0,0,Isaiah Crowell right tackle for 4 yards (tackle by D'Qwell Jackson),4.710,4.770
1,5:08,2,6,IND 9,0,0,Brian Hoyer pass incomplete short middle intended for Jim Dray is intercepted by Mike Adams at IND-0,4.770,-0.280
1,5:03,1,10,IND 20,0,0,Dan Herron left guard for 5 yards (tackle by Craig Robertson),0.280,0.410
1,4:26,2,5,IND 25,0,0,Andrew Luck pass complete short left to Coby Fleener for 7 yards (tackle by Jim Leonhard),0.410,1.070
1,4:03,1,10,IND 32,0,0,Dan Herron left tackle for no gain (tackle by Billy Winn),1.070,0.530
1,3:23,2,10,IND 32,0,0,Andrew Luck pass complete short right to Dan Herron for 3 yards (tackle by Donte Whitner and Billy Winn),0.530,0.230
1,2:45,3,7,IND 35,0,0,Andrew Luck pass incomplete deep left intended for Reggie Wayne (defended by K'Waun Williams),0.230,-1.040
1,2:39,4,7,IND 35,0,0,"Pat McAfee punts 49 yards, returned by Travis Benjamin for 14 yards (tackle by Henoc Muamba)",-1.040,-0.940
1,2:29,1,10,CLE 30,0,0,Terrance West left guard for no gain (tackle by D'Qwell Jackson),0.940,0.390
1,1:57,2,10,CLE 30,0,0,Terrance West left end for 4 yards (tackle by Greg Toler),0.390,0.230
1,1:15,3,6,CLE 34,0,0,Brian Hoyer pass incomplete short left intended for Taylor Gabriel,0.230,-1.110
1,1:08,4,6,CLE 34,0,0,Spencer Lanning punts 56 yards,-1.110,0.380
1,0:58,1,10,IND 10,0,0,Andrew Luck pass incomplete deep left intended for T.Y. Hilton,-0.380,-0.780
1,0:52,2,10,IND 10,0,0,Andrew Luck pass incomplete short left intended for Dan Herron,-0.780,-1.420
1,0:47,3,10,IND 10,0,6,"Andrew Luck sacked by Paul Kruger and Desmond Bryant for -9 yards. Andrew Luck fumbles (forced by Paul Kruger), recovered by Craig Robertson at IND-0, touchdown",-1.420,-7.000
1,0:40,,,IND 2,0,7,Billy Cundiff kicks extra point good,0.000,0.000
1,0:40,,,CLE 35,0,7,"Billy Cundiff kicks off 69 yards, returned by Josh Cribbs for 19 yards (tackle by K'Waun Williams)",0.000,0.220
1,0:35,1,10,IND 15,0,7,Dan Herron left guard for 7 yards (tackle by Craig Robertson),-0.220,0.350
1,0:07,2,3,IND 22,0,7,Andrew Luck pass incomplete short middle intended for Reggie Wayne (defended by Donte Whitner),0.350,-0.510
1,0:03,3,3,IND 22,0,7,Andrew Luck pass incomplete short right intended for Coby Fleener (defended by Donte Whitner),-0.510,-1.900
Quarter,Time,Down,ToGo,Location,IND,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,3,IND 22,0,7,"Pat McAfee punts 59 yards, returned by Travis Benjamin for 14 yards (tackle by Colt Anderson)",-1.900,-1.140
2,14:49,1,10,CLE 33,0,7,Brian Hoyer pass incomplete short left intended for Jim Dray,1.140,0.590
2,14:45,2,10,CLE 33,0,7,Isaiah Crowell left guard for 6 yards (tackle by Erik Walden and D'Qwell Jackson),0.590,0.700
2,14:03,3,4,CLE 39,0,7,Brian Hoyer pass incomplete short left intended for Travis Benjamin,0.700,-0.780
2,13:58,4,4,CLE 39,0,7,"Spencer Lanning punts 50 yards, returned by Josh Cribbs for no gain. Penalty on Ricky Jean-Francois: Offensive Holding, 5 yards",-0.780,0.380
2,13:50,1,10,IND 6,0,7,Andrew Luck pass complete short right to T.Y. Hilton for 9 yards (tackle by Joe Haden),-0.380,-0.070
2,13:50,2,1,IND 15,0,7,Andrew Luck pass incomplete deep right intended for T.Y. Hilton,-0.070,-0.370
2,13:25,3,1,IND 15,0,7,"Penalty on Anthony Castonzo: False Start, 5 yards (no play)",-0.370,-0.950
2,13:25,3,6,IND 10,0,7,Andrew Luck pass incomplete short right intended for T.Y. Hilton (defended by Barkevious Mingo),-0.950,-2.490
2,13:21,4,6,IND 10,0,7,"Pat McAfee punts 45 yards, returned by Travis Benjamin for no gain. Penalty on Marlon Moore: Offensive Holding, 10 yards, Penalty on Buster Skrine: Offensive Holding (Declined)",-2.490,-1.270
2,13:12,1,10,CLE 35,0,7,Terrance West left tackle for 5 yards (tackle by D'Qwell Jackson),1.270,1.400
2,12:43,2,5,CLE 40,0,7,Terrance West left guard for no gain (tackle by Mike Adams),1.400,0.700
2,12:04,3,5,CLE 40,0,7,Brian Hoyer pass complete short right to Jordan Cameron for 10 yards (tackle by LaRon Landry),0.700,2.260
2,11:29,1,10,,0,7,Terrance West left end for 9 yards (tackle by LaRon Landry),2.260,2.930
2,11:05,2,1,IND 41,0,7,Terrance West left guard for 4 yards (tackle by Cory Redding),2.930,2.930
2,10:25,2,1,IND 41,0,7,Timeout #2 by Cleveland Browns,2.930,3.120
2,10:25,1,10,IND 37,0,7,"Penalty on Bjoern Werner: Neutral Zone Infraction, 5 yards (no play)",3.120,3.850
2,10:25,1,5,IND 32,0,7,Isaiah Crowell right tackle for 9 yards (tackle by D'Qwell Jackson and Mike Adams),3.850,4.040
2,9:43,1,10,IND 23,0,7,Isaiah Crowell right tackle for 1 yard (tackle by Bjoern Werner and Josh Chapman),4.040,3.630
2,9:01,2,9,IND 22,0,7,Brian Hoyer pass incomplete short right intended for Andrew Hawkins,3.630,2.940
2,8:58,3,9,IND 22,0,7,Brian Hoyer pass incomplete short left intended for Travis Benjamin,2.940,1.990
2,8:55,4,9,IND 22,0,7,Billy Cundiff 40 yard field goal no good,1.990,-0.940
2,8:50,1,10,IND 30,0,7,Andrew Luck right end for 13 yards (tackle by Jim Leonhard),0.940,1.800
2,8:12,1,10,IND 43,0,7,Andrew Luck pass complete short left to Coby Fleener for 18 yards (tackle by K'Waun Williams),1.800,2.980
2,7:28,1,10,CLE 39,0,7,Andrew Luck pass complete short left to Dan Herron for 26 yards (tackle by Christian Kirksey),2.980,4.710
2,6:45,1,10,CLE 13,0,7,Andrew Luck pass complete short left to Donte Moncrief for 2 yards (tackle by Jim Leonhard),4.710,4.390
2,6:09,2,8,CLE 11,0,7,Andrew Luck pass incomplete short middle intended for Dan Herron,4.390,3.450
2,6:05,3,8,CLE 11,6,7,"Andrew Luck left guard for 11 yards, touchdown",3.450,7.000
2,6:05,,,CLE 2,7,7,Adam Vinatieri kicks extra point good,0.000,0.000
2,6:05,,,IND 35,7,7,"Pat McAfee kicks off 70 yards, returned by Travis Benjamin for 28 yards (tackle by Andrew Jackson)",0.000,-0.480
2,5:52,1,10,CLE 23,7,7,Brian Hoyer pass complete short right to Jordan Cameron for 3 yards (tackle by Sergio Brown),0.480,0.340
2,5:17,2,7,CLE 26,7,7,Brian Hoyer pass incomplete deep middle intended for Taylor Gabriel,0.340,-0.360
2,5:10,3,7,CLE 26,7,7,Brian Hoyer pass complete deep middle to Travis Benjamin for 27 yards (tackle by Josh Gordy),-0.360,2.460
2,4:36,1,10,IND 47,7,7,Terrance West left guard for 12 yards (tackle by Mike Adams),2.460,3.250
2,4:04,1,10,IND 35,7,7,Terrance West right tackle for 1 yard (tackle by Montori Hughes),3.250,2.840
2,3:23,2,9,IND 34,7,7,Terrance West left tackle for 1 yard (tackle by Jerrell Freeman and Shaun Phillips),2.840,2.280
2,2:40,3,8,IND 33,7,7,Brian Hoyer pass complete short right to Andrew Hawkins for 12 yards (tackle by Darius Butler),2.280,4.170
2,2:00,1,10,IND 21,7,7,Brian Hoyer pass complete short left to Taylor Gabriel for 12 yards (tackle by Jerrell Freeman),4.170,5.140
2,1:19,1,9,IND 9,7,13,"Isaiah Crowell right guard for 9 yards, touchdown",5.140,7.000
2,1:19,,,IND 2,7,14,Billy Cundiff kicks extra point good,0.000,0.000
2,1:19,,,CLE 35,7,14,"Billy Cundiff kicks off 66 yards, returned by Josh Cribbs for 24 yards (tackle by Eric Martin). Josh Cribbs fumbles, ball out of bounds at IND-23",0.000,-0.480
2,1:07,1,10,IND 23,7,14,Andrew Luck pass complete short left to Dan Herron for 20 yards (tackle by Jordan Poyer),0.480,1.800
2,0:59,1,10,IND 43,7,14,Andrew Luck pass incomplete deep left intended for T.Y. Hilton,1.800,1.800
2,0:59,1,10,IND 43,7,14,Timeout #3 by Cleveland Browns,1.800,1.250
2,0:52,2,10,IND 43,7,14,Andrew Luck pass complete short left to Dan Herron for -4 yards (tackle by Craig Robertson),1.250,1.250
2,0:45,2,10,IND 43,7,14,Timeout #1 by Indianapolis Colts,1.250,0.040
2,0:45,3,14,IND 39,7,14,Andrew Luck pass incomplete short right intended for Reggie Wayne (defended by Craig Robertson),0.040,-0.780
2,0:38,4,14,IND 39,7,14,Pat McAfee punts 50 yards,-0.780,0.370
2,0:29,1,10,CLE 11,7,14,Brian Hoyer kneels for -1 yards,-0.370,-0.850
Quarter,Time,Down,ToGo,Location,IND,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 35,7,14,"Billy Cundiff kicks off 72 yards, returned by Josh Cribbs for 29 yards (tackle by Zach Diles)",0.000,-0.410
3,14:55,1,10,IND 22,7,14,Andrew Luck pass complete short right to Coby Fleener for 11 yards (tackle by Craig Robertson),0.410,1.140
3,14:22,1,10,IND 33,7,14,"Andrew Luck pass complete short middle to T.Y. Hilton for 5 yards (tackle by Joe Haden). T.Y. Hilton fumbles (forced by Joe Haden), recovered by Paul Kruger at IND-38",1.140,-3.050
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
3,14:02,1,10,IND 38,7,14,"Penalty on Mitchell Schwartz: False Start, 5 yards (no play)",3.050,2.720
3,14:02,1,15,IND 43,7,14,Brian Hoyer pass incomplete short left intended for Josh Gordon (defended by Greg Toler),2.720,1.830
3,13:58,2,15,IND 43,7,14,Terrance West left guard for 3 yards (tackle by D'Qwell Jackson),1.830,1.550
3,13:17,3,12,IND 40,7,14,Brian Hoyer right end for 4 yards (tackle by Shaun Phillips),1.550,0.880
3,13:17,4,8,IND 36,7,14,Penalty on Spencer Lanning: Delay of Game (Declined),0.880,0.880
3,12:17,4,8,IND 36,7,14,Spencer Lanning punts 35 yards,0.880,0.380
3,12:09,1,10,IND 1,7,14,Trent Richardson right guard for 3 yards (tackle by Craig Robertson),-0.380,-0.560
3,11:25,2,7,IND 4,7,14,Trent Richardson left guard for 8 yards (tackle by Buster Skrine and Ishmaa'ily Kitchen),-0.560,-0.350
3,10:38,1,10,IND 12,7,14,Andrew Luck pass incomplete deep right intended for Coby Fleener (defended by Buster Skrine),-0.350,-0.780
3,10:32,2,10,IND 12,7,20,"Andrew Luck pass incomplete short right intended for Reggie Wayne is intercepted by Justin Gilbert at IND-23 and returned for 23 yards, touchdown",-0.780,-7.000
3,10:21,,,IND 2,7,21,Billy Cundiff kicks extra point good,0.000,0.000
3,10:21,,,CLE 35,7,21,"Billy Cundiff kicks off 69 yards, returned by Josh Cribbs for 41 yards (tackle by Johnson Bademosi)",0.000,-1.400
3,10:13,1,10,IND 37,7,21,Andrew Luck pass complete short middle to T.Y. Hilton for 16 yards (tackle by Buster Skrine),1.400,2.460
3,9:49,1,10,CLE 47,7,21,Andrew Luck pass incomplete deep right intended for T.Y. Hilton,2.460,1.910
3,9:43,2,10,CLE 47,7,21,Andrew Luck pass incomplete deep right intended for Dwayne Allen,1.910,1.220
3,9:37,3,10,CLE 47,7,21,"Andrew Luck sacked by Paul Kruger for -10 yards. Penalty on Paul Kruger: Roughing the Passer, 15 yards (no play)",1.220,3.450
3,9:07,1,10,CLE 32,7,21,"Penalty on Andrew Luck: Delay of Game, 5 yards (no play)",3.450,3.120
3,8:46,1,15,CLE 37,7,21,Dan Herron left tackle for 1 yard (tackle by Craig Robertson),3.120,2.360
3,8:10,2,14,CLE 36,7,21,Andrew Luck left guard for 4 yards (tackle by Craig Robertson),2.360,2.210
3,7:26,3,10,CLE 32,7,21,Andrew Luck pass incomplete short left intended for Hakeem Nicks,2.210,1.240
3,7:21,4,10,CLE 32,10,21,Adam Vinatieri 51 yard field goal good,1.240,3.000
3,,,,IND 35,,,"Pat McAfee kicks off 65 yards, returned by Travis Benjamin for 18 yards (tackle by LaRon Landry)",,
3,7:12,1,10,CLE 18,10,21,Isaiah Crowell right guard for 2 yards (tackle by Arthur Jones),0.040,-0.130
3,6:34,2,8,CLE 20,10,21,Isaiah Crowell left tackle for 1 yard (tackle by Cory Redding),-0.130,-0.790
3,5:56,3,7,CLE 21,10,21,Brian Hoyer pass incomplete short right intended for Travis Benjamin,-0.790,-1.960
3,5:51,4,7,CLE 21,10,21,"Spencer Lanning punts 40 yards, returned by Josh Cribbs for 7 yards (tackle by Christian Yount)",-1.960,-1.990
3,5:40,1,10,IND 46,10,21,Andrew Luck pass incomplete short middle intended for Reggie Wayne (defended by Joe Haden),1.990,1.450
3,5:33,2,10,IND 46,10,21,Andrew Luck pass complete short right to T.Y. Hilton for 9 yards (tackle by Joe Haden),1.450,1.950
3,4:51,3,1,CLE 45,10,21,Trent Richardson right tackle for 3 yards (tackle by Donte Whitner and Ishmaa'ily Kitchen),1.950,2.790
3,4:19,1,10,CLE 42,10,21,Andrew Luck pass incomplete short right intended for Dan Herron,2.790,2.240
3,4:16,2,10,CLE 42,10,21,Andrew Luck pass incomplete deep left intended for Donte Moncrief (defended by Joe Haden),2.240,1.550
3,4:09,3,10,CLE 42,16,21,"Andrew Luck pass complete deep right to T.Y. Hilton for 42 yards, touchdown",1.550,7.000
3,4:09,,,,16,21,"Two Point Attempt: Andrew Luck pass incomplete, conversion fails",0.000,-1.000
3,4:09,,,IND 35,16,21,"Pat McAfee kicks off 64 yards, returned by Travis Benjamin for 13 yards (tackle by Josh McNary)",0.000,0.280
3,3:55,1,10,CLE 14,16,21,Brian Hoyer pass incomplete deep right intended for Josh Gordon,-0.280,-0.750
3,3:49,2,10,CLE 14,16,21,Taylor Gabriel right end for 4 yards (tackle by Jerrell Freeman),-0.750,-0.920
3,3:10,3,6,CLE 18,16,21,Brian Hoyer pass complete short left to Andrew Hawkins for 3 yards (tackle by Jerrell Freeman),-0.920,-1.960
3,2:27,4,3,CLE 21,16,21,Spencer Lanning punts 31 yards,-1.960,-2.130
3,2:22,1,10,IND 48,16,21,"Andrew Luck pass incomplete short middle intended for Reggie Wayne. Penalty on Buster Skrine: Defensive Holding, 5 yards (no play)",2.130,2.460
3,2:15,1,10,CLE 47,16,21,Trent Richardson right guard for 6 yards (tackle by Donte Whitner and Ahtyba Rubin),2.460,2.720
3,1:40,2,4,CLE 41,16,21,Andrew Luck pass complete short right to Donte Moncrief for 4 yards (tackle by Buster Skrine). Penalty on Christian Kirksey: Defensive Holding (Declined),2.720,3.120
3,1:19,1,10,CLE 37,16,21,Trent Richardson left guard for 5 yards (tackle by Christian Kirksey),3.120,3.250
