0,1
Game Info,Game Info
Won Toss,Browns
Roof,outdoors
Surface,grass
Duration,3:05
Attendance,73348
Weather,"58 degrees, relative humidity 0%, wind 12 mph, wind chill 0"
Vegas Line,Washington Redskins -2.5
Over/Under,36.0 (under)
