Quarter,Time,Down,ToGo,Location,DET,NYG,Detail,EPB,EPA
2,4:45,3,16,DET 22,14,7,Matthew Stafford pass incomplete deep left intended for Marvin Jones,-1.220,-1.900
2,4:28,4,16,DET 22,14,7,"Jeff Locke punts 51 yards, returned by Dwayne Harris for 10 yards (tackle by Dwayne Washington)",-1.900,-1.400
2,4:24,1,10,NYG 37,14,7,Paul Perkins left guard for 4 yards (tackle by Tahir Whitehead and Jeremiah Ledbetter),1.400,1.400
2,3:49,2,6,NYG 41,14,7,Eli Manning pass incomplete short right intended for Brandon Marshall (defended by D.J. Hayden),1.400,0.700
2,3:43,3,6,NYG 41,14,7,Eli Manning sacked by Ezekiel Ansah for -7 yards,0.700,-1.110
2,3:08,4,13,NYG 34,14,7,"Brad Wing punts 50 yards, returned by Jamal Agnew for 9 yards (tackle by Calvin Munson)",-1.110,-0.610
2,2:59,1,10,DET 25,14,7,Dwayne Washington left end for 5 yards (tackle by Olivier Vernon and Devon Kennard),0.610,0.740
2,2:17,2,5,DET 30,14,7,Ameer Abdullah left end for 24 yards (tackle by Darian Thompson),0.740,2.520
2,2:00,1,10,NYG 46,14,7,"Matthew Stafford pass complete short middle to Ameer Abdullah for 18 yards (tackle by Calvin Munson and Jason Pierre-Paul). Penalty on T.J. Lang: Offensive Holding, 10 yards (no play)",2.520,1.860
2,1:51,1,20,DET 44,14,7,Matthew Stafford pass complete short left to Kenny Golladay for 8 yards (tackle by Ross Cockrell),1.860,1.710
2,1:27,2,12,NYG 48,14,7,Matthew Stafford pass incomplete deep left intended for Kenny Golladay,1.710,1.030
2,1:20,3,12,NYG 48,14,7,Matthew Stafford pass complete short right to Golden Tate for 10 yards (tackle by Darian Thompson),1.030,0.720
2,0:39,4,2,NYG 38,17,7,Matt Prater 56 yard field goal good,0.720,3.000
2,0:30,,,DET 35,17,7,"Jeff Locke kicks off 60 yards, returned by Dwayne Harris for 21 yards (tackle by Jamal Agnew)",0.000,-0.670
2,0:26,1,10,NYG 26,17,7,Shane Vereen left guard for 8 yards (tackle by Tavon Wilson and Jarrad Davis),0.670,1.210
Quarter,Time,Down,ToGo,Location,DET,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,17,7,"Jeff Locke kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,NYG 25,17,7,Orleans Darkwa left guard for 4 yards (tackle by Anthony Zettel and Tahir Whitehead),0.610,0.600
3,14:34,2,6,NYG 29,17,7,"Eli Manning sacked by Ezekiel Ansah for -3 yards. Eli Manning fumbles (forced by Ezekiel Ansah), recovered by Eli Manning at NYG-26",0.600,-0.490
3,13:38,3,9,NYG 26,17,7,Eli Manning pass complete short right to Orleans Darkwa for 3 yards (tackle by Jarrad Davis),-0.490,-1.440
3,13:04,4,6,NYG 29,17,7,"Brad Wing punts 45 yards, fair catch by Jamal Agnew",-1.440,-0.670
3,12:56,1,10,DET 26,17,7,Ameer Abdullah left end for -2 yards (tackle by Calvin Munson),0.670,-0.140
3,12:19,2,12,DET 24,17,7,Ameer Abdullah right tackle for -2 yards (tackle by Devon Kennard),-0.140,-1.090
3,11:31,3,14,DET 22,17,7,Matthew Stafford pass complete short middle to Theo Riddick for 5 yards (tackle by Eli Apple),-1.090,-1.570
3,10:56,4,9,DET 27,17,7,"Jeff Locke punts 47 yards, returned by Dwayne Harris for -1 yards (tackle by Steve Longa)",-1.570,-0.610
3,10:43,1,10,NYG 25,17,7,Sterling Shepard right end for -5 yards (tackle by Tahir Whitehead),0.610,-0.610
3,10:17,2,15,NYG 20,17,7,Eli Manning pass complete short right to Roger Lewis for 5 yards (tackle by Nevin Lawson),-0.610,-0.620
3,9:48,3,10,NYG 25,17,7,Eli Manning pass complete short middle to Odell Beckham for 16 yards (tackle by Darius Slay),-0.620,1.660
3,9:10,1,10,NYG 41,17,7,Paul Perkins right tackle for 3 yards (tackle by Anthony Zettel and Darius Slay),1.660,1.530
3,8:26,2,7,NYG 44,17,7,Eli Manning pass complete deep right to Jerell Adams for 38 yards (tackle by Paul Worrilow and Miles Killebrew),1.530,4.370
3,7:45,1,10,DET 18,17,7,Eli Manning pass complete short right to Brandon Marshall for 17 yards (tackle by Glover Quin and Darius Slay),4.370,6.970
3,7:16,1,1,DET 1,17,7,"Paul Perkins left guard for no gain (tackle by Anthony Zettel). Penalty on Brett Jones: Offensive Holding, 10 yards (no play)",6.970,4.770
3,6:52,1,11,DET 11,17,7,Eli Manning pass incomplete short middle intended for Sterling Shepard (defended by Miles Killebrew),4.770,4.020
3,6:45,2,11,DET 11,17,7,Shane Vereen left tackle for 2 yards (tackle by Miles Killebrew),4.020,3.360
3,6:07,3,9,DET 9,17,7,Eli Manning pass complete short left to Evan Engram for 7 yards (tackle by Glover Quin),3.360,3.250
3,5:20,4,2,DET 2,17,7,"Penalty on Eli Manning: Delay of Game, 5 yards (no play)",3.250,2.970
3,5:04,4,7,DET 7,17,10,Aldrick Rosas 25 yard field goal good,2.970,3.000
3,4:58,,,NYG 35,17,10,"Aldrick Rosas kicks off 65 yards, touchback",0.000,-0.610
3,4:58,1,10,DET 25,17,10,Matthew Stafford middle for 5 yards (tackle by Landon Collins),0.610,0.740
3,4:23,2,5,DET 30,17,10,Ameer Abdullah left tackle for 2 yards (tackle by Olivier Vernon and Dominique Rodgers-Cromartie),0.740,0.300
3,3:41,3,3,DET 32,17,10,Matthew Stafford pass complete short right to Golden Tate for 5 yards (tackle by Eli Apple),0.300,1.400
3,3:17,1,10,DET 37,17,10,Theo Riddick right end for 8 yards (tackle by Calvin Munson and Olivier Vernon),1.400,1.940
3,2:36,2,2,DET 45,17,10,Matthew Stafford middle for 5 yards (tackle by Calvin Munson),1.940,2.260
3,1:51,1,10,,17,10,"Theo Riddick right end for 3 yards (tackle by Jonathan Casillas and Dalvin Tomlinson). Penalty on Graham Glasgow: Offensive Holding, 10 yards (no play)",2.260,1.600
3,1:30,1,20,DET 40,17,10,"Ameer Abdullah right guard for 4 yards (tackle by Devon Kennard). Penalty on Ricky Wagner: Offensive Holding, 10 yards (no play)",1.600,0.940
3,1:01,1,30,DET 30,17,10,Ameer Abdullah middle for 2 yards (tackle by Jason Pierre-Paul and Jonathan Casillas),0.940,-0.720
3,0:21,2,28,DET 32,17,10,Matthew Stafford pass complete short right to Theo Riddick for 5 yards (tackle by Jay Bromley),-0.720,-0.690
3,0:01,3,23,DET 37,17,10,"Matthew Stafford pass incomplete deep left intended for Kenny Golladay (defended by Dominique Rodgers-Cromartie). Penalty on NYG: Defensive 12 On-field, 5 yards (no play)",-0.690,-0.030
Quarter,Time,Down,ToGo,Location,DET,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,18,DET 42,17,10,"Matthew Stafford pass incomplete deep left intended for Golden Tate. Penalty on Olivier Vernon: Defensive Offside, 5 yards (no play)",-0.030,0.630
4,14:54,3,13,DET 47,17,10,Matthew Stafford pass incomplete short right intended for Marvin Jones,0.630,-0.260
4,14:49,4,13,DET 47,17,10,"Jeff Locke punts 34 yards, fair catch by Dwayne Harris",-0.260,-0.150
4,14:41,1,10,NYG 19,17,10,Orleans Darkwa right end for 2 yards (tackle by Miles Killebrew),0.150,-0.060
4,14:02,2,8,NYG 21,17,10,Eli Manning pass incomplete deep right intended for Brandon Marshall,-0.060,-0.810
4,13:54,3,8,NYG 21,17,10,Eli Manning pass complete short right to Evan Engram for 7 yards (tackle by Glover Quin and Jarrad Davis),-0.810,-1.500
4,13:17,4,1,NYG 28,23,10,"Brad Wing punts 60 yards, returned by Jamal Agnew for 88 yards, touchdown",-1.500,-7.000
4,,,,NYG 15,24,10,"Matt Prater kicks extra point no good, blocked by Dominique Rodgers-Cromartie. Penalty on Dominique Rodgers-Cromartie: Defensive Offside, 5 yards (no play)",,
4,12:56,,,DET 35,24,10,"Jeff Locke kicks off 65 yards, touchback",0.000,-0.610
4,12:56,1,10,NYG 25,24,10,Eli Manning pass incomplete short right intended for Brandon Marshall,0.610,0.060
4,12:50,2,10,NYG 25,24,10,Paul Perkins left guard for 4 yards (tackle by Miles Killebrew),0.060,-0.100
4,12:20,3,6,NYG 29,24,10,Eli Manning pass complete short left to Sterling Shepard for 12 yards (tackle by Darius Slay),-0.100,1.660
4,11:45,1,10,NYG 41,24,10,Paul Perkins middle for 1 yard (tackle by Haloti Ngata and A'Shawn Robinson),1.660,1.260
4,11:14,2,9,NYG 42,24,10,Paul Perkins right guard for -1 yards (tackle by A'Shawn Robinson),1.260,0.430
4,10:36,3,10,NYG 41,24,10,Eli Manning pass complete short right to Paul Perkins for 7 yards (tackle by Jarrad Davis and Tahir Whitehead),0.430,-0.190
4,10:08,4,3,NYG 48,24,10,Eli Manning pass complete short left to Shane Vereen for 2 yards (tackle by Quandre Diggs),-0.190,-2.260
,,,,,,,"DET challenged the short of the line to gain ruling, and the original play was overturned.",,
4,10:02,1,10,,24,10,Ameer Abdullah right tackle for 1 yard (tackle by Damon Harrison and Dalvin Tomlinson),2.260,1.850
4,9:24,2,9,NYG 49,24,10,Ameer Abdullah right end for 3 yards (tackle by Calvin Munson),1.850,1.550
4,8:40,3,6,NYG 46,24,10,Matthew Stafford sacked by Calvin Munson for 0 yards,1.550,0.200
4,7:59,4,6,NYG 46,24,10,"Jeff Locke punts 37 yards, fair catch by Dwayne Harris",0.200,0.380
4,7:48,1,10,NYG 9,24,10,Shane Vereen left guard for 5 yards (tackle by Anthony Zettel and Akeem Spence),-0.380,-0.390
4,7:27,2,5,NYG 14,24,10,Eli Manning pass complete short middle to Sterling Shepard for 11 yards (tackle by Quandre Diggs),-0.390,0.610
4,7:04,1,10,NYG 25,24,10,Eli Manning pass complete short left to Shane Vereen for 5 yards (tackle by Tahir Whitehead),0.610,0.740
4,6:43,2,5,NYG 30,24,10,Eli Manning pass incomplete deep right intended for Sterling Shepard,0.740,0.040
4,6:39,3,5,NYG 30,24,10,Eli Manning pass complete short left to Odell Beckham for 10 yards (tackle by Darius Slay),0.040,1.600
4,6:16,1,10,NYG 40,24,10,Shane Vereen middle for 2 yards (tackle by Ezekiel Ansah),1.600,1.320
4,5:54,2,8,NYG 42,24,10,Eli Manning pass complete short middle to Rhett Ellison for 9 yards (tackle by Jalen Reeves-Maybin),1.320,2.320
4,5:29,1,10,DET 49,24,10,Eli Manning pass complete short right to Shane Vereen for 20 yards (tackle by Tahir Whitehead and Jalen Reeves-Maybin),2.320,3.640
4,4:56,1,10,DET 29,24,10,Eli Manning pass incomplete deep left intended for Brandon Marshall (defended by Darius Slay),3.640,3.100
4,4:47,2,10,DET 29,24,10,Eli Manning pass incomplete short left intended for Evan Engram,3.100,2.410
4,4:41,3,10,DET 29,24,10,Eli Manning pass incomplete deep left intended for Evan Engram (defended by Darius Slay),2.410,1.500
4,4:34,4,10,DET 29,24,10,Eli Manning pass incomplete short right intended for Odell Beckham,1.500,-0.870
4,4:28,1,10,DET 29,24,10,Ameer Abdullah left guard for 3 yards (tackle by Dominique Rodgers-Cromartie and Calvin Munson),0.870,0.730
4,3:48,2,7,DET 32,24,10,Ameer Abdullah right end for 34 yards (tackle by Dominique Rodgers-Cromartie),0.730,3.310
4,3:07,1,10,NYG 34,24,10,Theo Riddick left tackle for 2 yards (tackle by Damon Harrison and Olivier Vernon),3.310,0.000
4,2:51,,,,,,Timeout #1 by New York Giants,0.000,-3.040
4,2:51,2,8,NYG 32,24,10,Theo Riddick left guard for -3 yards (tackle by Jonathan Casillas and Olivier Vernon),3.040,0.000
4,2:46,,,,,,Timeout #2 by New York Giants,0.000,-1.950
4,2:46,3,11,NYG 35,24,10,Theo Riddick right end for 11 yards (tackle by Jason Pierre-Paul),1.950,0.000
4,2:30,,,,,,Timeout #3 by New York Giants,0.000,-3.970
4,2:30,1,10,NYG 24,24,10,Theo Riddick left tackle for no gain (tackle by Dominique Rodgers-Cromartie),3.970,3.430
4,2:00,2,10,NYG 24,24,10,Theo Riddick right guard for -1 yards (tackle by Damon Harrison and Dalvin Tomlinson),3.430,2.610
4,1:17,3,11,NYG 25,24,10,Theo Riddick right end for 1 yard (tackle by Calvin Munson),2.610,1.870
4,0:32,4,10,NYG 24,24,10,Theo Riddick right tackle for no gain (tackle by Dalvin Tomlinson),1.870,-0.540
4,0:26,1,10,NYG 24,24,10,Shane Vereen middle for 7 yards (tackle by Jeremiah Valoaga and Anthony Zettel),0.540,0.940
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
