Quarter,Time,Down,ToGo,Location,JAX,HOU,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Texans won the coin toss and deferred, Jaguars to receive the opening kickoff.",,
1,15:00,,,HOU 35,0,0,"Randy Bullock kicks off 70 yards, returned by Jordan Todman for 33 yards (tackle by Justin Tuggle)",0.000,-0.810
1,14:54,1,10,JAX 28,0,0,Blake Bortles pass complete short right to Allen Hurns for 10 yards (tackle by Johnathan Joseph),0.810,1.470
,,,,,,,"HOU challenged the pass completion ruling, and the play was upheld.",,
1,14:27,1,10,JAX 38,0,0,Toby Gerhart right guard for -5 yards (tackle by Brooks Reed),1.470,0.250
1,13:50,2,15,JAX 33,0,0,Blake Bortles left end for 6 yards (tackle by Akeem Dent),0.250,0.370
1,13:08,3,9,JAX 39,0,0,Blake Bortles pass incomplete short middle intended for Marqise Lee,0.370,-0.780
1,13:01,4,9,JAX 39,0,0,"Bryan Anger punts 44 yards, fair catch by Keshawn Martin",-0.780,0.060
1,12:53,1,10,HOU 17,0,0,Case Keenum pass complete short right to Andre Johnson for 29 yards (tackle by Josh Evans),-0.060,1.990
1,12:09,1,10,HOU 46,0,0,Case Keenum pass complete short right to Andre Johnson for 11 yards (tackle by Dwayne Gratz),1.990,2.720
1,11:44,1,10,JAX 43,0,0,Arian Foster right tackle for -1 yards (tackle by Jonathan Cyprien),2.720,2.040
1,11:09,2,11,JAX 44,0,0,Case Keenum pass complete short middle to Damaris Johnson for 34 yards (tackle by Dwayne Gratz),2.040,4.910
1,10:27,1,10,JAX 10,0,6,"Case Keenum pass complete short left to Arian Foster for 10 yards, touchdown",4.910,7.000
1,10:27,,,JAX 2,0,7,Randy Bullock kicks extra point good,0.000,0.000
1,10:27,,,HOU 35,0,7,"Randy Bullock kicks off 65 yards, touchback",0.000,-0.280
1,10:23,1,10,JAX 20,0,7,Blake Bortles pass complete short right to Cecil Shorts for 5 yards (tackle by A.J. Bouye and Kareem Jackson),0.280,0.410
1,9:43,2,5,JAX 25,0,7,Jordan Todman left tackle for 12 yards (tackle by Kendrick Lewis and Danieal Manning),0.410,1.400
1,9:03,1,10,JAX 37,0,7,Blake Bortles pass complete short left to Jordan Todman for 4 yards (tackle by Brian Cushing),1.400,1.400
1,8:42,2,6,JAX 41,0,7,"Blake Bortles right end for 21 yards (tackle by Danieal Manning). Penalty on A.J. Bouye: Illegal Use of Hands, 5 yards",1.400,3.380
1,8:42,1,10,HOU 33,0,7,"Blake Bortles sacked by J.J. Watt for -7 yards. Blake Bortles fumbles (forced by J.J. Watt), recovered by Luke Joeckel at HOU-41",3.380,1.760
1,7:27,2,18,HOU 41,0,7,Blake Bortles pass complete short right to Jordan Todman for 8 yards (tackle by Akeem Dent),1.760,2.150
1,6:52,3,10,HOU 33,0,7,Blake Bortles sacked by J.J. Watt for -2 yards,2.150,0.970
1,6:07,4,12,HOU 35,3,7,Josh Scobee 53 yard field goal good,0.970,3.000
1,6:07,,,JAX 35,3,7,"Josh Scobee kicks off 67 yards, returned by Danieal Manning for 24 yards (tackle by Jeremiah George)",0.000,-0.410
1,5:55,1,10,HOU 22,3,7,Arian Foster left tackle for 12 yards (tackle by Telvin Smith and Jonathan Cyprien),0.410,1.200
1,5:32,1,10,HOU 34,3,7,Arian Foster left tackle for -4 yards (tackle by Sen'Derrick Marks),1.200,0.120
1,4:52,2,14,HOU 30,3,7,Arian Foster right tackle for 13 yards (tackle by Jonathan Cyprien). Penalty on Sen'Derrick Marks: Defensive Offside (Declined),0.120,1.160
1,4:35,3,1,HOU 43,3,7,Case Keenum right end for 3 yards (tackle by Telvin Smith),1.160,1.990
