Quarter,Time,Down,ToGo,Location,ARI,PHI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Eagles won the coin toss, Eagles to receive the opening kickoff.",,
1,15:00,,,ARI 30,0,0,"Neil Rackers kicks off 60 yards, returned by Quintin Demps for 20 yards (tackle by Tim Castille)",0.000,0.940
1,14:56,1,10,PHI 30,0,0,Donovan McNabb pass complete short right to Jason Avant for 6 yards (tackle by Antrel Rolle),0.940,1.200
1,14:19,2,4,PHI 36,0,0,Brian Westbrook up the middle for 6 yards (tackle by Karlos Dansby),1.200,1.730
1,13:59,1,10,PHI 42,0,0,Brian Westbrook up the middle for 3 yards (tackle by Chike Okeafor),1.730,1.590
1,13:03,2,7,PHI 45,0,0,Donovan McNabb pass complete short right to Jason Avant for 9 yards (tackle by Dominique Rodgers-Cromartie),1.590,2.520
1,12:25,1,10,ARI 46,0,0,Donovan McNabb pass complete short left to Hank Baskett for 5 yards (tackle by Ralph Brown),2.520,2.650
1,11:45,2,5,ARI 41,0,0,Brian Westbrook left tackle for 4 yards (tackle by Antrel Rolle),2.650,2.480
1,11:19,3,1,ARI 37,0,0,Kyle Eckel up the middle for 2 yards (tackle by Gerald Hayes and Dominique Rodgers-Cromartie),2.480,3.250
1,10:37,1,10,ARI 35,0,0,Donovan McNabb for 2 yards,3.250,2.970
1,10:07,2,8,ARI 33,0,0,Brian Westbrook up the middle for 9 yards (tackle by Adrian Wilson),2.970,3.970
1,9:24,1,10,ARI 24,0,0,Donovan McNabb pass complete short right to Kevin Curtis for 13 yards (tackle by Antrel Rolle),3.970,4.840
1,8:43,1,10,ARI 11,0,0,DeSean Jackson right guard for 6 yards (tackle by Antrel Rolle),4.840,5.280
1,7:59,2,4,ARI 5,0,6,"Donovan McNabb pass complete short middle to Brian Westbrook for 5 yards, touchdown",5.280,7.000
1,,,,ARI 2,0,7,David Akers kicks extra point good,0.000,0.000
1,,,,PHI 30,0,7,"David Akers kicks off 63 yards, returned by J.J. Arrington for 17 yards (tackle by Sean Considine)",0.000,0.540
1,7:49,1,10,ARI 24,0,7,Tim Hightower right end for -1 yards (tackle by Chris Gocong),0.540,-0.140
1,7:14,2,11,ARI 23,0,7,Kurt Warner pass complete short middle to Anquan Boldin for 6 yards (tackle by Quintin Demps),-0.140,-0.030
1,6:35,3,5,ARI 29,0,7,Kurt Warner pass complete deep right to Steve Breaston for 17 yards (tackle by Quintin Mikell),-0.030,1.990
1,5:58,1,10,ARI 46,0,7,Tim Hightower left end for -3 yards (tackle by Stewart Bradley and Quintin Mikell),1.990,1.050
1,5:17,2,13,ARI 43,0,7,Kurt Warner pass incomplete short right intended for Larry Fitzgerald is intercepted by Joselio Hanson at PHI-46 and returned for 13 yards (tackle by Tim Hightower),1.050,-2.850
1,5:03,1,10,ARI 41,0,7,Brian Westbrook up the middle for 5 yards (tackle by Gerald Hayes),2.850,2.980
1,4:32,2,5,ARI 36,0,7,Brian Westbrook for 16 yards,2.980,4.240
1,3:50,1,10,ARI 20,0,7,"Brian Westbrook left guard for 17 yards (tackle by Aaron Francisco). Penalty on Antrel Rolle: Unnecessary Roughness, 2 yards",4.240,6.970
1,3:30,1,1,ARI 1,0,13,"Brian Westbrook left guard for 1 yard, touchdown",6.970,7.000
1,,,,ARI 2,0,14,David Akers kicks extra point good,0.000,0.000
1,,,,PHI 30,0,14,"David Akers kicks off 59 yards, returned by J.J. Arrington for 24 yards (tackle by Quintin Mikell)",0.000,1.270
1,3:21,1,10,ARI 35,0,14,Tim Hightower up the middle for 4 yards (tackle by Akeem Jordan),1.270,1.260
1,2:43,2,6,ARI 39,0,14,Kurt Warner pass incomplete deep left intended for Larry Fitzgerald (defended by Victor Abiamiri),1.260,0.560
1,2:38,3,6,ARI 39,0,14,Kurt Warner pass incomplete deep left intended for Jerheme Urban is intercepted by Quintin Mikell at PHI-44 and returned for 12 yards (tackle by Deuce Lutui),0.560,-2.650
1,2:27,1,10,ARI 44,0,14,Donovan McNabb pass complete short right to DeSean Jackson for 5 yards (tackle by Dominique Rodgers-Cromartie),2.650,2.780
1,1:53,2,5,ARI 39,0,14,Donovan McNabb sacked by Chike Okeafor and Antonio Smith for -8 yards,2.780,1.030
1,1:21,3,13,ARI 47,0,14,Donovan McNabb pass incomplete deep left intended for DeSean Jackson,1.030,0.130
1,1:17,4,13,ARI 47,0,14,"Saverio Rocca punts 35 yards, fair catch by Steve Breaston",0.130,0.350
1,1:09,1,10,ARI 12,0,14,Tim Hightower up the middle for 2 yards (tackle by Mike Patterson),-0.350,-0.610
1,0:27,2,8,ARI 14,0,14,Kurt Warner pass complete short left to Tim Hightower for 3 yards (tackle by Akeem Jordan),-0.610,-0.840
Quarter,Time,Down,ToGo,Location,ARI,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,5,ARI 17,0,14,J.J. Arrington left tackle for 1 yard (tackle by Quintin Mikell),-0.840,-2.240
2,14:26,4,4,ARI 18,0,14,"Dirk Johnson punts 51 yards, returned by DeSean Jackson for 9 yards (tackle by Nathan Hodel)",-2.240,-1.600
2,14:13,1,10,PHI 40,0,14,Brian Westbrook left tackle for 7 yards (tackle by Aaron Francisco),1.600,2.000
2,13:30,2,3,PHI 47,0,14,Brian Westbrook up the middle for 3 yards (tackle by Bertrand Berry),2.000,2.260
2,12:43,1,10,,0,14,Donovan McNabb pass complete deep left to Hank Baskett for 20 yards,2.260,3.580
2,12:28,1,10,ARI 30,0,14,Brian Westbrook right tackle for 3 yards (tackle by Antrel Rolle),3.580,3.440
2,11:45,2,7,ARI 27,0,14,Lorenzo Booker left end for 8 yards (tackle by Aaron Francisco),3.440,4.310
