Quarter,Time,Down,ToGo,Location,GNB,MIN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Packers won the coin toss and deferred, Vikings to receive the opening kickoff.",,
1,15:00,,,GNB 35,0,6,"Tim Masthay kicks off 74 yards, returned by Cordarrelle Patterson for 109 yards, touchdown",0.000,-7.000
1,15:00,,,GNB 2,0,7,Blair Walsh kicks extra point good,0.000,0.000
1,15:00,,,MIN 35,0,7,"Blair Walsh kicks off 73 yards, returned by Johnathan Franklin for 18 yards (tackle by Audie Cole)",0.000,0.380
1,14:41,1,10,GNB 10,0,7,Eddie Lacy left end for 4 yards (tackle by Marvin Mitchell),-0.380,-0.460
1,14:04,2,6,GNB 14,0,7,Eddie Lacy right tackle for no gain (tackle by Chad Greenway),-0.460,-0.950
1,13:25,3,6,GNB 14,0,7,Aaron Rodgers pass complete short right to Jarrett Boykin for 11 yards (tackle by Xavier Rhodes),-0.950,0.610
1,12:55,1,10,GNB 25,0,7,Eddie Lacy right end for -5 yards (tackle by Brian Robison),0.610,-0.610
1,12:21,2,15,GNB 20,0,7,"Aaron Rodgers pass incomplete short right intended for Jarrett Boykin. Penalty on Xavier Rhodes: Defensive Pass Interference, 16 yards (no play)",-0.610,1.330
1,12:16,1,10,GNB 36,0,7,Aaron Rodgers pass complete short middle to Jarrett Boykin for 18 yards (tackle by Erin Henderson and Jamarca Sanford),1.330,2.520
1,11:37,1,10,MIN 46,0,7,Eddie Lacy left guard for 1 yard,2.520,2.110
1,11:10,2,9,MIN 45,0,7,Aaron Rodgers pass complete short right to Andrew Quarless for 8 yards (tackle by Chad Greenway),2.110,2.480
1,10:40,3,1,MIN 37,0,7,Eddie Lacy up the middle for 2 yards (tackle by Kevin Williams and Brian Robison),2.480,3.250
1,10:04,1,10,MIN 35,0,7,Aaron Rodgers pass complete short left to Myles White for 4 yards (tackle by Chris Cook),3.250,3.240
1,9:30,2,6,MIN 31,0,7,Aaron Rodgers pass incomplete deep right intended for Jarrett Boykin,3.240,2.540
1,9:24,3,6,MIN 31,0,7,Aaron Rodgers right end for 12 yards (tackle by Josh Robinson),2.540,4.310
1,8:47,1,10,MIN 19,0,7,Eddie Lacy right end for -1 yards (tackle by Erin Henderson and Letroy Guion),4.310,3.630
1,8:11,2,11,MIN 20,0,7,Aaron Rodgers pass complete short right to Eddie Lacy for 9 yards (tackle by Kevin Williams),3.630,4.430
1,7:28,3,2,MIN 11,6,7,"Aaron Rodgers pass complete short right to Jordy Nelson for 11 yards, touchdown",4.430,7.000
1,7:28,,,MIN 2,7,7,Mason Crosby kicks extra point good,0.000,0.000
1,7:28,,,GNB 35,7,7,"Tim Masthay kicks off 69 yards, returned by Cordarrelle Patterson for 16 yards (tackle by Jake Stoneburner)",0.000,0.350
1,7:16,1,10,MIN 12,7,7,Adrian Peterson right tackle for 6 yards (tackle by Morgan Burnett),-0.350,-0.070
1,6:44,2,4,MIN 18,7,7,Adrian Peterson left guard for 6 yards (tackle by Ryan Pickett and Morgan Burnett),-0.070,0.540
1,6:09,1,10,MIN 24,7,7,"Penalty on Matt Kalil: False Start, 5 yards (no play)",0.540,0.130
1,5:59,1,15,MIN 19,7,7,Adrian Peterson up the middle for no gain (tackle by A.J. Hawk),0.130,-0.740
1,5:19,2,15,MIN 19,7,7,Christian Ponder right tackle for 5 yards (tackle by Mike Neal),-0.740,-0.690
1,4:41,3,10,MIN 24,7,7,Christian Ponder pass complete short right to Cordarrelle Patterson for 9 yards (tackle by A.J. Hawk and Morgan Burnett),-0.690,-1.180
1,4:01,4,1,MIN 33,7,7,Jeff Locke punts 49 yards,-1.180,-0.040
1,3:53,1,10,GNB 18,7,7,Eddie Lacy up the middle for 7 yards (tackle by Letroy Guion and Erin Henderson),0.040,0.550
1,3:12,2,3,GNB 25,7,7,Aaron Rodgers pass incomplete deep right intended for Jordy Nelson,0.550,-0.270
1,3:06,3,3,GNB 25,7,7,Aaron Rodgers pass complete short left to Jordy Nelson for 7 yards (tackle by Chris Cook),-0.270,1.070
1,2:29,1,10,GNB 32,7,7,Aaron Rodgers pass complete short middle to Eddie Lacy for 4 yards (tackle by Chad Greenway),1.070,1.070
1,1:50,2,6,GNB 36,7,7,Aaron Rodgers pass complete short left to Myles White for 3 yards (tackle by Josh Robinson),1.070,0.760
1,1:13,3,3,GNB 39,7,7,Aaron Rodgers pass complete short left to Andrew Quarless for 5 yards (tackle by Jamarca Sanford),0.760,1.860
1,0:32,1,10,GNB 44,7,7,Eddie Lacy left end for 5 yards (tackle by Letroy Guion),1.860,1.990
1,0:07,2,5,GNB 49,7,7,Eddie Lacy right tackle for 2 yards (tackle by Erin Henderson and Brian Robison),1.990,1.550
Quarter,Time,Down,ToGo,Location,GNB,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,3,MIN 49,7,7,"Penalty on Kevin Williams: Defensive Offside, 5 yards (no play)",1.550,2.650
2,15:00,1,10,MIN 44,7,7,James Starks right end for 7 yards (tackle by Erin Henderson),2.650,3.060
2,14:25,2,3,MIN 37,7,7,James Starks left guard for 2 yards (tackle by Erin Henderson),3.060,2.610
2,13:40,3,1,MIN 35,7,7,Eddie Lacy up the middle for no gain (tackle by Marvin Mitchell),2.610,2.610
2,13:00,3,1,MIN 35,7,7,Timeout #1 by Green Bay Packers,2.610,1.000
2,13:00,4,1,MIN 35,7,7,Aaron Rodgers pass complete short right to John Kuhn for 7 yards (tackle by Josh Robinson and Mistral Raymond),1.000,3.710
2,12:24,1,10,MIN 28,7,7,Eddie Lacy up the middle for 17 yards (tackle by Xavier Rhodes),3.710,4.840
2,11:47,1,10,MIN 11,7,7,Eddie Lacy left guard for 1 yard (tackle by Kevin Williams and Fred Evans),4.840,4.320
2,11:05,2,9,MIN 10,7,7,Aaron Rodgers pass incomplete short right intended for Myles White,4.320,3.300
2,10:59,3,9,MIN 10,7,7,Aaron Rodgers sacked by Chad Greenway for -2 yards,3.300,2.630
2,10:33,4,11,MIN 12,10,7,Mason Crosby 30 yard field goal good,2.630,3.000
2,10:33,,,GNB 35,10,7,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.280
2,10:29,1,10,MIN 20,10,7,Christian Ponder pass complete short right to Kyle Rudolph for 6 yards (tackle by Morgan Burnett),0.280,0.540
2,9:54,2,4,MIN 26,10,7,Adrian Peterson right end for 17 yards (tackle by Tramon Williams),0.540,1.800
2,9:16,1,10,MIN 43,10,7,Adrian Peterson left tackle for 4 yards (tackle by Andy Mulumba),1.800,1.790
2,8:37,2,6,MIN 47,10,7,Christian Ponder pass incomplete,1.790,1.090
2,8:28,3,6,MIN 47,10,7,"Christian Ponder pass incomplete deep left intended for Kyle Rudolph. Penalty on Datone Jones: Unnecessary Roughness, 15 yards (no play)",1.090,3.050
2,8:23,1,10,GNB 38,10,7,Adrian Peterson up the middle for no gain (tackle by B.J. Raji),3.050,2.510
2,7:45,2,10,GNB 38,10,7,Christian Ponder pass incomplete short right intended for Greg Jennings,2.510,1.820
2,7:43,3,10,GNB 38,10,7,Christian Ponder pass complete short right to Kyle Rudolph for 17 yards (tackle by M.D. Jennings),1.820,4.170
2,6:59,1,10,GNB 21,10,7,Adrian Peterson right tackle for 3 yards (tackle by Mike Neal),4.170,4.040
2,6:16,2,7,GNB 18,10,7,"Penalty on Brandon Fusco: False Start, 5 yards (no play)",4.040,3.360
2,6:00,2,12,GNB 23,10,7,Christian Ponder right end for 5 yards,3.360,3.310
2,5:17,3,7,GNB 18,10,7,Christian Ponder pass incomplete short right intended for Jerome Simpson (defended by Tramon Williams),3.310,2.250
2,5:12,4,7,GNB 18,10,10,Blair Walsh 36 yard field goal good,2.250,3.000
2,5:12,,,MIN 35,10,10,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.280
2,5:09,1,10,GNB 20,10,10,Eddie Lacy up the middle for -2 yards (tackle by Erin Henderson),0.280,-0.630
2,4:34,2,12,GNB 18,10,10,Aaron Rodgers pass complete short left to Eddie Lacy for 6 yards (tackle by Erin Henderson),-0.630,-0.430
2,3:49,3,6,GNB 24,16,10,"Aaron Rodgers pass complete short middle to Jordy Nelson for 76 yards, touchdown",-0.430,7.000
2,3:49,,,MIN 2,17,10,"Mason Crosby kicks extra point good. Penalty on Chris Cook: Defensive Offside, 5 yards",0.000,0.000
2,3:49,,,GNB 40,17,10,"Mason Crosby kicks off 60 yards, touchback",0.000,-0.280
2,3:38,1,10,MIN 20,17,10,Christian Ponder pass complete short middle to Kyle Rudolph for 14 yards (tackle by Morgan Burnett),0.280,1.200
2,3:07,1,10,MIN 34,17,10,Adrian Peterson up the middle for no gain (tackle by Ryan Pickett),1.200,0.660
2,2:28,2,10,MIN 34,17,10,Adrian Peterson left tackle for 2 yards (tackle by Jamari Lattimore),0.660,0.230
2,2:00,3,8,MIN 36,17,10,Christian Ponder up the middle for 4 yards (tackle by Mike Daniels),0.230,0.230
2,1:49,3,8,MIN 36,17,10,Timeout #2 by Green Bay Packers,0.230,-0.720
2,1:49,4,4,MIN 40,23,10,"Jeff Locke punts 53 yards, returned by Micah Hyde for 93 yards, touchdown",-0.720,-7.000
2,1:30,,,MIN 2,24,10,Mason Crosby kicks extra point good,0.000,0.000
2,1:30,,,GNB 35,24,10,"Mason Crosby kicks off 72 yards, returned by Cordarrelle Patterson for 30 yards (tackle by Davon House)",0.000,-0.480
2,1:23,1,10,MIN 23,24,10,Christian Ponder sacked by Mike Daniels for -6 yards,0.480,-1.010
2,1:00,2,16,MIN 17,24,10,Christian Ponder pass complete short middle to Adrian Peterson for 13 yards (tackle by Micah Hyde and A.J. Hawk),-1.010,0.170
2,0:42,3,3,MIN 30,24,10,Christian Ponder pass complete short middle to Adrian Peterson for 4 yards (tackle by A.J. Hawk),0.170,0.170
2,0:38,3,3,MIN 30,24,10,Timeout #1 by Minnesota Vikings,0.170,1.200
2,0:38,1,10,MIN 34,24,10,Christian Ponder pass complete short left to Cordarrelle Patterson for 17 yards (tackle by M.D. Jennings),1.200,2.320
2,0:33,1,10,GNB 49,24,10,Christian Ponder pass incomplete short left intended for Cordarrelle Patterson,2.320,1.780
2,0:29,2,10,GNB 49,24,10,Christian Ponder pass complete short right to Greg Jennings for 9 yards (tackle by Casey Hayward and Tramon Williams),1.780,1.780
2,0:21,2,10,GNB 49,24,10,Timeout #2 by Minnesota Vikings,1.780,2.280
2,0:21,3,1,GNB 40,24,10,"Christian Ponder pass incomplete deep left intended for Greg Jennings. Penalty on Tramon Williams: Defensive Pass Interference, 26 yards (no play)",2.280,4.650
2,0:14,1,10,GNB 14,24,10,Christian Ponder pass complete short left to Adrian Peterson for 6 yards (tackle by Sam Shields and Micah Hyde),4.650,5.090
2,0:10,2,4,GNB 8,24,16,"Adrian Peterson right tackle for 8 yards, touchdown",5.090,7.000
