#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,10:59,SFO 38,2,0:44,41,Fumble
2,1,8:31,STL 34,4,1:54,34,Touchdown
3,2,13:26,SFO 31,5,2:48,69,Touchdown
4,2,9:51,STL 16,4,2:01,16,Touchdown
5,2,6:46,SFO 40,7,3:14,60,Touchdown
6,2,1:49,SFO 44,7,1:15,56,Touchdown
7,3,15:00,SFO 32,5,3:34,13,Punt
8,3,9:11,SFO 18,5,2:54,4,Punt
9,3,3:51,SFO 25,3,1:32,1,Punt
10,4,15:00,SFO 9,3,1:43,2,Punt
11,4,10:57,SFO 4,7,4:16,38,Fumble
12,4,6:10,SFO 7,3,1:36,4,Punt
13,4,1:56,SFO 20,3,0:28,6,Punt
14,4,0:17,STL 34,1,0:17,-1,End of Game
