Quarter,Time,Tm,Detail,STL,SFO
1.0,6:37,49ers,Frank Gore 5 yard rush (Joe Nedney kick),0,7
2.0,13:26,Rams,Josh Brown 24 yard field goal,3,7
,10:38,49ers,Vernon Davis 2 yard pass from Shaun Hill (Joe Nedney kick),3,14
,7:50,49ers,Frank Gore 1 yard rush (Joe Nedney kick),3,21
,3:32,49ers,Shaun Hill 1 yard rush (Joe Nedney kick),3,28
,0:34,49ers,Bryant Johnson 2 yard pass from Shaun Hill (Joe Nedney kick),3,35
3.0,3:51,Rams,Josh Brown 48 yard field goal,6,35
,0:00,Rams,Josh Brown 44 yard field goal,9,35
4.0,1:56,Rams,Dane Looker 2 yard pass from Marc Bulger (Josh Brown kick),16,35
