Quarter,Time,Tm,Detail,DET,CHI
1.0,10:11,Bears,John Gilmore 3 yard pass from Rex Grossman (Robbie Gould kick),0,7
,6:19,Bears,Robbie Gould 32 yard field goal,0,10
2.0,14:16,Bears,Bernard Berrian 41 yard pass from Rex Grossman (Robbie Gould kick),0,17
,3:36,Bears,Desmond Clark 31 yard pass from Rex Grossman (Robbie Gould kick),0,24
3.0,10:20,Lions,Jon Kitna 1 yard rush (Jason Hanson kick),7,24
,0:32,Bears,John Gilmore 5 yard pass from Rex Grossman (Robbie Gould kick),7,31
4.0,10:03,Bears,Robbie Gould 45 yard field goal,7,34
