Quarter,Time,Down,ToGo,Location,DET,CHI,Detail,EPB,EPA
2,11:45,2,8,DET 42,0,17,Jon Kitna pass complete short left to Marcus Pollard for 9 yards (tackle by Brendon Ayanbadejo),1.320,2.320
2,11:08,1,10,CHI 49,0,17,"Jon Kitna pass complete to Kevin Jones for 12 yards (tackle by Charles Tillman). Penalty on Mike Furrey: Offensive Pass Interfere, 11 yards (no play)",2.320,1.600
2,10:34,1,21,DET 40,0,17,Jon Kitna pass complete short middle to Mike Furrey for 6 yards (tackle by Danieal Manning),1.600,1.110
2,9:56,2,15,DET 46,0,17,Jon Kitna pass incomplete,1.110,0.430
2,9:52,,,,0,17,Timeout #2 by Detroit Lions,0.000,0.430
2,9:52,3,15,DET 46,0,17,"Jon Kitna pass incomplete deep right intended for Corey Bradford. Penalty on Charles Tillman: Defensive Pass Interfere, 42 yards (no play)",0.430,4.780
2,9:45,1,10,CHI 12,0,17,Kevin Jones right end for -2 yards (tackle by Brendon Ayanbadejo),4.780,3.790
2,9:18,2,12,CHI 14,0,17,"Penalty on Rex Tucker: False Start, 5 yards (no play)",3.790,3.220
2,8:57,2,17,CHI 19,0,17,Jon Kitna pass complete to Kevin Jones for -3 yards (tackle by Chris Harris),3.220,2.210
2,8:11,3,20,CHI 22,0,17,Jon Kitna sacked by Tommie Harris for 0 yards,2.210,1.990
2,7:29,4,20,CHI 22,0,17,Jason Hanson 40 yard field goal no good,1.990,-0.940
2,7:24,1,10,CHI 30,0,17,Rex Grossman pass complete short right to Bernard Berrian for 13 yards (tackle by Kenoy Kennedy),0.940,1.800
2,6:50,1,10,CHI 43,0,17,Cedric Benson right end for 2 yards (tackle by Kenoy Kennedy),1.800,1.520
2,6:17,2,8,CHI 45,0,17,Rex Grossman pass incomplete short middle intended for Bernard Berrian (defended by Boss Bailey),1.520,0.830
2,6:12,3,8,CHI 45,0,17,Rex Grossman pass complete short middle to Muhsin Muhammad for 12 yards (tackle by Dre' Bly),0.830,2.720
2,5:36,1,10,DET 43,0,17,Rex Grossman pass complete short left to Desmond Clark for 7 yards (tackle by Fernando Bryant and Paris Lenon),2.720,3.120
2,4:58,2,3,DET 36,0,17,Cedric Benson right guard for 4 yards (tackle by Ernie Sims),3.120,3.450
2,4:20,1,10,DET 32,0,17,Cedric Benson left guard for 1 yard (tackle by James Hall),3.450,3.040
2,3:44,2,9,DET 31,0,23,"Rex Grossman pass complete to Desmond Clark for 31 yards, touchdown. Penalty on Fernando Bryant: Defensive Holding (Declined)",3.040,7.000
2,,,,DET 2,0,24,Robbie Gould kicks extra point good,0.000,0.000
2,,,,CHI 30,0,24,"Robbie Gould kicks off 70 yards, touchback",0.000,0.280
2,3:36,1,10,DET 20,0,24,Jon Kitna pass complete short right to Mike Furrey for 17 yards (tackle by Chris Harris),0.280,1.400
2,3:08,1,10,DET 37,0,24,Jon Kitna pass complete short left to Mike Furrey for 9 yards (tackle by Ricky Manning and Lance Briggs),1.400,2.070
2,2:32,2,1,DET 46,0,24,Kevin Jones left tackle for -1 yards (tackle by Lance Briggs),2.070,1.220
2,2:00,3,2,DET 45,0,24,Jon Kitna sacked by Tommie Harris for -5 yards,1.220,-0.720
2,1:54,,,,0,24,Timeout #1 by Chicago Bears,0.000,-0.720
2,1:54,4,7,DET 40,0,24,"Nick Harris punts 38 yards, returned by Devin Hester for -9 yards (tackle by Daniel Bullocks). Penalty on Jamar Williams: Illegal Block Above the , 6 yards",-0.720,0.380
2,1:36,1,10,CHI 7,0,24,Thomas Jones left guard for -1 yards (tackle by Cory Redding),-0.380,-0.850
2,1:31,,,,0,24,Timeout #3 by Detroit Lions,0.000,-0.850
2,1:31,2,11,CHI 6,0,24,Thomas Jones left guard for 4 yards (tackle by Cory Redding),-0.850,-1.070
2,0:47,3,7,CHI 10,0,24,"Penalty on Cory Redding: Encroachment, 5 yards (no play)",-1.070,-0.480
2,0:34,3,2,CHI 15,0,24,Thomas Jones left end for -4 yards (tackle by James Hall),-0.480,-2.490
Quarter,Time,Down,ToGo,Location,DET,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 30,0,24,"Robbie Gould kicks off 70 yards, returned by Eddie Drummond for 26 yards (tackle by Jamar Williams). Penalty on Boss Bailey: Offensive Holding, 10 yards",0.000,-0.280
3,14:55,1,10,DET 14,0,24,Kevin Jones left tackle for 2 yards (tackle by Lance Briggs),-0.280,-0.510
3,14:20,2,8,DET 16,0,24,Jon Kitna pass complete short left to Roy Williams for 11 yards (tackle by Nathan Vasher),-0.510,0.740
3,13:44,1,10,DET 27,0,24,Jon Kitna pass complete short right to Mike Furrey for 17 yards (tackle by Mike Brown),0.740,1.860
3,13:04,1,10,DET 44,0,24,Jon Kitna pass complete short right to Roy Williams for 4 yards (tackle by Charles Tillman),1.860,1.860
3,12:20,2,6,DET 48,0,24,Jon Kitna pass incomplete short left intended for Mike Furrey,1.860,1.160
3,12:15,3,6,DET 48,0,24,Jon Kitna pass complete short right to Mike Furrey for 5 yards (tackle by Charles Tillman),1.160,0.130
3,11:56,4,1,CHI 47,0,24,Jon Kitna pass complete deep right to Roy Williams for 23 yards (tackle by Nathan Vasher and Chris Harris),0.130,3.970
3,11:17,1,10,CHI 24,0,24,Jon Kitna pass complete deep middle to Dan Campbell for 23 yards (tackle by Chris Harris),3.970,6.970
3,10:34,,,,0,24,Timeout #1 by Detroit Lions,0.000,6.970
3,10:34,1,1,CHI 1,0,24,Kevin Jones right end for no gain (tackle by Brian Urlacher),6.970,5.910
3,10:23,2,1,CHI 1,6,24,"Jon Kitna middle for 1 yard, touchdown",5.910,7.000
3,,,,CHI 2,7,24,Jason Hanson kicks extra point good,0.000,0.000
3,,,,DET 30,7,24,"Jason Hanson kicks off 68 yards, returned by Danieal Manning for 20 yards (tackle by Keith Smith)",0.000,0.410
3,10:15,1,10,CHI 22,7,24,Rex Grossman pass complete short right to Muhsin Muhammad for 13 yards (tackle by Daniel Bullocks and Terrence Holt),0.410,1.270
3,9:36,1,10,CHI 35,7,24,Thomas Jones right tackle for no gain (tackle by Ernie Sims),1.270,0.720
3,9:00,2,10,CHI 35,7,24,Thomas Jones right guard for 4 yards (tackle by Shaun Cody),0.720,0.560
3,8:19,3,6,CHI 39,7,24,Rex Grossman pass complete short middle to Muhsin Muhammad for 14 yards (tackle by Daniel Bullocks),0.560,2.460
3,7:41,1,10,DET 47,7,24,"Rex Grossman pass complete to Bernard Berrian for no gain. Bernard Berrian fumbles (forced by Dre' Bly), recovered by Marcus Bell at DET-47 (tackle by Ruben Brown)",2.460,-2.130
,,,,,,,"CHI challenged the ruling, and the play was upheld.",,
3,7:32,1,10,DET 48,7,24,Jon Kitna pass complete short right to Kevin Jones for 4 yards (tackle by Brendon Ayanbadejo),2.130,2.120
3,7:08,2,6,CHI 48,7,24,Kevin Jones right guard for 3 yards (tackle by Brendon Ayanbadejo),2.120,1.820
3,6:29,3,3,CHI 45,7,24,Jon Kitna pass incomplete short middle intended for Mike Furrey (defended by Danieal Manning),1.820,0.270
3,6:25,4,3,CHI 45,7,24,"Nick Harris punts 45 yards, touchback",0.270,-0.280
3,6:17,1,10,CHI 20,7,24,Thomas Jones left guard for no gain (tackle by Shaun Rogers and Shaun Cody),0.280,-0.270
3,5:39,2,10,CHI 20,7,24,"Rex Grossman pass incomplete short middle intended for Desmond Clark is intercepted by Boss Bailey at CHI-28 and returned for 28 yards. Penalty on Jamar Fletcher: Illegal Use of Hands, 5 yards (no play)",-0.270,0.610
3,5:31,1,10,CHI 25,7,24,Thomas Jones right end for 5 yards (tackle by LeVar Woods),0.610,0.740
3,4:58,2,5,CHI 30,7,24,Rex Grossman pass incomplete short right intended for Muhsin Muhammad,0.740,0.040
3,4:53,3,5,CHI 30,7,24,Rex Grossman pass complete short left to Bernard Berrian for 18 yards (tackle by Daniel Bullocks),0.040,2.130
3,4:17,1,10,CHI 48,7,24,Thomas Jones left tackle for 1 yard (tackle by Jared DeVries and James Hall),2.130,1.720
3,3:40,2,9,CHI 49,7,24,Rex Grossman pass complete short left to Thomas Jones for 2 yards (tackle by Paris Lenon),1.720,1.290
3,3:09,3,7,DET 49,7,24,Rex Grossman pass complete deep right to Rashied Davis for 31 yards (tackle by Daniel Bullocks),1.290,4.370
3,2:24,1,10,DET 18,7,24,Thomas Jones right end for 1 yard (tackle by LeVar Woods),4.370,3.940
3,1:48,2,9,DET 17,7,24,Rex Grossman pass complete short right to Desmond Clark for 12 yards (tackle by Daniel Bullocks),3.940,6.060
3,1:16,1,5,DET 5,7,24,Thomas Jones left tackle for no gain (tackle by LeVar Woods and James Hall),6.060,5.150
3,0:38,2,5,DET 5,7,30,"Rex Grossman pass complete short middle to John Gilmore for 5 yards, touchdown",5.150,7.000
3,,,,DET 2,7,31,Robbie Gould kicks extra point good,0.000,0.000
3,,,,CHI 30,7,31,"Robbie Gould kicks off 70 yards, touchback",0.000,0.280
3,0:32,1,10,DET 20,7,31,Jon Kitna pass complete short right to Kevin Jones for 5 yards (tackle by Lance Briggs),0.280,0.410
Quarter,Time,Down,ToGo,Location,DET,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,DET 25,7,31,Kevin Jones right tackle for 3 yards (tackle by Brian Urlacher),0.410,0.100
4,14:22,3,2,DET 28,7,31,Kevin Jones right end for no gain (tackle by Ricky Manning),0.100,-1.500
4,13:38,4,2,DET 28,7,31,"Nick Harris punts 42 yards, returned by Devin Hester for 12 yards (tackle by LeVar Woods)",-1.500,-1.730
4,13:27,1,10,CHI 42,7,31,"Thomas Jones left end for 3 yards (tackle by James Hall and Marcus Bell). Penalty on Muhsin Muhammad: Offensive Holding, 10 yards",1.730,1.270
4,13:01,1,17,CHI 35,7,31,"Penalty on Ruben Brown: False Start, 5 yards (no play)",1.270,0.940
4,12:44,1,22,CHI 30,7,31,"Thomas Jones left guard for 2 yards. Penalty on Kalimba Edwards: Defensive Offside, 5 yards (no play)",0.940,1.270
4,12:21,1,17,CHI 35,7,31,Rex Grossman pass complete deep middle to Muhsin Muhammad for 20 yards (tackle by Terrence Holt),1.270,2.590
4,11:40,1,10,DET 45,7,31,Thomas Jones right tackle for 15 yards (tackle by Terrence Holt),2.590,3.580
4,11:00,1,10,DET 30,7,31,Thomas Jones left guard for 3 yards (tackle by Ernie Sims and Kalimba Edwards),3.580,3.440
4,10:18,2,7,DET 27,7,31,Rex Grossman pass incomplete deep right intended for Mark Bradley (defended by Jamar Fletcher),3.440,2.740
4,10:13,3,7,DET 27,7,31,Rex Grossman pass incomplete short left intended for Mark Bradley,2.740,1.670
4,10:08,4,7,DET 27,7,34,Robbie Gould 45 yard field goal good,1.670,3.000
4,,,,CHI 30,7,34,"Robbie Gould kicks off 65 yards, returned by Eddie Drummond for 13 yards (tackle by Brendon Ayanbadejo)",0.000,0.040
4,9:58,1,10,DET 18,7,34,Jon Kitna pass complete short right to Kevin Jones for 9 yards (tackle by Charles Tillman),0.040,0.820
4,9:35,2,1,DET 27,7,34,Jon Kitna pass complete to Kevin Jones for 16 yards (tackle by Charles Tillman),0.820,1.800
4,8:46,1,10,DET 43,7,34,Jon Kitna pass complete short middle to Eddie Drummond for 8 yards (tackle by Ricky Manning),1.800,2.330
4,8:21,2,2,CHI 49,7,34,"Jon Kitna pass incomplete short right intended for Corey Bradford. Penalty on Corey Bradford: Illegal Formation, 5 yards (no play)",2.330,1.660
4,8:17,2,7,DET 46,7,34,Jon Kitna pass incomplete short middle intended for Eddie Drummond (defended by Ricky Manning),1.660,0.960
4,8:13,3,7,DET 46,7,34,Jon Kitna pass incomplete (defended by Adewale Ogunleye),0.960,-0.320
4,8:08,4,7,DET 46,7,34,"Nick Harris punts 46 yards, returned by Devin Hester for 5 yards (tackle by LeVar Woods)",-0.320,0.320
4,7:56,1,10,CHI 13,7,34,Cedric Benson left tackle for 2 yards (tackle by Cory Redding),-0.320,-0.570
4,7:21,2,8,CHI 15,7,34,Cedric Benson left tackle for 4 yards (tackle by Ernie Sims),-0.570,-0.710
4,6:41,3,4,CHI 19,7,34,Brian Griese pass complete short left to Mark Bradley for 5 yards (tackle by Jamar Fletcher),-0.710,0.540
4,5:56,1,10,CHI 24,7,34,Cedric Benson left tackle for 6 yards (tackle by Paris Lenon),0.540,0.810
4,5:15,2,4,CHI 30,7,34,Cedric Benson left tackle for -1 yards (tackle by Ernie Sims),0.810,-0.030
4,4:29,3,5,CHI 29,7,34,Adrian Peterson left end for 1 yard (tackle by Shaun Cody),-0.030,-1.370
4,3:45,4,4,CHI 30,7,34,"Brad Maynard punts 44 yards, fair catch by Eddie Drummond",-1.370,-0.670
4,3:38,1,10,DET 26,7,34,"Jon Kitna sacked by Alfonso Boone for -5 yards. Penalty on Alfonso Boone: Face Mask (15 Yards), 15 yards",0.670,1.330
4,3:32,1,10,DET 36,7,34,Jon Kitna pass incomplete intended for Roy Williams (defended by Jamar Williams),1.330,0.790
4,3:29,2,10,DET 36,7,34,Jon Kitna sacked by Adewale Ogunleye and Mark Anderson for -6 yards,0.790,-0.690
4,2:59,3,16,DET 30,7,34,Jon Kitna pass incomplete short right intended for Roy Williams,-0.690,-1.370
4,2:56,4,16,DET 30,7,34,"Nick Harris punts 40 yards, returned by Devin Hester for 4 yards (tackle by Don Muhlbach)",-1.370,-1.200
4,2:44,1,10,CHI 34,7,34,Cedric Benson left tackle for 2 yards (tackle by Daniel Bullocks),1.200,0.930
4,2:00,2,8,CHI 36,7,34,Cedric Benson left end for 4 yards (tackle by Donte Curry),0.930,0.760
4,1:16,3,4,CHI 40,7,34,Cedric Benson right guard for 1 yard (tackle by Shaun Cody),0.760,-0.650
4,0:34,4,3,CHI 41,7,34,"Brad Maynard punts 41 yards, fair catch by Eddie Drummond",-0.650,-0.040
4,0:26,1,10,DET 18,7,34,"Jon Kitna pass complete to Kevin Jones for 7 yards (tackle by Ian Scott). Kevin Jones fumbles (forced by Ian Scott), recovered by Cameron Worrell at DET-27 (tackle by Dominic Raiola)",0.040,-3.780
4,0:16,1,10,DET 27,7,34,Brian Griese kneels for -1 yards,3.780,3.100
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
