Quarter,Time,Down,ToGo,Location,DEN,SDG,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Chargers won the coin toss, Chargers to receive the opening kickoff.",,
1,15:00,,,DEN 30,0,0,"Matt Prater kicks off 67 yards, returned by Darren Sproles for 27 yards (tackle by Karl Paymah)",0.000,0.940
1,14:54,1,10,SDG 30,0,0,Vincent Jackson right end for 17 yards (tackle by Champ Bailey and Vernon Fox),0.940,2.060
1,14:25,1,10,SDG 47,0,0,"LaDainian Tomlinson left tackle for no gain (tackle by Champ Bailey and Vernon Fox). Penalty on Jacob Hester: Offensive Holding, 10 yards (no play)",2.060,1.400
1,13:55,1,20,SDG 37,0,0,Philip Rivers pass incomplete short right intended for Chris Chambers,1.400,0.170
1,13:50,2,20,SDG 37,0,0,"Philip Rivers pass incomplete short middle intended for Vincent Jackson. Penalty on Nate Webster: Defensive Pass Interference, 52 yards (no play)",0.170,4.840
1,13:41,1,10,DEN 11,0,0,LaDainian Tomlinson up the middle for -2 yards (tackle by Josh Bell),4.840,3.830
1,12:59,2,12,DEN 13,0,0,Philip Rivers sacked by Ebenezer Ekuban for -5 yards,3.830,2.680
1,12:22,3,17,DEN 18,0,0,Philip Rivers pass complete short middle to Antonio Gates for 8 yards (tackle by Marquand Manuel),2.680,2.760
1,11:45,4,9,DEN 10,0,3,Nate Kaeding 28 yard field goal good,2.760,3.000
1,,,,SDG 30,0,3,"Nate Kaeding kicks off 66 yards, returned by Chad Jackson for 23 yards (tackle by Legedu Naanee)",0.000,0.740
1,11:34,1,10,DEN 27,0,3,Jay Cutler pass complete short right to Eddie Royal for -3 yards (tackle by Shaun Phillips),0.740,-0.210
1,11:00,2,13,DEN 24,0,3,Jay Cutler pass complete deep right to Tony Scheffler for 16 yards,-0.210,1.600
1,10:41,1,10,DEN 40,0,3,Jay Cutler pass incomplete short left intended for Brandon Marshall,1.600,1.050
1,10:38,2,10,DEN 40,0,3,Jay Cutler pass complete short right to Daniel Graham for 9 yards (tackle by Shaun Phillips),1.050,1.550
1,10:03,3,1,DEN 49,0,3,Tatum Bell up the middle for 3 yards (tackle by Stephen Cooper),1.550,2.390
1,9:29,1,10,SDG 48,0,3,Jay Cutler up the middle for -2 yards (tackle by Igor Olshansky),2.390,1.580
1,9:01,2,12,,0,3,Jay Cutler pass complete short left to Brandon Stokley for 15 yards (tackle by Paul Oliver),1.580,3.250
1,8:22,1,10,SDG 35,0,3,Tatum Bell right end for 9 yards (tackle by Quentin Jammer),3.250,3.920
1,7:46,2,1,SDG 26,0,3,Jay Cutler pass incomplete short left intended for Brandon Marshall,3.920,3.200
1,7:42,3,1,SDG 26,6,3,"Tatum Bell up the middle for 26 yards, touchdown",3.200,7.000
1,,,,SDG 2,6,3,"Matt Prater kicks extra point good. Penalty on Chris Kuper: False Start, 5 yards (no play)",0.000,0.000
1,,,,SDG 2,6,3,Matt Prater kicks extra point no good,0.000,-1.000
1,,,,DEN 30,6,3,"Matt Prater kicks off 63 yards, returned by Darren Sproles for 20 yards (tackle by Wesley Woodyard)",0.000,0.740
1,7:29,1,10,SDG 27,6,3,LaDainian Tomlinson right end for no gain (tackle by Ebenezer Ekuban and Jamie Winborn),0.740,0.200
1,6:52,2,10,SDG 27,6,3,Philip Rivers pass complete short right to Vincent Jackson for 10 yards (tackle by Jamie Winborn),0.200,1.400
1,6:08,1,10,SDG 37,6,3,Philip Rivers pass complete deep right to Vincent Jackson for 37 yards (tackle by Champ Bailey),1.400,3.840
1,5:27,1,10,DEN 26,6,3,Philip Rivers sacked by Dewayne Robertson for 0 yards,3.840,3.300
1,4:46,2,10,DEN 26,6,3,LaDainian Tomlinson up the middle for 9 yards (tackle by D.J. Williams),3.300,3.950
1,4:04,3,1,DEN 17,6,3,"Philip Rivers up the middle for 2 yards (tackle by Ebenezer Ekuban). Penalty on D.J. Williams: Unnecessary Roughness, 7 yards",3.950,5.370
1,3:41,1,8,DEN 8,6,3,LaDainian Tomlinson right end for 7 yards (tackle by Champ Bailey),5.370,5.910
1,2:57,2,1,DEN 1,6,9,"LaDainian Tomlinson left tackle for 1 yard, touchdown",5.910,7.000
1,,,,DEN 2,6,10,Nate Kaeding kicks extra point good,0.000,0.000
1,,,,SDG 30,6,10,"Nate Kaeding kicks off 58 yards, returned by Chad Jackson for 13 yards (tackle by Legedu Naanee)",0.000,0.610
1,2:46,1,10,DEN 25,6,10,Jay Cutler pass complete short right to Daniel Graham for 10 yards (tackle by Eric Weddle),0.610,1.270
1,2:12,1,10,DEN 35,6,10,Jay Cutler pass incomplete short left intended for Eddie Royal,1.270,0.720
1,2:07,2,10,DEN 35,6,10,Tatum Bell right tackle for 1 yard (tackle by Jamal Williams),0.720,0.170
1,1:32,3,9,DEN 36,6,10,Jay Cutler pass complete short left to Tony Scheffler for 6 yards (tackle by Antoine Cason),0.170,-0.590
1,0:53,4,3,DEN 42,6,10,"Brett Kern punts 38 yards, returned by Darren Sproles for 8 yards (tackle by Josh Barrett)",-0.590,-0.810
1,0:42,1,10,SDG 28,6,10,Philip Rivers pass complete deep right to Antonio Gates for 34 yards (tackle by Champ Bailey),0.810,3.050
Quarter,Time,Down,ToGo,Location,DEN,SDG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,DEN 38,6,10,LaDainian Tomlinson left tackle for 12 yards (tackle by Champ Bailey and Josh Barrett),3.050,3.840
2,14:24,1,10,DEN 26,6,10,LaDainian Tomlinson left tackle for 2 yards (tackle by Nate Webster and John Engelberger),3.840,3.570
2,13:39,,,,6,10,Timeout #1 by San Diego Chargers,0.000,3.570
2,13:39,2,8,DEN 24,6,10,Philip Rivers pass incomplete deep left intended for Legedu Naanee,3.570,2.870
2,13:33,3,8,DEN 24,6,10,Philip Rivers pass complete short left to Antonio Gates for 7 yards (tackle by Josh Barrett),2.870,2.460
2,13:08,4,1,DEN 17,6,10,Philip Rivers up the middle for 2 yards (tackle by Nate Webster and Josh Barrett),2.460,4.580
2,12:24,1,10,DEN 15,6,10,Philip Rivers pass complete short left to Jacob Hester for 3 yards (tackle by Jamie Winborn),4.580,4.450
2,11:39,2,7,DEN 12,6,16,"Philip Rivers pass complete short right to Brandon Manumaleuna for 12 yards, touchdown",4.450,7.000
2,,,,DEN 2,6,17,Nate Kaeding kicks extra point good,0.000,0.000
2,,,,SDG 30,6,17,"Nate Kaeding kicks off 66 yards, returned by Chad Jackson for 22 yards (tackle by Antoine Cason)",0.000,0.670
2,11:21,1,10,DEN 26,6,17,"Jay Cutler pass complete short left to Brandon Stokley for 4 yards (tackle by Antonio Cromartie). Penalty on Antoine Cason: Illegal Use of Hands, 5 yards (no play)",0.670,1.000
2,11:07,1,10,DEN 31,6,17,Jay Cutler pass incomplete short right intended for Eddie Royal,1.000,0.460
2,11:02,2,10,DEN 31,6,17,"Jay Cutler pass complete short left to Eddie Royal for 9 yards (tackle by Antonio Cromartie). Penalty on Tatum Bell: Chop Block, 15 yards (no play)",0.460,-1.720
2,10:38,2,25,DEN 16,6,17,Jay Cutler pass incomplete deep left intended for Eddie Royal (defended by Steve Gregory). Penalty on Chris Kuper: Offensive Holding (Declined),-1.720,-2.690
2,10:30,3,25,DEN 16,6,17,Jay Cutler pass complete short left to Tatum Bell for 4 yards (tackle by Ryon Bingham),-2.690,-2.030
2,9:54,4,21,DEN 20,6,17,"Brett Kern punts 46 yards, returned by Darren Sproles for 8 yards (tackle by Josh Barrett)",-2.030,-1.730
2,9:42,1,10,SDG 42,6,17,LaDainian Tomlinson left end for 1 yard (tackle by Marcus Thomas and Nate Webster),1.730,1.320
2,9:11,2,9,SDG 43,6,17,Philip Rivers pass complete short left to Chris Chambers for 14 yards (tackle by Dre' Bly),1.320,2.720
2,8:30,1,10,DEN 43,6,17,LaDainian Tomlinson right tackle for 1 yard (tackle by Marcus Thomas),2.720,2.310
2,7:53,2,9,DEN 42,6,17,Philip Rivers pass complete short left to Jacob Hester for 16 yards (tackle by D.J. Williams),2.310,3.840
2,7:05,1,10,DEN 26,6,17,Darren Sproles up the middle for 5 yards (tackle by Nic Clemons),3.840,3.970
