Quarter,Time,Down,ToGo,Location,DEN,SDG,Detail,EPB,EPA
2,6:23,2,5,DEN 21,6,17,"Darren Sproles up the middle for no gain (tackle by Dre' Bly). Penalty on Kris Dielman: Offensive Holding, 10 yards (no play)",3.970,2.620
2,5:56,2,15,DEN 31,6,17,"Penalty on Jeromey Clary: False Start, 5 yards (no play)",2.620,1.950
2,5:44,2,20,DEN 36,6,17,Philip Rivers pass complete deep left to Chris Chambers for 18 yards (tackle by Josh Bell),1.950,3.750
2,5:16,3,2,DEN 18,6,17,Vincent Jackson right end for 13 yards (tackle by Champ Bailey),3.750,6.060
2,4:20,1,5,DEN 5,6,17,LaDainian Tomlinson right tackle for 1 yard (tackle by John Engelberger and Jamie Winborn),6.060,5.340
2,3:38,2,4,DEN 4,6,23,"LaDainian Tomlinson left end for 4 yards, touchdown",5.340,7.000
2,,,,DEN 2,6,24,Nate Kaeding kicks extra point good,0.000,0.000
2,,,,SDG 30,6,24,"Nate Kaeding kicks off 64 yards, returned by Chad Jackson for 24 yards (tackle by Anthony Waters)",0.000,0.940
2,3:26,1,10,DEN 30,6,24,Tatum Bell left end for 7 yards (tackle by Steve Gregory and Luis Castillo),0.940,1.340
2,2:50,2,3,DEN 37,6,24,Jay Cutler pass complete short middle to Tatum Bell for 12 yards (tackle by Eric Weddle),1.340,2.190
2,2:17,1,10,DEN 49,6,24,Tatum Bell right end for 3 yards (tackle by Stephen Cooper and Eric Weddle),2.190,2.050
2,2:00,2,7,SDG 48,6,24,Jay Cutler pass complete deep middle to Brandon Marshall for 17 yards (tackle by Stephen Cooper),2.050,3.510
2,1:39,1,10,SDG 31,6,24,Jay Cutler pass complete deep middle to Brandon Stokley for 17 yards (tackle by Paul Oliver),3.510,4.650
2,1:19,,,,6,24,Timeout #1 by Denver Broncos,0.000,4.650
2,1:19,1,10,SDG 14,6,24,Jay Cutler pass incomplete short left intended for Tony Scheffler (defended by Steve Gregory),4.650,4.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,1:13,2,10,SDG 14,6,24,Jay Cutler pass incomplete deep middle intended for Brandon Marshall is intercepted by Paul Oliver,4.000,-0.280
2,1:07,1,10,SDG 20,6,24,Darren Sproles right tackle for 6 yards (tackle by Marquand Manuel and Nic Clemons),0.280,0.540
2,0:34,2,4,SDG 26,6,24,Philip Rivers pass incomplete,0.540,-0.160
2,0:30,3,4,SDG 26,6,24,Darren Sproles up the middle for 10 yards (tackle by Marquand Manuel),-0.160,1.330
2,0:23,,,,6,24,Timeout #2 by San Diego Chargers,0.000,1.330
2,0:23,1,10,SDG 36,6,24,"Penalty on Marcus McNeill: False Start, 5 yards (no play)",1.330,1.000
2,0:23,1,15,SDG 31,6,24,Philip Rivers pass incomplete deep left intended for Chris Chambers,1.000,0.120
2,0:16,2,15,SDG 31,6,24,Darren Sproles up the middle for 7 yards (tackle by D.J. Williams),0.120,0.370
Quarter,Time,Down,ToGo,Location,DEN,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 30,6,24,"Nate Kaeding kicks off 66 yards, returned by Chad Jackson for 23 yards (tackle by Tim Dobbins)",0.000,0.740
3,14:54,1,10,DEN 27,6,24,Jay Cutler pass complete short middle to Tatum Bell for 11 yards (tackle by Stephen Cooper),0.740,1.470
3,14:25,1,10,DEN 38,6,24,Jay Cutler pass complete short right to Eddie Royal for 3 yards (tackle by Eric Weddle),1.470,1.330
3,13:54,2,7,DEN 41,6,24,Jay Cutler pass complete short middle to Tony Scheffler for 16 yards (tackle by Eric Weddle),1.330,2.720
3,13:25,1,10,SDG 43,6,24,Jay Cutler pass complete short left to Eddie Royal for 6 yards (tackle by Eric Weddle),2.720,2.990
3,12:54,2,4,SDG 37,12,24,"Tatum Bell right end for 37 yards, touchdown",2.990,7.000
3,,,,SDG 2,13,24,Matt Prater kicks extra point good,0.000,0.000
3,,,,DEN 30,13,24,"Matt Prater kicks off 59 yards, returned by Darren Sproles for 20 yards (tackle by Louis Green)",0.000,1.000
3,12:41,1,10,SDG 31,13,24,Philip Rivers up the middle for 4 yards (tackle by Jamie Winborn),1.000,1.000
3,12:01,2,6,SDG 35,13,24,LaDainian Tomlinson for 45 yards (tackle by Champ Bailey),1.000,4.240
3,11:28,1,10,DEN 20,13,24,Philip Rivers pass complete short right to Brandon Manumaleuna for 5 yards (tackle by D.J. Williams),4.240,4.450
3,10:49,2,5,DEN 15,13,24,Darren Sproles right end for 2 yards (tackle by John Engelberger),4.450,4.100
3,10:06,3,3,DEN 13,13,30,"Philip Rivers pass complete short right to Darren Sproles for 13 yards, touchdown",4.100,7.000
3,,,,DEN 2,13,31,Nate Kaeding kicks extra point good,0.000,0.000
3,,,,SDG 30,13,31,"Nate Kaeding kicks off 65 yards, returned by Chad Jackson for 13 yards (tackle by Kassim Osgood). Chad Jackson fumbles (forced by Kassim Osgood), recovered by Cory Boyd at DEN-18",0.000,0.040
3,9:52,1,10,DEN 18,13,31,Jay Cutler pass incomplete short right intended for Eddie Royal is intercepted by Luis Castillo at DEN-18 and returned for 4 yards (tackle by Casey Wiegmann),0.040,-4.650
3,9:48,1,10,DEN 14,13,37,"LaDainian Tomlinson left end for 14 yards, touchdown",4.650,7.000
3,,,,DEN 2,13,38,Nate Kaeding kicks extra point good,0.000,0.000
3,,,,SDG 30,13,38,"Nate Kaeding kicks off 64 yards, returned by Chad Jackson for 24 yards (tackle by Antwan Applewhite)",0.000,0.940
3,9:34,1,10,DEN 30,13,38,Jay Cutler pass incomplete deep middle intended for Eddie Royal (defended by Eric Weddle),0.940,0.390
3,9:29,2,10,DEN 30,13,38,Jay Cutler pass complete short left to Eddie Royal for 8 yards (tackle by Eric Weddle),0.390,0.760
3,9:08,3,2,DEN 38,13,38,Jay Cutler pass complete short right to Brandon Marshall for 9 yards (tackle by Quentin Jammer),0.760,2.060
3,8:37,1,10,DEN 47,13,38,Jay Cutler pass complete short middle to Brandon Marshall for 11 yards (tackle by Eric Weddle),2.060,2.790
3,8:02,1,10,SDG 42,13,38,Jay Cutler pass complete short middle to Tony Scheffler for 12 yards (tackle by Clinton Hart),2.790,3.580
3,7:30,1,10,SDG 30,13,38,Tatum Bell up the middle for no gain (tackle by Antwan Applewhite),3.580,3.030
3,6:55,2,10,SDG 30,13,38,Jay Cutler right end for 6 yards (tackle by Antoine Cason),3.030,3.140
3,6:26,3,4,SDG 24,13,38,Jay Cutler pass incomplete short left intended for Brandon Marshall (defended by Antonio Cromartie),3.140,1.940
3,6:16,4,4,SDG 24,13,38,Jay Cutler pass complete short left to Brandon Stokley for 7 yards (tackle by Antoine Cason),1.940,4.440
3,5:37,1,10,SDG 17,13,38,Jay Cutler pass complete short right to Brandon Marshall for -3 yards (tackle by Antoine Cason),4.440,3.490
3,4:57,2,13,SDG 20,13,38,Jay Cutler pass complete short left to Brandon Stokley for 8 yards (tackle by Antonio Cromartie),3.490,3.880
3,4:20,3,5,SDG 12,13,38,Jay Cutler pass incomplete short left intended for Tatum Bell,3.880,2.680
3,4:17,4,5,SDG 12,13,38,Jay Cutler pass incomplete short left intended for Brandon Stokley,2.680,0.350
3,4:13,1,10,SDG 12,13,38,LaDainian Tomlinson left end for 1 yard (tackle by Nate Webster),-0.350,-0.700
3,3:34,2,9,SDG 13,13,38,Darren Sproles left guard for 4 yards (tackle by Elvis Dumervil),-0.700,-0.840
3,2:50,3,5,SDG 17,13,38,Philip Rivers pass complete short left to Legedu Naanee for 8 yards (tackle by Dre' Bly),-0.840,0.610
3,2:21,1,10,SDG 25,13,38,Philip Rivers pass incomplete short left intended for Jacob Hester,0.610,0.060
3,2:15,2,10,SDG 25,13,38,Darren Sproles left tackle for 3 yards (tackle by Nic Clemons),0.060,-0.230
3,1:34,3,7,SDG 28,13,38,Philip Rivers pass complete short right to Darren Sproles for 4 yards (tackle by D.J. Williams),-0.230,-1.240
3,0:57,4,3,SDG 32,13,38,Mike Scifres punts 43 yards,-1.240,-0.610
3,0:50,1,10,DEN 25,13,38,Jay Cutler pass complete short right to Brandon Marshall for 12 yards (tackle by Eric Weddle),0.610,1.400
3,0:21,1,10,DEN 37,13,38,Jay Cutler pass complete short right to Eddie Royal for 12 yards (tackle by Shaun Phillips),1.400,2.190
Quarter,Time,Down,ToGo,Location,DEN,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DEN 49,13,38,Jay Cutler pass incomplete short right intended for Eddie Royal,2.190,1.650
4,14:55,2,10,DEN 49,13,38,Jay Cutler pass complete short left to Darrell Jackson for 13 yards (tackle by Antonio Cromartie),1.650,3.050
4,14:20,1,10,SDG 38,13,38,Jay Cutler pass complete short left to Brandon Marshall for 9 yards (tackle by Antonio Cromartie),3.050,3.720
4,13:45,2,1,SDG 29,13,38,Jay Cutler pass complete short middle to Tatum Bell for 4 yards (tackle by Jyles Tucker),3.720,3.910
4,13:09,1,10,SDG 25,19,38,"Jay Cutler pass complete deep right to Tony Scheffler for 25 yards, touchdown",3.910,7.000
4,,,,,21,38,"Two Point Attempt: Jay Cutler up the middle, conversion succeeds",1.000,1.000
4,,,,DEN 30,21,38,"Matt Prater kicks off 65 yards, returned by Darren Sproles for 29 yards (tackle by Karl Paymah)",0.000,1.200
4,12:53,1,10,SDG 34,21,38,Darren Sproles left tackle for 3 yards (tackle by Marcus Thomas and Ebenezer Ekuban),1.200,1.060
4,12:10,2,7,SDG 37,21,38,Philip Rivers for 3 yards (tackle by Jamie Winborn),1.060,0.760
4,11:40,3,4,SDG 40,21,38,Philip Rivers pass complete deep left to Chris Chambers for 18 yards (tackle by Josh Bell),0.760,2.790
4,10:56,1,10,DEN 42,21,38,Darren Sproles up the middle for 3 yards (tackle by Nate Webster),2.790,2.650
4,10:13,2,7,DEN 39,21,38,Darren Sproles left end for 37 yards (tackle by Vernon Fox),2.650,6.740
4,9:52,1,2,DEN 2,21,44,"Darren Sproles up the middle for 2 yards, touchdown",6.740,7.000
4,,,,DEN 2,21,45,Nate Kaeding kicks extra point good,0.000,0.000
4,,,,SDG 30,21,45,"Nate Kaeding kicks off 68 yards, returned by Chad Jackson for 20 yards (tackle by Tim Dobbins)",0.000,0.410
4,9:40,1,10,DEN 22,21,45,Jay Cutler pass complete short middle to Eddie Royal for 11 yards (tackle by Stephen Cooper),0.410,1.140
4,9:07,1,10,DEN 33,21,45,"Jay Cutler pass incomplete deep left intended for Brandon Marshall. Penalty on Steve Gregory: Defensive Pass Interference, 32 yards, Penalty on Antonio Cromartie: Illegal Contact (Declined) (no play)",1.140,3.250
4,8:58,1,10,SDG 35,21,45,Jay Cutler pass incomplete short right intended for Brandon Stokley,3.250,2.700
4,8:55,2,10,SDG 35,21,45,Jay Cutler pass complete short left to Eddie Royal for 5 yards (tackle by Antonio Cromartie),2.700,2.680
4,8:30,3,5,SDG 30,21,45,Jay Cutler pass incomplete deep left intended for Tony Scheffler (defended by Clinton Hart),2.680,1.450
4,8:25,4,5,SDG 30,21,45,Jay Cutler pass incomplete deep middle intended for Brandon Marshall,1.450,-0.940
4,8:18,1,10,SDG 30,21,45,Darren Sproles right end for 10 yards (tackle by Vernon Fox),0.940,1.600
4,7:49,1,10,SDG 40,21,45,Darren Sproles up the middle for 9 yards (tackle by D.J. Williams),1.600,2.270
4,7:07,2,1,SDG 49,21,45,Jacob Hester left end for 3 yards (tackle by Jamie Winborn and Ebenezer Ekuban),2.270,2.390
4,6:22,1,10,DEN 48,21,45,Jacob Hester left end for 2 yards (tackle by Marcus Thomas),2.390,2.120
4,5:39,2,8,DEN 46,21,45,Jacob Hester up the middle for 2 yards (tackle by Jamie Winborn and D.J. Williams),2.120,1.690
4,4:54,3,6,DEN 44,21,45,Darren Sproles up the middle for 14 yards (tackle by Josh Barrett and Vernon Fox),1.690,3.580
4,4:09,1,10,DEN 30,21,45,Jacob Hester up the middle for 17 yards (tackle by Vernon Fox and D.J. Williams),3.580,4.710
4,3:07,1,10,DEN 13,21,45,Jacob Hester up the middle for 7 yards (tackle by Jamie Winborn),4.710,5.340
4,2:22,2,3,DEN 6,21,45,Jacob Hester right end for no gain (tackle by Mario Haggan),5.340,4.560
4,2:00,3,3,DEN 6,21,45,Jacob Hester left tackle for 2 yards (tackle by Tim Crowder),4.560,3.040
4,1:19,4,1,DEN 4,21,51,"Jacob Hester up the middle for 4 yards, touchdown",3.040,7.000
4,,,,DEN 2,21,52,Nate Kaeding kicks extra point good,0.000,0.000
4,,,,SDG 30,21,52,"Nate Kaeding kicks off 46 yards, returned by John Engelberger for 9 yards (tackle by Antwan Applewhite)",0.000,1.140
4,1:10,1,10,DEN 33,21,52,Jay Cutler pass complete short right to Eddie Royal for 9 yards (tackle by Eric Weddle),1.140,1.810
4,0:52,2,1,DEN 42,21,52,Jay Cutler pass complete short right to Eddie Royal for 7 yards (tackle by Cletis Gordon),1.810,2.190
4,0:32,1,10,DEN 49,21,52,Jay Cutler pass complete short right to Eddie Royal for 10 yards (tackle by Antoine Cason),2.190,2.850
4,0:13,1,10,SDG 41,21,52,Jay Cutler pass complete short right to Eddie Royal for 8 yards (tackle by Eric Weddle),2.850,3.390
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
