Quarter,Time,Down,ToGo,Location,CIN,OAK,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Bengals won the coin toss, Bengals to receive the opening kickoff.",,
1,15:00,,,OAK 30,0,0,"Sebastian Janikowski kicks off 69 yards, returned by Brandon Bennett for 23 yards (tackle by Travian Smith)",0.000,0.540
1,14:55,1,10,CIN 24,0,0,Jon Kitna sacked by Napoleon Harris for -10 yards,0.540,-1.470
1,14:29,2,20,CIN 14,0,0,Corey Dillon right tackle for 3 yards (tackle by John Parrella),-1.470,-1.850
1,13:47,3,17,CIN 17,0,0,Jon Kitna pass incomplete (defended by Dana Stubblefield),-1.850,-2.320
1,13:41,4,17,CIN 17,0,0,"Nick Harris punts 33 yards, returned by Phillip Buchanon for 20 yards (tackle by Rogers Beckett)",-2.320,-3.580
1,13:32,1,10,CIN 30,0,0,Rich Gannon pass complete to Jerry Rice for 8 yards (tackle by Kevin Hardy),3.580,4.110
1,12:59,2,2,CIN 22,0,0,Charlie Garner left end for no gain (tackle by Tony Williams and John Thornton),4.110,3.400
1,12:21,3,2,CIN 22,0,0,Rich Gannon pass incomplete intended for Tim Brown (defended by Kevin Kaesviharn),3.400,2.120
1,12:16,4,2,CIN 22,0,3,"Sebastian Janikowski 40 yard field goal good. Penalty on Carl Powell: Personal Foul, 15 yards",2.120,3.000
1,,,,OAK 45,0,3,"Sebastian Janikowski kicks off 55 yards, touchback",0.000,0.280
1,12:12,1,10,CIN 20,0,3,Corey Dillon right tackle for 3 yards (tackle by Charles Woodson and Tyler Brayton),0.280,0.140
1,11:39,2,7,CIN 23,0,3,Jon Kitna pass incomplete intended for Chad Ochocinco,0.140,-0.560
1,11:35,3,7,CIN 23,0,3,Jon Kitna pass incomplete intended for Peter Warrick,-0.560,-1.830
1,11:32,4,7,CIN 23,0,3,"Nick Harris punts 45 yards, returned by Phillip Buchanon for 13 yards (tackle by Rogers Beckett). Penalty on Ronald Curry: Illegal Block Above the Waist, 10 yards",-1.830,-1.070
1,11:21,1,10,OAK 32,0,3,Justin Fargas right end for 53 yards (tackle by Jeff Burris),1.070,4.580
1,10:50,1,10,CIN 15,0,3,Rich Gannon pass complete to Jerry Rice for 9 yards (tackle by Brian Simmons),4.580,5.600
1,10:07,2,1,CIN 6,0,3,Charlie Garner right guard for 4 yards (tackle by Kevin Hardy and Rogers Beckett),5.600,6.740
1,9:31,1,2,CIN 2,0,9,"Tyrone Wheatley right tackle for 2 yards, touchdown",6.740,7.000
1,,,,CIN 2,0,10,Sebastian Janikowski kicks extra point good,0.000,0.000
1,,,,OAK 30,0,10,"Sebastian Janikowski kicks off 70 yards, returned by Brandon Bennett for 19 yards (tackle by Ronald Curry)",0.000,0.150
1,9:21,1,10,CIN 19,0,10,Corey Dillon up the middle for 1 yard (tackle by John Parrella and Napoleon Harris),0.150,-0.200
1,8:49,2,9,CIN 20,0,10,Jon Kitna pass complete to Corey Dillon for 6 yards (tackle by Travian Smith),-0.200,-0.160
1,8:08,3,3,CIN 26,0,10,Jon Kitna pass complete to Peter Warrick for 30 yards (tackle by Charles Woodson),-0.160,2.650
1,7:22,1,10,OAK 44,0,10,Corey Dillon left end for 13 yards (tackle by Terrance Shaw),2.650,3.510
1,6:53,1,10,OAK 31,0,10,Jon Kitna pass complete to Chad Ochocinco for 14 yards (tackle by Phillip Buchanon),3.510,4.440
1,6:36,1,10,OAK 17,0,10,Corey Dillon up the middle for 2 yards (tackle by Dana Stubblefield),4.440,4.150
1,6:01,2,8,OAK 15,0,10,Peter Warrick left end for 2 yards (tackle by Tyler Brayton),4.150,3.680
1,5:23,3,6,OAK 13,0,10,Jon Kitna pass incomplete intended for Peter Warrick (defended by Charles Woodson),3.680,2.590
1,5:19,4,6,OAK 13,3,10,Shayne Graham 31 yard field goal good,2.590,3.000
1,,,,CIN 30,3,10,"Shayne Graham kicks off 60 yards, returned by Ronney Jenkins for 27 yards (tackle by Riall Johnson)",0.000,1.400
1,5:08,1,10,OAK 37,3,10,Rich Gannon pass incomplete intended for Ronney Jenkins,1.400,0.860
1,5:05,2,10,OAK 37,3,10,Charlie Garner left end for 3 yards (tackle by Glen Steele),0.860,0.560
1,4:24,3,7,OAK 40,3,10,Rich Gannon pass incomplete intended for Tim Brown,0.560,-0.720
1,4:19,4,7,OAK 40,3,10,Shane Lechler punts 61 yards,-0.720,0.140
1,4:06,1,10,CIN 16,3,10,Corey Dillon left end for 13 yards (tackle by Derrick Gibson),-0.140,0.870
1,3:29,1,10,CIN 29,3,10,Jon Kitna pass complete to Chad Ochocinco for 17 yards (tackle by Phillip Buchanon),0.870,1.990
1,2:57,1,10,CIN 46,3,10,Brandon Bennett left tackle for 3 yards (tackle by Napoleon Harris and Bill Romanowski),1.990,1.860
1,2:17,2,7,CIN 49,3,10,Jon Kitna pass incomplete intended for Reggie Kelly,1.860,1.160
1,2:12,3,7,CIN 49,3,10,Jon Kitna pass complete to Chad Ochocinco for 11 yards (tackle by Phillip Buchanon),1.160,2.920
1,1:35,1,10,OAK 40,3,10,Corey Dillon left tackle for 1 yard (tackle by John Parrella),2.920,2.510
1,0:58,2,9,OAK 39,3,10,"Jon Kitna pass incomplete intended for Peter Warrick. Penalty on Roderick Coleman: Roughing the Passer, 15 yards (no play)",2.510,3.970
1,0:50,1,10,OAK 24,3,10,Corey Dillon up the middle for 3 yards (tackle by Eric Barton and Dana Stubblefield),3.970,3.840
1,0:11,2,7,OAK 21,3,10,Brandon Bennett left end for 2 yards (tackle by Bill Romanowski),3.840,3.410
Quarter,Time,Down,ToGo,Location,CIN,OAK,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,5,OAK 19,3,10,Jon Kitna pass complete to Matt Schobel for 13 yards (tackle by Derrick Gibson),3.410,5.830
2,14:27,1,6,OAK 6,3,10,Corey Dillon right tackle for 2 yards (tackle by Eric Barton),5.830,5.340
2,13:53,2,4,OAK 4,3,10,Corey Dillon up the middle for 3 yards (tackle by Bill Romanowski and DeLawrence Grant),5.340,5.170
2,13:13,3,1,OAK 1,3,10,Brandon Bennett right tackle for no gain (tackle by John Parrella and Napoleon Harris),5.170,3.550
2,12:38,,,,3,10,Timeout #1 by Cincinnati Bengals,0.000,3.550
2,12:38,4,1,OAK 1,3,10,Jon Kitna pass incomplete intended for Jeremi Johnson. Penalty on Bill Romanowski: Defensive Pass Interference (no play),3.550,6.970
2,12:23,1,1,OAK 1,3,10,Corey Dillon for no gain (tackle by John Parrella),6.970,5.910
2,11:50,2,1,OAK 1,9,10,"Corey Dillon left guard for 1 yard, touchdown",5.910,7.000
