#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,ATL 28,3,1:36,5,Punt
2,1,11:19,NOR 12,3,0:57,12,Touchdown
3,1,3:05,ATL 20,6,2:17,38,Punt
4,2,13:55,ATL 8,5,2:37,20,Interception
5,2,11:13,ATL 26,10,5:07,74,Touchdown
6,2,2:17,ATL 20,2,0:28,80,Touchdown
7,2,0:11,ATL 13,1,0:11,-1,End of Half
8,3,13:22,ATL 32,3,1:30,9,Punt
9,3,8:44,NOR 48,2,0:54,48,Touchdown
10,3,6:21,ATL 36,3,1:56,9,Punt
11,3,2:55,ATL 11,4,1:37,15,Punt
12,3,0:40,NOR 49,4,2:05,12,Punt
13,4,12:11,ATL 42,6,3:38,33,Field Goal
14,4,7:26,ATL 30,7,4:25,67,Field Goal
