Player,Pos
Brodie Croyle,QB
Kolby Smith,RB
Kris Wilson,FB
Dwayne Bowe,WR
Eddie Kennison,WR
Tony Gonzalez,TE
Damion McIntosh,LT
Brian Waters,LG
Casey Wiegmann,C
John Welbourn,RG
Chris Terry,RT
Tamba Hali,LDE
Ron Edwards,LDT
Alfonso Boone,RDT
Jared Allen,RDE
Derrick Johnson,OLB
Donnie Edwards,OLB
Napoleon Harris,LB
Ty Law,LCB
Patrick Surtain,RCB
Bernard Pollard,SS
Jarrad Page,FS
