Quarter,Time,Down,ToGo,Location,OAK,KAN,Detail,EPB,EPA
1,0:12,1,20,KAN 10,3,7,Kolby Smith middle for 3 yards (tackle by Michael Huff and Kirk Morrison),-0.760,-1.280
Quarter,Time,Down,ToGo,Location,OAK,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,17,KAN 13,3,7,Kolby Smith left tackle for 2 yards (tackle by Kirk Morrison),-1.280,-1.860
2,14:18,3,15,KAN 15,3,7,Kolby Smith left end for 4 yards (tackle by Chris Clemons and Thomas Howard),-1.860,-2.140
2,14:18,4,11,KAN 19,3,7,"Dustin Colquitt punts 29 yards, fair catch by Tim Dwight",-2.140,-2.390
2,13:35,1,10,KAN 48,3,7,Justin Fargas middle for 3 yards (tackle by Jared Allen and Alfonso Boone),2.390,2.250
2,12:49,2,7,KAN 45,3,7,Daunte Culpepper pass complete short left to Justin Fargas for 8 yards (tackle by Benny Sapp),2.250,3.120
2,12:05,1,10,KAN 37,3,7,Daunte Culpepper pass complete short middle to Ronald Curry for 8 yards (tackle by Jarrad Page),3.120,3.650
2,11:22,2,2,KAN 29,3,7,Daunte Culpepper sacked by Tamba Hali for -8 yards,3.650,1.880
2,10:48,3,10,KAN 37,3,7,Daunte Culpepper pass incomplete short left intended for Jerry Porter (defended by Greg Wesley),1.880,0.790
,,,,,,,"KAN challenged the pass completion ruling, and the original play was overturned.",,
2,10:48,4,10,KAN 37,6,7,Sebastian Janikowski 54 yard field goal good,0.790,3.000
2,,,,OAK 30,6,7,"Sebastian Janikowski kicks off 73 yards, touchback",0.000,0.280
2,10:39,1,10,KAN 20,6,7,Brodie Croyle pass incomplete short middle intended for Kolby Smith,0.280,-0.270
2,10:34,2,10,KAN 20,6,7,Brodie Croyle pass complete short right to Dwayne Bowe for 24 yards (tackle by Fabian Washington),-0.270,1.860
2,9:48,1,10,KAN 44,6,7,Brodie Croyle pass complete short right to Eddie Kennison for 18 yards (tackle by Fabian Washington),1.860,3.050
2,9:22,1,10,OAK 38,6,7,Kolby Smith left end for 6 yards (tackle by Kirk Morrison),3.050,3.320
2,8:44,2,4,OAK 32,6,7,Kolby Smith middle for 5 yards (tackle by Kirk Morrison and Michael Huff),3.320,3.780
2,8:00,1,10,OAK 27,6,7,Kolby Smith left end for 3 yards (tackle by Derrick Burgess),3.780,3.640
2,7:19,2,7,OAK 24,6,7,Kolby Smith right end for 8 yards (tackle by Hiram Eugene),3.640,4.510
2,6:34,1,10,OAK 16,6,7,Brodie Croyle pass incomplete short right intended for Gilbert Harris,4.510,3.900
2,6:26,2,10,OAK 16,6,7,"Gilbert Harris for no gain (tackle by Fabian Washington). Gilbert Harris fumbles (forced by Fabian Washington), ball out of bounds at OAK-16",3.900,3.080
2,6:17,3,10,OAK 16,6,7,Brodie Croyle middle for 4 yards (tackle by Warren Sapp),3.080,2.660
2,6:17,4,6,OAK 12,6,10,Dave Rayner 30 yard field goal good,2.660,3.000
2,,,,KAN 30,6,10,"Dave Rayner kicks off 63 yards, returned by Dominic Rhodes for 16 yards (tackle by Napoleon Harris)",0.000,0.480
2,5:25,1,10,OAK 23,6,10,Justin Fargas right end for 1 yard (tackle by Derrick Johnson),0.480,0.070
2,4:44,2,9,OAK 24,6,10,Daunte Culpepper pass incomplete short middle intended for Justin Fargas,0.070,-0.630
2,4:39,3,9,OAK 24,6,10,"Daunte Culpepper pass complete short right to Zach Miller for 2 yards (tackle by Donnie Edwards and Benny Sapp). Zach Miller fumbles (forced by Donnie Edwards), recovered by Benny Sapp at OAK-26 (tackle by Paul McQuistan)",-0.630,-3.840
2,4:29,1,10,OAK 26,6,10,Kolby Smith right end for no gain (tackle by Thomas Howard and Chris Clemons),3.840,3.300
2,3:52,2,10,OAK 26,6,10,"Brodie Croyle pass complete short left to Kolby Smith for 3 yards (tackle by Thomas Howard). Penalty on John Welbourn: Offensive Holding, 10 yards (no play)",3.300,1.950
2,3:42,2,20,OAK 36,6,10,Brodie Croyle pass incomplete short left intended for Kolby Smith. Penalty on Chris Terry: Illegal Formation (Declined),1.950,1.290
2,3:38,3,20,OAK 36,6,10,Brodie Croyle pass incomplete short right intended for Kolby Smith,1.290,0.880
2,3:38,4,20,OAK 36,6,10,Dustin Colquitt punts 31 yards,0.880,0.380
2,3:25,1,10,OAK 5,6,10,"Penalty on Zach Miller: False Start, 2 yards (no play)",-0.380,-0.460
2,3:25,1,12,OAK 3,6,10,"Justin Fargas middle for 8 yards (tackle by Tamba Hali). Penalty on Paul McQuistan: Offensive Holding, 2 yards (no play)",-0.460,-0.530
2,3:03,1,14,OAK 1,6,10,Justin Fargas left tackle for 6 yards (tackle by Napoleon Harris),-0.530,-0.630
2,2:28,2,8,OAK 7,6,10,Justin Fargas right end for 7 yards (tackle by Tyron Brackenridge),-0.630,-0.370
2,2:00,3,1,OAK 14,6,10,Daunte Culpepper middle for 2 yards (tackle by Turk McBride and Alfonso Boone),-0.370,-0.140
2,1:30,1,10,OAK 16,6,10,LaMont Jordan middle for -2 yards (tackle by Jared Allen),-0.140,-0.890
2,0:54,2,12,OAK 14,6,10,LaMont Jordan middle for 1 yard (tackle by Jared Allen and Tyron Brackenridge),-0.890,-1.470
2,0:47,,,,6,10,Timeout #1 by Kansas City Chiefs,0.000,-1.470
2,0:47,3,11,OAK 15,6,10,Justin Fargas right end for 8 yards (tackle by Tyron Brackenridge),-1.470,-1.830
2,0:40,,,,6,10,Timeout #2 by Kansas City Chiefs,0.000,-1.830
2,0:40,4,3,OAK 23,6,10,"Shane Lechler punts 49 yards, fair catch by Eddie Kennison. Penalty on Bernard Pollard: Offensive Holding, 10 yards",-1.830,-0.040
2,0:32,1,10,KAN 18,6,10,Brodie Croyle sacked by Chris Clemons for -13 yards,0.040,-1.730
2,0:24,,,,6,10,Timeout #2 by Oakland Raiders,0.000,-1.730
2,0:24,2,23,KAN 5,6,10,Gilbert Harris middle for 4 yards (tackle by Michael Huff),-1.730,-2.470
2,0:22,,,,6,10,Timeout #3 by Oakland Raiders,0.000,-2.470
2,0:22,3,19,KAN 9,6,10,Brodie Croyle kneels for -1 yards,-2.470,-2.490
Quarter,Time,Down,ToGo,Location,OAK,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 30,6,10,"Dave Rayner kicks off 62 yards, returned by Chris Carr for 27 yards (tackle by Tyron Brackenridge). Penalty on Tyron Brackenridge: Face Mask (5 Yards), 5 yards",0.000,1.600
3,14:54,1,10,OAK 40,6,10,Justin Fargas left end for 11 yards (tackle by Napoleon Harris),1.600,2.320
3,14:17,1,10,KAN 49,6,10,Justin Fargas middle for 5 yards (tackle by Jarrad Page and Napoleon Harris),2.320,2.460
3,13:35,2,5,KAN 44,6,10,Daunte Culpepper pass complete short right to Zach Miller for 4 yards (tackle by Ty Law),2.460,2.280
3,13:35,3,1,KAN 40,6,10,"Penalty on Paul McQuistan: False Start, 5 yards (no play)",2.280,1.620
3,12:31,3,6,KAN 45,6,10,Daunte Culpepper pass incomplete short right intended for Jerry Porter,1.620,0.270
3,12:25,4,6,KAN 45,6,10,"Penalty on Tony Stewart: False Start, 5 yards (no play)",0.270,-0.060
3,12:21,4,11,,6,10,"Shane Lechler punts 41 yards, fair catch by Eddie Kennison",-0.060,0.380
3,12:18,1,10,KAN 9,6,10,Kolby Smith middle for 3 yards (tackle by Jay Richardson and Stanford Routt),-0.380,-0.560
3,11:37,2,7,KAN 12,6,10,"Penalty on Dwayne Bowe: False Start, 5 yards (no play)",-0.560,-0.930
3,11:37,2,12,KAN 7,6,10,"Penalty on Brodie Croyle: Delay of Game, 3 yards (no play)",-0.930,-1.150
3,10:47,2,15,KAN 4,6,10,Kolby Smith middle for 11 yards (tackle by Kirk Morrison),-1.150,-0.720
3,10:07,3,4,KAN 15,6,10,Brodie Croyle pass incomplete short left intended for Dwayne Bowe,-0.720,-2.440
3,10:03,4,4,KAN 15,6,10,"Dustin Colquitt punts 50 yards, fair catch by Tim Dwight",-2.440,-1.270
3,9:56,1,10,OAK 35,6,10,Daunte Culpepper pass complete deep right to Jerry Porter for 25 yards (tackle by Greg Wesley),1.270,2.920
3,9:42,1,10,KAN 40,6,10,Justin Fargas right tackle for 2 yards (tackle by Donnie Edwards and Alfonso Boone),2.920,2.640
3,8:59,2,8,KAN 38,6,10,Daunte Culpepper pass incomplete short left intended for Jerry Porter,2.640,1.950
3,8:56,3,8,KAN 38,6,10,Daunte Culpepper pass complete short right to Justin Fargas for 10 yards (tackle by Ty Law and Donnie Edwards),1.950,3.710
3,8:12,1,10,KAN 28,6,10,Tim Dwight right end for 10 yards (tackle by Derrick Johnson and Jarrad Page),3.710,4.370
3,7:26,1,10,KAN 18,6,10,Justin Fargas left end for 12 yards (tackle by Greg Wesley and Tamba Hali),4.370,5.830
3,6:47,1,6,KAN 6,6,10,Justin Fargas middle for 1 yard (tackle by Jared Allen and Napoleon Harris),5.830,5.150
3,6:10,2,5,KAN 5,12,10,"LaMont Jordan right end for 5 yards, touchdown",5.150,7.000
3,,,,KAN 2,13,10,Sebastian Janikowski kicks extra point good,0.000,0.000
3,,,,OAK 30,13,10,"Sebastian Janikowski kicks off 47 yards, returned by Turk McBride for 14 yards (tackle by Oren O'Neal)",0.000,1.400
3,5:58,1,10,KAN 37,13,10,"Brodie Croyle for 3 yards. Penalty on Jay Richardson: Unnecessary Roughness, 15 yards",1.400,2.590
3,5:32,1,10,OAK 45,13,10,Brodie Croyle sacked by Derrick Burgess for -4 yards,2.590,1.500
3,5:01,2,14,OAK 49,13,10,Kolby Smith right end for 9 yards (tackle by Hiram Eugene),1.500,2.010
3,4:17,3,5,OAK 40,13,10,Brodie Croyle pass complete short middle to Tony Gonzalez for 22 yards (tackle by Chris Carr),2.010,4.370
3,3:29,1,10,OAK 18,13,10,Brodie Croyle sacked by Derrick Burgess for 0 yards,4.370,3.800
3,2:49,2,10,OAK 18,13,10,Brodie Croyle pass complete short middle to Samie Parker for 9 yards (tackle by Stanford Routt),3.800,4.740
3,2:11,3,1,OAK 9,13,10,Kolby Smith middle for 4 yards (tackle by Michael Huff),4.740,6.060
3,1:30,1,5,OAK 5,13,10,Kolby Smith middle for no gain (tackle by Kirk Morrison),6.060,5.150
3,0:47,2,5,OAK 5,13,16,"Kolby Smith middle for 5 yards, touchdown",5.150,7.000
3,,,,OAK 2,13,17,Dave Rayner kicks extra point good,0.000,0.000
3,,,,KAN 30,13,17,"Dave Rayner kicks off 67 yards, returned by Dominic Rhodes for 22 yards (tackle by Pat Thomas)",0.000,0.610
3,0:36,1,10,OAK 25,13,17,Justin Fargas right end for 6 yards (tackle by Jarrad Page),0.610,0.870
Quarter,Time,Down,ToGo,Location,OAK,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,OAK 31,13,17,Daunte Culpepper pass incomplete short left intended for Ronald Curry,0.870,0.170
4,14:58,3,4,OAK 31,13,17,Daunte Culpepper pass incomplete short right intended for Jerry Porter,0.170,-1.310
4,14:54,4,4,OAK 31,13,17,Shane Lechler punts 31 yards,-1.310,-1.470
4,14:44,1,10,KAN 38,13,17,Kolby Smith middle for 4 yards (tackle by Kirk Morrison and Robert Thomas),1.470,1.460
4,14:05,2,6,KAN 42,13,17,Kolby Smith right tackle for 10 yards (tackle by Robert Thomas),1.460,2.390
4,13:21,1,10,OAK 48,13,17,Kolby Smith middle for -1 yards (tackle by Chris Clemons and Terdell Sands),2.390,1.710
4,12:40,2,11,OAK 49,13,17,Brodie Croyle pass complete deep right to Dwayne Bowe for 19 yards,1.710,3.580
4,12:26,1,10,OAK 30,13,17,"Kolby Smith middle for -1 yards (tackle by Michael Huff and Thomas Howard). Penalty on Michael Huff: Face Mask (15 Yards), 15 yards",3.580,4.510
4,12:07,1,10,OAK 16,13,17,Kolby Smith left end for no gain (tackle by Robert Thomas),4.510,3.900
4,11:19,2,10,OAK 16,13,17,Brodie Croyle pass complete short right to Kris Wilson for 1 yard,3.900,3.220
4,11:01,3,9,OAK 15,13,17,Brodie Croyle pass incomplete short right intended for Tony Gonzalez,3.220,2.440
4,10:54,4,9,OAK 15,13,17,Dave Rayner 33 yard field goal no good,2.440,-0.480
4,10:51,1,10,OAK 23,13,17,Daunte Culpepper pass complete deep middle to Zach Miller for 28 yards (tackle by Jarrad Page and Napoleon Harris),0.480,2.320
4,10:06,1,10,KAN 49,13,17,Daunte Culpepper pass complete deep right to Jerry Porter for 35 yards (tackle by Bernard Pollard),2.320,4.650
4,9:40,1,10,KAN 14,19,17,"Justin Fargas middle for 14 yards, touchdown",4.650,7.000
4,,,,KAN 2,20,17,Sebastian Janikowski kicks extra point good,0.000,0.000
4,,,,OAK 30,20,17,"Sebastian Janikowski kicks off 67 yards, returned by Jeff Webb for 22 yards (tackle by John Madsen)",0.000,0.610
4,9:29,1,10,KAN 25,20,17,"Penalty on Jason Dunn: False Start, 5 yards (no play)",0.610,0.280
4,9:29,1,15,KAN 20,20,17,Brodie Croyle pass complete short left to Dwayne Bowe for 12 yards (tackle by Hiram Eugene),0.280,1.010
4,8:54,2,3,KAN 32,20,17,Kolby Smith left end for 4 yards (tackle by Thomas Howard and Sam Williams),1.010,1.330
4,8:11,1,10,KAN 36,20,17,Brodie Croyle pass incomplete short right intended for Kris Wilson,1.330,0.790
4,8:06,2,10,KAN 36,20,17,Brodie Croyle pass complete short middle to Tony Gonzalez for 12 yards (tackle by Chris Carr),0.790,2.130
4,7:31,1,10,KAN 48,20,17,Kolby Smith middle for 6 yards (tackle by Jay Richardson),2.130,2.390
4,6:48,2,4,OAK 46,20,17,Brodie Croyle pass incomplete short right intended for Jeff Webb,2.390,1.680
4,6:42,3,4,OAK 46,20,17,Brodie Croyle pass complete short right to Tony Gonzalez for 14 yards (tackle by Michael Huff),1.680,3.450
4,6:10,1,10,OAK 32,20,17,Kolby Smith right tackle for 3 yards (tackle by Michael Huff and Warren Sapp),3.450,3.310
4,5:27,2,7,OAK 29,20,17,Brodie Croyle pass complete short right to Kolby Smith for 2 yards (tackle by Chris Carr),3.310,2.870
4,4:41,3,5,OAK 27,20,17,Brodie Croyle pass complete short left to Eddie Kennison for 4 yards (tackle by Chris Carr),2.870,2.080
,,,,,,,"KAN challenged the first down ruling, and the play was upheld.",,
4,4:26,,,,20,17,Timeout #2 by Kansas City Chiefs,0.000,2.080
4,4:26,4,1,OAK 23,20,17,Kolby Smith left tackle for -1 yards (tackle by Kirk Morrison and Thomas Howard),2.080,-0.540
4,4:22,1,10,OAK 24,20,17,Justin Fargas middle for 12 yards (tackle by Bernard Pollard),0.540,1.330
4,3:37,1,10,OAK 36,20,17,Justin Fargas right end for 11 yards (tackle by Derrick Johnson),1.330,2.060
4,3:31,1,10,OAK 47,20,17,Daunte Culpepper pass complete short right to Ronald Curry for 10 yards (tackle by Bernard Pollard),2.060,2.720
4,2:45,1,10,KAN 43,20,17,Justin Fargas left tackle for -4 yards (tackle by Derrick Johnson),2.720,1.640
4,1:59,2,14,KAN 47,20,17,Justin Fargas right tackle for 3 yards (tackle by Ron Edwards),1.640,1.360
4,1:54,,,,20,17,Timeout #3 by Kansas City Chiefs,0.000,1.360
4,1:54,3,11,KAN 44,20,17,Justin Fargas right end for 21 yards (tackle by Bernard Pollard),1.360,4.040
4,1:10,1,10,KAN 23,20,17,Daunte Culpepper kneels for -1 yards,4.040,3.360
4,0:31,2,11,KAN 24,20,17,Daunte Culpepper kneels for -1 yards,3.360,2.540
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
