Quarter,Time,Down,ToGo,Location,MIN,CIN,Detail,EPB,EPA
2,10:49,4,5,MIN 44,0,14,"Chris Kluwe punts 49 yards, returned by Keiwan Ratliff for 9 yards (tackle by Moe Williams)",-0.460,0.140
2,10:37,1,10,CIN 16,0,14,"Carson Palmer pass incomplete intended for Jeremi Johnson. Penalty on Kenechi Udeze: Roughing the Passer, 15 yards (no play)",-0.140,1.000
2,10:31,1,10,CIN 31,0,14,Rudi Johnson left end for 5 yards (tackle by Pat Williams),1.000,1.140
2,9:56,2,5,CIN 36,0,14,"Penalty on Levi Jones: False Start, 5 yards (no play)",1.140,0.460
2,9:56,2,10,CIN 31,0,14,Carson Palmer for 6 yards (tackle by Napoleon Harris),0.460,0.560
2,9:32,3,4,CIN 37,0,14,Carson Palmer pass complete to Chad Johnson for 9 yards (tackle by Fred Smoot),0.560,1.990
2,8:52,1,10,CIN 46,0,14,"Penalty on Eric Steinbach: False Start, 5 yards (no play)",1.990,1.660
2,8:38,1,15,CIN 41,0,14,Rudi Johnson left tackle for 6 yards (tackle by Kevin Williams),1.660,1.590
2,7:55,2,9,CIN 47,0,14,Carson Palmer pass complete to Matt Schobel for 28 yards (tackle by Corey Chavous),1.590,3.910
2,7:24,1,10,MIN 25,0,14,"Penalty on Willie Anderson: False Start, 5 yards (no play)",3.910,3.580
2,6:56,1,15,MIN 30,0,14,"Penalty on Carson Palmer: Delay of Game, 5 yards (no play)",3.580,3.250
2,6:38,1,20,MIN 35,0,14,Carson Palmer pass complete to Reggie Kelly for 2 yards (tackle by Antoine Winfield),3.250,2.280
2,6:00,2,18,MIN 33,0,14,Carson Palmer pass incomplete intended for Rudi Johnson,2.280,1.620
2,5:53,3,18,MIN 33,0,14,Carson Palmer pass complete to Chris Henry for 11 yards (tackle by Darren Sharper),1.620,1.990
2,5:07,4,7,MIN 22,0,17,Shayne Graham 40 yard field goal good,1.990,3.000
2,,,,CIN 30,0,17,"Shayne Graham kicks off 66 yards, returned by Troy Williamson for 12 yards (tackle by Ifeanyi Ohalete)",0.000,-0.140
2,4:55,1,10,MIN 16,0,17,"Daunte Culpepper pass complete to Michael Bennett for -1 yards (tackle by John Thornton and Odell Thurman). Michael Bennett fumbles (forced by John Thornton), recovered by Justin Smith at MIN-15 (tackle by Jermaine Wiggins)",-0.140,-4.580
2,4:42,1,10,MIN 15,0,17,Rudi Johnson right end for no gain (tackle by Antoine Winfield),4.580,3.950
2,4:07,2,10,MIN 15,0,17,Rudi Johnson right guard for 4 yards (tackle by E.J. Henderson and Pat Williams),3.950,3.780
2,3:30,3,6,MIN 11,0,17,Carson Palmer pass incomplete intended for Chad Johnson,3.780,2.720
2,3:24,4,6,MIN 11,0,20,Shayne Graham 29 yard field goal good,2.720,3.000
2,,,,CIN 30,0,20,"Shayne Graham kicks off 68 yards, returned by Troy Williamson for 15 yards (tackle by Hannibal Navies)",0.000,-0.060
2,3:14,1,10,MIN 17,0,20,Daunte Culpepper pass incomplete intended for Travis Taylor,-0.060,-0.580
2,3:07,2,10,MIN 17,0,20,Daunte Culpepper pass complete to Marcus Robinson for 19 yards (tackle by Deltha O'Neal),-0.580,1.330
2,2:40,1,10,MIN 36,0,20,Mewelde Moore right guard for 1 yard (tackle by David Pollack),1.330,0.930
2,2:14,2,9,MIN 37,0,20,Daunte Culpepper pass incomplete intended for Marcus Robinson,0.930,0.230
2,2:06,3,9,MIN 37,0,20,"Daunte Culpepper pass incomplete intended for Nate Burleson. Penalty on Deltha O'Neal: Defensive Pass Interfere, 10 yards (no play)",0.230,2.060
2,2:01,1,10,MIN 47,0,20,Daunte Culpepper pass incomplete intended for Nate Burleson is intercepted by Tory James at CIN-42 and returned for 5 yards,2.060,-2.060
2,1:53,1,10,CIN 47,0,20,Chris Perry right guard for 12 yards (tackle by Brian Williams),2.060,2.850
2,1:46,1,10,MIN 41,0,20,Carson Palmer pass complete to Chris Perry for 2 yards (tackle by Darrion Scott),2.850,2.580
2,1:23,2,8,MIN 39,0,20,Carson Palmer pass complete to T.J. Houshmandzadeh for 6 yards (tackle by Antoine Winfield),2.580,2.680
2,1:15,,,,0,20,Timeout #2 by Cincinnati Bengals,0.000,2.680
2,1:15,3,2,MIN 33,0,20,Carson Palmer pass complete to Chris Perry for 10 yards (tackle by Dontarrious Thomas),2.680,4.040
2,0:51,1,10,MIN 23,0,20,Chris Perry up the middle for 4 yards (tackle by Darrion Scott),4.040,4.050
2,0:30,2,6,MIN 19,0,20,Carson Palmer pass complete to Chad Johnson for 11 yards (tackle by Dontarrious Thomas),4.050,5.370
2,0:22,,,,0,20,Timeout #3 by Cincinnati Bengals,0.000,5.370
2,0:22,1,8,MIN 8,0,20,Carson Palmer pass incomplete,5.370,4.570
2,0:17,2,8,MIN 8,0,26,"Carson Palmer pass complete to Matt Schobel for 8 yards, touchdown",4.570,7.000
2,,,,MIN 2,0,27,Shayne Graham kicks extra point good,0.000,0.000
2,,,,CIN 30,0,27,"Shayne Graham kicks off 67 yards, returned by Troy Williamson for 14 yards (tackle by Marcus Wilkins). Penalty on Rod Davis: Offensive Holding, 8 yards",0.000,-0.380
2,0:04,1,10,MIN 9,0,27,Daunte Culpepper pass complete to Nate Burleson for 17 yards (tackle by Brian Simmons),-0.380,0.670
Quarter,Time,Down,ToGo,Location,MIN,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 30,0,27,"Shayne Graham kicks off 54 yards, returned by Moe Williams for 16 yards (tackle by Kevin Walter). Penalty on Madieu Williams: Offside on Free Kick, 5 yards",0.000,1.800
3,14:54,1,5,MIN 37,0,27,Daunte Culpepper pass complete to Marcus Robinson for 21 yards (tackle by Deltha O'Neal). Penalty on Deltha O'Neal: Defensive Holding (Declined),1.800,2.790
3,14:37,1,10,CIN 42,0,27,Daunte Culpepper pass incomplete intended for Nate Burleson is intercepted by Deltha O'Neal at CIN-10,2.790,0.380
3,14:30,1,10,CIN 10,0,27,Rudi Johnson right guard for 11 yards (tackle by E.J. Henderson),-0.380,0.340
3,13:40,1,10,CIN 21,0,27,"Penalty on Carson Palmer: Delay of Game, 5 yards (no play)",0.340,-0.220
3,13:27,1,15,CIN 16,0,27,Carson Palmer pass incomplete intended for T.J. Houshmandzadeh (defended by Kevin Williams),-0.220,-1.010
3,13:22,2,15,CIN 16,0,27,Rudi Johnson up the middle for 9 yards (tackle by Dontarrious Thomas and Napoleon Harris),-1.010,-0.360
3,12:43,3,6,CIN 25,0,27,Carson Palmer pass incomplete intended for Kevin Walter,-0.360,-1.700
3,12:38,4,6,CIN 25,0,27,"Kyle Larson punts 55 yards, fair catch by Keenan Howry",-1.700,-0.280
3,12:29,1,10,MIN 20,0,27,Daunte Culpepper pass incomplete intended for Jermaine Wiggins,0.280,-0.270
3,12:22,2,10,MIN 20,0,27,"Daunte Culpepper pass incomplete intended for Marcus Robinson. Penalty on Madieu Williams: Illegal Contact, 5 yards (no play)",-0.270,0.610
3,12:17,1,10,MIN 25,0,27,Mewelde Moore right tackle for 2 yards (tackle by Odell Thurman),0.610,0.330
3,11:43,2,8,MIN 27,0,27,"Daunte Culpepper sacked by Robert Geathers for 1 yards. Daunte Culpepper fumbles (forced by Robert Geathers), recovered by Odell Thurman at MIN-21. Penalty on David Pollack: Defensive Offside, 5 yards (no play)",0.330,1.010
3,11:33,2,3,MIN 32,0,27,Daunte Culpepper pass complete to Nate Burleson for 12 yards (tackle by Tory James),1.010,1.860
3,10:52,1,10,MIN 44,0,27,Daunte Culpepper pass incomplete intended for Travis Taylor,1.860,1.320
3,10:48,2,10,MIN 44,0,27,Daunte Culpepper sacked by Justin Smith for -5 yards,1.320,-0.030
3,10:10,,,,0,27,Timeout #1 by Minnesota Vikings,0.000,-0.030
3,10:10,3,15,MIN 39,0,27,Daunte Culpepper pass complete to Nate Burleson for 19 yards (tackle by Tory James),-0.030,2.790
3,9:47,1,10,CIN 42,0,27,Daunte Culpepper pass incomplete intended for Troy Williamson is intercepted by Kevin Kaesviharn at CIN-17 and returned for 6 yards,2.790,-0.480
3,9:38,1,10,CIN 23,0,27,Carson Palmer pass complete to Chad Johnson for 18 yards (tackle by Antoine Winfield),0.480,1.660
3,9:05,1,10,CIN 41,0,27,Rudi Johnson left guard for 10 yards (tackle by Fred Smoot and Rod Davis),1.660,2.320
3,8:28,1,10,MIN 49,0,27,Rudi Johnson right guard for 8 yards (tackle by Spencer Johnson),2.320,2.860
3,7:46,2,2,MIN 41,0,27,Rudi Johnson right guard for -1 yards (tackle by Pat Williams),2.860,2.020
3,7:07,3,3,MIN 42,0,27,Carson Palmer pass incomplete intended for Chad Johnson,2.020,0.460
3,7:03,4,3,MIN 42,0,27,"Kyle Larson punts 27 yards, fair catch by Keenan Howry",0.460,0.220
3,6:54,1,10,MIN 15,0,27,"Daunte Culpepper pass incomplete intended for Marcus Robinson. Penalty on Mike Rosenthal: Face Mask (15 Yards), 7 yards (no play)",-0.220,-0.650
3,6:51,1,17,MIN 8,0,27,Daunte Culpepper pass incomplete intended for Nate Burleson,-0.650,-1.290
3,6:44,2,17,MIN 8,0,27,"Daunte Culpepper pass incomplete intended for Travis Taylor. Penalty on Brian Simmons: Illegal Contact, 5 yards (no play)",-1.290,-0.320
3,6:39,1,10,MIN 13,0,27,"Penalty on Mike Rosenthal: False Start, 5 yards (no play)",-0.320,-0.570
3,6:39,1,15,MIN 8,0,27,"Penalty on Mike Rosenthal: False Start, 4 yards (no play)",-0.570,-0.720
3,6:39,1,19,MIN 4,0,27,Daunte Culpepper pass incomplete intended for Travis Taylor (defended by Madieu Williams),-0.720,-1.440
3,6:33,2,19,MIN 4,0,27,Daunte Culpepper pass incomplete intended for Troy Williamson,-1.440,-2.470
3,6:24,3,19,MIN 4,0,27,Daunte Culpepper pass incomplete intended for Travis Taylor,-2.470,-2.490
3,6:17,4,19,MIN 4,0,27,"Chris Kluwe punts 52 yards, returned by Keiwan Ratliff for 6 yards. Penalty on Reggie Myles: Unnecessary Roughness, 15 yards",-2.490,-1.270
3,6:03,1,10,CIN 35,0,27,Carson Palmer pass incomplete intended for Chad Johnson,1.270,0.720
3,5:57,2,10,CIN 35,0,27,Rudi Johnson left guard for 4 yards (tackle by Darren Sharper),0.720,0.560
3,5:16,3,6,CIN 39,0,27,Carson Palmer pass complete to T.J. Houshmandzadeh for 7 yards (tackle by Brian Williams),0.560,1.990
3,4:34,1,10,CIN 46,0,27,Rudi Johnson left tackle for 1 yard (tackle by Darrion Scott and Corey Chavous),1.990,1.590
3,3:59,2,9,CIN 47,0,27,Carson Palmer pass incomplete intended for Chad Johnson,1.590,0.890
3,3:55,3,9,CIN 47,0,27,Carson Palmer pass incomplete,0.890,-0.260
3,3:49,4,9,CIN 47,0,27,"Penalty on Reggie Myles: False Start, 5 yards (no play)",-0.260,-0.590
3,3:49,4,14,CIN 42,0,27,"Kyle Larson punts 43 yards, returned by Keenan Howry for 5 yards (tackle by Marcus Wilkins)",-0.590,-0.280
3,3:39,1,10,MIN 20,0,27,Daunte Culpepper pass incomplete intended for Travis Taylor,0.280,-0.270
3,3:32,2,10,MIN 20,0,27,Daunte Culpepper pass complete to Jim Kleinsasser for 6 yards (tackle by Deltha O'Neal),-0.270,-0.160
3,2:59,3,4,MIN 26,0,27,Daunte Culpepper pass complete to Travis Taylor for 18 yards (tackle by Kevin Kaesviharn),-0.160,1.860
3,2:24,1,10,MIN 44,0,27,Daunte Culpepper pass incomplete intended for Mewelde Moore is intercepted by Deltha O'Neal at MIN-43 and returned for 27 yards,1.860,-4.510
3,2:14,1,10,MIN 16,0,33,"T.J. Houshmandzadeh right end for 16 yards, touchdown",4.510,7.000
3,,,,MIN 2,0,34,Shayne Graham kicks extra point good,0.000,0.000
3,,,,CIN 30,0,34,"Shayne Graham kicks off 49 yards, returned by E.J. Henderson for 13 yards (tackle by Tab Perry)",0.000,1.200
3,2:01,1,10,MIN 34,0,34,Mewelde Moore right guard for 6 yards (tackle by Landon Johnson and Deltha O'Neal),1.200,1.470
3,1:33,2,4,MIN 40,0,34,"Penalty on Travis Taylor: False Start, 5 yards (no play)",1.470,0.790
3,1:25,2,9,MIN 35,0,34,"Daunte Culpepper sacked by Madieu Williams and Odell Thurman for -5 yards. Penalty on Robert Geathers: Defensive Offside, 5 yards (no play)",0.790,1.470
3,1:10,2,4,MIN 40,0,34,Daunte Culpepper pass complete to Jermaine Wiggins for 2 yards (tackle by Justin Smith),1.470,1.030
3,0:46,3,2,MIN 42,0,34,Daunte Culpepper pass complete to Troy Williamson for 21 yards (tackle by Tory James),1.030,3.120
3,0:22,1,10,CIN 37,0,34,Daunte Culpepper pass complete to Jermaine Wiggins for 5 yards (tackle by Landon Johnson),3.120,3.250
Quarter,Time,Down,ToGo,Location,MIN,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,CIN 32,0,34,Daunte Culpepper pass complete to Travis Taylor for 19 yards (tackle by Madieu Williams),3.250,4.710
4,14:31,1,10,CIN 13,0,34,Daunte Culpepper pass complete to Travis Taylor for -1 yards (tackle by Keiwan Ratliff),4.710,3.900
4,13:57,2,11,CIN 14,0,34,Daunte Culpepper pass complete to Mewelde Moore for 2 yards (tackle by Deltha O'Neal),3.900,3.280
4,13:18,3,9,CIN 12,0,34,Daunte Culpepper pass incomplete intended for Marcus Robinson is intercepted by Deltha O'Neal,3.280,-0.280
4,13:06,1,10,CIN 20,0,34,Chris Perry right guard for 21 yards (tackle by Corey Chavous),0.280,1.660
4,12:22,1,10,CIN 41,0,34,Chris Perry left end for -2 yards (tackle by Darrion Scott and Rod Davis),1.660,0.850
4,11:45,2,12,CIN 39,0,34,Chris Perry up the middle for 4 yards (tackle by Ken Irvin),0.850,0.700
4,11:04,3,8,CIN 43,0,34,Carson Palmer pass complete to Chris Henry for 15 yards (tackle by Napoleon Harris),0.700,2.790
4,10:48,,,,0,34,Timeout #1 by Cincinnati Bengals,0.000,2.790
4,10:48,1,10,MIN 42,0,34,Carson Palmer pass complete to Chad Johnson for 7 yards (tackle by Ken Irvin),2.790,3.190
4,10:11,2,3,MIN 35,0,34,Chris Perry left tackle for 3 yards (tackle by Lance Johnstone),3.190,3.450
4,9:38,1,10,MIN 32,0,34,Carson Palmer pass complete to Chad Johnson for 5 yards (tackle by Corey Chavous),3.450,3.580
4,9:02,2,5,MIN 27,0,34,Chris Perry left guard for 3 yards (tackle by Keith Newman),3.580,3.270
4,8:22,3,2,MIN 24,0,34,Jeremi Johnson up the middle for 3 yards (tackle by Lance Johnstone),3.270,4.170
4,7:41,1,10,MIN 21,0,34,Chris Perry left end for 3 yards (tackle by Rod Davis),4.170,4.040
4,7:09,2,7,MIN 18,0,34,Carson Palmer pass complete to Kevin Walter for 6 yards (tackle by Ken Irvin),4.040,4.490
4,6:25,3,1,MIN 12,0,34,Chris Perry up the middle for -1 yards (tackle by Keith Newman),4.490,2.690
4,5:43,4,2,MIN 13,0,37,Shayne Graham 30 yard field goal good,2.690,3.000
4,,,,CIN 30,0,37,"Shayne Graham kicks off 58 yards, returned by Mewelde Moore for 6 yards (tackle by Greg Brooks)",,
4,5:34,1,10,MIN 18,0,37,Daunte Culpepper pass complete to Troy Williamson for 23 yards (tackle by Odell Thurman),0.040,1.660
4,5:04,1,10,MIN 41,0,37,"Daunte Culpepper pass complete to Travis Taylor for 14 yards (tackle by Deltha O'Neal). Penalty on Ifeanyi Ohalete: Roughing the Passer, 15 yards",1.660,3.580
4,4:56,1,10,CIN 30,0,37,Mewelde Moore up the middle for -3 yards (tackle by Carl Powell),3.580,2.630
4,4:26,2,13,CIN 33,0,37,Daunte Culpepper for 5 yards (tackle by Robert Geathers),2.630,2.610
4,3:59,3,8,CIN 28,0,37,Daunte Culpepper pass complete to Jermaine Wiggins for 10 yards (tackle by Ifeanyi Ohalete),2.610,4.370
4,3:28,1,10,CIN 18,0,37,Daunte Culpepper pass complete to Travis Taylor for 13 yards (tackle by Keiwan Ratliff),4.370,6.060
4,3:22,1,5,CIN 5,6,37,"Daunte Culpepper up the middle for 5 yards, touchdown",6.060,7.000
4,,,,,8,37,"Two Point Attempt: Daunte Culpepper pass complete to Marcus Robinson, conversion succeeds",1.000,1.000
4,,,,MIN 30,8,37,"Paul Edinger kicks onside 7 yards. Penalty on Travis Taylor: Offside on Free Kick, 5 yards, Penalty on Rod Davis: Illegal Touch Kick (Declined)",0.000,3.450
4,3:17,1,10,MIN 32,8,37,Rudi Johnson right guard for 3 yards (tackle by E.J. Henderson),3.450,3.310
4,2:43,2,7,MIN 29,8,37,Rudi Johnson up the middle for 4 yards (tackle by Pat Williams and Brian Williams),3.310,3.140
4,2:11,,,,8,37,Timeout #2 by Minnesota Vikings,0.000,3.140
4,2:11,3,3,MIN 25,8,37,Jeremi Johnson up the middle for no gain (tackle by Pat Williams),3.140,1.900
4,2:05,,,,8,37,Timeout #3 by Minnesota Vikings,0.000,1.900
4,2:05,4,3,MIN 25,8,37,Carson Palmer pass complete to Tab Perry for 13 yards (tackle by Antoine Winfield),1.900,4.780
4,1:59,1,10,MIN 12,8,37,Carson Palmer kneels for -1 yards,4.780,3.940
4,1:20,2,11,MIN 13,8,37,Carson Palmer kneels for -1 yards,3.940,3.060
4,0:39,3,12,MIN 14,8,37,Carson Palmer kneels for -1 yards,3.060,2.440
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
