Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Tyler Boyd,CIN,11,9,85,0,4,50,5.6,35,3.9,7.6,0,,0,0.0,0,98.9
Giovani Bernard,CIN,5,4,37,0,2,8,2.0,29,7.3,1.8,0,,1,20.0,0,97.5
A.J. Green,CIN,9,4,41,1,3,33,8.3,8,2.0,10.9,0,,0,0.0,0,95.1
Tee Higgins,CIN,10,3,26,0,2,21,7.0,5,1.7,17.8,0,,1,10.0,1,0.0
Drew Sample,CIN,4,2,29,0,1,27,13.5,2,1.0,7.5,0,,1,25.0,0,74.0
Alex Erickson,CIN,1,1,8,0,,1,1.0,7,7.0,1.0,0,,0,0.0,0,100.0
Samaje Perine,CIN,2,1,2,0,0,-1,-1.0,3,3.0,0.5,0,,0,0.0,0,56.2
Auden Tate,CIN,2,1,5,0,,5,5.0,0,0.0,10.0,0,,0,0.0,0,56.2
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Terry McLaurin,WAS,7,5,84,0,3,61,12.2,23,4.6,14.4,0,,0,0.0,0,111.6
J.D. McKissic,WAS,4,3,26,0,2,-5,-1.7,31,10.3,-0.8,0,,0,0.0,0,91.7
Steven Sims,WAS,3,3,13,1,2,11,3.7,2,0.7,3.7,0,,0,0.0,0,124.3
Cam Sims,WAS,2,2,20,0,1,4,2.0,16,8.0,2.0,0,,0,0.0,0,108.3
Logan Thomas,WAS,5,2,6,0,0,0,0.0,6,3.0,4.4,0,,1,20.0,1,8.3
Antonio Gibson,WAS,2,1,10,0,0,-2,-2.0,12,12.0,2.0,1,1.0,0,0.0,0,64.6
Isaiah Wright,WAS,1,1,7,0,,0,0.0,7,7.0,0.0,0,,0,0.0,0,95.8
