Quarter,Time,Down,ToGo,Location,CIN,WAS,Detail,EPB,EPA
1,1:05,1,10,CIN 37,0,7,Joe Burrow pass complete short middle to Tyler Boyd for 12 yards (tackle by Fabian Moreau),1.400,2.190
1,0:30,1,10,CIN 49,0,7,Joe Burrow pass complete deep left to A.J. Green for 19 yards (tackle by Kendall Fuller),2.190,3.450
1,0:08,1,10,WAS 32,0,7,Joe Burrow pass incomplete deep left intended for Tee Higgins (defended by Ronald Darby),3.450,2.900
1,0:02,2,10,WAS 32,0,7,"Penalty on Ryan Kerrigan: Neutral Zone Infraction, 5 yards (no play)",2.900,3.580
1,0:02,2,5,WAS 27,0,7,Giovani Bernard up the middle for 5 yards (tackle by Chase Young and Kamren Curl),3.580,4.110
Quarter,Time,Down,ToGo,Location,CIN,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,WAS 22,0,7,Joe Burrow pass complete short middle to Giovani Bernard for 8 yards (tackle by Kevin Pierre-Louis),4.110,4.850
2,14:17,2,2,WAS 14,0,7,Joe Burrow left end for 10 yards (tackle by Troy Apke),4.850,6.280
2,13:42,1,4,WAS 4,0,7,Giovani Bernard left tackle for no gain (tackle by Chase Young),6.280,5.340
2,12:56,2,4,WAS 4,0,7,Giovani Bernard right tackle for 1 yard (tackle by Jonathan Allen and Troy Apke),5.340,4.720
2,12:14,3,3,WAS 3,0,7,Joe Burrow pass incomplete short middle intended for A.J. Green (defended by Ronald Darby),4.720,3.040
2,12:09,,,,,,Timeout #1 by Cincinnati Bengals,,
2,12:09,4,3,WAS 3,0,7,"Joe Burrow right end for 2 yards (tackle by Chase Young). Joe Burrow fumbles (forced by Chase Young), recovered by Ronald Darby at WAS--1. Penalty on Quinton Spain: Offensive Holding (Declined)",3.040,-0.280
2,11:59,1,10,WAS 20,0,7,Alex Smith pass incomplete short right intended for Logan Thomas,0.280,-0.270
2,11:55,2,10,WAS 20,0,7,Antonio Gibson right end for 3 yards (tackle by Logan Wilson),-0.270,-0.560
2,11:20,3,7,WAS 23,0,7,Alex Smith pass incomplete deep left intended for Terry McLaurin (defended by William Jackson),-0.560,-1.830
2,11:14,4,7,WAS 23,0,7,"Tress Way punts 55 yards, returned by Alex Erickson for 10 yards (tackle by Jordan Kunaszyk)",-1.830,-1.070
2,11:01,1,10,CIN 32,0,7,Joe Burrow pass complete short middle to Tyler Boyd for 9 yards (tackle by Cole Holcomb),1.070,1.740
2,10:15,2,1,CIN 41,0,7,Samaje Perine right tackle for 7 yards (tackle by Kevin Pierre-Louis),1.740,2.130
2,9:35,1,10,CIN 48,0,7,Joe Burrow pass incomplete short left intended for Samaje Perine (defended by Chase Young),2.130,1.580
2,9:30,2,10,CIN 48,0,7,"Joe Burrow sacked by Jonathan Allen for no gain. Penalty on Daron Payne: Face Mask (15 Yards), 15 yards (no play)",1.580,3.120
2,9:02,1,10,WAS 37,0,7,Giovani Bernard up the middle for 7 yards (tackle by Kamren Curl),3.120,3.520
2,8:36,2,3,WAS 30,0,7,Joe Burrow pass complete deep middle to Tee Higgins for 25 yards (tackle by Troy Apke),3.520,6.060
2,8:14,1,5,WAS 5,0,7,Samaje Perine left guard for no gain (tackle by Kamren Curl),6.060,5.150
2,7:38,2,5,WAS 5,6,7,"Joe Burrow pass complete short left to A.J. Green for 5 yards, touchdown, touchdown",5.150,7.000
2,7:32,,,WAS 15,6,7,Randy Bullock kicks extra point no good wide right,0.000,-1.000
2,7:32,,,CIN 35,6,7,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
2,7:32,1,10,WAS 25,6,7,Alex Smith pass incomplete short left intended for Logan Thomas (defended by Vonn Bell),0.610,0.060
2,7:28,2,10,WAS 25,6,7,Antonio Gibson left end for 6 yards (tackle by Germaine Pratt and Carl Lawson),0.060,0.170
2,6:43,3,4,WAS 31,6,7,Alex Smith pass complete short right to Steven Sims for 3 yards (tackle by Mackensie Alexander),0.170,-1.110
2,5:55,4,1,WAS 34,6,7,"Penalty on WAS: Delay of Game, 4 yards (no play)",-1.110,-1.370
2,5:42,4,5,WAS 30,6,7,"Tress Way punts 55 yards, returned by Alex Erickson for 9 yards (tackle by Jeremy Reaves and Peyton Barber)",-1.370,-0.540
2,5:28,1,10,CIN 24,6,7,Giovani Bernard right end for 3 yards (tackle by Montez Sweat),0.540,0.400
2,4:52,2,7,CIN 27,6,7,Joe Burrow pass complete short right to Giovani Bernard for 15 yards (tackle by Ronald Darby and Kamren Curl),0.400,1.730
2,4:08,1,10,CIN 42,6,7,Samaje Perine left end for 2 yards (tackle by Jonathan Bostic),1.730,1.460
2,3:27,2,8,CIN 44,6,7,Joe Burrow pass complete short left to Tyler Boyd for 11 yards (tackle by Fabian Moreau),1.460,2.590
2,2:45,1,10,WAS 45,6,7,Samaje Perine left guard for 8 yards (tackle by Kamren Curl),2.590,3.120
2,2:02,2,2,WAS 37,6,7,"Joe Burrow pass incomplete deep left intended for A.J. Green. Penalty on Montez Sweat: Defensive Offside, 5 yards (no play)",3.120,3.450
2,1:57,1,10,WAS 32,6,7,"Penalty on Hakeem Adeniji: False Start, 5 yards (no play)",3.450,3.120
2,1:57,1,15,WAS 37,6,7,Joe Burrow pass incomplete short right intended for Drew Sample,3.120,2.230
2,1:53,2,15,WAS 37,6,7,Joe Burrow pass incomplete short middle intended for A.J. Green (defended by Kendall Fuller),2.230,1.550
2,1:49,,,,,,Timeout #2 by Washington Football Team,,
2,1:49,3,15,WAS 37,6,7,Joe Burrow pass complete short right to Samaje Perine for 2 yards (tackle by Ryan Kerrigan),1.550,0.970
2,1:44,,,,,,Timeout #3 by Washington Football Team,,
2,1:44,4,13,WAS 35,9,7,Randy Bullock 53 yard field goal good,0.970,3.000
2,1:39,,,CIN 35,9,7,"Randy Bullock kicks off 63 yards, returned by Danny Johnson for 25 yards (tackle by Samaje Perine)",0.000,0.740
2,1:32,1,10,WAS 27,9,7,Alex Smith pass complete short left to J.D. McKissic for 4 yards (tackle by Sam Hubbard),0.740,0.740
2,1:28,2,6,WAS 31,9,7,J.D. McKissic left tackle for 5 yards (tackle by Brandon Wilson),0.740,0.700
2,1:07,3,1,WAS 36,9,7,J.D. McKissic left tackle for 4 yards (tackle by Geno Atkins),0.700,1.600
2,0:47,1,10,WAS 40,9,7,Alex Smith pass complete short middle to J.D. McKissic for 11 yards (tackle by Logan Wilson),1.600,2.320
2,0:26,1,10,CIN 49,9,7,Alex Smith pass short middle (defended by Margus Hunt) intended for Logan Thomas is intercepted by Jessie Bates at CIN-39 and returned for 12 yards,2.320,-2.320
2,0:18,1,10,WAS 49,9,7,Joe Burrow pass complete short middle to Tyler Boyd for 4 yards (tackle by Kamren Curl),2.320,2.320
2,0:13,,,,,,Timeout #2 by Cincinnati Bengals,,
2,0:13,2,6,WAS 45,9,7,Joe Burrow pass incomplete deep right intended for A.J. Green,2.320,1.620
2,0:09,3,6,WAS 45,9,7,Joe Burrow pass complete short left to Tyler Boyd for 5 yards (tackle by Jonathan Bostic),1.620,0.590
2,0:04,4,1,WAS 40,9,7,Randy Bullock 58 yard field goal no good,0.590,2.060
Quarter,Time,Down,ToGo,Location,CIN,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 35,9,7,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,CIN 25,9,7,Giovani Bernard right end for no gain (tackle by Kamren Curl and Jonathan Allen),0.610,0.060
3,14:26,2,10,CIN 25,9,7,Joe Burrow pass incomplete short right intended for Giovani Bernard,0.060,-0.620
3,14:23,3,10,CIN 25,9,7,Joe Burrow pass incomplete deep middle intended for A.J. Green,-0.620,-1.700
3,14:17,4,10,CIN 25,9,7,"Kevin Huber punts 50 yards, returned by Steven Sims for 10 yards (tackle by Akeem Davis-Gaither)",-1.700,-1.270
3,14:06,1,10,WAS 35,9,7,Antonio Gibson left tackle for 1 yard (tackle by Germaine Pratt and Carl Lawson),1.270,0.860
3,13:24,2,9,WAS 36,9,7,Alex Smith pass incomplete short right intended for Antonio Gibson,0.860,0.170
3,13:18,3,9,WAS 36,9,7,Alex Smith pass complete short right to Isaiah Wright for 7 yards (tackle by Logan Wilson),0.170,-0.520
3,12:32,4,2,WAS 43,9,7,Tress Way punts 55 yards downed by Robert Foster,-0.520,0.380
3,12:22,1,10,CIN 2,9,7,Joe Burrow pass complete short left to Alex Erickson for 8 yards (tackle by Jonathan Allen and Kevin Pierre-Louis),-0.380,-0.200
3,11:44,2,2,CIN 10,9,7,Joe Burrow pass incomplete short middle intended for Tee Higgins,-0.200,-0.480
3,11:41,3,2,CIN 10,9,7,Joe Burrow pass incomplete deep right intended for Tyler Boyd (defended by Kendall Fuller),-0.480,-2.490
3,11:34,4,2,CIN 10,9,7,Kevin Huber punts 45 yards downed by Jordan Evans,-2.490,-1.930
3,11:25,1,10,WAS 45,9,7,Antonio Gibson right end for 19 yards (tackle by Mackensie Alexander and LeShaun Sims),1.930,3.180
3,10:45,1,10,CIN 36,9,7,Alex Smith pass complete short right to Terry McLaurin for 14 yards (tackle by William Jackson),3.180,4.110
3,10:09,1,10,CIN 22,9,7,Antonio Gibson right end for 16 yards (tackle by Jessie Bates),4.110,5.830
3,9:43,1,6,CIN 6,9,7,Antonio Gibson right guard for 3 yards (tackle by Vonn Bell),5.830,5.530
3,9:04,2,3,CIN 3,9,13,"Alex Smith pass complete short left to Steven Sims for 3 yards, touchdown, touchdown",5.530,7.000
3,8:58,,,CIN 15,9,14,Dustin Hopkins kicks extra point good,0.000,0.000
3,8:58,,,WAS 35,9,14,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
3,8:58,1,10,CIN 25,9,14,Alex Erickson right end for 2 yards (tackle by Ronald Darby),0.610,0.330
3,8:23,2,8,CIN 27,9,14,Ryan Finley pass complete short right to A.J. Green for 5 yards (tackle by Ryan Kerrigan),0.330,0.300
3,7:44,3,3,CIN 32,9,14,Ryan Finley sacked by Ryan Kerrigan for -7 yards,0.300,-1.700
3,7:14,4,10,CIN 25,9,14,"Kevin Huber punts 41 yards, returned by Steven Sims for 3 yards (tackle by Clark Harris)",-1.700,-1.400
3,7:03,1,10,WAS 37,9,14,Peyton Barber left guard for 2 yards (tackle by Christian Covington),1.400,1.130
3,6:27,2,8,WAS 39,9,14,Alex Smith pass complete short middle to Terry McLaurin for 25 yards (tackle by William Jackson and Vonn Bell),1.130,3.180
3,5:45,1,10,CIN 36,9,14,"Alex Smith pass incomplete deep left intended for Isaiah Wright. Penalty on LeShaun Sims: Defensive Pass Interference, 21 yards (no play)",3.180,4.580
3,5:40,1,10,CIN 15,9,14,Peyton Barber left tackle for 1 yard (tackle by Carl Lawson),4.580,4.110
3,4:56,2,9,CIN 14,9,14,Alex Smith pass incomplete short middle intended for Terry McLaurin (defended by William Jackson),4.110,3.240
3,4:53,3,9,CIN 14,9,14,Alex Smith pass incomplete short right,3.240,2.510
3,4:50,4,9,CIN 14,9,17,Dustin Hopkins 32 yard field goal good,2.510,3.000
3,4:47,,,WAS 35,9,17,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
3,4:47,1,10,CIN 25,9,17,Ryan Finley pass incomplete deep right intended for Tee Higgins (defended by Ronald Darby),0.610,0.060
3,4:42,2,10,CIN 25,9,17,Ryan Finley sacked by Montez Sweat for -8 yards,0.060,-1.930
3,4:00,3,18,CIN 17,9,17,Ryan Finley left end for 19 yards (tackle by Thomas Davis),-1.930,1.330
3,3:14,1,10,CIN 36,9,17,Ryan Finley pass incomplete short right intended for Drew Sample,1.330,0.790
3,3:09,2,10,CIN 36,9,17,Samaje Perine right guard for 2 yards (tackle by James Smith-Williams),0.790,0.370
3,2:24,3,8,CIN 38,9,17,Ryan Finley pass incomplete short left intended for Tyler Boyd,0.370,-0.850
3,2:20,4,8,CIN 38,9,17,Kevin Huber punts 59 yards downed by Jordan Evans,-0.850,0.380
3,2:08,1,10,WAS 3,9,17,Peyton Barber left guard for 2 yards (tackle by Mike Daniels and Vonn Bell),-0.380,-0.630
3,1:27,2,8,WAS 5,9,17,Alex Smith pass complete short right to Cam Sims for 12 yards (tackle by Mackensie Alexander and LeShaun Sims),-0.630,-0.060
3,0:55,1,10,WAS 17,9,17,Antonio Gibson right end for 6 yards (tackle by Germaine Pratt),-0.060,0.350
3,0:14,2,4,WAS 23,9,17,Peyton Barber up the middle for 2 yards (tackle by Carl Lawson),0.350,-0.240
Quarter,Time,Down,ToGo,Location,CIN,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,2,WAS 25,9,17,"Alex Smith pass complete short right to J.D. McKissic for 11 yards (tackle by Brandon Wilson). J.D. McKissic fumbles, ball out of bounds at WAS-36 (forced by Brandon Wilson)",-0.240,1.400
4,14:27,1,10,WAS 37,9,17,Antonio Gibson right guard for 4 yards (tackle by Xavier Williams and Vonn Bell),1.400,1.400
4,13:48,2,6,WAS 41,9,17,Alex Smith pass complete short right to Steven Sims for 7 yards (tackle by LeShaun Sims and Vonn Bell),1.400,2.130
4,13:07,1,10,WAS 48,9,17,Antonio Gibson left end for 16 yards (tackle by Jessie Bates),2.130,3.180
4,12:24,1,10,CIN 36,9,17,J.D. McKissic left end for 10 yards (tackle by Vonn Bell),3.180,3.840
4,11:42,1,10,CIN 26,9,17,"Alex Smith pass complete short right to Terry McLaurin for 1 yard (tackle by Vonn Bell and LeShaun Sims). Penalty on David Sharpe: Clipping, 15 yards",3.840,2.920
4,11:16,1,24,CIN 40,9,17,J.D. McKissic up the middle for 2 yards (tackle by Josh Bynes),2.920,1.680
4,10:29,2,22,CIN 38,9,17,Alex Smith pass complete short right to Logan Thomas for 6 yards (tackle by Vonn Bell),1.680,1.820
4,9:50,3,16,CIN 32,9,17,Alex Smith pass incomplete short middle intended for J.D. McKissic,1.820,1.240
4,9:48,4,16,CIN 32,9,20,Dustin Hopkins 50 yard field goal good,1.240,3.000
4,9:44,,,WAS 35,9,20,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
4,9:44,1,10,CIN 25,9,20,Giovani Bernard right end for -5 yards (tackle by Jonathan Bostic),0.610,-0.610
4,9:01,2,15,CIN 20,9,20,Ryan Finley pass complete short right to Drew Sample for 11 yards,-0.610,0.170
4,8:19,3,4,CIN 31,9,20,Ryan Finley sacked by Tim Settle for -11 yards,0.170,-2.030
4,7:43,4,15,CIN 20,9,20,"Kevin Huber punts 48 yards, fair catch by Steven Sims at WAS-32",-2.030,-1.070
4,7:35,1,10,WAS 32,9,20,Antonio Gibson right end for 3 yards (tackle by Vonn Bell),1.070,0.930
4,7:02,2,7,WAS 35,9,20,Antonio Gibson right guard for 13 yards (tackle by Josh Bynes),0.930,2.130
4,6:18,1,10,WAS 48,9,20,Alex Smith sacked by Khalid Kareem for no gain,2.130,1.580
4,5:36,2,10,WAS 48,9,20,J.D. McKissic left tackle for 8 yards (tackle by Jessie Bates and Logan Wilson),1.580,1.950
4,5:30,,,,,,Timeout #1 by Cincinnati Bengals,,
4,5:30,3,2,CIN 44,9,20,Antonio Gibson left guard for -1 yards (tackle by Vonn Bell),1.950,0.270
4,5:24,,,,,,Timeout #2 by Cincinnati Bengals,,
4,5:24,4,3,CIN 45,9,20,"Tress Way punts 35 yards, fair catch by Alex Erickson at CIN-10",0.270,0.380
4,5:18,1,10,CIN 10,9,20,Ryan Finley pass complete short right to Tyler Boyd for 14 yards (tackle by Ronald Darby),-0.380,0.540
4,4:55,1,10,CIN 24,9,20,Ryan Finley pass incomplete short right intended for Tee Higgins (defended by Ronald Darby),0.540,0.000
4,4:50,2,10,CIN 24,9,20,Ryan Finley pass incomplete short right intended for A.J. Green,0.000,-0.690
4,4:46,3,10,CIN 24,9,20,Ryan Finley sacked by and Jimmy Moreland for -5 yards and James Smith-Williams for -5 yards,-0.690,-2.140
4,4:04,4,15,CIN 19,9,20,Ryan Finley pass incomplete deep left intended for Tee Higgins,-2.140,-4.310
4,3:56,1,10,CIN 19,9,20,Antonio Gibson left end for -5 yards (tackle by Sam Hubbard),4.310,3.090
4,3:07,2,15,CIN 24,9,20,"Penalty on WAS: Delay of Game, 5 yards (no play)",3.090,2.410
4,3:07,2,20,CIN 29,9,20,Peyton Barber right tackle for 1 yard (tackle by Josh Bynes and LeShaun Sims),2.410,1.880
4,2:22,3,19,CIN 28,9,20,"Penalty on Geno Atkins: Neutral Zone Infraction, 5 yards (no play)",1.880,2.540
4,2:22,3,14,CIN 23,9,20,Peyton Barber right guard for 3 yards (tackle by Germaine Pratt),2.540,2.120
4,2:00,4,11,CIN 20,9,20,Dustin Hopkins 38 yard field goal no good,2.120,-0.810
4,1:57,1,10,CIN 28,9,20,Ryan Finley pass deep right intended for Tee Higgins is intercepted by Fabian Moreau at CIN-46 and returned for no gain,0.810,-2.520
4,1:50,1,10,CIN 46,9,20,Peyton Barber up the middle for 11 yards (tackle by Jessie Bates),2.520,3.250
4,1:44,,,,,,Timeout #3 by Cincinnati Bengals,,
4,1:44,1,10,CIN 35,9,20,Alex Smith kneels for -1 yards,3.250,2.570
4,1:05,2,11,CIN 36,9,20,Alex Smith kneels for -1 yards,2.570,1.750
4,0:36,3,12,CIN 37,9,20,Alex Smith kneels for -1 yards,1.750,0.720
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
