Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Giovani Bernard,CIN,9,18,0,1,4,0.4,14,1.6,0,
Samaje Perine,CIN,5,19,0,1,9,1.8,10,2.0,0,
Joe Burrow,CIN,2,12,0,1,12,6.0,0,0.0,0,
Alex Erickson,CIN,1,2,0,,0,0.0,2,2.0,0,
Ryan Finley,CIN,1,19,0,1,18,18.0,1,1.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Antonio Gibson,WAS,16,94,1,5,59,3.7,35,2.2,0,
Peyton Barber,WAS,8,28,0,1,16,2.0,12,1.5,1,8.0
J.D. McKissic,WAS,6,43,0,3,28,4.7,15,2.5,1,6.0
Alex Smith,WAS,3,-3,0,0,-3,-1.0,0,0.0,0,
Logan Thomas,WAS,1,2,0,1,0,0.0,2,2.0,0,
