Quarter,Time,Down,ToGo,Location,CLE,BAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Ravens won the coin toss and deferred, Browns to receive the opening kickoff.",,
1,15:00,,,BAL 35,0,0,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,CLE 25,0,0,Nick Chubb left tackle for 11 yards (tackle by Patrick Queen and DeShon Elliott),0.610,1.330
1,14:27,1,10,CLE 36,0,0,Baker Mayfield pass complete short middle to Harrison Bryant for 5 yards (tackle by Malik Harrison),1.330,1.470
1,13:47,2,5,CLE 41,0,0,Baker Mayfield pass complete short left to Nick Chubb for 6 yards (tackle by Marlon Humphrey),1.470,2.060
1,13:10,1,10,CLE 47,0,0,Nick Chubb right guard for no gain (tackle by Pernell McPhee and Derek Wolfe),2.060,1.520
1,12:31,2,10,CLE 47,0,0,Baker Mayfield pass incomplete short middle intended for Kareem Hunt (defended by Calais Campbell),1.520,0.830
1,12:27,3,10,CLE 47,0,0,Baker Mayfield pass short middle (defended by Calais Campbell) intended for KhaDarel Hodge is intercepted by Marlon Humphrey at BAL-43 and returned for 8 yards,0.830,-2.320
1,12:19,1,10,CLE 49,0,0,Mark Ingram right guard for 6 yards (tackle by B.J. Goodson and Karl Joseph),2.320,2.590
1,11:46,2,4,CLE 43,0,0,Mark Ingram left tackle for 8 yards (tackle by Sheldon Richardson),2.590,3.250
1,11:07,1,10,CLE 35,0,0,Lamar Jackson left tackle for no gain (tackle by Sione Takitaki),3.250,2.700
1,10:29,2,10,CLE 35,0,0,Lamar Jackson pass complete short left to Devin Duvernay for 12 yards (tackle by Karl Joseph and Terrance Mitchell),2.700,4.040
1,9:46,1,10,CLE 23,0,0,J.K. Dobbins up the middle for -2 yards (tackle by Larry Ogunjobi),4.040,3.230
1,9:10,2,12,CLE 25,0,0,Lamar Jackson left end for 15 yards. Lamar Jackson fumbles,3.230,5.600
1,8:29,1,7,CLE 7,0,0,Mark Ingram up the middle for 2 yards (tackle by Olivier Vernon and Sione Takitaki),5.600,5.150
1,7:47,2,5,CLE 5,0,6,"Lamar Jackson pass complete short middle to Mark Andrews for 5 yards, touchdown",5.150,7.000
1,7:41,,,CLE 15,0,7,Justin Tucker kicks extra point good,0.000,0.000
1,7:41,,,BAL 35,0,7,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
1,7:41,1,10,CLE 25,0,7,Baker Mayfield left end for 4 yards (tackle by Patrick Queen),0.610,0.600
1,7:03,2,6,CLE 29,0,7,Nick Chubb right end for 2 yards (tackle by Broderick Washington and Jihad Ward),0.600,0.170
1,6:21,3,4,CLE 31,0,7,Baker Mayfield pass incomplete short right intended for Harrison Bryant,0.170,-1.310
1,6:17,4,4,CLE 31,0,7,"Jamie Gillan right end for -2 yards (tackle by L.J. Fort). Jamie Gillan fumbles (forced by L.J. Fort), recovered by Anthony Levine at CLE-27 and returned for 1 yard (tackle by KhaDarel Hodge)",-1.310,-3.840
1,6:08,1,10,CLE 26,0,7,Mark Ingram right tackle for -2 yards (tackle by Myles Garrett),3.840,3.030
1,5:31,2,12,CLE 28,0,7,Lamar Jackson left end for 5 yards (tackle by B.J. Goodson and Tavierre Thomas),3.030,3.010
1,4:49,3,7,CLE 23,0,7,Lamar Jackson pass incomplete short right,3.010,1.930
1,4:42,4,7,CLE 23,0,10,Justin Tucker 41 yard field goal good,1.930,3.000
1,4:38,,,BAL 35,0,10,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
1,4:38,1,10,CLE 25,0,10,Baker Mayfield pass complete deep right to Jarvis Landry for 16 yards (tackle by Patrick Queen),0.610,1.660
1,4:01,1,10,CLE 41,0,10,Nick Chubb left guard for 29 yards (tackle by DeShon Elliott),1.660,3.580
1,3:20,1,10,BAL 30,0,10,Baker Mayfield pass complete short right to Austin Hooper for 6 yards (tackle by Marcus Peters),3.580,3.840
1,2:50,2,4,BAL 24,0,10,Kareem Hunt right tackle for 22 yards (tackle by Patrick Queen and Chuck Clark),3.840,6.740
1,2:24,,,,,,Timeout #1 by Baltimore Ravens,,
1,2:24,1,2,BAL 2,0,10,"Kareem Hunt right guard for 1 yard (tackle by Chuck Clark and Pernell McPhee). Kareem Hunt fumbles (forced by Chuck Clark), recovered by Kareem Hunt at BAL-1",6.740,5.910
1,1:46,2,1,BAL 1,6,10,"Baker Mayfield pass complete short left to David Njoku for 1 yard, touchdown",5.910,7.000
1,1:41,,,BAL 15,6,10,Austin Seibert kicks extra point no good hit left upright,0.000,-1.000
1,1:41,,,CLE 35,6,10,"Austin Seibert kicks off 66 yards, returned by Devin Duvernay for 38 yards (tackle by Sheldrick Redwine)",0.000,1.400
1,1:34,1,10,BAL 37,6,10,Lamar Jackson pass complete deep left to Marquise Brown for 47 yards (tackle by Andrew Sendejo),1.400,4.510
1,0:50,1,10,CLE 16,6,10,Lamar Jackson right end for 3 yards (tackle by Sione Takitaki),4.510,4.390
1,0:20,2,7,CLE 13,6,10,Lamar Jackson right end for 6 yards (tackle by Karl Joseph),4.390,4.850
Quarter,Time,Down,ToGo,Location,CLE,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,1,CLE 7,6,10,"Patrick Ricard up the middle for -1 yards (tackle by Larry Ogunjobi). Patrick Ricard fumbles (forced by Larry Ogunjobi), recovered by Myles Garrett at CLE-12 (tackle by Lamar Jackson)",4.850,0.350
2,14:54,1,10,CLE 12,6,10,Kareem Hunt left tackle for 3 yards (tackle by Patrick Queen and Pernell McPhee),-0.350,-0.500
2,14:17,2,7,CLE 15,6,10,Baker Mayfield pass complete short middle to Jarvis Landry for 8 yards (tackle by Malik Harrison),-0.500,0.480
2,13:38,1,10,CLE 23,6,10,Kareem Hunt right tackle for 8 yards (tackle by Malik Harrison),0.480,1.010
2,13:00,2,2,CLE 31,6,10,Kareem Hunt right tackle for 3 yards (tackle by Pernell McPhee),1.010,1.200
2,12:22,1,10,CLE 34,6,10,Baker Mayfield pass incomplete deep right intended for Jarvis Landry,1.200,0.660
2,12:16,2,10,CLE 34,6,10,Baker Mayfield pass complete short left to Jarvis Landry for 13 yards (tackle by DeShon Elliott),0.660,2.060
2,11:54,1,10,CLE 47,6,10,Baker Mayfield pass incomplete short right,2.060,1.520
2,11:47,2,10,CLE 47,6,10,Nick Chubb right tackle for no gain (tackle by L.J. Fort),1.520,0.830
2,11:11,3,10,CLE 47,6,10,"Baker Mayfield pass complete short middle to Austin Hooper for 9 yards (tackle by Jimmy Smith). Penalty on Matt Judon: Roughing the Passer, 15 yards",0.830,3.640
2,10:48,1,10,BAL 29,6,10,"Penalty on KhaDarel Hodge: False Start, 5 yards (no play)",3.640,3.310
2,10:30,1,15,BAL 34,6,10,"Baker Mayfield pass complete short right to Odell Beckham for 1 yard (tackle by Marcus Peters). Penalty on Odell Beckham: Face Mask (15 Yards), 15 yards",3.310,2.390
2,10:05,1,29,BAL 48,6,10,Baker Mayfield pass incomplete deep right intended for Odell Beckham (defended by Malik Harrison),2.390,0.540
2,9:59,2,29,BAL 48,6,10,Baker Mayfield sacked by Patrick Queen for -7 yards,0.540,-1.020
2,9:11,3,36,CLE 45,6,10,"Penalty on CLE: Delay of Game, 5 yards (no play)",-1.020,-1.680
2,9:00,3,41,CLE 40,6,10,Baker Mayfield pass incomplete deep right,-1.680,-0.720
2,8:51,4,41,CLE 40,6,10,Jamie Gillan punts 59 yards downed by Tavierre Thomas,-0.720,0.380
2,8:41,1,10,BAL 1,6,10,Gus Edwards left guard for 2 yards (tackle by Olivier Vernon),-0.380,-0.630
2,8:06,2,8,BAL 3,6,10,Lamar Jackson pass complete short right to Patrick Ricard for 9 yards (tackle by B.J. Goodson),-0.630,-0.350
2,7:24,1,10,BAL 12,6,10,Lamar Jackson pass complete short right to Miles Boykin for 25 yards (tackle by B.J. Goodson),-0.350,1.400
2,6:43,1,10,BAL 37,6,10,Lamar Jackson pass complete short right to Marquise Brown for 21 yards (tackle by Karl Joseph),1.400,2.790
2,6:10,1,10,CLE 42,6,10,J.K. Dobbins left guard for 5 yards (tackle by Vincent Taylor),2.790,2.920
2,5:33,2,5,CLE 37,6,10,J.K. Dobbins right guard for 12 yards (tackle by Denzel Ward),2.920,3.910
2,4:59,1,10,CLE 25,6,10,Mark Ingram left guard for 2 yards (tackle by Sione Takitaki),3.910,3.630
2,4:16,2,8,CLE 23,6,10,Lamar Jackson pass complete short right to Marquise Brown for 4 yards (tackle by Andrew Sendejo),3.630,3.490
2,3:43,3,4,CLE 19,6,10,Lamar Jackson pass complete short middle to Willie Snead for 16 yards (tackle by Tavierre Thomas),3.490,6.510
2,2:59,1,3,CLE 3,6,16,"J.K. Dobbins left end for 3 yards, touchdown",6.510,7.000
2,2:53,,,CLE 15,6,17,Justin Tucker kicks extra point good,0.000,0.000
2,2:53,,,BAL 35,6,17,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
2,2:53,1,10,CLE 25,6,17,Baker Mayfield pass complete deep middle to Odell Beckham for 16 yards (tackle by Matt Judon),0.610,1.660
2,2:14,1,10,CLE 41,6,17,Nick Chubb right tackle for no gain (tackle by Derek Wolfe and Jihad Ward),1.660,1.120
2,2:00,2,10,CLE 41,6,17,Baker Mayfield pass complete deep left to David Njoku for 28 yards (tackle by Tavon Young),1.120,3.510
2,1:23,1,10,BAL 31,6,17,Kareem Hunt right tackle for no gain (tackle by Brandon Williams and Chuck Clark),3.510,2.970
2,0:59,2,10,BAL 31,6,17,Baker Mayfield pass complete short middle to Kareem Hunt for 8 yards (tackle by Derek Wolfe and Matt Judon),2.970,3.340
2,0:50,,,,,,Timeout #1 by Cleveland Browns,,
2,0:50,3,2,BAL 23,6,17,Baker Mayfield pass incomplete short middle intended for Odell Beckham,3.340,2.050
2,0:46,4,2,BAL 23,6,17,Austin Seibert 41 yard field goal no good,2.050,-1.000
2,0:41,1,10,BAL 31,6,17,Lamar Jackson pass complete deep middle to Willie Snead for 20 yards (tackle by Tavierre Thomas),1.000,2.320
2,0:34,,,,,,Timeout #2 by Baltimore Ravens,,
2,0:34,1,10,CLE 49,6,17,Lamar Jackson pass complete short middle to Marquise Brown for 13 yards (tackle by Terrance Mitchell),2.320,3.180
2,0:29,,,,,,Timeout #3 by Baltimore Ravens,,
2,0:29,1,10,CLE 36,6,17,Lamar Jackson pass complete deep right to Marquise Brown for 16 yards,3.180,4.240
2,0:23,1,10,CLE 20,6,17,Lamar Jackson pass complete short left to Mark Andrews for 11 yards (tackle by B.J. Goodson),4.240,5.140
2,0:15,1,9,CLE 9,6,17,Lamar Jackson pass incomplete short middle intended for Mark Andrews,5.140,4.380
2,0:12,2,9,CLE 9,6,17,Lamar Jackson pass incomplete short left intended for Miles Boykin,4.380,3.360
2,0:09,3,9,CLE 9,6,23,"Lamar Jackson pass complete short middle to Mark Andrews for 9 yards, touchdown",3.360,7.000
2,0:06,,,CLE 15,6,24,Justin Tucker kicks extra point good,0.000,0.000
2,0:06,,,BAL 35,6,24,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
2,0:06,1,10,CLE 25,6,24,Baker Mayfield kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,CLE,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 35,6,24,"Austin Seibert kicks off 64 yards, returned by Devin Duvernay for 26 yards (tackle by Sheldrick Redwine and Jacob Phillips). Penalty on Sheldrick Redwine: Face Mask (15 Yards), 15 yards",0.000,1.730
3,14:54,1,10,BAL 42,6,24,J.K. Dobbins left end for 3 yards (tackle by B.J. Goodson),1.730,1.590
3,14:18,2,7,BAL 45,6,24,Lamar Jackson pass incomplete short middle intended for Nick Boyle,1.590,0.890
3,14:14,3,7,BAL 45,6,24,Lamar Jackson sacked by Tavierre Thomas for -7 yards,0.890,-0.850
3,13:31,4,14,BAL 38,6,24,"Sam Koch punts 49 yards, returned by Jojo Natson for 1 yard",-0.850,0.280
3,13:23,1,10,CLE 14,6,24,Nick Chubb left end for 4 yards (tackle by Patrick Queen and Matt Judon),-0.280,-0.210
3,12:45,2,6,CLE 18,6,24,Baker Mayfield pass incomplete short middle intended for Odell Beckham (defended by Marlon Humphrey),-0.210,-0.920
3,12:40,3,6,CLE 18,6,24,"Baker Mayfield pass incomplete deep middle intended for Odell Beckham. Penalty on Marlon Humphrey: Defensive Holding, 5 yards (no play)",-0.920,0.480
3,12:34,1,10,CLE 23,6,24,"Baker Mayfield pass incomplete deep left intended for Odell Beckham. Penalty on Marlon Humphrey: Defensive Pass Interference, 16 yards (no play)",0.480,1.530
3,12:30,1,10,CLE 39,6,24,Nick Chubb right tackle for 1 yard (tackle by Calais Campbell),1.530,1.120
3,11:51,2,9,CLE 40,6,24,Baker Mayfield pass incomplete short right intended for Kareem Hunt (defended by Tyus Bowser),1.120,0.430
3,11:47,3,9,CLE 40,6,24,"Baker Mayfield pass incomplete short left intended for Odell Beckham. Penalty on Tavon Young: Defensive Holding, 5 yards (no play)",0.430,1.930
3,11:40,1,10,CLE 45,6,24,Baker Mayfield pass incomplete short right intended for Odell Beckham,1.930,1.380
3,11:31,2,10,CLE 45,6,24,Baker Mayfield pass incomplete short right,1.380,0.700
3,11:25,3,10,CLE 45,6,24,Baker Mayfield pass incomplete short middle intended for Odell Beckham (defended by Marcus Peters),0.700,-0.390
