Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Kareem Hunt,CLE,13,72,0,4,25,1.9,47,3.6,2,6.5
Nick Chubb,CLE,10,60,0,2,26,2.6,34,3.4,1,10.0
Baker Mayfield,CLE,2,3,0,0,3,1.5,0,0.0,0,
Jamie Gillan,CLE,1,-2,0,,-2,-2.0,0,0.0,0,
D'Ernest Johnson,CLE,1,5,0,,3,3.0,2,2.0,1,1.0
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Mark Ingram,BAL,10,29,0,1,14,1.4,15,1.5,0,
J.K. Dobbins,BAL,7,22,2,3,14,2.0,8,1.1,0,
Lamar Jackson,BAL,7,45,0,2,37,5.3,8,1.1,1,7.0
Gus Edwards,BAL,4,17,0,1,4,1.0,13,3.3,0,
Robert Griffin III,BAL,1,-1,0,0,-1,-1.0,0,0.0,0,
Patrick Ricard,BAL,1,-1,0,0,-1,-1.0,0,0.0,0,
