Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Zach Zenner,DET,10,45,1,4,13,1.3,32,3.2,0,
Theo Riddick,DET,8,47,0,3,27,3.4,20,2.5,1,8.0
LeGarrette Blount,DET,7,9,0,,-5,-0.7,14,2.0,1,7.0
Brandon Powell,DET,1,4,0,,2,2.0,2,2.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Keith Ford,BUF,14,46,0,3,35,2.5,11,0.8,0,
Marcus Murphy,BUF,11,35,0,1,13,1.2,22,2.0,7,1.6
Josh Allen,BUF,9,16,1,4,13,1.4,3,0.3,0,
Patrick DiMarco,BUF,1,9,0,1,6,6.0,3,3.0,0,
Ray-Ray McCloud,BUF,1,7,0,,4,4.0,3,3.0,0,
Isaiah McKenzie,BUF,1,4,0,0,4,4.0,0,0.0,0,
