Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Kenny Golladay,DET,8,7,146,0,5,128,18.3,18,2.6,16.3,0,,0,0.0,0,118.7
Levine Toilolo,DET,4,4,28,0,1,24,6.0,4,1.0,6.0,0,,0,0.0,0,95.8
Brandon Powell,DET,3,3,11,0,,-9,-3.0,20,6.7,-3.0,0,,0,0.0,0,81.9
Zach Zenner,DET,4,3,0,0,0,-5,-1.7,5,1.7,0.3,0,,0,0.0,0,77.1
Andy Jones,DET,2,2,9,1,1,6,3.0,3,1.5,3.0,0,,0,0.0,0,125.0
Theo Riddick,DET,3,2,9,0,0,-3,-1.5,12,6.0,0.3,0,,0,0.0,0,70.1
T.J. Jones,DET,3,1,5,0,,3,3.0,2,2.0,13.7,1,1.0,0,0.0,0,42.4
LeGarrette Blount,DET,1,0,0,0,,0,,0,,1.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Isaiah McKenzie,BUF,7,6,53,0,4,32,5.3,21,3.5,5.7,0,,0,0.0,0,98.2
Robert Foster,BUF,5,4,108,1,4,82,20.5,26,6.5,24.6,0,,0,0.0,0,158.3
Jason Croom,BUF,1,1,25,0,1,22,22.0,3,3.0,22.0,0,,0,0.0,0,118.7
Keith Ford,BUF,1,1,7,0,0,2,2.0,5,5.0,2.0,0,,0,0.0,0,95.8
Zay Jones,BUF,6,1,11,0,,10,10.0,1,1.0,23.0,0,,0,0.0,0,39.6
Charles Clay,BUF,1,0,0,0,,0,,0,,5.0,0,,0,0.0,0,39.6
Deonte Thompson,BUF,2,0,0,0,,0,,0,,34.5,0,,0,0.0,0,39.6
