Quarter,Time,Down,ToGo,Location,DET,BUF,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Lions won the coin toss and deferred, Bills to receive the opening kickoff.",,
1,15:00,,,DET 35,0,0,"Sam Martin kicks off 57 yards, returned by Isaiah McKenzie for no gain (tackle by Teez Tabor). Penalty on Da'Mari Scott: Illegal Block Above the Waist, 10 yards",0.000,0.150
1,14:53,1,10,BUF 19,0,0,Marcus Murphy right tackle for 5 yards (tackle by Jarrad Davis),0.150,0.340
1,14:09,2,5,BUF 24,0,0,Marcus Murphy up the middle for 4 yards (tackle by Jarrad Davis and A'Shawn Robinson),0.340,0.100
1,13:31,3,1,BUF 28,0,0,Josh Allen up the middle for 1 yard (tackle by Romeo Okwara),0.100,0.870
1,13:31,1,10,BUF 29,0,0,Keith Ford right guard for 3 yards (tackle by Ricky Jean-Francois),0.870,0.730
1,12:14,2,7,BUF 32,0,0,Josh Allen pass complete short left to Isaiah McKenzie for 4 yards (tackle by Jarrad Davis and Christian Jones),0.730,0.560
1,11:35,3,3,BUF 36,0,0,Josh Allen pass complete short left to Isaiah McKenzie for 7 yards (tackle by Mike Ford and Christian Jones),0.560,1.800
1,10:56,1,10,BUF 43,0,0,Marcus Murphy right guard for 9 yards (tackle by Glover Quin and Devon Kennard),1.800,2.470
1,10:20,2,1,DET 48,0,0,Marcus Murphy up the middle for 7 yards (tackle by Jarrad Davis),2.470,2.850
1,9:39,1,10,DET 41,0,0,Josh Allen pass complete short right to Isaiah McKenzie for 13 yards (tackle by Darius Slay),2.850,3.710
1,9:07,1,10,DET 28,0,0,Josh Allen pass incomplete short right,3.710,3.170
1,9:01,2,10,DET 28,0,0,Marcus Murphy up the middle for 1 yard (tackle by Glover Quin),3.170,2.610
1,8:22,3,9,DET 27,0,0,Josh Allen sacked by Devon Kennard for -9 yards,2.610,0.880
1,7:27,4,18,DET 36,0,0,"Matt Darr punts 36 yards, touchback.",0.880,-0.280
1,7:19,1,10,DET 20,0,0,Zach Zenner right tackle for 2 yards (tackle by Lorenzo Alexander),0.280,0.000
1,6:39,2,8,DET 22,0,0,Matthew Stafford pass complete short right to Kenny Golladay for 20 yards (tackle by Rafael Bush),0.000,1.730
1,5:59,1,10,DET 42,0,0,Zach Zenner right guard for -2 yards (tackle by Lorenzo Alexander and Kyle Williams),1.730,0.920
1,5:19,2,12,DET 40,0,0,Matthew Stafford pass complete short middle to Brandon Powell for 5 yards (tackle by Levi Wallace and Tremaine Edmunds),0.920,0.890
1,4:37,3,7,DET 45,0,0,Matthew Stafford pass complete short right to T.J. Jones for 5 yards (tackle by TreDavious White),0.890,-0.060
1,4:02,4,2,DET 50,0,0,"Sam Martin punts 36 yards, fair catch by Micah Hyde at BUF-14",-0.060,0.280
1,3:55,1,10,BUF 14,0,0,Marcus Murphy right guard for 3 yards (tackle by Damon Harrison and Jarrad Davis),-0.280,-0.370
1,3:16,2,7,BUF 17,0,0,Marcus Murphy up the middle for 5 yards (tackle by Damon Harrison),-0.370,-0.440
1,2:30,3,2,BUF 22,0,0,Josh Allen pass complete short right to Robert Foster for 7 yards (tackle by Mike Ford),-0.440,0.870
1,1:50,1,10,BUF 29,0,0,Marcus Murphy left guard for -4 yards (tackle by Jarrad Davis),0.870,-0.210
1,1:06,2,14,BUF 25,0,0,Josh Allen pass complete short left to Zay Jones for 11 yards (tackle by Jarrad Davis),-0.210,0.560
1,0:26,3,3,BUF 36,0,0,Josh Allen pass incomplete short right intended for Zay Jones (defended by Glover Quin),0.560,-0.980
1,0:18,4,3,BUF 36,0,0,"Matt Darr punts 39 yards, fair catch by T.J. Jones at DET-25",-0.980,-0.610
1,0:11,1,10,DET 25,0,0,LeGarrette Blount left guard for 2 yards (tackle by Micah Hyde),0.610,0.330
Quarter,Time,Down,ToGo,Location,DET,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,DET 27,0,0,Matthew Stafford pass complete deep left to Kenny Golladay for 31 yards (tackle by TreDavious White). Penalty on TreDavious White: Defensive Pass Interference (Declined),0.330,2.790
2,14:37,1,10,BUF 42,0,0,Brandon Powell right tackle for 4 yards (tackle by Jordan Poyer and Levi Wallace),2.790,2.780
2,14:01,,,,,,Timeout #1 by Buffalo Bills,,
2,14:01,2,6,BUF 38,0,0,Theo Riddick left end for 7 yards (tackle by TreDavious White),2.780,3.510
2,13:30,1,10,BUF 31,0,0,"Matthew Stafford pass incomplete short left intended for Levine Toilolo. Penalty on Trent Murphy: Defensive Offside, 5 yards (no play)",3.510,4.240
2,13:26,1,5,BUF 26,0,0,LeGarrette Blount left guard for 4 yards (tackle by Tremaine Edmunds and Shaq Lawson),4.240,4.180
2,12:50,2,1,BUF 22,0,0,Theo Riddick left guard for 19 yards (tackle by Jordan Poyer),4.180,6.510
2,12:09,1,3,BUF 3,0,0,LeGarrette Blount up the middle for -1 yards (tackle by Levi Wallace),6.510,5.340
2,11:32,2,4,BUF 4,0,0,LeGarrette Blount up the middle for no gain (tackle by Kyle Williams and Shaq Lawson),5.340,4.490
2,10:50,3,4,BUF 4,6,0,"Matthew Stafford pass complete short right to Andy Jones for 4 yards, touchdown",4.490,7.000
2,10:45,,,BUF 15,6,0,Two Point Attempt: Sam Martin pass incomplete intended for,0.000,-1.000
2,10:45,,,DET 35,6,0,"Sam Martin kicks off 60 yards, returned by Isaiah McKenzie for no gain (tackle by Andy Jones)",0.000,-0.320
2,10:39,1,10,BUF 13,6,0,Marcus Murphy left tackle for 1 yard (tackle by Christian Jones and Ricky Jean-Francois),-0.320,-0.680
2,10:00,2,9,BUF 14,6,0,Josh Allen pass complete short middle to Isaiah McKenzie for 11 yards (tackle by Quandre Diggs),-0.680,0.610
2,9:25,1,10,BUF 25,6,0,Josh Allen pass complete deep right to Robert Foster for 28 yards (tackle by Mike Ford),0.610,2.460
2,8:57,1,10,DET 47,6,0,"Josh Allen pass incomplete deep left intended for Robert Foster. Penalty on Darius Slay: Defensive Holding (Declined) . Penalty on Mike Ford: Defensive Pass Interference, 43 yards (no play)",2.460,6.280
2,8:49,1,4,DET 4,6,0,Marcus Murphy left guard for 1 yard (tackle by Jarrad Davis),6.280,5.530
2,8:05,2,3,DET 3,6,6,"Josh Allen right end for 3 yards, touchdown",5.530,7.000
2,7:55,,,DET 15,6,7,Stephen Hauschka kicks extra point good,0.000,0.000
2,7:55,,,BUF 35,6,7,"Stephen Hauschka kicks off 62 yards, returned by T.J. Jones for no gain (tackle by Julian Stanford)",0.000,0.480
2,7:50,1,10,DET 23,6,7,Matthew Stafford pass incomplete short right intended for Kenny Golladay,0.480,-0.070
2,7:45,2,10,DET 23,6,7,Matthew Stafford pass incomplete short right,-0.070,-0.760
2,7:41,3,10,DET 23,6,7,Matthew Stafford pass incomplete short right intended for Kenny Golladay (defended by TreDavious White). Penalty on TreDavious White: Defensive Holding (Offsetting) (no play),-0.760,-0.760
2,7:34,3,10,DET 23,6,7,Matthew Stafford pass complete deep right to Kenny Golladay for 24 yards (tackle by Levi Wallace),-0.760,2.060
2,6:54,1,10,DET 47,6,7,Theo Riddick up the middle for 2 yards (tackle by Lorenzo Alexander),2.060,1.790
2,6:15,2,8,DET 49,6,7,LeGarrette Blount left guard for 1 yard (tackle by Jordan Poyer),1.790,1.220
2,5:31,3,7,DET 50,6,7,Matthew Stafford pass complete deep right to Kenny Golladay for 40 yards (tackle by Micah Hyde),1.220,4.910
2,4:44,1,10,BUF 10,6,7,Zach Zenner left guard for 6 yards (tackle by Harrison Phillips),4.910,5.340
2,4:04,2,4,BUF 4,6,7,Zach Zenner right guard for 3 yards (tackle by Corey Thompson),5.340,5.170
2,3:50,3,1,BUF 1,12,7,"Zach Zenner up the middle for 1 yard, touchdown",5.170,7.000
2,3:46,,,BUF 15,13,7,Matt Prater kicks extra point good,0.000,0.000
2,3:46,,,DET 35,13,7,"Sam Martin kicks off 65 yards, touchback.",0.000,0.610
2,3:46,1,10,BUF 25,13,7,Josh Allen pass complete deep middle to Isaiah McKenzie for 16 yards (tackle by Quandre Diggs),0.610,1.660
2,3:09,1,10,BUF 41,13,7,Marcus Murphy right tackle for 3 yards (tackle by A'Shawn Robinson),1.660,1.530
2,2:44,2,7,BUF 44,13,7,Josh Allen pass incomplete short right,1.530,0.830
2,2:37,3,7,BUF 44,13,7,Josh Allen pass incomplete deep left intended for Robert Foster. Penalty on Dion Dawkins: Offensive Holding (Declined),0.830,-0.460
2,2:29,4,7,BUF 44,13,7,"Matt Darr punts 38 yards, fair catch by T.J. Jones at DET-18",-0.460,-0.040
2,2:21,1,10,DET 18,13,7,Theo Riddick left guard for 11 yards (tackle by Tremaine Edmunds and Corey Thompson),0.040,0.870
2,2:00,1,10,DET 29,13,7,Matthew Stafford pass complete short middle to Levine Toilolo for 5 yards (tackle by Corey Thompson),0.870,1.000
2,1:34,2,5,DET 34,13,7,Matthew Stafford pass complete short right to Levine Toilolo for 3 yards (tackle by Corey Thompson),1.000,0.700
2,1:34,3,2,DET 37,13,7,Theo Riddick right guard for no gain (tackle by Trent Murphy and Tremaine Edmunds),0.700,-0.910
2,1:06,,,,,,Timeout #2 by Buffalo Bills,,
2,1:05,4,2,DET 37,13,7,"Sam Martin punts 50 yards, returned by Micah Hyde for no gain (tackle by Tracy Walker)",-0.910,0.320
2,0:57,1,10,BUF 13,13,7,Josh Allen up the middle for 10 yards (tackle by Glover Quin),-0.320,0.480
2,0:33,1,10,BUF 23,13,7,Josh Allen pass complete short right to Isaiah McKenzie for 2 yards (tackle by Nevin Lawson),0.480,0.200
2,0:13,2,8,BUF 25,13,7,Josh Allen pass incomplete deep left intended for Zay Jones (defended by Darius Slay),0.200,-0.490
2,0:04,3,8,BUF 25,13,7,Keith Ford up the middle for 5 yards (tackle by Quandre Diggs),-0.490,-1.370
Quarter,Time,Down,ToGo,Location,DET,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BUF 35,13,7,"Stephen Hauschka kicks off 65 yards, touchback.",0.000,0.610
3,14:59,1,10,DET 25,13,7,Matthew Stafford pass complete short right to Andy Jones for 5 yards (tackle by Jordan Poyer),0.610,0.740
3,14:32,2,5,DET 30,13,7,Zach Zenner left guard for 17 yards (tackle by Micah Hyde),0.740,2.060
3,13:52,1,10,DET 47,13,7,Matthew Stafford pass incomplete short left intended for Zach Zenner,2.060,1.520
3,13:45,2,10,DET 47,13,7,Matthew Stafford pass complete short right to Theo Riddick for 4 yards (tackle by Rafael Bush),1.520,1.360
3,13:18,3,6,BUF 49,13,7,Matthew Stafford pass incomplete short right intended for Theo Riddick (defended by Julian Stanford),1.360,0.000
3,13:12,4,6,BUF 49,13,7,"Sam Martin punts 36 yards, fair catch by Micah Hyde at BUF-13",0.000,0.320
3,13:05,1,10,BUF 13,13,7,Keith Ford up the middle for 9 yards (tackle by Quandre Diggs and Jarrad Davis),-0.320,0.490
3,12:32,2,1,BUF 22,13,7,Keith Ford left guard for 3 yards (tackle by Damon Harrison),0.490,0.610
3,11:51,1,10,BUF 25,13,7,Josh Allen pass complete short left to Keith Ford for 7 yards (tackle by Christian Jones),0.610,1.010
3,11:13,2,3,BUF 32,13,7,Keith Ford up the middle for 5 yards (tackle by Romeo Okwara),1.010,1.400
3,10:34,1,10,BUF 37,13,7,Keith Ford up the middle for 2 yards (tackle by A'Shawn Robinson and Damon Harrison),1.400,1.130
3,9:55,2,8,BUF 39,13,7,Patrick DiMarco right tackle for 9 yards (tackle by Nevin Lawson),1.130,2.130
3,9:14,1,10,BUF 48,13,7,Isaiah McKenzie left tackle for 4 yards (tackle by Nevin Lawson),2.130,2.120
3,8:32,2,6,DET 48,13,7,Josh Allen pass incomplete short right,2.120,1.420
3,8:22,3,6,DET 48,13,7,Josh Allen pass incomplete deep right intended for Zay Jones,1.420,0.070
3,8:16,4,6,DET 48,13,7,"Matt Darr punts 38 yards, fair catch by T.J. Jones at DET-10",0.070,0.380
3,8:07,1,10,DET 10,13,7,LeGarrette Blount right guard for 6 yards (tackle by Lorenzo Alexander and Mike Love),-0.380,-0.230
3,7:44,2,4,DET 16,13,7,Matthew Stafford pass complete short right to Brandon Powell for 3 yards (tackle by Rafael Bush),-0.230,-0.370
3,7:14,3,1,DET 19,13,7,Matthew Stafford pass incomplete short right intended for LeGarrette Blount (defended by Shaq Lawson),-0.370,-2.140
3,7:09,4,1,DET 19,13,7,"Sam Martin punts 55 yards, returned by Isaiah McKenzie for 10 yards (tackle by Kelvin Sheppard)",-2.140,-1.330
3,6:57,1,10,BUF 36,13,7,Keith Ford left guard for 7 yards (tackle by Devon Kennard),1.330,1.740
3,6:22,2,3,BUF 43,13,7,Keith Ford up the middle for 5 yards (tackle by Romeo Okwara and Christian Jones),1.740,2.130
3,5:46,1,10,BUF 48,13,7,Josh Allen pass incomplete deep left intended for Deonte Thompson,2.130,1.580
3,5:40,2,10,BUF 48,13,7,Josh Allen pass complete deep left to Robert Foster for 31 yards (tackle by Nevin Lawson),1.580,4.170
3,5:32,1,10,DET 21,13,7,Ray-Ray McCloud right guard for 7 yards (tackle by Christian Jones),4.170,4.740
3,4:55,2,3,DET 14,13,7,Keith Ford left guard for no gain (tackle by Romeo Okwara and Christian Jones),4.740,4.020
3,4:11,3,3,DET 14,13,7,Josh Allen up the middle for 1 yard (tackle by Damon Harrison),4.020,2.690
3,3:29,4,2,DET 13,13,7,"Josh Allen right tackle for no gain (tackle by A'Shawn Robinson). Josh Allen fumbles (forced by A'Shawn Robinson), recovered by Ryan Groy at DET-13",2.690,0.320
3,3:19,1,10,DET 13,13,7,Matthew Stafford pass complete short left to Kenny Golladay for 8 yards (tackle by TreDavious White),-0.320,0.350
3,2:46,2,2,DET 21,13,7,Zach Zenner up the middle for 1 yard (tackle by Tremaine Edmunds),0.350,-0.350
3,2:07,3,1,DET 22,13,7,Zach Zenner up the middle for 4 yards (tackle by Tremaine Edmunds and Jordan Poyer),-0.350,0.670
3,1:27,1,10,DET 26,13,7,Matthew Stafford pass complete deep middle to Levine Toilolo for 18 yards (tackle by Jordan Poyer),0.670,1.860
3,0:42,1,10,DET 44,13,7,Theo Riddick up the middle for 6 yards (tackle by Micah Hyde and Levi Wallace),1.860,2.130
Quarter,Time,Down,ToGo,Location,DET,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,DET 50,13,7,Matthew Stafford pass complete short left to Zach Zenner for -5 yards (tackle by Lorenzo Alexander),2.130,0.760
4,14:14,3,9,DET 45,13,7,Matthew Stafford pass incomplete deep right intended for T.J. Jones,0.760,-0.390
4,14:09,4,9,DET 45,13,7,"Sam Martin punts 55 yards, touchback.",-0.390,-0.280
4,14:02,1,10,BUF 20,13,7,Josh Allen pass incomplete deep middle intended for Deonte Thompson,0.280,-0.270
4,13:54,2,10,BUF 20,13,7,Josh Allen pass incomplete deep middle intended for Zay Jones (defended by Darius Slay),-0.270,-0.960
4,13:47,3,10,BUF 20,13,7,Josh Allen pass incomplete deep right intended for Zay Jones (defended by Darius Slay),-0.960,-2.030
4,13:41,4,10,BUF 20,13,7,"Matt Darr punts 52 yards, returned by Quandre Diggs for no gain (tackle by Matt Darr). Penalty on Nevin Lawson: Offensive Holding, 10 yards",-2.030,-0.040
4,13:25,1,10,DET 18,13,7,LeGarrette Blount up the middle for -3 yards (tackle by Shaq Lawson),0.040,-0.930
4,12:41,2,13,DET 15,13,7,Matthew Stafford pass incomplete short middle intended for T.J. Jones (defended by Lorenzo Alexander),-0.930,-1.660
4,12:35,3,13,DET 15,13,7,Matthew Stafford pass complete short middle to Theo Riddick for 5 yards (tackle by Micah Hyde and Tremaine Edmunds),-1.660,-2.030
4,11:53,4,8,DET 20,13,7,"Sam Martin punts 42 yards, returned by Isaiah McKenzie for 1 yard (tackle by Andy Jones and Tracy Walker)",-2.030,-1.530
4,11:43,1,10,BUF 39,13,7,Keith Ford right guard for 1 yard (tackle by Damon Harrison),1.530,1.120
4,11:08,2,9,BUF 40,13,7,"Josh Allen pass incomplete deep left intended for Zay Jones (defended by Darius Slay). Penalty on Darius Slay: Defensive Pass Interference, 23 yards (no play)",1.120,3.120
4,11:02,1,10,DET 37,13,7,"Josh Allen pass complete short left to Keith Ford for 4 yards (tackle by Jarrad Davis and Christian Jones). Penalty on Dion Dawkins: Ineligible Downfield Pass, 5 yards (no play)",3.120,2.790
4,10:35,1,15,DET 42,13,13,"Josh Allen pass complete deep right to Robert Foster for 42 yards, touchdown",2.790,7.000
4,10:26,,,DET 15,13,14,Stephen Hauschka kicks extra point good,0.000,0.000
4,10:26,,,BUF 35,13,14,"Stephen Hauschka kicks off 65 yards, touchback.",0.000,0.610
4,10:26,1,10,DET 25,13,14,Matthew Stafford pass complete short left to Zach Zenner for 5 yards (tackle by Lorenzo Alexander and TreDavious White),0.610,0.740
4,9:51,2,5,DET 30,13,14,Zach Zenner up the middle for 11 yards (tackle by Jordan Poyer and Harrison Phillips),0.740,1.660
4,9:05,1,10,DET 41,13,14,Theo Riddick left guard for 4 yards (tackle by Jordan Phillips),1.660,1.660
4,8:25,2,6,DET 45,13,14,Matthew Stafford pass complete deep middle to Kenny Golladay for 20 yards (tackle by Jordan Poyer),1.660,3.250
4,7:45,1,10,BUF 35,13,14,Zach Zenner right guard for 2 yards (tackle by Jordan Poyer and Trent Murphy),3.250,2.970
4,7:06,2,8,BUF 33,13,14,Matthew Stafford pass complete short left to Zach Zenner for no gain (tackle by Tremaine Edmunds),2.970,2.280
4,6:31,3,8,BUF 33,13,14,Matthew Stafford pass complete short right to Brandon Powell for 3 yards (tackle by Levi Wallace),2.280,1.450
4,5:55,4,5,BUF 30,13,14,Matt Prater 48 yard field goal no good,1.450,-1.470
4,5:50,1,10,BUF 38,13,14,Keith Ford up the middle for 2 yards (tackle by Romeo Okwara),1.470,1.190
4,5:08,2,8,BUF 40,13,14,Josh Allen pass incomplete short right intended for Charles Clay,1.190,0.500
4,5:02,3,8,BUF 40,13,14,Josh Allen pass incomplete short right intended for Isaiah McKenzie (defended by Nevin Lawson). Penalty on Dion Dawkins: Offensive Holding (Declined),0.500,-0.720
4,4:51,4,8,BUF 40,13,14,"Matt Darr punts 42 yards, returned by T.J. Jones for 12 yards (tackle by Reid Ferguson)",-0.720,-0.940
4,4:41,1,10,DET 30,13,14,Matthew Stafford pass complete short right to Kenny Golladay for 3 yards (tackle by TreDavious White),0.940,0.800
4,4:07,2,7,DET 33,13,14,Theo Riddick up the middle for -2 yards (tackle by Jordan Poyer),0.800,-0.160
4,3:24,3,9,DET 31,13,14,Matthew Stafford pass complete short right to Levine Toilolo for 2 yards (tackle by Jordan Poyer),-0.160,-1.180
4,2:56,4,7,DET 33,13,14,"Sam Martin punts 43 yards, fair catch by Isaiah McKenzie at BUF-24",-1.180,-0.540
4,2:50,1,10,BUF 24,13,14,Keith Ford right tackle for 1 yard (tackle by Kerry Hyder),0.540,0.130
4,2:46,,,,,,Timeout #2 by Detroit Lions,,
4,2:46,2,9,BUF 25,13,14,Josh Allen pass complete deep right to Jason Croom for 25 yards (tackle by Glover Quin). Penalty on Glover Quin: Defensive Holding (Declined),0.130,2.260
4,2:38,1,10,BUF 50,13,14,Keith Ford right guard for 2 yards (tackle by Christian Jones and Devon Kennard),2.260,1.980
4,2:33,,,,,,Timeout #3 by Detroit Lions,,
4,2:33,2,8,DET 48,13,14,Josh Allen right guard for 1 yard (tackle by Ricky Jean-Francois and Glover Quin),1.980,1.420
4,2:00,3,7,DET 47,13,14,"Josh Allen pass incomplete deep middle intended for Robert Foster (defended by Darius Slay). Penalty on Jarrad Davis: Defensive Offside, 5 yards (no play)",1.420,2.080
4,1:56,,,,,,Timeout #1 by Buffalo Bills,,
4,1:56,3,2,DET 42,13,14,Keith Ford left end for 1 yard (tackle by Tracy Walker),2.080,0.530
4,1:50,4,1,DET 41,13,14,Josh Allen up the middle for 2 yards (tackle by Ricky Jean-Francois),0.530,2.980
4,1:11,1,10,DET 39,13,14,Josh Allen kneels for -1 yards,2.980,2.300
4,0:37,2,11,DET 40,13,14,Josh Allen kneels for -1 yards,2.300,1.490
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
