Quarter,Time,Down,ToGo,Location,TAM,CLE,Detail,EPB,EPA
1,5:49,2,10,TAM 27,0,3,Mike Glennon pass incomplete deep right intended for Vincent Jackson,0.200,-0.490
1,5:45,3,10,TAM 27,0,3,Mike Glennon pass complete short right to Bobby Rainey for 34 yards (tackle by Buster Skrine),-0.490,2.980
1,5:01,1,10,CLE 39,0,3,Mike James left tackle for 2 yards (tackle by Tashaun Gipson),2.980,2.710
1,4:22,2,8,CLE 37,0,3,Mike Glennon pass incomplete deep right intended for Mike Evans,2.710,2.020
1,4:16,3,8,CLE 37,0,3,Mike Glennon pass incomplete short right intended for Vincent Jackson,2.020,0.790
1,4:11,4,8,CLE 37,0,3,Patrick Murray 55 yard field goal no good,0.790,-1.930
1,4:06,1,10,CLE 45,0,3,Terrance West right guard for 4 yards (tackle by Lavonte David and Larry English),1.930,1.920
1,3:33,2,6,CLE 49,0,3,Terrance West right guard for 10 yards (tackle by Danny Lansanah and Larry English),1.920,2.850
1,2:48,1,10,TAM 41,0,3,Brian Hoyer pass incomplete,2.850,2.310
,,,,,,,"TAM challenged the pass completion ruling, and the original play was overturned.",,
1,2:45,2,10,TAM 41,0,3,Brian Hoyer pass incomplete short right intended for Travis Benjamin (defended by Alterraun Verner),2.310,1.620
1,2:42,3,10,TAM 41,0,3,Brian Hoyer pass incomplete short middle intended for Andrew Hawkins,1.620,0.530
1,2:39,4,10,TAM 41,0,3,"Spencer Lanning punts 33 yards, fair catch by Marcus Thigpen",0.530,0.380
1,2:32,1,10,TAM 8,0,3,Bobby Rainey left guard for 4 yards (tackle by Sione Fua and Ahtyba Rubin),-0.380,-0.490
1,1:56,2,6,TAM 12,0,3,"Mike Glennon pass incomplete short left intended for Vincent Jackson (defended by Joe Haden). Penalty on Joe Haden: Defensive Delay of Game, 5 yards",-0.490,-0.370
1,1:49,3,1,TAM 17,0,3,Bobby Rainey left guard for 3 yards (tackle by Craig Robertson and Tashaun Gipson),-0.370,0.280
1,1:17,1,10,TAM 20,0,3,Mike Glennon pass complete short left to Vincent Jackson for 11 yards (tackle by Buster Skrine),0.280,1.000
1,0:38,1,10,TAM 31,0,3,Mike Glennon pass incomplete deep middle intended for Mike Evans is intercepted by Donte Whitner at CLE-25 and returned for 54 yards,1.000,-4.170
1,0:21,1,10,TAM 21,0,3,Brian Hoyer pass complete short right to Ben Tate for 16 yards,4.170,6.060
1,0:03,1,5,TAM 5,0,3,Ben Tate right guard for 4 yards (tackle by Major Wright and Lavonte David),6.060,5.910
Quarter,Time,Down,ToGo,Location,TAM,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,1,TAM 1,0,3,Ben Tate left guard for -3 yards (tackle by Bradley McDougald and Alterraun Verner),5.910,4.490
2,14:20,3,4,TAM 4,0,3,Brian Hoyer sacked by Jacquies Smith for -7 yards,4.490,2.700
2,13:38,4,11,TAM 11,0,6,Billy Cundiff 29 yard field goal good,2.700,3.000
2,13:38,,,CLE 35,0,6,"Billy Cundiff kicks off 65 yards, touchback",0.000,-0.280
2,13:34,1,10,TAM 20,0,6,Mike Glennon pass complete short left to Vincent Jackson for 11 yards (tackle by Buster Skrine and Tashaun Gipson),0.280,1.000
2,12:59,1,10,TAM 31,0,6,Bobby Rainey right end for 7 yards (tackle by Donte Whitner),1.000,1.410
2,12:23,2,3,TAM 38,0,6,Bobby Rainey left guard for 9 yards (tackle by Tashaun Gipson),1.410,2.060
2,11:48,1,10,TAM 47,0,6,"Mike Glennon sacked for -9 yards. Mike Glennon fumbles, recovered by Donte Whitner at TAM-34. Penalty on Desmond Bryant: Illegal Use of Hands, 5 yards (no play)",2.060,2.390
2,11:39,1,10,CLE 48,0,6,Bobby Rainey left guard for 4 yards (tackle by Desmond Bryant),2.390,2.390
2,11:00,2,6,CLE 44,0,6,Bobby Rainey left guard for 21 yards (tackle by Donte Whitner),2.390,4.040
2,10:17,1,10,CLE 23,0,6,Mike Glennon sacked by Barkevious Mingo for -4 yards,4.040,2.960
2,9:34,2,14,CLE 27,0,6,Bobby Rainey left guard for 3 yards (tackle by Paul Kruger),2.960,2.680
2,8:49,3,11,CLE 24,6,6,"Mike Glennon pass complete deep right to Mike Evans for 24 yards, touchdown",2.680,7.000
2,8:49,,,CLE 2,7,6,Patrick Murray kicks extra point good,0.000,0.000
2,8:49,,,TAM 35,7,6,"Michael Koenen kicks off 69 yards, returned by Marlon Moore for 22 yards (tackle by Isaiah Frey)",0.000,-0.040
2,8:38,1,10,CLE 18,7,6,Brian Hoyer pass incomplete short left intended for Andrew Hawkins is intercepted by Johnthan Banks at CLE-28 and returned for 18 yards,0.040,-4.910
2,8:30,1,10,CLE 10,7,6,Bobby Rainey left guard for -5 yards (tackle by Desmond Bryant and Jabaal Sheard),4.910,4.910
2,7:43,1,10,CLE 10,7,6,Timeout #1 by Tampa Bay Buccaneers,4.910,3.460
2,7:43,2,15,CLE 15,7,6,Mike Glennon pass incomplete deep middle intended for Mike Evans is intercepted by Tashaun Gipson at CLE--4 and returned for 12 yards,3.460,0.380
2,7:34,1,10,CLE 8,7,6,Terrance West left guard for 6 yards (tackle by Mason Foster),-0.380,-0.320
2,7:02,2,4,CLE 14,7,6,Terrance West left guard for -4 yards (tackle by Akeem Spence),-0.320,-1.190
2,6:24,3,8,CLE 10,7,6,Brian Hoyer pass incomplete short right intended for Andrew Hawkins (defended by Johnthan Banks),-1.190,-2.490
2,6:19,4,8,CLE 10,7,6,"Spencer Lanning punts 39 yards, out of bounds. Penalty on Keith Tandy: Illegal Blindside Block, 15 yards",-2.490,-1.330
2,6:13,1,10,TAM 36,7,6,Bobby Rainey right tackle for 9 yards (tackle by Donte Whitner),1.330,2.010
2,5:37,2,1,TAM 45,7,6,Bobby Rainey right guard for 4 yards (tackle by Karlos Dansby),2.010,2.190
2,4:59,1,10,TAM 49,7,6,Mike Glennon pass complete deep left to Vincent Jackson for 22 yards (tackle by Buster Skrine),2.190,3.640
2,4:26,1,10,CLE 29,7,6,Bobby Rainey left tackle for -1 yards (tackle by Desmond Bryant and Craig Robertson),3.640,2.970
2,3:45,2,11,CLE 30,7,6,Mike Glennon pass complete short middle to Austin Seferian-Jenkins for 3 yards (tackle by Karlos Dansby),2.970,2.680
2,3:05,3,8,CLE 27,7,6,Mike Glennon right end for 5 yards (tackle by Barkevious Mingo),2.680,2.090
2,2:29,4,3,CLE 22,10,6,Patrick Murray 40 yard field goal good,2.090,3.000
2,2:29,,,TAM 35,10,6,"Michael Koenen kicks off 68 yards, returned by Marlon Moore for 24 yards (tackle by Isaiah Frey)",0.000,-0.340
2,2:20,1,10,CLE 21,10,6,Brian Hoyer pass complete short middle to Ben Tate for 10 yards (tackle by Lavonte David and Mason Foster),0.340,1.000
2,2:00,1,10,CLE 31,10,6,Brian Hoyer pass complete short right to Taylor Gabriel for 18 yards (tackle by Major Wright),1.000,2.190
2,1:41,1,10,CLE 49,10,6,Ben Tate right guard for 1 yard (tackle by Clinton McDonald),2.190,1.780
2,1:23,2,9,,10,6,Brian Hoyer pass complete short middle to Gary Barnidge for 13 yards (tackle by Isaiah Frey),1.780,3.120
2,0:59,1,10,TAM 37,10,6,Brian Hoyer pass complete short right to Gary Barnidge for 3 yards (tackle by Major Wright and Mason Foster),3.120,3.120
2,0:54,1,10,TAM 37,10,6,Timeout #1 by Cleveland Browns,3.120,2.980
2,0:54,2,7,TAM 34,10,6,Brian Hoyer sacked by Gerald McCoy for -7 yards,2.980,2.980
2,0:15,2,7,TAM 34,10,6,Timeout #2 by Cleveland Browns,2.980,1.360
2,0:15,3,14,TAM 41,10,6,Brian Hoyer pass complete short right to Miles Austin for 16 yards (tackle by Alterraun Verner),1.360,1.360
2,0:03,3,14,TAM 41,10,6,Timeout #3 by Cleveland Browns,1.360,1.360
2,0:03,3,14,TAM 41,10,6,Timeout #2 by Tampa Bay Buccaneers,1.360,3.910
2,0:03,1,10,TAM 25,10,9,Billy Cundiff 43 yard field goal good,3.910,3.000
Quarter,Time,Down,ToGo,Location,TAM,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 35,10,9,"Michael Koenen kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,CLE 20,10,9,Brian Hoyer pass complete short right to Andrew Hawkins for 12 yards (tackle by Alterraun Verner),0.280,1.070
3,14:39,1,10,CLE 32,10,9,Brian Hoyer pass complete short middle to Taylor Gabriel for 20 yards (tackle by Major Wright),1.070,2.390
3,13:58,1,10,TAM 48,10,9,Terrance West left guard for 3 yards (tackle by Lavonte David and Major Wright),2.390,2.250
3,13:22,2,7,TAM 45,10,9,Terrance West right guard for 6 yards (tackle by Lavonte David and Akeem Spence),2.250,2.340
3,12:50,3,1,TAM 39,10,9,Brian Hoyer pass complete deep right to Jim Dray for 26 yards (tackle by Major Wright),2.340,4.710
3,12:15,1,10,TAM 13,10,9,Brian Hoyer pass complete short left to Taylor Gabriel for 1 yard (tackle by Danny Lansanah),4.710,4.220
3,11:39,2,9,TAM 12,10,9,Terrance West left guard for 3 yards (tackle by Danny Lansanah and Lavonte David),4.220,3.880
3,10:59,3,6,TAM 9,10,9,Brian Hoyer pass complete short right to Andrew Hawkins for 2 yards (tackle by Johnthan Banks and Mason Foster),3.880,2.990
3,10:16,4,4,TAM 7,10,9,"Penalty on William Gholston: Neutral Zone Infraction, 3 yards (no play)",2.990,3.040
3,10:10,4,1,TAM 4,10,9,Terrance West right guard for 2 yards (tackle by William Gholston and Clinton McDonald),3.040,6.740
3,9:49,1,2,TAM 2,10,9,Terrance West left guard for no gain (tackle by Lavonte David),6.740,5.720
3,9:14,2,2,TAM 2,10,15,"Brian Hoyer pass complete short right to Terrance West for 2 yards, touchdown",5.720,7.000
3,9:14,,,TAM 2,10,16,Billy Cundiff kicks extra point good,0.000,0.000
3,9:14,,,CLE 35,10,16,"Billy Cundiff kicks off 65 yards, touchback",0.000,-0.280
3,9:10,1,10,TAM 20,10,16,Mike Glennon pass complete short left to Vincent Jackson for 17 yards (tackle by Buster Skrine),0.280,1.400
3,8:35,1,10,TAM 37,10,16,Bobby Rainey right end for -1 yards (tackle by Donte Whitner and Craig Robertson),1.400,0.720
3,7:59,2,11,TAM 36,10,16,"Bobby Rainey right tackle for 6 yards (tackle by Christian Kirksey). Penalty on Paul Kruger: Defensive Offside, 5 yards (no play)",0.720,1.400
3,7:35,2,6,TAM 41,10,16,Mike Glennon pass complete short left to Vincent Jackson for 10 yards (tackle by Buster Skrine),1.400,2.320
3,7:03,1,10,CLE 49,10,16,Bobby Rainey right guard for no gain (tackle by Sione Fua),2.320,1.780
3,6:21,2,10,CLE 49,10,16,Mike Glennon pass complete short right to Louis Murphy for 9 yards (tackle by Joe Haden),1.780,2.280
3,5:38,3,1,CLE 40,10,16,Mike James left guard for -2 yards (tackle by Donte Whitner and Jabaal Sheard),2.280,0.460
3,4:59,4,3,CLE 42,10,16,Michael Koenen punts 33 yards,0.460,0.380
3,4:50,1,10,CLE 9,10,16,Brian Hoyer pass incomplete deep middle intended for Andrew Hawkins,-0.380,-0.780
3,4:44,2,10,CLE 9,10,16,Brian Hoyer pass incomplete short left intended for Miles Austin,-0.780,-1.420
3,4:41,3,10,CLE 9,10,16,Brian Hoyer right end for 3 yards (tackle by Leonard Johnson),-1.420,-2.490
3,4:10,4,7,CLE 12,10,16,"Spencer Lanning punts 33 yards, out of bounds",-2.490,-2.590
3,4:02,1,10,CLE 45,10,16,Mike Glennon pass complete short middle to Vincent Jackson for 15 yards (tackle by Craig Robertson),2.590,3.580
3,3:29,1,10,CLE 30,10,16,Mike James left guard for 6 yards (tackle by Ishmaa'ily Kitchen and Buster Skrine),3.580,3.840
3,2:56,2,4,CLE 24,16,16,"Mike Glennon pass complete deep right to Mike Evans for 24 yards, touchdown",3.840,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
3,2:56,,,CLE 2,17,16,Patrick Murray kicks extra point good,0.000,0.000
3,2:56,,,TAM 35,17,16,"Michael Koenen kicks off 65 yards, returned by Taylor Gabriel for 30 yards (tackle by Leonard Johnson)",0.000,-0.940
3,2:42,1,10,CLE 30,17,16,Terrance West left end for 4 yards (tackle by Akeem Spence),0.940,0.930
3,2:03,2,6,CLE 34,17,16,Brian Hoyer sacked by Akeem Spence for -6 yards,0.930,-0.560
3,1:22,3,12,CLE 28,17,16,Brian Hoyer pass incomplete short right intended for Gary Barnidge,-0.560,-1.500
3,1:17,4,12,CLE 28,17,16,"Spencer Lanning punts 63 yards. Penalty on Marlon Moore: Interference with Opportunity to, 15 yards",-1.500,-1.600
3,1:02,1,10,TAM 40,17,16,Mike James right guard for 3 yards (tackle by Ishmaa'ily Kitchen and Sione Fua),1.600,1.460
3,0:19,2,7,TAM 43,17,16,Mike Glennon pass complete short left to Mike Evans for 5 yards (tackle by Buster Skrine),1.460,1.420
Quarter,Time,Down,ToGo,Location,TAM,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,2,TAM 48,17,16,Mike Glennon pass incomplete short right intended for Louis Murphy (defended by Justin Gilbert). Penalty on Patrick Omameh: Offensive Holding (Declined),1.420,-0.190
4,14:57,4,2,TAM 48,17,16,Michael Koenen punts 43 yards,-0.190,0.380
4,14:45,1,10,CLE 9,17,16,"Brian Hoyer pass incomplete short right intended for Taylor Gabriel. Penalty on Mitchell Schwartz: Offensive Holding, 4 yards (no play)",-0.380,-0.530
4,14:37,1,14,CLE 5,17,16,Brian Hoyer pass incomplete short left intended for Travis Benjamin,-0.530,-1.070
4,14:34,2,14,CLE 5,17,16,Brian Hoyer pass complete short right to Ben Tate for -2 yards (tackle by Major Wright),-1.070,-2.120
4,13:57,3,16,CLE 3,17,16,Brian Hoyer pass complete short right to Miles Austin for 25 yards (tackle by Major Wright),-2.120,0.810
4,13:27,1,10,CLE 28,17,16,Ben Tate right end for 3 yards (tackle by Mason Foster),0.810,0.670
4,12:52,2,7,CLE 31,17,16,Brian Hoyer pass complete short middle to Travis Benjamin for 21 yards (tackle by Isaiah Frey and Dashon Goldson),0.670,2.390
4,12:12,1,10,TAM 48,17,16,Brian Hoyer pass complete short right to Taylor Gabriel for 14 yards (tackle by Major Wright),2.390,3.310
4,11:37,1,10,TAM 34,17,16,Brian Hoyer pass incomplete short right intended for Gary Barnidge is intercepted by Clinton McDonald at TAM-36 and returned for 3 yards,3.310,-1.530
4,11:30,1,10,TAM 39,17,16,Mike Glennon pass incomplete deep left intended for Vincent Jackson,1.530,0.990
4,11:25,2,10,TAM 39,17,16,Bobby Rainey right end for 4 yards (tackle by Christian Kirksey),0.990,0.830
4,10:48,3,6,TAM 43,17,16,"Mike Glennon pass incomplete short right intended for Vincent Jackson. Penalty on Oniel Cousins: False Start, 5 yards (no play)",0.830,0.170
4,10:48,3,11,TAM 38,17,16,Mike Glennon sacked by Paul Kruger for -4 yards,0.170,-1.110
4,9:46,4,15,TAM 34,17,16,"Michael Koenen punts 1 yard, returned by K'Waun Williams for no gain. Penalty on Mike James: Offensive Holding (Declined)",-1.110,-3.250
4,9:42,1,10,TAM 35,17,16,Terrance West right guard for 1 yard (tackle by William Gholston),3.250,2.840
4,9:35,2,9,TAM 34,17,22,"Brian Hoyer pass complete deep right to Taylor Gabriel for 34 yards, touchdown. Penalty on Major Wright: Illegal Contact (Declined)",2.840,7.000
4,9:35,,,,17,22,"Two Point Attempt: Brian Hoyer pass complete to Kiero Small, conversion fails",0.000,-1.000
4,9:35,,,CLE 35,17,22,"Billy Cundiff kicks off 65 yards, touchback",0.000,-0.280
4,8:59,1,10,TAM 20,17,22,Mike Glennon pass complete short right to Louis Murphy for 4 yards (tackle by Joe Haden),0.280,0.270
4,8:20,2,6,TAM 24,17,22,"Mike Glennon pass incomplete deep left intended for Mike Evans. Penalty on Justin Gilbert: Illegal Contact, 5 yards (no play)",0.270,0.870
4,8:14,1,10,TAM 29,17,22,Bobby Rainey right guard for 4 yards (tackle by Ishmaa'ily Kitchen and Barkevious Mingo),0.870,0.870
4,7:36,2,6,TAM 33,17,22,Mike Glennon pass incomplete deep left intended for Mike Evans,0.870,0.870
4,7:30,2,6,TAM 33,17,22,Timeout #1 by Tampa Bay Buccaneers,0.870,0.170
4,7:30,3,6,TAM 33,17,22,Mike Glennon right end for 3 yards (tackle by Barkevious Mingo and Karlos Dansby),0.170,-0.980
4,7:05,4,3,TAM 36,17,22,"Michael Koenen punts 44 yards, fair catch by Jim Leonhard",-0.980,-0.280
4,6:58,1,10,CLE 20,17,22,Terrance West left end for 9 yards (tackle by Bradley McDougald),0.280,0.950
4,6:17,2,1,CLE 29,17,22,Terrance West right tackle for no gain (tackle by William Gholston and Major Wright),0.950,0.230
4,5:40,3,1,CLE 29,17,22,Brian Hoyer up the middle for 2 yards (tackle by Lavonte David),0.230,1.000
4,5:02,1,10,CLE 31,17,22,Terrance West right tackle for -1 yards (tackle by William Gholston),1.000,1.000
4,4:17,1,10,CLE 31,17,22,Timeout #1 by Cleveland Browns,1.000,0.320
4,4:17,2,11,CLE 30,17,22,Brian Hoyer pass complete short middle to Miles Austin for 13 yards (tackle by Alterraun Verner),0.320,1.800
4,3:38,1,10,CLE 43,17,22,Terrance West right guard for 5 yards (tackle by Major Wright and Clinton McDonald),1.800,1.930
4,2:55,2,5,CLE 48,17,22,Ben Tate left end for -3 yards (tackle by William Gholston),1.930,1.930
4,2:47,2,5,CLE 48,17,22,Timeout #2 by Tampa Bay Buccaneers,1.930,0.830
4,2:47,3,8,CLE 45,17,22,Brian Hoyer pass incomplete short right intended for Andrew Hawkins,0.830,-0.390
4,2:44,4,8,CLE 45,17,22,"Spencer Lanning punts 32 yards, fair catch by Marcus Thigpen",-0.390,-0.480
4,2:37,1,10,TAM 23,17,22,Mike Glennon pass complete deep left to Mike Evans for 31 yards (tackle by Donte Whitner). Penalty on Justin Gilbert: Defensive Holding (Declined),0.480,2.520
4,2:29,1,10,CLE 46,17,22,Mike Glennon pass complete short right to Mike Evans for 9 yards (tackle by Karlos Dansby),2.520,3.190
4,2:00,2,1,CLE 37,17,22,Mike Glennon pass incomplete short left intended for Vincent Jackson (defended by Joe Haden),3.190,2.480
4,1:55,3,1,CLE 37,17,22,Mike Glennon pass incomplete deep left intended for Louis Murphy,2.480,0.790
4,1:49,4,1,CLE 37,17,22,"Mike Glennon pass complete short left to Mike Evans for 9 yards (tackle by Buster Skrine). Penalty on Mike Evans: Offensive Pass Interference, 10 yards (no play)",0.790,0.130
4,1:43,4,11,CLE 47,17,22,Mike Glennon pass incomplete deep right intended for Austin Seferian-Jenkins,0.130,-2.060
4,1:39,1,10,CLE 47,17,22,Ben Tate right guard for 2 yards (tackle by Major Wright and William Gholston),2.060,2.060
4,1:33,1,10,CLE 47,17,22,Timeout #3 by Tampa Bay Buccaneers,2.060,1.790
4,1:32,2,8,CLE 49,17,22,Ben Tate left guard for 2 yards (tackle by Mason Foster and Larry English),1.790,1.360
4,0:49,3,6,TAM 49,17,22,Ben Tate left guard for 1 yard (tackle by Bradley McDougald and Larry English),1.360,1.360
4,0:04,3,6,TAM 49,17,22,Timeout #2 by Cleveland Browns,1.360,0.070
4,0:04,4,5,TAM 48,17,22,Brian Hoyer pass incomplete deep right intended for Taylor Gabriel,0.070,2.130
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
