Quarter,Time,Down,ToGo,Location,CLE,KAN,Detail,EPB,EPA
1,0:14,1,10,CLE 27,3,14,Kelly Holcomb pass incomplete intended for Steve Heiden (defended by Mike Maslowski),0.740,0.200
1,0:11,2,10,CLE 27,3,14,"Kelly Holcomb pass incomplete intended for Andra Davis. Penalty on Greg Wesley: Defensive Pass Interference, 42 yards (no play)",0.200,3.510
1,0:07,1,10,KAN 31,3,14,James Jackson right end for no gain (tackle by Shawn Barber),3.510,2.970
Quarter,Time,Down,ToGo,Location,CLE,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,KAN 31,3,14,Kelly Holcomb pass complete to Dennis Northcutt for 6 yards (tackle by Scott Fujita),2.970,3.070
2,14:21,3,4,KAN 25,3,14,Kelly Holcomb pass complete to Dennis Northcutt for 8 yards (tackle by Scott Fujita),3.070,4.440
2,13:40,1,10,KAN 17,3,14,Kelly Holcomb pass incomplete intended for R.J. Bowers,4.440,3.850
2,13:34,2,10,KAN 17,3,14,Dennis Northcutt left tackle for 6 yards (tackle by Jerome Woods),3.850,4.100
2,12:49,3,4,KAN 11,3,14,"Kelly Holcomb pass complete to Jamel White for no gain. Penalty on Kawika Mitchell: Roughing the Passer, 5 yards (no play)",4.100,5.830
2,12:34,1,6,KAN 6,3,14,James Jackson up the middle for 5 yards (tackle by Eric Warfield),5.830,5.910
2,11:56,,,,3,14,Timeout #1 by Cleveland Browns,0.000,5.910
2,11:56,2,1,KAN 1,9,14,"James Jackson up the middle for 1 yard, touchdown",5.910,7.000
2,,,,KAN 2,10,14,Phil Dawson kicks extra point good,0.000,0.000
2,,,,CLE 30,10,14,"Phil Dawson kicks off 49 yards, returned by Dante Hall for 17 yards (tackle by Kevin Bentley). Penalty on Kevin Bentley: Offside on Free Kick (Declined)",0.000,1.470
2,11:49,1,10,KAN 38,10,14,Trent Green pass incomplete intended for Marc Boerigter,1.470,0.920
2,11:45,2,10,KAN 38,10,14,Priest Holmes up the middle for 5 yards (tackle by Andra Davis),0.920,0.890
2,11:03,3,5,KAN 43,10,14,Trent Green pass complete to Eddie Kennison for 14 yards (tackle by Anthony Henry),0.890,2.720
2,10:36,1,10,CLE 43,10,14,Trent Green pass complete to Marc Boerigter for 30 yards (tackle by Earl Little),2.720,4.710
2,10:04,1,10,CLE 13,10,14,Priest Holmes up the middle for -1 yards (tackle by Tyrone Rogers),4.710,3.900
2,9:22,2,11,CLE 14,10,14,Trent Green pass incomplete (defended by Orpheus Roye),3.900,3.080
2,9:17,3,11,CLE 14,10,20,"Trent Green pass complete to Tony Gonzalez for 14 yards, touchdown. Penalty on Mark Word: Defensive Offside (Declined)",3.080,7.000
2,,,,CLE 2,10,21,Morten Andersen kicks extra point good,0.000,0.000
2,,,,KAN 30,10,21,"Jason Baker kicks off 55 yards, returned by Andre King for 19 yards (tackle by Quinton Caver)",0.000,1.200
2,9:05,1,10,CLE 34,10,21,James Jackson up the middle for 3 yards (tackle by Scott Fujita),1.200,1.060
2,8:28,2,7,CLE 37,10,21,Kelly Holcomb up the middle for 2 yards (tackle by Jerome Woods),1.060,0.630
2,7:40,,,,10,21,Timeout #2 by Cleveland Browns,0.000,0.630
2,7:40,3,5,CLE 39,10,21,Kelly Holcomb pass complete to Kevin Johnson for 3 yards (tackle by Eric Warfield),0.630,-0.590
2,6:57,4,2,CLE 42,10,21,"Chris Gardocki punts 37 yards, muffed catch by William Bartee, recovered by Michael Lehan and returned for no gain",-0.590,4.170
,,,,,,,"KAN challenged the ruling, and the play was upheld.",,
2,6:46,1,10,KAN 21,10,21,James Jackson left end for 10 yards (tackle by Jerome Woods),4.170,4.840
2,6:24,1,10,KAN 11,10,21,James Jackson up the middle for 9 yards (tackle by Jerome Woods),4.840,5.850
2,5:38,2,1,KAN 2,10,21,James Jackson up the middle for no gain (tackle by Mike Maslowski),5.850,5.120
2,4:59,3,1,KAN 2,16,21,"Kelly Holcomb pass complete to R.J. Bowers for 2 yards, touchdown",5.120,7.000
2,,,,KAN 2,17,21,Phil Dawson kicks extra point good,0.000,0.000
2,,,,CLE 30,17,21,"Phil Dawson kicks off 63 yards, returned by Dante Hall for 77 yards (tackle by Chris Crocker)",0.000,4.510
2,4:40,1,10,CLE 16,17,21,Trent Green sacked by Andra Davis for -5 yards,4.510,3.280
2,4:07,2,15,CLE 21,17,21,Trent Green pass incomplete intended for Eddie Kennison (defended by Daylon McCutcheon),3.280,2.610
2,4:01,3,15,CLE 21,17,21,Trent Green pass complete to Priest Holmes for 10 yards (tackle by Kenard Lang),2.610,2.750
2,4:01,4,5,CLE 11,17,24,Morten Andersen 29 yard field goal good,2.750,3.000
2,,,,KAN 30,17,24,"Jason Baker kicks off 60 yards, returned by Andra Davis for 19 yards (tackle by Kawika Mitchell)",0.000,0.870
2,3:08,1,10,CLE 29,17,24,--,0.870,1.860
2,2:46,1,10,CLE 44,17,24,Jamel White up the middle for 2 yards (tackle by Ryan Sims),1.860,1.590
2,2:09,2,8,CLE 46,17,24,Kelly Holcomb pass complete to Jamel White for 3 yards (tackle by Shawn Barber),1.590,1.290
2,2:00,3,5,CLE 49,17,24,Kelly Holcomb pass complete to Andra Davis for 3 yards (tackle by Jerome Woods),1.290,0.070
2,1:44,,,,17,24,Timeout #2 by Kansas City Chiefs,0.000,0.070
2,1:44,4,2,KAN 48,17,24,"Chris Gardocki punts 29 yards, fair catch by Dante Hall",0.070,-0.150
2,1:38,1,10,KAN 19,17,24,Trent Green pass complete to Priest Holmes for 7 yards (tackle by Daylon McCutcheon),0.150,0.610
2,1:32,2,3,KAN 26,17,24,Trent Green pass incomplete intended for Eddie Kennison,0.610,-0.160
2,1:28,3,3,KAN 26,17,24,"Priest Holmes up the middle for 8 yards (tackle by Kenard Lang). Penalty on Daylon McCutcheon: Personal Foul, 15 yards",-0.160,2.190
2,1:15,1,10,KAN 49,17,24,Trent Green pass incomplete intended for Eddie Kennison,2.190,1.650
2,1:09,2,10,KAN 49,17,24,Trent Green pass incomplete intended for Eddie Kennison,1.650,0.960
2,1:04,3,10,KAN 49,17,24,Trent Green pass complete to Eddie Kennison for 24 yards (tackle by Daylon McCutcheon),0.960,3.780
2,0:41,1,10,CLE 27,17,24,Trent Green pass complete to Tony Gonzalez for 6 yards,3.780,4.040
2,0:41,2,4,CLE 21,17,24,Priest Holmes up the middle for 2 yards (tackle by Andra Davis),4.040,3.640
2,0:24,,,,17,24,Timeout #3 by Kansas City Chiefs,0.000,3.640
2,0:24,3,2,CLE 19,17,24,"Trent Green pass complete to Tony Gonzalez for 12 yards (tackle by Ben Taylor). Penalty on Gerard Warren: Defensive Delay of Game, 3 yards",3.640,6.280
2,0:08,1,4,CLE 4,17,24,"Trent Green pass incomplete. Penalty on Casey Wiegmann: Illegal Touch Pass, 5 yards (no play)",6.280,5.140
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,0:04,,,,17,24,Timeout #3 by Cleveland Browns,0.000,5.140
2,0:04,1,9,CLE 9,17,27,Morten Andersen 27 yard field goal good,5.140,3.000
Quarter,Time,Down,ToGo,Location,CLE,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 30,17,27,"Jason Baker kicks off 65 yards, returned by Andra Davis for 24 yards (tackle by Monty Beisel)",0.000,0.870
3,14:53,1,10,CLE 29,17,27,James Jackson left end for 14 yards (tackle by Jerome Woods),0.870,1.800
3,14:12,1,10,CLE 43,17,27,Kelly Holcomb sacked by Eric Hicks for -8 yards,1.800,0.170
3,13:39,2,18,CLE 35,17,27,Kelly Holcomb pass complete to Dennis Northcutt for 5 yards (tackle by Greg Wesley),0.170,0.170
3,12:58,3,13,CLE 40,17,27,Kelly Holcomb pass complete to Darnell Sanders for 10 yards (tackle by Shawn Barber),0.170,-0.060
3,12:14,4,3,KAN 50,17,27,Chris Gardocki punts 38 yards,-0.060,0.350
3,12:07,1,10,KAN 12,17,27,Trent Green pass complete to Tony Richardson for 14 yards (tackle by Anthony Henry),-0.350,0.670
3,11:43,1,10,KAN 26,17,27,Trent Green pass complete to Eddie Kennison for 8 yards (tackle by Robert Griffith),0.670,1.210
3,11:06,2,2,KAN 34,17,27,Priest Holmes up the middle for 4 yards (tackle by Ben Taylor),1.210,1.470
3,10:27,1,10,KAN 38,17,27,Tony Richardson up the middle for 2 yards (tackle by Gerard Warren),1.470,1.190
3,9:51,2,8,KAN 40,17,27,Trent Green pass complete to Marc Boerigter for 15 yards (tackle by Chris Crocker),1.190,2.590
3,9:13,1,10,CLE 45,17,27,Trent Green pass incomplete intended for Johnnie Morton,2.590,2.040
3,9:07,2,10,CLE 45,17,27,Trent Green pass complete to Priest Holmes for 7 yards (tackle by Robert Griffith),2.040,2.280
3,8:23,3,3,CLE 38,17,27,Trent Green pass complete to Tony Gonzalez for 11 yards (tackle by Kevin Bentley),2.280,3.780
3,7:59,1,10,CLE 27,17,27,Dante Hall up the middle for -1 yards (tackle by Chris Crocker),3.780,3.100
3,7:22,2,11,CLE 28,17,33,"Trent Green pass complete to Johnnie Morton for 28 yards, touchdown",3.100,7.000
3,,,,CLE 2,17,34,Morten Andersen kicks extra point good,0.000,0.000
3,,,,KAN 30,17,34,"Jason Baker kicks off 65 yards, returned by Andra Davis for 32 yards (tackle by Derrick Blaylock)",0.000,1.400
3,7:10,1,10,CLE 37,17,34,Kelly Holcomb pass complete to Andra Davis for 12 yards (tackle by Dexter McCleon),1.400,2.190
3,6:34,1,10,CLE 49,17,34,James Jackson right end for 8 yards (tackle by Eric Warfield),2.190,2.730
3,6:05,2,2,KAN 43,17,34,James Jackson up the middle for 2 yards (tackle by Mike Maslowski),2.730,2.850
3,5:38,1,10,KAN 41,17,34,Kelly Holcomb pass complete to Andra Davis for 20 yards (tackle by Greg Wesley),2.850,4.170
3,5:02,1,10,KAN 21,17,34,James Jackson right end for 8 yards (tackle by Eric Warfield and Jerome Woods),4.170,4.950
3,4:18,2,2,KAN 13,17,34,James Jackson right end for -2 yards (tackle by Scott Fujita),4.950,3.810
3,3:36,3,4,KAN 15,17,34,Kelly Holcomb pass complete to Jamel White for 3 yards (tackle by Shawn Barber),3.810,2.780
3,3:36,4,1,KAN 12,17,34,James Jackson up the middle for 2 yards (tackle by Shawn Barber),2.780,4.910
3,1:43,1,10,KAN 10,17,34,Kelly Holcomb pass incomplete intended for Andra Davis,4.910,4.190
3,1:36,2,10,KAN 10,17,34,Kelly Holcomb pass complete to Dennis Northcutt for 5 yards (tackle by Scott Fujita),4.190,4.260
3,0:52,3,5,KAN 5,17,34,Kelly Holcomb pass incomplete intended for Quincy Morgan,4.260,3.010
3,0:43,4,5,KAN 5,20,34,Phil Dawson 22 yard field goal good,3.010,3.000
3,,,,CLE 30,20,34,"Phil Dawson kicks off 62 yards, returned by Dante Hall for 18 yards (tackle by Brant Boyer). Penalty on Marc Boerigter: Offensive Holding, 10 yards",0.000,-0.140
3,0:32,1,10,KAN 16,20,34,Trent Green pass complete to Priest Holmes for 14 yards (tackle by Gerard Warren),-0.140,0.940
Quarter,Time,Down,ToGo,Location,CLE,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,KAN 30,20,34,Trent Green pass complete to Eddie Kennison for 22 yards (tackle by Kevin Bentley),0.940,2.390
4,14:20,1,10,CLE 48,20,34,Priest Holmes left end for 4 yards (tackle by Alvin McKinley),2.390,2.390
4,13:39,2,6,CLE 44,20,34,Trent Green pass incomplete intended for Priest Holmes,2.390,1.690
4,13:34,3,6,CLE 44,20,34,Trent Green pass complete to Johnnie Morton for 9 yards (tackle by Anthony Henry),1.690,3.250
4,12:43,1,10,CLE 35,20,34,"Dante Hall sacked by Andra Davis for -10 yards. Dante Hall fumbles (forced by Andra Davis), recovered by Kenard Lang at CLE-37 and returned for 8 yards (tackle by Will Shields)",3.250,-1.930
4,12:33,1,10,CLE 45,20,34,Kelly Holcomb pass complete to Darnell Sanders for 6 yards (tackle by Dexter McCleon),1.930,2.190
4,12:02,2,4,KAN 49,20,34,James Jackson up the middle for 1 yard (tackle by Eric Hicks),2.190,1.620
4,11:24,3,3,KAN 48,20,34,--,1.620,-0.460
4,10:52,4,11,CLE 44,20,34,"Chris Gardocki punts 56 yards, touchback",-0.460,-0.280
4,10:41,1,10,KAN 20,20,34,Priest Holmes left tackle for 15 yards (tackle by Robert Griffith),0.280,1.270
4,10:05,1,10,KAN 35,20,34,Priest Holmes right end for 5 yards (tackle by Mark Word and Andra Davis),1.270,1.400
4,9:20,2,5,KAN 40,20,34,Trent Green pass incomplete intended for Tony Gonzalez,1.400,0.700
4,9:17,3,5,KAN 40,20,34,Trent Green sacked by Andra Davis for 0 yards,0.700,-0.720
4,8:38,4,5,KAN 40,20,34,"Jason Baker punts 37 yards, fair catch by Dennis Northcutt",-0.720,-0.480
4,8:28,1,10,CLE 23,20,34,Kelly Holcomb pass incomplete intended for Dennis Northcutt,0.480,-0.070
4,8:23,2,10,CLE 23,20,34,Kelly Holcomb pass incomplete intended for Dennis Northcutt (defended by Eric Warfield),-0.070,-0.760
4,8:18,3,10,CLE 23,20,34,Kelly Holcomb pass complete to Jamel White for 4 yards (tackle by Eric Warfield),-0.760,-1.570
4,7:37,4,6,CLE 27,20,34,Chris Gardocki punts 49 yards,-1.570,-0.540
4,7:25,1,10,KAN 24,20,34,Priest Holmes left end for 4 yards (tackle by Andra Davis),0.540,0.540
4,6:41,2,6,KAN 28,20,34,Priest Holmes left end for 7 yards (tackle by Kenard Lang),0.540,1.270
4,6:00,1,10,KAN 35,20,34,Priest Holmes right end for -2 yards (tackle by Kenard Lang),1.270,0.450
4,5:17,2,12,KAN 33,20,34,Trent Green pass incomplete intended for Tony Gonzalez,0.450,-0.230
4,5:11,3,12,KAN 33,20,34,Trent Green pass complete to Priest Holmes for 14 yards (tackle by Orpheus Roye),-0.230,2.060
4,4:25,1,10,KAN 47,20,34,Larry Johnson right end for 1 yard (tackle by Andra Davis),2.060,1.650
4,4:12,,,,20,34,Timeout #1 by Cleveland Browns,0.000,1.650
4,4:12,2,9,KAN 48,20,34,Trent Green pass complete to Dante Hall for 5 yards (tackle by Ben Taylor),1.650,1.620
4,4:02,,,,20,34,Timeout #2 by Cleveland Browns,0.000,1.620
4,4:02,3,4,CLE 47,20,34,Trent Green pass complete to Eddie Kennison for 13 yards (tackle by Earl Little),1.620,3.310
4,3:20,1,10,CLE 34,20,34,Larry Johnson up the middle for 1 yard (tackle by Kevin Bentley),3.310,2.910
4,3:12,,,,20,34,Timeout #3 by Cleveland Browns,0.000,2.910
4,3:12,2,9,CLE 33,20,34,Trent Green pass complete to Tony Gonzalez for 6 yards (tackle by Kevin Bentley),2.910,3.010
4,2:29,3,3,CLE 27,20,34,Trent Green pass incomplete intended for Eddie Kennison,3.010,1.770
4,2:25,,,,20,34,Timeout #1 by Kansas City Chiefs,0.000,1.770
4,2:25,4,3,CLE 27,20,40,"Trent Green pass complete to Eddie Kennison for 27 yards, touchdown",1.770,7.000
4,,,,CLE 2,20,41,Morten Andersen kicks extra point good,0.000,0.000
4,,,,KAN 30,20,41,"Jason Baker kicks off 52 yards, returned by Andra Davis for 16 yards (tackle by Gary Stills). Andra Davis fumbles (forced by Gary Stills), recovered by Darnell Sanders at CLE-38",0.000,1.470
4,2:10,1,10,CLE 38,20,41,Kelly Holcomb pass incomplete intended for Quincy Morgan,1.470,0.920
4,2:03,2,10,CLE 38,20,41,Kelly Holcomb pass complete to Jamel White for 9 yards (tackle by Julian Battle),0.920,1.420
4,1:56,3,1,CLE 47,20,41,Jamel White left end for 4 yards (tackle by Scott Fujita),1.420,2.320
4,1:32,1,10,KAN 49,20,41,"Kelly Holcomb pass incomplete intended for Andra Davis. Penalty on Eric Warfield: Defensive Pass Interference, 8 yards (no play)",2.320,2.850
4,1:28,1,10,KAN 41,20,41,Kelly Holcomb sacked by Shawn Barber for -14 yards,2.850,0.420
4,1:06,2,24,CLE 45,20,41,Kelly Holcomb pass incomplete is intercepted by Greg Wesley at KAN-32 and returned for 18 yards (tackle by Paul Zukauskas),0.420,-2.260
4,0:55,1,10,KAN 50,20,41,Todd Collins kneels for no gain,2.260,1.710
4,0:23,2,10,KAN 50,20,41,Todd Collins kneels for -1 yards,1.710,0.890
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
