Quarter,Time,Down,ToGo,Location,NWE,CAR,Detail,EPB,EPA
2,5:06,,,CAR 35,0,10,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
2,5:02,1,10,NWE 20,0,10,Tom Brady pass complete short middle to Kenbrell Thompkins for 23 yards (tackle by Melvin White),0.280,1.800
2,4:34,1,10,NWE 43,0,10,LeGarrette Blount left guard for 2 yards (tackle by Greg Hardy and Star Lotulelei),1.800,1.520
2,3:58,2,8,NWE 45,0,10,Tom Brady pass complete short left to Shane Vereen for 17 yards (tackle by Luke Kuechly),1.520,3.050
2,3:30,1,10,CAR 38,0,10,LeGarrette Blount up the middle for 8 yards (tackle by Luke Kuechly),3.050,3.590
2,3:02,2,2,CAR 30,0,10,LeGarrette Blount up the middle for 4 yards (tackle by Kawann Short and Thomas Davis),3.590,3.840
2,2:25,1,10,CAR 26,0,10,"Tom Brady pass incomplete deep left intended for Matthew Mulligan. Penalty on Logan Mankins: Unnecessary Roughness, 15 yards",3.840,1.270
2,2:20,2,25,CAR 41,0,10,Tom Brady pass complete short left to Danny Amendola for 3 yards (tackle by Thomas Davis),1.270,1.030
2,2:00,3,22,CAR 38,0,10,Tom Brady pass complete short left to Rob Gronkowski for 14 yards (tackle by Melvin White),1.030,1.030
2,1:13,3,22,CAR 38,0,10,Timeout #1 by New England Patriots,1.030,1.870
2,1:13,4,8,CAR 24,3,10,Stephen Gostkowski 42 yard field goal good,1.870,3.000
2,1:13,,,NWE 35,3,10,"Stephen Gostkowski kicks off 69 yards, returned by Ted Ginn for 15 yards (tackle by Tavon Wilson)",0.000,0.370
2,1:06,1,10,CAR 11,3,10,Cam Newton pass complete short middle to Brandon LaFell for 8 yards (tackle by Dont'a Hightower),-0.370,0.170
2,0:44,2,2,CAR 19,3,10,Cam Newton sacked by Chandler Jones for -5 yards,0.170,-1.070
Quarter,Time,Down,ToGo,Location,NWE,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 35,3,10,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,NWE 20,3,10,Tom Brady pass complete short left to Shane Vereen for 11 yards (tackle by Melvin White),0.280,1.000
3,14:22,1,10,NWE 31,3,10,LeGarrette Blount up the middle for 12 yards (tackle by Melvin White and Greg Hardy),1.000,1.800
3,13:55,1,10,NWE 43,3,10,Tom Brady pass complete short left to Aaron Dobson for 9 yards (tackle by Greg Hardy),1.800,2.470
3,13:19,2,1,CAR 48,3,10,Tom Brady up the middle for 3 yards (tackle by A.J. Klein),2.470,2.590
3,12:48,1,10,CAR 45,3,10,LeGarrette Blount left guard for 8 yards (tackle by Quintin Mikell and Thomas Davis),2.590,3.120
3,12:15,2,2,CAR 37,3,10,Tom Brady pass complete short left to Julian Edelman for 9 yards (tackle by Thomas Davis),3.120,3.710
3,11:41,1,10,CAR 28,3,10,Tom Brady pass complete short left to Shane Vereen for 9 yards (tackle by Robert Lester),3.710,4.420
3,11:11,2,1,CAR 19,3,10,"LeGarrette Blount right guard for 2 yards (tackle by Quintin Mikell and Luke Kuechly). Penalty on CAR: Defensive 12 On-field, 5 yards (no play)",4.420,4.650
3,10:41,1,10,CAR 14,3,10,"Tom Brady pass incomplete short left intended for Aaron Dobson. Penalty on Melvin White: Defensive Holding, 5 yards (no play)",4.650,5.140
3,10:37,1,9,CAR 9,9,10,"Tom Brady pass complete short left to Rob Gronkowski for 9 yards, touchdown",5.140,7.000
3,10:37,,,CAR 2,10,10,Stephen Gostkowski kicks extra point good,0.000,0.000
3,10:37,,,NWE 35,10,10,"Stephen Gostkowski kicks off 65 yards, returned by Ted Ginn for 19 yards (tackle by Tavon Wilson)",0.000,-0.150
3,10:25,1,10,CAR 19,10,10,Cam Newton pass complete short right to Brandon LaFell for 9 yards (tackle by Aqib Talib),0.150,0.880
3,9:51,2,1,CAR 28,10,10,Cam Newton pass complete short right to Brandon LaFell for 6 yards (tackle by Joe Vellano),0.880,1.200
3,9:05,1,10,CAR 34,10,10,Cam Newton pass complete short right to DeAngelo Williams for 4 yards (tackle by Duron Harmon),1.200,1.200
3,8:37,2,6,CAR 38,10,10,Cam Newton pass complete short left to Steve Smith for -1 yards (tackle by Kyle Arrington),1.200,0.370
3,7:52,3,7,CAR 37,10,10,Cam Newton left end for 14 yards (tackle by Dont'a Hightower),0.370,2.320
3,7:09,1,10,NWE 49,10,10,DeAngelo Williams left end for 3 yards (tackle by Dont'a Hightower),2.320,2.190
3,6:45,2,7,NWE 46,10,10,DeAngelo Williams left guard for 6 yards (tackle by Joe Vellano),2.190,2.280
3,6:00,3,1,NWE 40,10,10,Mike Tolbert right end for 2 yards (tackle by Devin McCourty),2.280,3.050
3,5:15,1,10,NWE 38,10,10,Cam Newton left tackle for 1 yard (tackle by Chandler Jones),3.050,2.640
3,4:27,2,9,NWE 37,10,10,Cam Newton pass complete short left to Steve Smith for 16 yards (tackle by Aqib Talib),2.640,4.170
3,3:46,1,10,NWE 21,10,10,Jonathan Stewart right guard for no gain (tackle by Rob Ninkovich),4.170,3.630
3,3:02,2,10,NWE 21,10,10,Cam Newton pass complete short right to Brandon LaFell for 6 yards (tackle by Marquice Cole),3.630,3.810
3,2:19,3,4,NWE 15,10,16,"Cam Newton pass complete short right to Greg Olsen for 15 yards, touchdown",3.810,7.000
3,2:19,,,NWE 2,10,17,Graham Gano kicks extra point good,0.000,0.000
3,2:19,,,CAR 35,10,17,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
3,2:10,1,10,NWE 20,10,17,Tom Brady pass complete short left to Rob Gronkowski for 3 yards (tackle by A.J. Klein),0.280,0.140
3,1:40,2,7,NWE 23,10,17,Stevan Ridley right end for 5 yards (tackle by Quintin Mikell and Captain Munnerlyn),0.140,0.100
3,1:03,3,2,NWE 28,10,17,Tom Brady pass complete short right to Shane Vereen for 7 yards (tackle by Thomas Davis),0.100,1.270
3,0:29,1,10,NWE 35,10,17,Stevan Ridley right guard for 5 yards (tackle by Wes Horton and Captain Munnerlyn),1.270,1.400
Quarter,Time,Down,ToGo,Location,NWE,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,NWE 40,10,17,Tom Brady pass complete short middle to Aaron Dobson for 11 yards (tackle by Thomas Davis and Luke Kuechly),1.400,2.320
4,14:26,1,10,CAR 49,10,17,Stevan Ridley up the middle for 4 yards (tackle by Thomas Davis),2.320,2.320
4,13:44,2,6,CAR 45,10,17,Shane Vereen left guard for 7 yards (tackle by Luke Kuechly and Mario Addison),2.320,3.050
4,13:01,1,10,CAR 38,10,17,Tom Brady pass complete short right to Kenbrell Thompkins for 37 yards (tackle by A.J. Klein),3.050,6.970
4,12:37,1,1,CAR 1,16,17,"Stevan Ridley left guard for 1 yard, touchdown",6.970,7.000
4,12:37,,,CAR 2,17,17,Stephen Gostkowski kicks extra point good,0.000,0.000
4,12:37,,,NWE 35,17,17,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
4,12:33,1,10,CAR 20,17,17,DeAngelo Williams up the middle for 2 yards (tackle by Rob Ninkovich),0.280,0.000
4,11:57,2,8,CAR 22,17,17,Cam Newton sacked by Rob Ninkovich for -7 yards,0.000,-1.860
4,11:18,3,15,CAR 15,17,17,Cam Newton pass incomplete deep right intended for Brandon LaFell (defended by Logan Ryan),-1.860,-2.440
4,11:12,4,15,CAR 15,17,17,"Brad Nortman punts 37 yards, returned by Danny Amendola for 13 yards (tackle by Jason Williams)",-2.440,-2.980
4,11:01,1,10,CAR 39,17,17,LeGarrette Blount right guard for 5 yards (tackle by Wes Horton),2.980,3.120
4,10:36,2,5,CAR 34,17,17,LeGarrette Blount up the middle for 1 yard (tackle by Star Lotulelei),3.120,2.540
4,9:58,3,4,CAR 33,17,17,Tom Brady pass complete short right to Shane Vereen for 6 yards (tackle by Drayton Florence),2.540,3.780
4,9:32,1,10,CAR 27,17,17,LeGarrette Blount right guard for no gain (tackle by Star Lotulelei),3.780,3.230
4,8:49,2,10,CAR 27,17,17,Tom Brady pass complete short right to Rob Gronkowski for 10 yards (tackle by Robert Lester and Thomas Davis),3.230,4.440
4,8:02,1,10,CAR 17,17,17,LeGarrette Blount right guard for 3 yards (tackle by Luke Kuechly and Greg Hardy),4.440,4.320
4,7:25,2,7,CAR 14,17,17,LeGarrette Blount up the middle for 6 yards (tackle by Mario Addison and Thomas Davis),4.320,4.800
4,6:42,3,1,CAR 8,17,17,Tom Brady pass incomplete short left intended for Aaron Dobson,4.800,2.990
4,6:36,4,1,CAR 8,20,17,Stephen Gostkowski 26 yard field goal good,2.990,3.000
4,6:36,,,NWE 35,20,17,"Stephen Gostkowski kicks off 67 yards, returned by Ted Ginn for 19 yards (tackle by Chris White)",0.000,0.060
4,6:26,1,10,CAR 17,20,17,Cam Newton pass complete short right to Brandon LaFell for 4 yards (tackle by Rob Ninkovich),-0.060,0.080
4,5:47,2,6,CAR 21,20,17,Cam Newton pass incomplete short right intended for Steve Smith (defended by Aqib Talib),0.080,-0.750
4,5:42,3,6,CAR 21,20,17,Cam Newton right end for 15 yards (tackle by Duron Harmon),-0.750,1.330
4,5:03,1,10,CAR 36,20,17,DeAngelo Williams right guard for 1 yard (tackle by Brandon Spikes),1.330,0.930
4,4:23,2,9,CAR 37,20,17,Cam Newton pass complete short right to DeAngelo Williams for 7 yards (tackle by Chandler Jones),0.930,1.160
4,3:40,3,2,CAR 44,20,17,Cam Newton up the middle for 3 yards (tackle by Chandler Jones and Andre Carter),1.160,2.060
4,2:57,1,10,CAR 47,20,17,Cam Newton pass complete short left to Greg Olsen for 14 yards (tackle by Marquice Cole),2.060,2.980
4,2:49,1,10,NWE 39,20,17,Cam Newton pass incomplete short right intended for Ted Ginn,2.980,2.440
4,2:45,2,10,NWE 39,20,17,Mike Tolbert up the middle for 3 yards (tackle by Rob Ninkovich and Dont'a Hightower),2.440,2.150
4,2:06,3,7,NWE 36,20,17,"Cam Newton pass incomplete short left intended for Greg Olsen. Penalty on Devin McCourty: Defensive Holding, 5 yards (no play)",2.150,3.510
4,2:01,1,10,NWE 31,20,17,Mike Tolbert right guard for 4 yards (tackle by Rob Ninkovich and Joe Vellano),3.510,3.510
4,1:56,2,6,NWE 27,20,17,Cam Newton pass complete short right to Greg Olsen for 7 yards (tackle by Devin McCourty),3.510,4.240
4,1:17,1,10,NWE 20,20,17,"Penalty on Byron Bell: False Start, 5 yards (no play)",4.240,3.910
4,1:16,1,15,NWE 25,20,17,Cam Newton pass incomplete short left intended for DeAngelo Williams,3.910,3.020
4,1:09,2,15,NWE 25,20,23,"Cam Newton pass complete short left to Ted Ginn for 25 yards, touchdown",3.020,7.000
4,1:09,,,NWE 2,20,24,Graham Gano kicks extra point good,0.000,0.000
4,1:09,,,CAR 35,20,24,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
4,0:59,1,10,NWE 20,20,24,Tom Brady pass incomplete short right intended for Julian Edelman,0.280,-0.270
4,0:55,2,10,NWE 20,20,24,Tom Brady pass incomplete short middle intended for Danny Amendola,-0.270,-0.960
4,0:51,3,10,NWE 20,20,24,Tom Brady pass incomplete short middle intended for Shane Vereen,-0.960,-2.030
4,0:47,4,10,NWE 20,20,24,Tom Brady pass complete deep right to Rob Gronkowski for 23 yards (tackle by Robert Lester),-2.030,-2.030
4,0:40,4,10,NWE 20,20,24,Timeout #1 by New England Patriots,-2.030,1.800
4,0:40,1,10,NWE 43,20,24,Tom Brady pass incomplete short right intended for Rob Gronkowski,1.800,1.250
4,0:35,2,10,NWE 43,20,24,Tom Brady pass complete short middle to Danny Amendola for 11 yards (tackle by Thomas Davis),1.250,1.250
4,0:29,2,10,NWE 43,20,24,Timeout #2 by New England Patriots,1.250,2.520
4,0:29,1,10,CAR 46,20,24,Tom Brady pass incomplete deep left intended for Aaron Dobson,2.520,1.980
4,0:23,2,10,CAR 46,20,24,Tom Brady pass incomplete short left intended for Shane Vereen,1.980,1.290
4,0:17,3,10,CAR 46,20,24,"Tom Brady pass incomplete short left intended for Aaron Dobson. Penalty on Melvin White: Defensive Pass Interference, 10 yards (no play)",1.290,3.180
4,0:10,1,10,CAR 36,20,24,Tom Brady pass complete short middle to Shane Vereen for 11 yards (tackle by Luke Kuechly),3.180,3.180
4,0:06,1,10,CAR 36,20,24,Timeout #3 by New England Patriots,3.180,3.180
4,0:06,1,10,CAR 36,20,24,Timeout #1 by Carolina Panthers,3.180,3.910
4,0:06,1,10,CAR 25,20,24,Tom Brady pass complete short left to Aaron Dobson for 7 yards,3.910,4.370
4,0:03,2,3,CAR 18,20,24,Tom Brady pass incomplete deep middle intended for Rob Gronkowski is intercepted by Robert Lester at CAR--4,4.370,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
