0,1
Game Info,Game Info
Won Toss,Patriots (deferred)
Roof,outdoors
Surface,grass
Duration,2:51
Attendance,74225
Weather,"59 degrees, relative humidity 35%, wind 8 mph, wind chill 0"
Vegas Line,Carolina Panthers -3.0
Over/Under,46.5 (under)
