Quarter,Time,Tm,Detail,NOR,TAM
1.0,9:34,Saints,Tre'Quan Smith 14 yard pass from Drew Brees (Wil Lutz kick),7,0
,0:00,Saints,Adam Trautman 7 yard pass from Drew Brees (Wil Lutz kick),14,0
2.0,11:44,Saints,Emmanuel Sanders 12 yard pass from Drew Brees (Wil Lutz kick),21,0
,8:45,Saints,Alvin Kamara 1 yard rush (Wil Lutz kick),28,0
,1:49,Saints,Wil Lutz 36 yard field goal,31,0
4.0,9:07,Saints,Josh Hill 3 yard pass from Drew Brees (Wil Lutz kick),38,0
,5:52,Buccaneers,Ryan Succop 48 yard field goal,38,3
