Quarter,Time,Tm,Detail,DAL,WAS
1.0,4:01,Cowboys,Eddie George 1 yard rush (Billy Cundiff kick),7,0
2.0,0:07,Redskins,John Hall 19 yard field goal,7,3
3.0,8:47,Cowboys,Jason Witten 10 yard pass from Vinny Testaverde (Billy Cundiff kick),14,3
,0:45,Redskins,Rod Gardner 1 yard pass from Mark Brunell (John Hall kick),14,10
4.0,13:00,Cowboys,Terry Glenn 26 yard pass from Richie Anderson (Billy Cundiff kick),21,10
,4:30,Redskins,Rod Gardner 15 yard pass from Mark Brunell (Taylor Jacobs pass from Mark Brunell),21,18
