Quarter,Time,Down,ToGo,Location,DAL,WAS,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Redskins won the coin toss, Redskins to receive the opening kickoff.",,
1,15:00,,,DAL 30,0,0,"Billy Cundiff kicks off 70 yards, returned by Chad Morton for 17 yards (tackle by Bradie James)",0.000,-0.060
1,14:56,1,10,WAS 17,0,0,Clinton Portis right guard for 6 yards (tackle by Tony Dixon),-0.060,0.350
1,14:20,2,4,WAS 23,0,0,Clinton Portis right tackle for 2 yards (tackle by Randal Williams and Alshermond Singleton),0.350,-0.240
1,13:44,3,2,WAS 25,0,0,Mark Brunell pass incomplete intended for James Thrash (defended by Jacques Reeves),-0.240,-1.700
1,13:30,4,2,WAS 25,0,0,"Tom Tupa punts 51 yards, returned by Dedric Ward for 12 yards (tackle by Matt Bowen). Penalty on Mike Sellers: Ineligible Downfield Kick, 5 yards (no play)",-1.700,-2.030
1,13:30,4,7,WAS 20,0,0,"Tom Tupa punts 55 yards, returned by Dedric Ward for 11 yards (tackle by Mike Sellers)",-2.030,-1.330
1,13:20,1,10,DAL 36,0,0,Vinny Testaverde pass incomplete intended for Antonio Bryant,1.330,0.790
1,13:17,2,10,DAL 36,0,0,Vinny Testaverde pass complete to Antonio Bryant for 6 yards (tackle by Fred Smoot),0.790,0.890
1,13:01,3,4,DAL 42,0,0,Vinny Testaverde sacked by Renaldo Wynn for -3 yards,0.890,-0.780
1,12:28,4,7,DAL 39,0,0,"Mat McBriar punts 52 yards, returned by Chad Morton for 3 yards (tackle by Bradie James). Penalty on Ade Jimoh: Illegal Block Above the Waist, 6 yards",-0.780,0.380
1,12:16,1,10,WAS 6,0,0,Clinton Portis right end for 1 yard (tackle by Terence Newman),-0.380,-0.710
1,11:41,2,9,WAS 7,0,0,Clinton Portis left guard for 13 yards (tackle by Tony Dixon),-0.710,0.280
1,11:02,1,10,WAS 20,0,0,Mark Brunell pass incomplete intended for Laveranues Coles (defended by Terence Newman),0.280,-0.270
,,,,,,,"WAS challenged the ruling, and the original play was overturned.",,
1,10:46,2,10,WAS 20,0,0,Clinton Portis right guard for 3 yards (tackle by Dat Nguyen),-0.270,-0.560
1,10:07,3,7,WAS 23,0,0,Mark Brunell pass complete to Rod Gardner for 11 yards (tackle by Jacques Reeves),-0.560,1.200
1,9:27,1,10,WAS 34,0,0,Clinton Portis left end for 8 yards (tackle by Dat Nguyen),1.200,1.740
1,8:50,2,2,WAS 42,0,0,Clinton Portis right end for no gain (tackle by Dat Nguyen),1.740,1.030
1,8:06,3,2,WAS 42,0,0,Mark Brunell pass complete to Laveranues Coles for 10 yards,1.030,2.390
,,,,,,,"DAL challenged the ruling, and the play was upheld.",,
1,7:57,1,10,DAL 48,0,0,Mark Brunell pass incomplete intended for Laveranues Coles,2.390,1.850
1,7:52,2,10,DAL 48,0,0,Mark Brunell pass incomplete intended for Laveranues Coles,1.850,1.160
1,7:48,3,10,DAL 48,0,0,Mark Brunell pass incomplete intended for Laveranues Coles,1.160,0.070
1,7:41,4,10,DAL 48,0,0,"Tom Tupa punts 32 yards, muffed catch by Dedric Ward, recovered by Dedric Ward and returned for no gain",0.070,0.060
1,7:31,1,10,DAL 17,0,0,Vinny Testaverde pass complete to Terry Glenn for 26 yards (tackle by Matt Bowen),-0.060,1.800
