Quarter,Time,Down,ToGo,Location,MIN,CHI,Detail,EPB,EPA
2,1:01,1,10,CHI 36,21,21,Matt Forte left tackle for 11 yards (tackle by Erin Henderson),1.330,2.060
2,0:34,1,10,CHI 47,21,21,Matt Forte left guard for 4 yards (tackle by Brian Robison),2.060,2.060
2,0:29,1,10,CHI 47,21,21,Timeout #2 by Chicago Bears,2.060,2.060
2,0:29,2,6,MIN 49,21,21,Jay Cutler pass complete deep middle to Earl Bennett for 16 yards (tackle by Harrison Smith),2.060,2.060
2,0:19,2,6,MIN 49,21,21,Timeout #3 by Chicago Bears,2.060,3.380
2,0:19,1,10,MIN 33,21,21,Jay Cutler pass complete deep right to Brandon Marshall for 31 yards (tackle by Jamarca Sanford),3.380,6.740
2,0:12,1,2,MIN 2,21,21,Jay Cutler pass incomplete short right intended for Martellus Bennett,6.740,6.740
2,0:08,1,2,MIN 2,21,21,Timeout #1 by Minnesota Vikings,6.740,5.720
2,0:08,2,2,MIN 2,21,21,Jay Cutler pass incomplete short left intended for Alshon Jeffery (defended by Josh Robinson),5.720,4.950
2,0:05,3,2,MIN 2,21,21,Jay Cutler pass incomplete short right intended for Brandon Marshall,4.950,3.250
2,0:02,4,2,MIN 2,21,24,Robbie Gould 20 yard field goal good,3.250,3.000
Quarter,Time,Down,ToGo,Location,MIN,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 35,21,24,"Blair Walsh kicks off no gain, returned by Devin Hester for 20 yards (tackle by Robert Blanton)",0.000,0.280
3,14:56,1,10,CHI 20,21,24,Jay Cutler pass complete short right to Martellus Bennett for 15 yards (tackle by Jamarca Sanford),0.280,1.270
3,14:14,1,10,CHI 35,21,24,Alshon Jeffery left end for -8 yards (tackle by Jared Allen),1.270,-0.360
3,13:27,2,18,CHI 27,21,24,Jay Cutler pass complete short middle to Matt Forte for 13 yards (tackle by Jamarca Sanford),-0.360,0.700
3,12:41,3,5,CHI 40,21,24,Jay Cutler pass incomplete short left intended for Brandon Marshall,0.700,-0.720
3,12:37,4,5,CHI 40,21,24,"Adam Podlesh punts 26 yards, out of bounds",-0.720,-1.200
3,12:30,1,10,MIN 34,21,24,Adrian Peterson right tackle for 4 yards (tackle by Chris Conte),1.200,1.200
3,11:55,2,6,MIN 38,21,24,Christian Ponder pass incomplete deep middle intended for Jerome Simpson (defended by Tim Jennings),1.200,0.500
3,11:49,3,6,MIN 38,21,24,Christian Ponder right tackle for 5 yards (tackle by Julius Peppers),0.500,-0.520
3,11:01,4,1,MIN 43,21,24,Christian Ponder right end for 2 yards (tackle by Charles Tillman),-0.520,1.930
3,10:22,1,10,MIN 45,21,24,"Adrian Peterson left guard for 2 yards (tackle by Nate Collins). Adrian Peterson fumbles (forced by Nate Collins), recovered by Corey Wootton at MIN-47 (tackle by John Carlson)",1.930,-2.460
3,10:15,1,10,MIN 47,21,24,Matt Forte left tackle for -1 yards (tackle by Jared Allen),2.460,1.780
3,9:44,2,11,MIN 48,21,24,Matt Forte left guard for 1 yard (tackle by Sharrif Floyd and Everson Griffen),1.780,1.220
3,9:02,3,10,MIN 47,21,24,Jay Cutler pass complete short right to Martellus Bennett for 1 yard (tackle by Chad Greenway),1.220,0.200
3,8:25,4,9,MIN 46,21,24,"Adam Podlesh punts 37 yards, fair catch by Marcus Sherels",0.200,0.380
3,8:17,1,10,MIN 9,21,24,Christian Ponder pass complete short left to Cordarrelle Patterson for 14 yards (tackle by Lance Briggs and D.J. Williams),-0.380,0.480
3,7:44,1,10,MIN 23,21,24,Adrian Peterson right guard for 6 yards (tackle by Nate Collins),0.480,0.740
3,7:10,2,4,MIN 29,21,24,Adrian Peterson left guard for 3 yards (tackle by Major Wright and Nate Collins),0.740,0.430
3,6:35,3,1,MIN 32,21,24,Adrian Peterson right guard for 2 yards (tackle by James Anderson),0.430,1.200
3,6:01,1,10,MIN 34,21,24,Christian Ponder pass complete short middle to Adrian Peterson for 7 yards (tackle by Tim Jennings),1.200,1.600
3,5:20,2,3,MIN 41,21,24,Toby Gerhart left guard for 5 yards (tackle by Major Wright),1.600,1.990
3,4:46,1,10,MIN 46,21,24,Christian Ponder pass complete short middle to Toby Gerhart for 3 yards (tackle by Lance Briggs),1.990,1.860
3,4:10,2,7,MIN 49,21,24,Christian Ponder pass incomplete short middle intended for Adrian Peterson,1.860,1.160
3,4:05,3,7,MIN 49,21,24,Christian Ponder pass complete deep right to Jerome Simpson for 37 yards (tackle by Tim Jennings),1.160,4.650
3,3:19,1,10,CHI 14,21,24,Adrian Peterson right guard for 4 yards (tackle by Major Wright),4.650,4.710
3,2:44,2,6,CHI 10,21,24,Christian Ponder pass incomplete short right intended for John Carlson (defended by James Anderson),4.710,3.820
3,2:39,3,6,CHI 10,21,24,Christian Ponder pass incomplete short left intended for Jarius Wright (defended by Major Wright),3.820,2.790
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the original play was overturned.",,
3,2:36,4,6,CHI 10,24,24,Blair Walsh 28 yard field goal good,2.790,3.000
3,2:36,,,MIN 35,24,24,"Blair Walsh kicks off 69 yards, returned by Devin Hester for 31 yards (tackle by Marcus Sherels)",0.000,-0.740
3,2:26,1,10,CHI 27,24,24,Jay Cutler pass complete short right to Brandon Marshall for 5 yards (tackle by Chad Greenway),0.740,0.870
3,1:46,2,5,CHI 32,24,24,Jay Cutler pass complete short right to Earl Bennett for 3 yards (tackle by Josh Robinson),0.870,0.560
3,1:05,3,2,CHI 35,24,24,Jay Cutler pass complete short left to Matt Forte for 13 yards (tackle by Jamarca Sanford),0.560,2.130
3,0:48,1,10,CHI 48,24,24,Jay Cutler pass complete short left to Matt Forte for 3 yards (tackle by Harrison Smith),2.130,1.990
3,0:06,2,7,MIN 49,24,24,Matt Forte left end for 9 yards (tackle by Chad Greenway),1.990,2.920
Quarter,Time,Down,ToGo,Location,MIN,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,MIN 40,24,24,Jay Cutler pass incomplete deep right intended for Brandon Marshall is intercepted by Harrison Smith at MIN-12,2.920,0.350
4,14:54,1,10,MIN 12,24,24,Adrian Peterson left guard for 4 yards (tackle by James Anderson and Henry Melton),-0.350,-0.370
4,14:13,2,6,MIN 16,24,24,Adrian Peterson left guard for 4 yards (tackle by Shea McClellin and Stephen Paea),-0.370,-0.480
4,13:33,3,2,MIN 20,24,24,"Christian Ponder pass complete short right to Greg Jennings for 22 yards (tackle by Charles Tillman). Penalty on Charles Tillman: Horse Collar Tackle, 15 yards",-0.480,2.720
4,13:05,1,10,CHI 43,24,24,Christian Ponder left guard for 5 yards (tackle by Lance Briggs),2.720,2.850
4,12:25,2,5,CHI 38,24,24,Adrian Peterson left end for 11 yards (tackle by James Anderson),2.850,3.780
4,11:42,1,10,CHI 27,24,24,Christian Ponder pass complete short right to Kyle Rudolph for 8 yards (tackle by Major Wright),3.780,4.350
4,11:07,2,2,CHI 19,24,24,Christian Ponder pass incomplete deep right intended for Kyle Rudolph,4.350,3.640
4,11:00,3,2,CHI 19,24,24,Christian Ponder left end for 1 yard (tackle by James Anderson),3.640,2.400
,,,,,,,"CHI challenged the first down ruling, and the original play was overturned.",,
4,10:42,4,1,CHI 18,24,24,Adrian Peterson right tackle for 4 yards (tackle by Major Wright),2.400,4.650
4,10:11,1,10,CHI 14,24,24,Adrian Peterson right end for -13 yards (tackle by James Anderson),4.650,2.340
4,9:22,2,23,CHI 27,24,24,Adrian Peterson left guard for 4 yards (tackle by Stephen Paea),2.340,2.210
4,8:43,3,19,CHI 23,24,24,Christian Ponder pass complete short middle to Kyle Rudolph for 14 yards (tackle by James Anderson),2.210,2.880
4,8:08,4,5,CHI 9,27,24,Blair Walsh 28 yard field goal good,2.880,3.000
4,8:08,,,MIN 35,27,24,"Blair Walsh kicks off 72 yards, returned by Devin Hester for 42 yards (tackle by Robert Blanton)",0.000,-1.270
4,7:58,1,10,CHI 35,27,24,Jay Cutler pass complete short middle to Matt Forte for 7 yards (tackle by Chad Greenway and Josh Robinson),1.270,1.670
4,7:20,2,3,CHI 42,27,24,Matt Forte left guard for 3 yards (tackle by Erin Henderson),1.670,1.930
4,6:41,1,10,CHI 45,27,24,"Matt Forte right end for 3 yards (tackle by Letroy Guion). Matt Forte fumbles (forced by Letroy Guion), recovered by Letroy Guion at CHI-48 (tackle by Matt Forte)",1.930,-2.460
4,6:28,1,10,CHI 47,27,24,Christian Ponder pass complete short right to Jerome Simpson for 12 yards (tackle by James Anderson),2.460,3.250
4,5:44,1,10,CHI 35,27,24,Adrian Peterson right guard for no gain (tackle by Charles Tillman),3.250,2.700
4,5:03,2,10,CHI 35,27,24,Christian Ponder pass complete short left to John Carlson for 7 yards (tackle by James Anderson),2.700,2.940
4,4:20,3,3,CHI 28,27,24,Christian Ponder pass complete deep left to Greg Jennings for 22 yards (tackle by Isaiah Frey),2.940,5.830
4,3:33,1,6,CHI 6,27,24,Adrian Peterson left tackle for 2 yards (tackle by D.J. Williams),5.830,5.830
4,3:28,1,6,CHI 6,27,24,Timeout #1 by Chicago Bears,5.830,5.340
4,3:28,2,4,CHI 4,27,24,Christian Ponder pass incomplete short right intended for Kyle Rudolph,5.340,4.490
4,3:23,3,4,CHI 4,27,24,Adrian Peterson left tackle for no gain (tackle by Henry Melton),4.490,4.490
4,3:18,3,4,CHI 4,27,24,Timeout #2 by Chicago Bears,4.490,3.030
4,3:17,4,4,CHI 4,30,24,Blair Walsh 22 yard field goal good,3.030,3.000
4,3:17,,,MIN 35,30,24,"Blair Walsh kicks off 45 yards, returned by Joe Anderson for 14 yards (tackle by Matt Asiata)",0.000,-1.200
4,3:08,1,10,CHI 34,30,24,Jay Cutler pass incomplete short middle intended for Alshon Jeffery,1.200,0.660
4,3:04,2,10,CHI 34,30,24,Jay Cutler pass complete short middle to Matt Forte for 6 yards (tackle by Jamarca Sanford),0.660,0.760
4,2:28,3,4,CHI 40,30,24,Jay Cutler pass complete short middle to Brandon Marshall for 12 yards (tackle by Harrison Smith),0.760,2.390
4,2:00,1,10,MIN 48,30,24,Jay Cutler pass complete short right to Matt Forte for -2 yards (tackle by Brian Robison),2.390,1.580
4,1:32,2,12,,30,24,Jay Cutler pass complete short right to Alshon Jeffery for 11 yards (tackle by Chad Greenway),1.580,2.340
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
4,1:08,3,1,MIN 39,30,24,Jay Cutler pass complete short left to Brandon Marshall for 10 yards (tackle by Harrison Smith),2.340,3.640
4,0:49,1,10,MIN 29,30,24,"Jay Cutler pass incomplete deep right intended for Alshon Jeffery (defended by Xavier Rhodes). Penalty on Jermon Bushrod: Offensive Holding, 10 yards (no play)",3.640,2.980
4,0:43,1,20,MIN 39,30,24,Jay Cutler pass complete short left to Martellus Bennett for 23 yards (tackle by Erin Henderson),2.980,4.510
4,0:22,1,10,MIN 16,30,24,Jay Cutler spiked the ball,4.510,3.900
4,0:21,2,10,MIN 16,30,24,Jay Cutler pass incomplete deep right intended for Alshon Jeffery,3.900,3.080
4,0:16,3,10,MIN 16,30,30,"Jay Cutler pass complete short left to Martellus Bennett for 16 yards, touchdown",3.080,7.000
4,0:16,,,MIN 2,30,31,Robbie Gould kicks extra point good,0.000,0.000
4,0:16,,,CHI 35,30,31,"Robbie Gould kicks off 36 yards, returned by John Carlson for 1 yard (tackle by Blake Costanzo). John Carlson fumbles, recovered by Blake Costanzo at MIN-30",0.000,3.580
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
4,0:03,1,10,MIN 30,30,31,Jay Cutler kneels for -1 yards,3.580,2.900
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
