Quarter,Time,Down,ToGo,Location,OAK,KAN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Raiders won the coin toss and deferred, Chiefs to receive the opening kickoff.",,
1,15:00,,,OAK 30,0,0,"Sebastian Janikowski kicks off 58 yards, returned by Dexter McCluster for 15 yards (tackle by Michael Huff)",0.000,0.740
1,14:56,1,10,KAN 27,0,0,Thomas Jones middle for 3 yards (tackle by Matt Shaughnessy),0.740,0.600
1,14:29,,,,0,0,Timeout #1 by Oakland Raiders,0.000,0.600
1,14:29,2,7,KAN 30,0,0,Matt Cassel pass incomplete short left intended for Tony Moeaki,0.600,-0.100
1,14:24,3,7,KAN 30,0,0,Matt Cassel pass complete short left to Dexter McCluster for 15 yards (tackle by Kamerion Wimbley),-0.100,1.930
1,13:44,1,10,KAN 45,0,0,Thomas Jones left tackle for 1 yard (tackle by Matt Shaughnessy),1.930,1.520
1,13:11,2,9,KAN 46,0,0,Thomas Jones right end for 1 yard (tackle by Stanford Routt),1.520,0.960
1,12:42,3,8,KAN 47,0,0,Matt Cassel pass complete short middle to Chris Chambers for 4 yards (tackle by Michael Huff),0.960,0.000
1,12:05,4,4,OAK 49,0,0,"Dustin Colquitt punts 34 yards, fair catch by Nick Miller",0.000,0.220
1,11:58,1,10,OAK 15,0,0,"Darrius Heyward-Bey right end for 2 yards (tackle by Jovan Belcher). Darrius Heyward-Bey fumbles (forced by Jovan Belcher), recovered by Derrick Johnson at OAK-17 (tackle by Darrius Heyward-Bey)",-0.220,-4.440
1,11:47,1,10,OAK 17,0,0,Matt Cassel pass complete short left to Jamaal Charles for 5 yards (tackle by Tommy Kelly),4.440,4.690
1,11:16,2,5,OAK 12,0,0,Matt Cassel pass incomplete short left intended for Chris Chambers (defended by Quentin Groves),4.690,3.880
1,11:11,3,5,OAK 12,0,0,Matt Cassel pass incomplete short middle intended for Dexter McCluster,3.880,2.680
1,11:07,4,5,OAK 12,0,3,Ryan Succop 30 yard field goal good,2.680,3.000
1,,,,KAN 30,0,3,"Ryan Succop kicks off 65 yards, returned by Jacoby Ford for 18 yards (tackle by Ricky Price)",0.000,0.480
1,10:57,1,10,OAK 23,0,3,Michael Bush middle for 3 yards (tackle by Glenn Dorsey and Ron Edwards),0.480,0.340
1,10:22,2,7,OAK 26,0,3,Michael Bush left end for 1 yard (tackle by Brandon Carr),0.340,-0.230
1,9:36,3,6,OAK 27,0,3,"Penalty on Jason Campbell: Delay of Game, 5 yards (no play)",-0.230,-0.890
1,9:18,3,11,OAK 22,0,3,Jason Campbell right end for 8 yards (tackle by Tamba Hali),-0.890,-1.370
1,9:03,4,3,OAK 30,0,3,"Shane Lechler punts 52 yards, returned by Javier Arenas for 6 yards (tackle by Hiram Eugene)",-1.370,-0.540
1,8:53,1,10,KAN 24,0,3,Thomas Jones middle for no gain (tackle by Matt Shaughnessy),0.540,0.000
1,8:24,2,10,KAN 24,0,3,Thomas Jones middle for 2 yards (tackle by Rolando McClain),0.000,-0.430
1,7:43,3,8,KAN 26,0,3,Matt Cassel pass complete short left to Dwayne Bowe for 11 yards,-0.430,1.400
1,7:17,1,10,KAN 37,0,3,Matt Cassel pass incomplete short left intended for Leonard Pope (defended by Matt Shaughnessy),1.400,0.860
1,7:11,2,10,KAN 37,0,3,Jamaal Charles middle for 5 yards (tackle by Rolando McClain and Jarvis Moss),0.860,0.830
1,6:31,3,5,KAN 42,0,3,Matt Cassel pass incomplete short left intended for Dexter McCluster,0.830,-0.590
1,6:26,4,5,KAN 42,0,3,Dustin Colquitt punts 45 yards,-0.590,0.320
1,6:15,1,10,OAK 13,0,3,Michael Bush middle for 3 yards (tackle by Ron Edwards),-0.320,-0.440
1,5:44,2,7,OAK 16,0,3,Michael Bush right tackle for 15 yards (tackle by Eric Berry),-0.440,1.000
1,5:02,1,10,OAK 31,0,3,"Penalty on Jared Veldheer: False Start, 5 yards (no play)",1.000,0.670
1,4:41,1,15,OAK 26,0,3,Kyle Boller sacked by Tamba Hali for -6 yards,0.670,-1.030
1,4:08,2,21,OAK 20,0,3,Michael Bennett middle for 5 yards (tackle by Jon McGraw),-1.030,-1.020
1,3:32,3,16,OAK 25,0,3,Kyle Boller pass complete short left to Michael Bush for 5 yards (tackle by Andy Studebaker),-1.020,-1.370
1,3:02,4,11,OAK 30,0,3,"Shane Lechler punts 43 yards, muffed catch by Javier Arenas, recovered by Brandon Carr and returned for no gain",-1.370,-0.740
1,2:52,1,10,KAN 27,0,3,Matt Cassel pass incomplete deep middle intended for Dwayne Bowe (defended by Michael Huff),0.740,0.200
1,2:45,2,10,KAN 27,0,3,Jamaal Charles left end for 3 yards (tackle by Rolando McClain),0.200,-0.100
1,2:06,3,7,KAN 30,0,3,Matt Cassel pass complete short middle to Jamaal Charles for 8 yards (tackle by Rolando McClain),-0.100,1.470
1,1:27,1,10,KAN 38,0,3,Thomas Jones middle for 1 yard (tackle by Desmond Bryant and Lamarr Houston),1.470,1.060
1,1:01,2,9,KAN 39,0,3,Jamaal Charles right end for 3 yards (tackle by Tyvon Branch),1.060,0.760
1,0:28,3,6,KAN 42,0,3,Matt Cassel pass incomplete short right intended for Dexter McCluster,0.760,-0.590
1,0:22,4,6,KAN 42,0,3,"Dustin Colquitt punts 40 yards, returned by Nick Miller for 3 yards (tackle by Corey Mays). Penalty on Michael Mitchell: Illegal Block Above the , 9 yards",-0.590,0.380
1,0:12,1,10,OAK 9,0,3,Jason Campbell pass incomplete short right intended for Michael Bush,-0.380,-0.780
1,0:09,2,10,OAK 9,0,3,Michael Bush right end for 16 yards (tackle by Kendrick Lewis and Glenn Dorsey),-0.780,0.610
Quarter,Time,Down,ToGo,Location,OAK,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,OAK 25,0,3,Jason Campbell sacked by Tamba Hali for -5 yards,0.610,-0.610
2,14:25,2,15,OAK 20,0,3,"Penalty on Langston Walker: False Start, 5 yards (no play)",-0.610,-1.430
2,13:57,2,20,OAK 15,0,3,Jason Campbell right end for 21 yards (tackle by Jon McGraw),-1.430,1.330
2,13:31,1,10,OAK 36,0,3,Michael Bush left guard for 2 yards (tackle by Jovan Belcher),1.330,1.060
2,12:54,2,8,OAK 38,0,3,Jason Campbell pass complete short middle to Michael Bush for 9 yards (tackle by Tamba Hali and Tyson Jackson),1.060,2.060
2,12:25,1,10,OAK 47,0,3,Jason Campbell pass incomplete deep left intended for Louis Murphy,2.060,1.520
2,12:17,2,10,OAK 47,0,3,Michael Bush middle for 3 yards (tackle by Eric Berry),1.520,1.220
2,11:37,3,7,,0,3,Jason Campbell pass complete short right to Chaz Schilens for 11 yards (tackle by Brandon Flowers),1.220,2.980
2,11:00,1,10,KAN 39,0,3,"Penalty on Langston Walker: False Start, 5 yards (no play)",2.980,2.650
2,10:38,1,15,KAN 44,0,3,Michael Bush right tackle for 3 yards (tackle by Tyson Jackson and Jovan Belcher),2.650,2.170
2,9:55,2,12,KAN 41,0,3,Jason Campbell pass complete short left to Jacoby Ford for 35 yards (tackle by Eric Berry),2.170,5.830
2,9:26,1,6,KAN 6,0,3,Michael Bush middle for 1 yard (tackle by Wallace Gilberry),5.830,5.150
