Quarter,Time,Tm,Detail,OAK,KAN
1.0,11:03,Chiefs,Ryan Succop 30 yard field goal,0,3
2.0,8:33,Raiders,Chaz Schilens 5 yard pass from Jason Campbell (Sebastian Janikowski kick),7,3
,0:07,Raiders,Sebastian Janikowski 38 yard field goal,10,3
3.0,8:02,Chiefs,Jamaal Charles 5 yard rush (Ryan Succop kick),10,10
,2:26,Raiders,Michael Bush 26 yard rush (Sebastian Janikowski kick),17,10
4.0,11:07,Raiders,Jacoby Ford 10 yard rush (Sebastian Janikowski kick),24,10
,9:11,Raiders,Stanford Routt 22 yard interception return (Sebastian Janikowski kick),31,10
