Quarter,Time,Tm,Detail,GNB,CHI
1.0,7:31,Bears,David Montgomery 2 yard rush (Cairo Santos kick),0,7
2.0,14:55,Packers,Robert Tonyan 3 yard pass from Aaron Rodgers (Mason Crosby kick),7,7
,10:08,Bears,Cairo Santos 30 yard field goal,7,10
,8:31,Packers,Marquez Valdes-Scantling 72 yard pass from Aaron Rodgers (Mason Crosby kick),14,10
,3:57,Packers,Dominique Dafney 13 yard pass from Aaron Rodgers (Mason Crosby kick),21,10
,0:03,Bears,Cairo Santos 27 yard field goal,21,13
3.0,5:30,Bears,Cairo Santos 20 yard field goal,21,16
4.0,3:47,Packers,Aaron Jones 4 yard rush (Mason Crosby kick),28,16
,2:56,Packers,Davante Adams 6 yard pass from Aaron Rodgers (Mason Crosby kick),35,16
