Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Sam Mustipher,OL,75,100%,0,0%,4,17%
Alex Bars,OL,75,100%,0,0%,4,17%
Charles Leno Jr.,OL,75,100%,0,0%,4,17%
Germain Ifedi,OL,75,100%,0,0%,4,17%
Cody Whitehair,OL,75,100%,0,0%,0,0%
Mitchell Trubisky,QB,75,100%,0,0%,0,0%
Allen Robinson,WR,71,95%,0,0%,0,0%
Cole Kmet,TE,67,89%,0,0%,6,26%
David Montgomery,RB,62,83%,0,0%,0,0%
Darnell Mooney,WR,45,60%,0,0%,0,0%
Javon Wims,WR,41,55%,0,0%,7,30%
Anthony Miller,WR,39,52%,0,0%,0,0%
Jimmy Graham,TE,30,40%,0,0%,0,0%
Cordarrelle Patterson,WR,12,16%,0,0%,6,26%
J.P. Holtz,TE,2,3%,0,0%,7,30%
DeAndre Carter,WR,2,3%,0,0%,2,9%
Ryan Nall,RB,1,1%,0,0%,13,57%
Demetrius Harris,TE,1,1%,0,0%,7,30%
Artavis Pierce,RB,1,1%,0,0%,5,22%
Rashaad Coward,OL,1,1%,0,0%,4,17%
Kyle Fuller,DB,0,0%,46,100%,6,26%
Eddie Jackson,DB,0,0%,46,100%,1,4%
Akiem Hicks,DT,0,0%,46,100%,0,0%
Danny Trevathan,LB,0,0%,45,98%,6,26%
Tashaun Gipson,DB,0,0%,45,98%,0,0%
Duke Shelley,DB,0,0%,39,85%,7,30%
Khalil Mack,LB,0,0%,39,85%,1,4%
Kindle Vildor,DB,0,0%,35,76%,2,9%
Robert Quinn,LB,0,0%,33,72%,0,0%
Josh Woods,LB,0,0%,28,61%,14,61%
Bilal Nichols,DT,0,0%,26,57%,5,22%
Mario Edwards,DE,0,0%,17,37%,6,26%
Brent Urban,DE,0,0%,14,30%,10,43%
Barkevious Mingo,LB,0,0%,13,28%,19,83%
John Jenkins,DT,0,0%,12,26%,5,22%
Roquan Smith,LB,0,0%,9,20%,0,0%
DeAndre Houston-Carson,DB,0,0%,6,13%,18,78%
Trevis Gipson,LB,0,0%,4,9%,5,22%
James Vaughters,LB,0,0%,3,7%,11,48%
Joel Iyiegbuniwe,LB,0,0%,0,0%,18,78%
Sherrick McManis,DB,0,0%,0,0%,12,52%
Cairo Santos,K,0,0%,0,0%,9,39%
Xavier Crawford,DB,0,0%,0,0%,7,30%
Patrick Scales,LS,0,0%,0,0%,5,22%
Pat O'Donnell,P,0,0%,0,0%,5,22%
Arlington Hambright,OL,0,0%,0,0%,4,17%
Jason Spriggs,OL,0,0%,0,0%,4,17%
