Quarter,Time,Down,ToGo,Location,GNB,CHI,Detail,EPB,EPA
2,14:21,2,3,CHI 32,7,7,David Montgomery right tackle for 4 yards (tackle by Adrian Amos),1.010,1.330
2,13:59,1,10,CHI 36,7,7,Mitchell Trubisky sacked by Christian Kirksey for -4 yards,1.330,0.250
2,13:16,2,14,CHI 32,7,7,Mitchell Trubisky pass incomplete short left intended for Darnell Mooney (defended by Kevin King),0.250,-0.430
2,13:12,3,14,CHI 32,7,7,Mitchell Trubisky pass complete short left to David Montgomery for 5 yards (tackle by Kevin King),-0.430,-0.910
2,12:33,4,9,CHI 37,7,7,"Pat O'Donnell punts 53 yards, returned by Tavon Austin for 7 yards (tackle by Demetrius Harris). Tavon Austin fumbles (forced by Demetrius Harris), recovered by DeAndre Houston-Carson at GB-20",-0.910,4.240
2,12:20,1,10,GNB 20,7,7,Cordarrelle Patterson right guard for 2 yards (tackle by Za'Darius Smith and Tyler Lancaster),4.240,3.960
2,11:36,2,8,GNB 18,7,7,Mitchell Trubisky pass complete short right to Darnell Mooney for 5 yards (tackle by Kevin King),3.960,4.100
2,10:55,3,3,GNB 13,7,7,David Montgomery right tackle for 1 yard (tackle by Kenny Clark and Krys Barnes),4.100,2.760
2,10:11,4,2,GNB 12,7,10,Cairo Santos 30 yard field goal good,2.760,3.000
2,10:08,,,CHI 35,7,10,"Cairo Santos kicks off 64 yards, returned by Malik Taylor for 21 yards (tackle by Joel Iyiegbuniwe)",0.000,0.410
2,10:03,1,10,GNB 22,7,10,"Penalty on Jamaal Williams: False Start, 5 yards (no play)",0.410,-0.120
2,10:03,1,15,GNB 17,7,10,Aaron Rodgers pass complete short right to Tavon Austin for 7 yards (tackle by Kindle Vildor),-0.120,0.140
2,9:27,2,8,GNB 24,7,10,Jamaal Williams left guard for 4 yards (tackle by Danny Trevathan and Josh Woods),0.140,-0.030
2,8:40,3,4,GNB 28,13,10,"Aaron Rodgers pass complete deep middle to Marquez Valdes-Scantling for 72 yards, touchdown",-0.030,7.000
2,8:31,,,CHI 15,14,10,Mason Crosby kicks extra point good,0.000,0.000
2,8:31,,,GNB 35,14,10,"Mason Crosby kicks off 65 yards, returned by Cordarrelle Patterson for 20 yards (tackle by Malik Taylor)",0.000,0.280
2,8:26,1,10,CHI 20,14,10,David Montgomery right tackle for 5 yards (tackle by Christian Kirksey and Kenny Clark),0.280,0.410
2,7:46,2,5,CHI 25,14,10,"Mitchell Trubisky pass complete short right to Cole Kmet for -2 yards (tackle by Jaire Alexander). Cole Kmet fumbles (forced by Jaire Alexander), recovered by Rashan Gary at CHI-23 and returned for 1 yard (tackle by Demetrius Harris)",0.410,-4.110
2,7:37,1,10,CHI 22,14,10,"Aaron Rodgers pass complete short right to Marcedes Lewis for 9 yards (tackle by Josh Woods). Penalty on Davante Adams: Illegal Block Above the Waist, 10 yards",4.110,4.040
2,7:11,1,11,CHI 23,14,10,AJ Dillon right end for 3 yards (tackle by Akiem Hicks),4.040,3.830
2,6:27,2,8,CHI 20,14,10,Marquez Valdes-Scantling left end for 4 yards (tackle by Khalil Mack),3.830,3.740
2,5:40,3,4,CHI 16,14,10,Aaron Rodgers pass complete short middle to Davante Adams for 9 yards (tackle by Duke Shelley),3.740,5.600
2,4:53,,,,,,Timeout #2 by Green Bay Packers,,
2,4:53,1,7,CHI 7,14,10,"Aaron Rodgers pass incomplete short middle intended for Marcedes Lewis. Penalty on Billy Turner: Offensive Holding, 10 yards (no play)",5.600,4.260
2,4:49,1,17,CHI 17,14,10,Aaron Jones right guard for 4 yards (tackle by Danny Trevathan and Tashaun Gipson),4.260,3.720
2,4:03,2,13,CHI 13,20,10,"Aaron Rodgers pass complete short middle to Dominique Dafney for 13 yards, touchdown",3.720,7.000
2,3:57,,,CHI 15,21,10,Mason Crosby kicks extra point good,0.000,0.000
2,3:57,,,GNB 35,21,10,"Mason Crosby kicks off 69 yards, returned by Cordarrelle Patterson for 33 yards (tackle by Dominique Dafney)",0.000,0.870
2,3:53,1,10,CHI 29,21,10,David Montgomery right tackle for -1 yards (tackle by Rashan Gary),0.870,0.190
2,3:10,2,11,CHI 28,21,10,Mitchell Trubisky pass complete short left to Anthony Miller for 6 yards (tackle by Darnell Savage),0.190,0.300
2,2:47,3,5,CHI 34,21,10,Mitchell Trubisky pass complete short middle to Cole Kmet for 6 yards (tackle by Darnell Savage),0.300,1.600
2,2:12,1,10,CHI 40,21,10,David Montgomery right guard for 3 yards (tackle by Christian Kirksey and Za'Darius Smith),1.600,1.460
2,2:00,2,7,CHI 43,21,10,David Montgomery right end for 5 yards (tackle by Adrian Amos and Dean Lowry),1.460,1.420
2,1:20,3,2,CHI 48,21,10,Mitchell Trubisky pass complete short left to Darnell Mooney for 1 yard (tackle by Chandon Sullivan),1.420,-0.130
2,1:15,4,1,CHI 49,21,10,Mitchell Trubisky left guard for 2 yards (tackle by Krys Barnes),-0.130,2.320
2,0:57,1,10,GNB 49,21,10,"Mitchell Trubisky pass complete short left to David Montgomery for -5 yards (tackle by Adrian Amos). David Montgomery fumbles (forced by Adrian Amos), recovered by Adrian Amos at CHI-46 (tackle by David Montgomery). Penalty on Preston Smith: Defensive Offside, 5 yards (no play)",2.320,3.050
2,0:50,1,5,GNB 44,21,10,Mitchell Trubisky pass complete short middle to Darnell Mooney for 5 yards (tackle by Adrian Amos),3.050,2.980
2,0:43,,,,,,Timeout #1 by Chicago Bears,,
2,0:43,1,10,GNB 39,21,10,Mitchell Trubisky right guard for 6 yards (tackle by Krys Barnes),2.980,3.250
2,0:37,,,,,,Timeout #2 by Chicago Bears,,
2,0:37,2,4,GNB 33,21,10,Mitchell Trubisky pass complete short right to David Montgomery for 14 yards (tackle by Adrian Amos),3.250,4.310
2,0:16,1,10,GNB 19,21,10,Mitchell Trubisky pass complete short middle to David Montgomery for 10 yards (tackle by Adrian Amos),4.310,5.140
2,0:11,,,,,,Timeout #3 by Chicago Bears,,
2,0:11,,,,,,Timeout #3 by Green Bay Packers,,
2,0:11,1,9,GNB 9,21,10,Mitchell Trubisky pass incomplete short left intended for Allen Robinson,5.140,4.380
2,0:06,2,9,GNB 9,21,13,Cairo Santos 27 yard field goal good,4.380,3.000
2,0:03,,,CHI 35,21,13,"Cairo Santos kicks off 64 yards, returned by Malik Taylor for 15 yards (tackle by Sherrick McManis)",0.000,1.270
Quarter,Time,Down,ToGo,Location,GNB,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 35,21,13,"Cairo Santos kicks off 60 yards, returned by Malik Taylor for 23 yards (tackle by Artavis Pierce)",0.000,0.810
3,14:51,1,10,GNB 28,21,13,Aaron Jones left guard for 4 yards (tackle by Eddie Jackson),0.810,0.800
3,14:13,2,6,GNB 32,21,13,Aaron Rodgers pass complete short left to Robert Tonyan for 15 yards (tackle by Robert Quinn),0.800,2.060
3,13:27,1,10,GNB 47,21,13,Aaron Rodgers pass incomplete deep middle intended for Marquez Valdes-Scantling,2.060,1.520
3,13:19,2,10,GNB 47,21,13,Aaron Rodgers sacked by Khalil Mack for -3 yards,1.520,0.430
3,12:33,3,13,GNB 44,21,13,Aaron Rodgers pass incomplete deep right,0.430,-0.460
3,12:27,4,13,GNB 44,21,13,"JK Scott punts 45 yards, fair catch by DeAndre Carter at CHI-11",-0.460,0.370
3,12:20,1,10,CHI 11,21,13,David Montgomery right guard for 4 yards (tackle by Adrian Amos and Kenny Clark),-0.370,-0.430
3,11:47,2,6,CHI 15,21,13,Mitchell Trubisky pass complete short left to Darnell Mooney for 5 yards (tackle by Kevin King and Darnell Savage),-0.430,-0.370
3,11:12,3,1,CHI 20,21,13,David Montgomery left guard for 3 yards (tackle by Krys Barnes and Dean Lowry),-0.370,0.480
3,10:32,1,10,CHI 23,21,13,Mitchell Trubisky pass complete short right to Jimmy Graham for 2 yards (tackle by Krys Barnes),0.480,0.200
3,9:49,2,8,CHI 25,21,13,Mitchell Trubisky pass complete short left to Cole Kmet for 11 yards (tackle by Kevin King),0.200,1.330
3,9:16,1,10,CHI 36,21,13,Mitchell Trubisky pass complete short right to Darnell Mooney for 2 yards (tackle by Darnell Savage),1.330,1.060
3,8:37,2,8,CHI 38,21,13,Mitchell Trubisky pass complete deep middle to Darnell Mooney for 53 yards (tackle by Darnell Savage),1.060,5.140
3,7:52,1,9,GNB 9,21,13,David Montgomery right end for -1 yards (tackle by Krys Barnes),5.140,4.190
3,7:10,2,10,GNB 10,21,13,Mitchell Trubisky pass complete short left to Darnell Mooney for 3 yards (tackle by Chandon Sullivan),4.190,3.810
3,6:25,3,7,GNB 7,21,13,Mitchell Trubisky pass complete short right to David Montgomery for 5 yards (tackle by Jaire Alexander and Krys Barnes),3.810,3.250
3,5:33,4,2,GNB 2,21,16,Cairo Santos 20 yard field goal good,3.250,3.000
3,5:30,,,CHI 35,21,16,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
3,5:30,1,10,GNB 25,21,16,Aaron Jones left tackle for 9 yards (tackle by Trevis Gipson),0.610,1.280
3,4:47,2,1,GNB 34,21,16,Aaron Rodgers pass incomplete short right intended for Allen Lazard,1.280,0.560
3,4:40,3,1,GNB 34,21,16,Aaron Rodgers pass incomplete short left intended for Aaron Jones (defended by Barkevious Mingo),0.560,-1.110
3,4:33,4,1,GNB 34,21,16,"JK Scott punts 42 yards, fair catch by DeAndre Carter at CHI-24",-1.110,-0.540
3,4:26,1,10,CHI 24,21,16,Mitchell Trubisky pass complete short left to Darnell Mooney for 5 yards (tackle by Kevin King),0.540,0.670
3,3:45,2,5,CHI 29,21,16,David Montgomery right guard for 2 yards (tackle by Rashan Gary),0.670,0.230
3,3:06,3,3,CHI 31,21,16,Mitchell Trubisky pass complete short left to Allen Robinson for 14 yards (tackle by Krys Barnes),0.230,1.930
3,2:27,1,10,CHI 45,21,16,Mitchell Trubisky pass complete short left to David Montgomery for 2 yards (tackle by Kevin King),1.930,1.650
3,1:45,2,8,CHI 47,21,16,Cordarrelle Patterson right end for 7 yards (tackle by Krys Barnes),1.650,1.880
3,1:21,3,1,GNB 46,21,16,David Montgomery left guard for no gain (tackle by Darnell Savage),1.880,0.200
3,0:41,4,1,GNB 46,21,16,Mitchell Trubisky pass complete short right to Darnell Mooney for 2 yards (tackle by Chandon Sullivan),0.200,2.650
Quarter,Time,Down,ToGo,Location,GNB,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,GNB 44,21,16,Mitchell Trubisky pass incomplete deep right intended for Javon Wims,2.650,2.110
4,14:54,2,10,GNB 44,21,16,David Montgomery right guard for 4 yards (tackle by Krys Barnes),2.110,1.950
4,14:08,3,6,GNB 40,21,16,David Montgomery right end for 5 yards (tackle by Krys Barnes),1.950,1.000
4,13:26,4,1,GNB 35,21,16,Mitchell Trubisky up the middle for 1 yard (tackle by Dean Lowry),1.000,3.310
4,12:46,1,10,GNB 34,21,16,Cordarrelle Patterson left tackle for 3 yards (tackle by Kenny Clark and Krys Barnes),3.310,3.180
4,12:19,2,7,GNB 31,21,16,Mitchell Trubisky pass complete short left to Darnell Mooney for 6 yards (tackle by Adrian Amos),3.180,3.270
4,12:01,3,1,GNB 25,21,16,David Montgomery left guard for no gain (tackle by Rashan Gary),3.270,1.950
4,11:27,4,1,GNB 25,21,16,Mitchell Trubisky pass incomplete short right intended for Allen Robinson (defended by Chandon Sullivan),1.950,-0.540
4,11:22,1,10,GNB 24,21,16,Aaron Rodgers pass complete short middle to Davante Adams for 6 yards (tackle by Josh Woods),0.540,0.810
4,10:37,2,4,GNB 30,21,16,Aaron Rodgers pass complete short right to Davante Adams for 7 yards (tackle by Danny Trevathan),0.810,1.400
4,9:51,1,10,GNB 37,21,16,Aaron Jones right guard for 3 yards (tackle by Danny Trevathan),1.400,1.260
4,9:04,2,7,GNB 40,21,16,Aaron Rodgers pass incomplete deep left intended for Allen Lazard (defended by Kindle Vildor),1.260,0.560
4,8:57,3,7,GNB 40,21,16,Aaron Rodgers pass complete short middle to Davante Adams for 9 yards (tackle by Danny Trevathan),0.560,2.190
4,8:15,1,10,GNB 49,21,16,Aaron Rodgers pass complete short left to Aaron Jones for 8 yards (tackle by Danny Trevathan and Robert Quinn),2.190,2.730
4,7:30,2,2,CHI 43,21,16,Aaron Rodgers pass complete short right to Allen Lazard for 3 yards (tackle by Kindle Vildor),2.730,2.920
4,6:53,1,10,CHI 40,21,16,Aaron Jones left guard for 4 yards (tackle by Kyle Fuller),2.920,2.910
4,6:11,2,6,CHI 36,21,16,Aaron Rodgers pass complete short left to Aaron Jones for 17 yards (tackle by Eddie Jackson and Danny Trevathan),2.910,4.310
4,5:23,1,10,CHI 19,21,16,Jamaal Williams left guard for 1 yard (tackle by John Jenkins),4.310,3.880
4,4:37,2,9,CHI 18,21,16,Aaron Rodgers pass complete short right to Allen Lazard for 14 yards (tackle by Josh Woods),3.880,6.280
4,3:50,1,4,CHI 4,27,16,"Aaron Jones right guard for 4 yards, touchdown",6.280,7.000
4,3:47,,,CHI 15,28,16,Mason Crosby kicks extra point good,0.000,0.000
4,3:47,,,GNB 35,28,16,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
4,3:47,1,10,CHI 25,28,16,Mitchell Trubisky pass complete short middle to David Montgomery for 4 yards (tackle by Christian Kirksey),0.610,0.600
4,3:23,2,6,CHI 29,28,16,Mitchell Trubisky pass deep middle intended for Cole Kmet is intercepted by Adrian Amos at 50 and returned for 24 yards,0.600,-3.840
4,3:13,1,10,CHI 26,28,16,Jamaal Williams left tackle for 6 yards (tackle by Khalil Mack),3.840,4.110
4,3:08,,,,,,Timeout #1 by Chicago Bears,,
4,3:08,2,4,CHI 20,28,16,Jamaal Williams left guard for 14 yards (tackle by Kyle Fuller),4.110,5.830
4,2:59,,,,,,Timeout #2 by Chicago Bears,,
4,2:59,1,6,CHI 6,34,16,"Aaron Rodgers pass complete short right to Davante Adams for 6 yards, touchdown",5.830,7.000
4,2:56,,,CHI 15,35,16,Mason Crosby kicks extra point good,0.000,0.000
4,2:56,,,GNB 35,35,16,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
4,2:56,1,10,CHI 25,35,16,Mitchell Trubisky pass incomplete short middle intended for Allen Robinson (defended by Kevin King),0.610,0.060
4,2:53,2,10,CHI 25,35,16,David Montgomery left guard for 8 yards (tackle by Kenny Clark),0.060,0.430
4,2:32,3,2,CHI 33,35,16,Mitchell Trubisky pass complete short middle to David Montgomery for 12 yards (tackle by Christian Kirksey),0.430,1.930
4,2:09,1,10,CHI 45,35,16,Mitchell Trubisky pass incomplete deep right intended for Javon Wims (defended by Jaire Alexander),1.930,1.380
4,2:03,2,10,CHI 45,35,16,Mitchell Trubisky pass incomplete short right,1.380,0.700
4,1:56,3,10,CHI 45,35,16,Mitchell Trubisky pass complete short left to Cole Kmet for 4 yards (tackle by Darnell Savage),0.700,-0.130
4,1:28,4,6,CHI 49,35,16,Mitchell Trubisky pass complete deep left to Allen Robinson for 23 yards (tackle by Kevin King),-0.130,3.710
4,1:03,1,10,GNB 28,35,16,Mitchell Trubisky pass complete short middle to David Montgomery for 6 yards (tackle by Will Redmond),3.710,3.980
4,0:40,2,4,GNB 22,35,16,Mitchell Trubisky pass complete short middle to David Montgomery for 5 yards (tackle by Will Redmond),3.980,4.440
4,0:17,1,10,GNB 17,35,16,Mitchell Trubisky right end for 13 yards (tackle by Adrian Amos),4.440,6.280
4,0:09,1,4,GNB 4,35,16,Mitchell Trubisky pass complete short right to Jimmy Graham for 3 yards (tackle by Jaire Alexander),6.280,5.910
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
