Quarter,Time,Down,ToGo,Location,WAS,JAX,Detail,EPB,EPA
1,6:50,1,10,WAS 31,7,0,Kenny Watson middle for 5 yards (tackle by Wali Rainer),1.000,1.140
1,6:17,2,5,WAS 36,7,0,Kenny Watson middle for 4 yards (tackle by Marcus Stroud),1.140,0.960
1,5:45,3,1,WAS 40,7,0,Kenny Watson middle for no gain (tackle by Jason Craft and T.J. Slaughter),0.960,-0.720
1,5:17,4,1,WAS 40,7,0,Kenny Watson left end for 3 yards (tackle by T.J. Slaughter),-0.720,1.800
1,4:39,1,10,WAS 43,7,0,Shane Matthews pass incomplete intended for Darnerien McCants,1.800,1.250
1,4:30,2,10,WAS 43,7,0,Shane Matthews pass complete to Rod Gardner for 6 yards (tackle by T.J. Slaughter),1.250,1.350
1,3:56,3,4,WAS 49,7,0,"Shane Matthews pass incomplete intended for Rod Gardner. Penalty on Kiwaukee Thomas: Defensive Pass Interference, 4 yards (no play)",1.350,2.460
1,3:52,1,10,JAX 47,7,0,"Shane Matthews pass complete to Zeron Flemister for 9 yards (tackle by Jason Craft). Zeron Flemister fumbles (forced by Jason Craft), ball out of bounds at JAX-38",2.460,3.130
1,3:27,2,1,JAX 38,7,0,Shane Matthews pass complete to Willie Jackson for 3 yards (tackle by Fernando Bryant and Marlon McCree),3.130,3.250
1,3:00,1,10,JAX 35,7,0,Shane Matthews pass incomplete intended for Jacquez Green is intercepted by Jason Craft at JAX-0,3.250,-0.280
1,2:53,1,10,JAX 20,7,0,Fred Taylor middle for no gain (tackle by Daryl Gardener),0.280,-0.270
1,2:14,2,10,JAX 20,7,0,Mark Brunell pass complete to Pete Mitchell for 6 yards (tackle by Champ Bailey),-0.270,-0.160
1,1:31,3,4,JAX 26,7,0,Mark Brunell pass complete to Bobby Shaw for 10 yards (tackle by Champ Bailey). Penalty on Renaldo Wynn: Defensive Offside (Declined),-0.160,1.330
1,1:16,1,10,JAX 36,7,0,"Penalty on LaVar Arrington: Defensive Offside, 5 yards (no play)",1.330,2.060
1,1:02,1,5,JAX 41,7,0,Fred Taylor left tackle for no gain (tackle by Bruce Smith),2.060,1.470
1,0:22,2,5,JAX 41,7,0,Mark Brunell pass complete to Jimmy Smith for 11 yards (tackle by Fred Smoot),1.470,2.390
Quarter,Time,Down,ToGo,Location,WAS,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,WAS 48,7,0,Mark Brunell pass complete to Kyle Brady for 9 yards (tackle by Ifeanyi Ohalete),2.390,3.060
2,14:21,2,1,WAS 39,7,0,Stacey Mack middle for 4 yards (tackle by Delbert Cowsette),3.060,3.250
2,13:37,1,10,WAS 35,7,0,Mark Brunell for 7 yards (tackle by Kevin Mitchell),3.250,3.650
2,12:56,2,3,WAS 28,7,0,Mark Brunell sacked by LaDairis Jackson and Renaldo Wynn for -10 yards,3.650,1.620
2,12:25,3,13,WAS 38,7,0,Mark Brunell pass complete to Fred Taylor for 3 yards (tackle by Champ Bailey),1.620,0.970
2,12:14,4,10,WAS 35,7,0,Chris Hanson punts 30 yards,0.970,0.380
2,12:07,1,10,WAS 5,7,0,Kenny Watson for -2 yards (tackle by Larry Smith),-0.380,-0.930
2,11:28,2,12,WAS 3,7,0,Shane Matthews pass incomplete intended for Rod Gardner,-0.930,-1.650
2,11:23,3,12,WAS 3,7,0,Shane Matthews pass complete to Derrius Thompson for 6 yards (tackle by Fernando Bryant),-1.650,-2.490
2,10:42,4,6,WAS 9,7,0,"Bryan Barker punts 12 yards, out of bounds",-2.490,-4.170
2,10:36,1,10,WAS 21,7,0,Fred Taylor right tackle for 5 yards (tackle by Delbert Cowsette),4.170,4.370
2,9:57,2,5,WAS 16,7,0,Mark Brunell pass complete to Bobby Shaw for 11 yards (tackle by LaVar Arrington),4.370,6.060
2,9:34,1,5,WAS 5,7,0,"Fred Taylor left tackle for -4 yards (tackle by Daryl Gardener). Penalty on LaVar Arrington: Defensive Offside, 3 yards (no play)",6.060,6.740
2,9:16,1,2,WAS 2,7,6,"Stacey Mack right guard for 2 yards, touchdown",6.740,7.000
2,9:16,,,WAS 2,7,7,Tim Seder kicks extra point good,0.000,0.000
2,9:16,,,JAX 30,7,7,"Tim Seder kicks off 30 yards, out of bounds",0.000,1.600
2,9:11,1,10,WAS 40,7,7,Shane Matthews pass complete to Kenny Watson for 4 yards (tackle by T.J. Slaughter),1.600,1.590
2,8:37,2,6,WAS 44,7,7,Shane Matthews pass incomplete intended for Bryan Johnson,1.590,0.890
2,8:33,3,6,WAS 44,7,7,Shane Matthews pass complete to Rod Gardner for 11 yards (tackle by Fernando Bryant),0.890,2.590
2,8:33,1,10,JAX 45,7,7,"Penalty on Shane Matthews: Delay of Game, 5 yards (no play)",2.590,2.260
2,7:49,1,15,,7,7,"Shane Matthews pass complete to Rock Cartwright for 5 yards (tackle by T.J. Slaughter). Penalty on Akin Ayodele: Illegal Contact, 5 yards (no play)",2.260,2.590
2,7:31,1,10,JAX 45,7,7,Shane Matthews pass incomplete intended for Derrius Thompson (defended by Fernando Bryant),2.590,2.040
2,7:24,1,10,JAX 45,,,Timeout #1 by Washington Redskins,2.590,2.040
2,7:23,2,10,JAX 45,7,7,Shane Matthews pass incomplete intended for Derrius Thompson,2.040,1.360
2,7:16,3,10,JAX 45,7,7,Shane Matthews pass complete to Kenny Watson for 3 yards (tackle by Donovin Darius and Marlon McCree),1.360,0.460
2,6:45,4,7,JAX 42,7,7,"Bryan Barker punts 30 yards, fair catch by Bobby Shaw",0.460,0.350
2,6:38,1,10,JAX 12,7,7,Fred Taylor middle for 5 yards (tackle by David Terrell),-0.350,-0.230
2,6:03,2,5,JAX 17,7,7,Mark Brunell pass incomplete intended for Fred Taylor (defended by Dan Wilkinson),-0.230,-0.840
2,5:58,3,5,JAX 17,7,7,Mark Brunell pass complete to Kyle Brady for 7 yards (tackle by Ifeanyi Ohalete),-0.840,0.540
2,5:20,1,10,JAX 24,7,7,Fred Taylor middle for 3 yards (tackle by Ifeanyi Ohalete),0.540,0.400
2,4:44,2,7,JAX 27,7,7,Mark Brunell pass complete to Jimmy Smith for 20 yards (tackle by Champ Bailey),0.400,2.060
2,4:02,1,10,JAX 47,7,7,Fred Taylor middle for 1 yard (tackle by Jeremiah Trotter and Jessie Armstead),2.060,1.650
2,3:20,2,9,JAX 48,7,7,Fred Taylor middle for 1 yard (tackle by Daryl Gardener and Jeremiah Trotter),1.650,1.090
2,2:39,3,8,JAX 49,7,7,Mark Brunell sacked by Ifeanyi Ohalete for -10 yards,1.090,-0.780
2,2:07,4,18,JAX 39,7,7,Chris Hanson punts 54 yards,-0.780,0.380
2,1:56,1,10,WAS 7,7,7,Kenny Watson for 3 yards (tackle by Akin Ayodele),-0.380,-0.560
2,1:47,1,10,WAS 7,,,Timeout #1 by Jacksonville Jaguars,-0.380,-0.560
2,1:47,2,7,WAS 10,7,7,Shane Matthews pass complete to Walter Rasby for 2 yards (tackle by Kiwaukee Thomas),-0.560,-0.840
2,1:40,2,7,WAS 10,,,Timeout #2 by Jacksonville Jaguars,-0.560,-0.840
2,1:40,3,5,WAS 12,7,7,Shane Matthews sacked by Marcus Stroud for -10 yards,-0.840,-2.490
2,1:35,3,5,WAS 12,,,Timeout #3 by Jacksonville Jaguars,-0.840,-2.490
2,1:35,4,15,WAS 2,7,7,"Bryan Barker punts 33 yards, out of bounds",-2.490,-3.250
2,1:28,1,10,WAS 35,7,7,Mark Brunell pass complete to Fred Taylor for 6 yards (tackle by Rashad Bauman),3.250,3.510
2,0:59,2,4,WAS 29,7,7,Mark Brunell pass complete to Kyle Brady for 8 yards (tackle by Champ Bailey),3.510,4.170
2,0:43,1,10,WAS 21,7,7,Mark Brunell pass incomplete,4.170,3.630
2,0:43,2,10,WAS 21,7,7,Mark Brunell pass complete to Fred Taylor for 8 yards (tackle by Darrell Green),3.630,4.240
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,0:35,3,2,WAS 13,7,7,Mark Brunell pass complete to Fred Taylor for 8 yards (tackle by Champ Bailey),4.240,6.060
2,0:19,1,5,WAS 5,7,7,Mark Brunell pass incomplete,6.060,5.150
2,0:13,2,5,WAS 5,7,7,"Mark Brunell pass complete to Fred Taylor for -5 yards (tackle by LaVar Arrington). Fred Taylor fumbles (forced by LaVar Arrington), ball out of bounds at WAS-10",5.150,3.130
2,0:13,2,5,WAS 5,,,Timeout #2 by Washington Redskins,5.150,3.130
2,0:13,3,10,WAS 10,7,10,Tim Seder 27 yard field goal good,3.130,3.000
2,0:13,,,JAX 30,7,10,"Tim Seder kicks off 40 yards, returned by Zeron Flemister for 15 yards (tackle by Joe Tuipala)",0.000,1.930
2,0:03,1,10,WAS 45,7,10,Patrick Ramsey pass incomplete intended for Chris Doering is intercepted by Marlon McCree at JAX-1,1.930,0.000
Quarter,Time,Down,ToGo,Location,WAS,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 30,7,10,"James Tuthill kicks off 66 yards, returned by Elvis Joseph for 22 yards (tackle by Lemar Marshall)",0.000,0.670
3,14:54,1,10,JAX 26,7,10,Fred Taylor left tackle for 2 yards (tackle by LaVar Arrington and Delbert Cowsette),0.670,0.400
3,14:18,2,8,JAX 28,7,10,Mark Brunell pass complete to Fred Taylor for 2 yards (tackle by LaVar Arrington),0.400,-0.030
3,13:33,3,6,JAX 30,7,10,Mark Brunell pass incomplete intended for Jimmy Smith (defended by Dan Wilkinson),-0.030,-1.370
3,13:28,4,6,JAX 30,7,10,Chris Hanson punts 64 yards,-1.370,0.380
3,13:15,1,10,WAS 6,7,10,Kenny Watson middle for 1 yard (tackle by Marco Coleman),-0.380,-0.710
3,12:41,2,9,WAS 7,7,10,Kenny Watson right tackle for -1 yards (tackle by T.J. Slaughter),-0.710,-1.420
3,12:41,3,10,WAS 6,7,10,"Penalty on Marco Coleman: Defensive Offside, 5 yards (no play)",-1.420,-0.840
3,11:51,3,5,WAS 11,7,10,Kenny Watson left tackle for 4 yards (tackle by Kiwaukee Thomas),-0.840,-2.440
3,11:16,4,1,WAS 15,7,10,"Bryan Barker punts 42 yards, returned by Bobby Shaw for 10 yards (tackle by Sam Shade)",-2.440,-2.460
3,11:05,1,10,WAS 47,7,10,Mark Brunell pass incomplete intended for Pete Mitchell,2.460,1.910
3,11:01,2,10,WAS 47,7,10,Mark Brunell pass complete to Jimmy Smith for 18 yards (tackle by Ifeanyi Ohalete),1.910,3.640
3,10:16,1,10,WAS 29,7,10,Fred Taylor left end for no gain (tackle by Daryl Gardener),3.640,3.100
3,9:33,2,10,WAS 29,7,10,Mark Brunell pass complete to Fred Taylor for 5 yards (tackle by Fred Smoot),3.100,3.070
3,8:59,3,5,WAS 24,7,10,Mark Brunell pass incomplete intended for Fred Taylor,3.070,1.920
3,8:55,4,5,WAS 24,7,13,Tim Seder 43 yard field goal good,1.920,3.000
3,8:55,,,JAX 30,7,13,"Tim Seder kicks off 63 yards, returned by Ladell Betts for 28 yards (tackle by Kiwaukee Thomas)",0.000,1.270
3,8:44,1,10,WAS 35,7,13,Kenny Watson left tackle for 1 yard (tackle by Paul Spicer),1.270,0.860
3,8:10,2,9,WAS 36,7,13,Shane Matthews pass complete to Rod Gardner for 33 yards (tackle by Marlon McCree),0.860,3.510
3,7:45,1,10,JAX 31,7,13,Shane Matthews pass incomplete intended for Zeron Flemister,3.510,2.970
3,7:39,2,10,JAX 31,7,13,Shane Matthews pass complete to Bryan Johnson for 7 yards (tackle by Danny Clark),2.970,3.200
3,7:06,2,10,JAX 31,,,Timeout #1 by Washington Redskins,2.970,3.200
3,7:06,3,3,JAX 24,7,13,Shane Matthews sacked by Danny Clark for -7 yards,3.200,1.320
3,6:37,4,10,JAX 31,7,13,James Tuthill 49 yard field goal no good,1.320,-1.600
3,6:30,1,10,JAX 40,7,13,"Mark Brunell pass incomplete intended for Jimmy Smith. Penalty on Fred Smoot: Defensive Pass Interference, 16 yards (no play)",1.600,2.650
3,6:25,1,10,WAS 44,7,13,Fred Taylor left tackle for 9 yards (tackle by Ifeanyi Ohalete),2.650,3.330
3,5:43,2,1,WAS 35,7,13,Fred Taylor left tackle for no gain (tackle by LaVar Arrington),3.330,2.610
3,4:59,3,1,WAS 35,7,13,Stacey Mack left tackle for 23 yards (tackle by Ifeanyi Ohalete),2.610,4.780
3,4:10,1,10,WAS 12,7,13,Fred Taylor middle for 9 yards (tackle by Lemar Marshall),4.780,5.790
3,3:24,2,1,WAS 3,7,13,Stacey Mack left tackle for no gain (tackle by Daryl Gardener),5.790,5.060
3,3:24,3,1,WAS 3,7,13,"Penalty on Todd Fordham: False Start, 6 yards (no play)",5.060,3.700
3,2:40,3,1,WAS 3,,,Timeout #2 by Washington Redskins,5.060,3.700
3,2:40,3,7,WAS 9,7,13,Mark Brunell pass incomplete intended for Pete Mitchell (defended by Fred Smoot),3.700,2.830
3,2:35,4,7,WAS 9,7,16,Tim Seder 27 yard field goal good,2.830,3.000
3,2:35,,,JAX 30,7,16,"Tim Seder kicks off 55 yards, returned by Willie Jackson for 20 yards (tackle by Javor Mills)",0.000,1.270
3,2:24,1,10,WAS 35,7,16,Shane Matthews pass incomplete intended for Chris Doering (defended by T.J. Slaughter),1.270,0.720
3,2:19,2,10,WAS 35,7,16,Shane Matthews pass incomplete intended for Kenny Watson,0.720,0.040
3,2:15,3,10,WAS 35,7,16,Shane Matthews pass incomplete intended for Chris Doering,0.040,-1.040
3,2:10,4,10,WAS 35,7,16,"Bryan Barker punts 40 yards, returned by Bobby Shaw for 11 yards (tackle by Kevin Mitchell)",-1.040,-1.330
3,1:59,1,10,JAX 36,7,16,Fred Taylor middle for 4 yards (tackle by Jessie Armstead),1.330,1.330
3,1:21,2,6,JAX 40,7,16,Mark Brunell pass incomplete intended for Pete Mitchell,1.330,0.630
3,1:14,3,6,JAX 40,7,16,Mark Brunell pass complete to Bobby Shaw for 48 yards (tackle by LaVar Arrington),0.630,4.780
3,0:25,1,10,WAS 12,7,22,"Fred Taylor right tackle for 12 yards, touchdown",4.780,7.000
3,0:25,1,10,WAS 12,7,23,"Penalty on Fred Taylor: Unsportsmanlike Conduct, 15 yards",4.780,0.000
3,0:25,,,WAS 12,7,23,Tim Seder kicks extra point good,0.000,0.000
3,0:25,,,JAX 15,7,23,"Tim Seder kicks off 61 yards, returned by Ladell Betts for 27 yards (tackle by Kiwaukee Thomas)",0.000,2.320
3,0:13,1,10,JAX 49,7,23,Shane Matthews pass incomplete intended for Derrius Thompson (defended by Donovin Darius),2.320,1.780
3,0:08,2,10,JAX 49,7,23,Shane Matthews pass complete to Rod Gardner for 11 yards (tackle by Kiwaukee Thomas),1.780,3.050
Quarter,Time,Down,ToGo,Location,WAS,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,JAX 38,7,23,Kenny Watson middle for 5 yards (tackle by Danny Clark and Donovin Darius),3.050,3.180
4,14:23,2,5,JAX 33,7,23,Shane Matthews pass complete to Derrius Thompson for 6 yards (tackle by Jason Craft),3.180,3.780
4,13:59,1,10,JAX 27,7,23,Shane Matthews pass incomplete intended for Rod Gardner,3.780,3.230
4,13:52,2,10,JAX 27,7,23,"Shane Matthews middle for 7 yards. Penalty on Larry Moore: Offensive Holding, 10 yards (no play)",3.230,1.880
4,13:31,2,20,JAX 37,7,23,"Shane Matthews pass incomplete intended for Derrius Thompson. Penalty on Jason Craft: Defensive Holding, 4 yards (no play)",1.880,3.380
4,13:24,1,10,JAX 33,7,23,Shane Matthews pass incomplete intended for Rod Gardner,3.380,2.840
4,13:17,2,10,JAX 33,7,23,Kenny Watson middle for 5 yards (tackle by Danny Clark),2.840,2.810
4,12:46,3,5,JAX 28,7,23,Shane Matthews pass incomplete intended for Willie Jackson,2.810,1.630
4,12:42,4,5,JAX 28,7,23,Shane Matthews pass incomplete intended for Willie Jackson (defended by Kiwaukee Thomas),1.630,-0.810
4,12:37,1,10,JAX 28,7,23,Fred Taylor middle for 12 yards (tackle by David Terrell),0.810,1.600
4,11:50,1,10,JAX 40,7,23,Fred Taylor middle for 14 yards (tackle by Ifeanyi Ohalete and Jeremiah Trotter),1.600,2.520
4,11:08,1,10,WAS 46,7,23,Stacey Mack middle for 20 yards (tackle by Ifeanyi Ohalete),2.520,3.840
4,10:27,1,10,WAS 26,7,23,Fred Taylor middle for 4 yards (tackle by Jeremiah Trotter),3.840,3.840
4,9:44,2,6,WAS 22,7,23,Fred Taylor right end for -2 yards (tackle by Dan Wilkinson),3.840,2.870
4,9:00,3,8,WAS 24,7,23,Mark Brunell pass incomplete intended for Jimmy Smith,2.870,1.870
4,8:55,4,8,WAS 24,7,26,Tim Seder 42 yard field goal good. Penalty on Dan Wilkinson: Defensive Offside (Declined),1.870,3.000
4,8:55,,,JAX 30,7,26,"Tim Seder kicks off 58 yards, returned by Ladell Betts for 24 yards (tackle by Micah Ross)",0.000,1.330
4,8:45,1,10,WAS 36,7,26,Shane Matthews pass complete to Kenny Watson for 11 yards (tackle by Danny Clark and T.J. Slaughter),1.330,2.060
4,8:17,1,10,WAS 47,7,26,Shane Matthews pass complete to Chris Doering for 10 yards,2.060,2.720
4,8:00,1,10,JAX 43,7,26,Shane Matthews pass complete to Rod Gardner for 11 yards (tackle by Donovin Darius),2.720,3.450
4,7:25,1,10,JAX 32,7,26,Shane Matthews pass complete to Kenny Watson for 5 yards (tackle by Danny Clark),3.450,3.580
4,6:54,2,5,JAX 27,7,26,Shane Matthews pass complete to Chris Doering for 12 yards (tackle by Akin Ayodele),3.580,4.580
4,6:22,1,10,JAX 15,7,26,Shane Matthews pass incomplete intended for Derrius Thompson,4.580,3.950
4,6:16,2,10,JAX 15,7,26,Shane Matthews pass complete to Rod Gardner for 8 yards (tackle by Fernando Bryant),3.950,4.680
4,5:50,3,2,JAX 7,7,26,Shane Matthews pass incomplete intended for Rod Gardner,4.680,3.000
4,5:45,4,2,JAX 7,7,26,Shane Matthews pass incomplete intended for Rod Gardner,3.000,0.380
4,5:42,1,10,JAX 7,7,26,Fred Taylor middle for 1 yard (tackle by Daryl Gardener),-0.380,-0.710
4,5:01,2,9,JAX 8,7,26,Stacey Mack middle for 4 yards (tackle by Dan Wilkinson),-0.710,-0.840
4,4:47,2,9,JAX 8,,,Timeout #3 by Washington Redskins,-0.710,-0.840
4,4:44,3,5,JAX 12,7,26,Stacey Mack left tackle for 3 yards (tackle by Sam Shade),-0.840,-2.440
4,4:02,4,2,JAX 15,7,26,Chris Hanson punts 47 yards,-2.440,-1.470
4,3:47,1,10,WAS 38,7,26,Shane Matthews pass complete to Ladell Betts for 12 yards (tackle by Ike Charlton),1.470,2.260
4,3:20,1,10,,7,26,Shane Matthews pass complete to Ladell Betts for 6 yards (tackle by Akin Ayodele),2.260,2.520
4,2:58,2,4,JAX 44,7,26,Shane Matthews pass complete to Ladell Betts for 17 yards (tackle by Danny Clark),2.520,3.780
4,2:23,1,10,JAX 27,7,26,Shane Matthews pass incomplete intended for Rod Gardner,3.780,3.230
4,2:17,2,10,JAX 27,7,26,Shane Matthews for 4 yards (tackle by Robert Bean),3.230,3.070
4,2:09,3,6,JAX 23,7,26,Shane Matthews pass complete to Darnerien McCants for 6 yards (tackle by T.J. Slaughter),3.070,4.440
4,2:00,1,10,JAX 17,7,26,Shane Matthews pass incomplete intended for Darnerien McCants,4.440,3.850
4,1:54,2,10,JAX 17,7,26,Shane Matthews pass incomplete intended for Chris Doering is intercepted by Danny Clark at JAX-5 and returned for 7 yards,3.850,0.350
4,1:45,1,10,JAX 12,7,26,Mark Brunell for -1 yards,-0.350,-0.850
4,1:05,2,11,JAX 11,7,26,Mark Brunell for -1 yards,-0.850,-1.650
4,0:25,3,12,JAX 10,7,26,Mark Brunell for -1 yards,-1.650,-2.490
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
