#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,14:04,GNB 21,3,1:47,-23,Punt
2,1,8:59,WAS 28,5,2:32,18,Punt
3,1,4:45,WAS 29,3,1:52,12,Punt
4,2,12:11,WAS 1,5,3:15,32,Punt
5,2,7:30,WAS 8,5,2:54,19,Punt
6,2,4:11,WAS 15,12,3:58,78,Field Goal
7,3,15:00,WAS 26,6,3:05,24,Punt
8,3,7:34,WAS 22,3,0:52,0,Punt
9,3,2:14,WAS 38,7,3:05,20,Downs
10,4,12:11,WAS 40,2,0:36,60,Touchdown
11,4,9:09,WAS 25,9,2:30,42,Missed FG
12,4,3:58,WAS 20,7,2:51,53,Field Goal
13,4,0:01,WAS 43,1,0:01,0,Interception
14,5,13:44,WAS 26,5,1:32,20,Punt
15,5,11:30,GNB 39,6,3:24,24,Field Goal
