Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Tyler Higbee,LAR,5,5,71,0,4,46,9.2,25,5.0,9.2,0,,0,0.0,0,118.7
Puka Nacua,LAR,7,5,72,0,4,63,12.6,9,1.8,10.9,0,,1,14.3,1,64.9
Tutu Atwell,LAR,9,4,50,1,2,29,7.3,21,5.3,12.2,0,,1,11.1,0,99.3
Kyren Williams,LAR,7,2,27,0,1,-8,-4.0,35,17.5,-0.1,0,,1,14.3,0,43.2
Van Jefferson,LAR,3,1,46,0,1,42,42.0,4,4.0,29.0,0,,0,0.0,1,42.4
Ben Skowronek,LAR,1,1,3,0,,-2,-2.0,5,5.0,-2.0,0,,0,0.0,0,79.2
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Ja'Marr Chase,CIN,15,12,141,0,7,81,6.8,60,5.0,9.5,2,6.0,1,6.7,0,105.8
Tyler Boyd,CIN,9,5,39,0,2,19,3.8,20,4.0,6.6,0,,0,0.0,1,26.9
Tee Higgins,CIN,8,2,21,0,1,10,5.0,11,5.5,10.9,0,,2,25.0,0,39.6
Tanner Hudson,CIN,4,2,30,0,1,22,11.0,8,4.0,8.3,0,,0,0.0,0,75.0
Mitchell Wilcox,CIN,3,2,10,0,,4,2.0,6,3.0,4.0,0,,0,0.0,0,71.5
Charlie Jones,CIN,2,1,6,0,1,-1,-1.0,7,7.0,3.0,0,,0,0.0,0,56.2
Joe Mixon,CIN,2,1,5,0,0,-8,-8.0,13,13.0,-6.0,1,1.0,1,50.0,0,56.2
Drew Sample,CIN,1,1,7,0,,-4,-4.0,11,11.0,-4.0,0,,0,0.0,0,95.8
Trayveon Williams,CIN,2,0,0,0,,0,,0,,-1.5,0,,0,0.0,0,39.6
