#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,CIN 25,9,3:34,37,Missed FG
2,1,8:22,CIN 25,3,2:27,3,Punt
3,1,4:22,CIN 21,12,6:27,48,Field Goal
4,2,9:49,CIN 25,6,2:45,11,Punt
5,2,4:46,CIN 11,4,1:03,13,Punt
6,2,3:38,LAR 41,3,1:20,-8,Punt
7,2,1:13,CIN 40,6,1:13,26,Field Goal
8,3,10:37,CIN 25,10,5:03,75,Touchdown
9,3,4:57,CIN 22,6,1:48,48,Field Goal
10,3,0:37,CIN 28,10,5:16,35,Interception
11,4,8:46,LAR 40,4,1:33,5,Field Goal
12,4,6:02,CIN 24,3,2:28,-4,Punt
13,4,1:03,LAR 45,3,1:03,-2,End of Game
