Quarter,Time,Down,ToGo,Location,DAL,PHI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Eagles won the coin toss, Eagles to receive the opening kickoff.",,
1,15:00,,,DAL 35,0,0,"Dan Bailey kicks off 70 yards, returned by Damaris Johnson for 23 yards (tackle by B.W. Webb)",0.000,-0.040
1,14:57,1,10,PHI 18,0,0,Nick Foles pass complete short left to LeSean McCoy for 11 yards,0.040,0.870
1,14:36,1,10,PHI 29,0,0,Nick Foles sacked by George Selvie for -5 yards,0.870,-0.350
1,14:21,2,15,PHI 24,0,0,LeSean McCoy right end for 5 yards (tackle by J.J. Wilcox),-0.350,-0.360
1,13:53,3,10,PHI 29,0,0,"Nick Foles pass incomplete. Penalty on Nick Foles: Intentional Grounding, 10 yards",-0.360,-2.140
1,13:49,4,20,PHI 19,0,0,"Donnie Jones punts 53 yards, returned by Dwayne Harris for 6 yards (tackle by Najee Goode)",-2.140,-1.200
1,13:37,1,10,DAL 34,0,0,Tony Romo pass complete short left to Jason Witten for 6 yards (tackle by Mychal Kendricks),1.200,1.470
1,13:01,2,4,DAL 40,0,0,Joseph Randle up the middle for 3 yards (tackle by Cedric Thornton),1.470,1.160
1,12:21,3,1,DAL 43,0,0,Phillip Tanner right guard for no gain (tackle by DeMeco Ryans),1.160,1.160
1,11:47,3,1,DAL 43,0,0,Timeout #1 by Philadelphia Eagles,1.160,-0.520
1,11:46,4,1,DAL 43,0,0,"Chris Jones punts 48 yards, fair catch by Damaris Johnson",-0.520,0.380
1,11:39,1,10,PHI 9,0,0,Nick Foles pass complete short left to Riley Cooper for 14 yards (tackle by Sean Lee),-0.380,0.480
1,11:10,1,10,PHI 23,0,0,LeSean McCoy right end for 4 yards (tackle by Barry Church),0.480,0.470
1,10:42,2,6,PHI 27,0,0,LeSean McCoy right guard for 1 yard (tackle by Sean Lee),0.470,-0.100
1,10:12,3,5,PHI 28,0,0,Nick Foles for 12 yards,-0.100,1.600
1,9:46,1,10,PHI 40,0,0,Nick Foles pass incomplete short right intended for Zach Ertz,1.600,1.050
1,9:40,2,10,PHI 40,0,0,Bryce Brown up the middle for 2 yards (tackle by Sean Lee),1.050,0.630
1,9:05,3,8,PHI 42,0,0,Nick Foles pass incomplete deep left intended for Bryce Brown,0.630,-0.590
1,8:59,4,8,PHI 42,0,0,"Donnie Jones punts 58 yards, touchback. Penalty on Morris Claiborne: Offensive Holding, 10 yards",-0.590,0.380
1,8:49,1,10,DAL 10,0,0,"Penalty on Doug Free: False Start, 5 yards (no play)",-0.380,-0.570
1,8:49,1,15,DAL 5,0,0,"Penalty on Fletcher Cox: Defensive Offside, 5 yards (no play)",-0.570,-0.380
1,8:43,1,10,DAL 10,0,0,Tony Romo pass incomplete deep left intended for Dez Bryant,-0.380,-0.780
1,8:38,2,10,DAL 10,0,0,Tony Romo pass incomplete short left intended for Dez Bryant,-0.780,-1.420
1,8:35,3,10,DAL 10,0,0,Tony Romo pass complete short right to Cole Beasley for 11 yards (tackle by Brandon Boykin),-1.420,0.340
1,7:53,1,10,DAL 21,0,0,Tony Romo pass complete deep right to Jason Witten for 26 yards (tackle by Earl Wolff),0.340,2.060
1,7:13,1,10,DAL 47,0,0,Tony Romo pass incomplete short right intended for Cole Beasley,2.060,2.060
1,7:07,1,10,DAL 47,0,0,Timeout #1 by Dallas Cowboys,2.060,1.520
1,7:07,2,10,DAL 47,0,0,Joseph Randle left end for 12 yards (tackle by Earl Wolff),1.520,2.850
1,6:37,1,10,PHI 41,0,0,Joseph Randle left end for 3 yards (tackle by Trent Cole),2.850,2.710
1,6:00,2,7,PHI 38,0,0,Tony Romo sacked by DeMeco Ryans for -13 yards,2.710,0.300
1,5:21,3,20,DAL 49,0,0,Tony Romo pass complete short right to Terrance Williams for 15 yards (tackle by Bradley Fletcher),0.300,0.880
1,4:41,4,5,PHI 36,0,0,"Chris Jones punts 21 yards, fair catch by Damaris Johnson",0.880,0.220
1,4:34,1,10,PHI 15,0,0,Bryce Brown left tackle for 2 yards (tackle by Barry Church),-0.220,-0.440
1,4:07,2,8,PHI 17,0,0,"Nick Foles pass incomplete short left intended for LeSean McCoy. Penalty on Bruce Carter: Defensive Holding, 5 yards (no play)",-0.440,0.410
1,4:01,1,10,PHI 22,0,0,Nick Foles pass incomplete short right intended for Jason Avant,0.410,-0.130
1,3:54,2,10,PHI 22,0,0,Nick Foles pass incomplete short left intended for Jeff Maehl,-0.130,-0.820
1,3:50,3,10,PHI 22,0,0,Nick Foles left end for 8 yards (tackle by Kyle Wilber),-0.820,-1.370
1,3:15,4,2,PHI 30,0,0,"Donnie Jones punts 40 yards, returned by Dwayne Harris for no gain",-1.370,-0.940
1,3:06,1,10,DAL 30,0,0,Joseph Randle left end for 2 yards (tackle by Trent Cole),0.940,0.660
1,2:29,2,8,DAL 32,0,0,"Penalty on Ronald Leary: False Start, 5 yards (no play)",0.660,-0.010
1,2:06,2,13,DAL 27,0,0,Tony Romo pass incomplete short right intended for Gavin Escobar,-0.010,-0.690
1,2:01,3,13,DAL 27,0,0,Tony Romo pass complete short right to Cole Beasley for 12 yards (tackle by Brandon Boykin),-0.690,-0.780
1,1:41,4,1,DAL 39,0,0,"Chris Jones punts 43 yards, fair catch by DeSean Jackson. Penalty on Dwayne Harris: Offensive Holding, 10 yards",-0.780,-0.810
1,1:32,1,10,PHI 28,0,0,Nick Foles pass complete short right to DeSean Jackson for -1 yards (tackle by Orlando Scandrick),0.810,0.130
1,1:00,2,11,PHI 27,0,0,Nick Foles pass complete short right to LeSean McCoy for -7 yards (tackle by Brandon Carr),0.130,-1.480
1,0:23,3,18,PHI 20,0,0,Nick Foles pass complete short right to Zach Ertz for 7 yards (tackle by Brandon Carr),-1.480,-1.570
Quarter,Time,Down,ToGo,Location,DAL,PHI,Detail,EPB,EPA
