Quarter,Time,Down,ToGo,Location,CAR,DAL,Detail,EPB,EPA
1,9:02,3,3,DAL 10,0,3,Troy Hambrick left end for -1 yards (tackle by Deon Grant),-0.600,-2.490
1,8:23,4,4,DAL 9,0,3,Toby Gowin punts 38 yards,-2.490,-2.460
1,8:09,1,10,DAL 47,0,3,Stephen Davis left tackle for 6 yards (tackle by Mario Edwards),2.460,2.720
1,7:32,2,4,DAL 41,0,3,Stephen Davis up the middle for 8 yards (tackle by Randal Williams),2.720,3.380
1,6:53,1,10,DAL 33,0,3,Stephen Davis right tackle for -2 yards (tackle by La'Roi Glover),3.380,2.570
1,6:13,2,12,DAL 35,0,3,Stephen Davis right tackle for 6 yards (tackle by Dat Nguyen),2.570,2.680
1,5:32,3,6,DAL 29,0,3,Stephen Davis up the middle for 2 yards (tackle by Greg Ellis),2.680,1.750
1,4:52,4,4,DAL 27,3,3,John Kasay 44 yard field goal good,1.750,3.000
1,,,,CAR 30,3,3,"John Kasay kicks off 58 yards, returned by Derek Ross for 37 yards (tackle by Travares Tillman)",0.000,2.190
1,4:40,1,10,DAL 49,3,3,Quincy Carter pass complete to Antonio Bryant for 8 yards (tackle by Dan Morgan),2.190,2.730
1,4:05,2,2,CAR 43,3,3,Troy Hambrick right guard for 3 yards (tackle by Deon Grant),2.730,2.920
1,3:19,1,10,CAR 40,3,3,Quincy Carter pass complete to Joey Galloway for 19 yards (tackle by Will Witherspoon),2.920,4.170
1,2:48,1,10,CAR 21,3,3,Quincy Carter pass incomplete intended for Antonio Bryant (defended by Mike Minter),4.170,3.630
1,2:44,2,10,CAR 21,3,3,Quincy Carter pass complete to Richie Anderson for -3 yards (tackle by Terry Cousin),3.630,2.540
1,1:57,3,13,CAR 24,3,9,"Quincy Carter pass complete to Joey Galloway for 24 yards, touchdown",2.540,7.000
1,,,,CAR 2,3,10,Billy Cundiff kicks extra point good,0.000,0.000
1,,,,DAL 30,3,10,"Toby Gowin kicks off 60 yards, returned by Rod Smart for 18 yards (tackle by Randal Williams)",0.000,0.810
1,1:45,1,10,CAR 28,3,10,Jake Delhomme sacked by Leonardo Carson for -6 yards,0.810,-0.550
1,1:11,2,16,CAR 22,3,10,Stephen Davis left tackle for -2 yards (tackle by La'Roi Glover),-0.550,-1.480
1,0:30,3,18,CAR 20,3,10,"Stephen Davis up the middle for 9 yards (tackle by Randal Williams). Penalty on Kevin Donnalley: Offensive Holding, 10 yards (no play)",-1.480,-3.530
1,0:01,3,28,CAR 10,3,10,"Penalty on Todd Steussie: False Start, 5 yards (no play)",-3.530,-4.110
Quarter,Time,Down,ToGo,Location,CAR,DAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,33,CAR 5,3,10,"Penalty on Todd Steussie: False Start, 2 yards (no play)",-4.110,-4.350
2,15:00,3,35,CAR 3,3,10,Stephen Davis up the middle for 5 yards (tackle by La'Roi Glover and Ebenezer Ekuban),-4.350,-2.490
2,14:28,4,30,CAR 8,3,10,"Todd Sauerbrun punts 48 yards, returned by Joey Galloway for 5 yards (tackle by Brad Hoover)",-2.490,-2.190
2,14:17,1,10,DAL 49,3,10,Quincy Carter pass incomplete intended for Joey Galloway (defended by Ricky Manning),2.190,1.650
2,14:12,2,10,DAL 49,3,10,Quincy Carter pass incomplete intended for Joey Galloway,1.650,0.960
2,14:05,3,10,DAL 49,3,10,Quincy Carter pass complete to Antonio Bryant for 9 yards (tackle by Deon Grant),0.960,0.460
2,13:46,4,1,CAR 42,3,10,"Toby Gowin punts 32 yards, fair catch by Steve Smith",0.460,0.380
2,13:38,1,10,CAR 10,3,10,Brad Hoover up the middle for 4 yards (tackle by Leonardo Carson),-0.380,-0.460
2,13:03,2,6,CAR 14,3,10,Stephen Davis up the middle for 2 yards (tackle by Daleroy Stewart),-0.460,-0.720
2,12:24,3,4,CAR 16,3,10,"Penalty on Muhsin Muhammad: False Start, 5 yards (no play)",-0.720,-1.300
2,12:02,3,9,CAR 11,3,10,Jake Delhomme pass incomplete,-1.300,-2.490
2,11:57,4,9,CAR 11,3,10,"Todd Sauerbrun punts 52 yards, returned by Joey Galloway for 9 yards (tackle by Brad Hoover)",-2.490,-1.990
2,11:46,1,10,DAL 46,3,10,Aveion Cason right tackle for 2 yards (tackle by Dan Morgan),1.990,1.720
2,11:06,2,8,DAL 48,3,10,"Penalty on Kris Jenkins: Encroachment, 5 yards (no play)",1.720,2.400
2,10:49,2,3,CAR 47,3,10,Quincy Carter pass complete to Daniel Campbell for 5 yards (tackle by Mike Minter),2.400,2.790
2,10:06,1,10,CAR 42,3,10,Aveion Cason left tackle for 12 yards (tackle by Greg Favors),2.790,3.580
2,9:23,1,10,CAR 30,3,10,Aveion Cason right end for -5 yards (tackle by Julius Peppers),3.580,2.360
2,8:44,2,15,CAR 35,3,10,Quincy Carter pass incomplete intended for Daniel Campbell,2.360,1.680
2,8:39,3,15,CAR 35,3,10,Quincy Carter pass incomplete intended for Terry Glenn,1.680,0.970
2,8:35,4,15,CAR 35,3,10,"Toby Gowin punts 35 yards, touchback",0.970,-0.280
2,8:27,1,10,CAR 20,3,10,Stephen Davis up the middle for 5 yards (tackle by Dexter Coakley),0.280,0.410
2,7:47,2,5,CAR 25,3,10,Jake Delhomme pass incomplete intended for Kris Mangum (defended by Darren Woodson),0.410,-0.300
2,7:44,3,5,CAR 25,3,10,Jake Delhomme pass incomplete intended for Muhsin Muhammad,-0.300,-1.700
2,7:38,4,5,CAR 25,3,10,"Todd Sauerbrun punts 48 yards, returned by Joey Galloway for no gain",-1.700,-0.740
2,7:28,1,10,DAL 27,3,10,Aveion Cason up the middle for 1 yard (tackle by Greg Favors),0.740,0.330
2,6:55,2,9,DAL 28,3,10,Quincy Carter pass complete to Terry Glenn for 11 yards (tackle by Mike Minter),0.330,1.530
2,6:09,1,10,DAL 39,3,10,Aveion Cason left tackle for no gain (tackle by Reggie Howard),1.530,0.990
2,5:36,2,10,DAL 39,3,10,"Penalty on Aveion Cason: False Start, 5 yards (no play)",0.990,0.310
2,5:20,2,15,DAL 34,3,10,Quincy Carter pass complete to Aveion Cason for 4 yards (tackle by Greg Favors),0.310,0.170
2,4:44,3,11,DAL 38,3,10,Quincy Carter pass incomplete intended for Antonio Bryant,0.170,-0.850
2,4:38,4,11,DAL 38,3,10,Toby Gowin punts 33 yards,-0.850,-0.870
2,4:31,1,10,CAR 29,3,10,Stephen Davis up the middle for no gain (tackle by Dat Nguyen),0.870,0.330
2,3:49,2,10,CAR 29,3,10,Jake Delhomme pass incomplete intended for Kris Mangum,0.330,-0.360
2,3:44,3,10,CAR 29,3,10,Jake Delhomme pass complete to Ricky Proehl for 36 yards (tackle by Terence Newman),-0.360,3.250
2,2:50,1,10,DAL 35,3,10,"Jake Delhomme pass incomplete intended for Muhsin Muhammad. Penalty on Randal Williams: Defensive Pass Interference, 34 yards (no play)",3.250,6.970
2,2:50,1,1,DAL 1,3,10,Stephen Davis up the middle for no gain (tackle by Kenyon Coleman),6.970,5.910
2,2:11,2,1,DAL 1,9,10,"Stephen Davis right tackle for 1 yard, touchdown",5.910,7.000
2,,,,DAL 2,10,10,John Kasay kicks extra point good,0.000,0.000
2,,,,CAR 30,10,10,"John Kasay kicks off 55 yards, returned by Aveion Cason for 16 yards (tackle by Kemp Rasmussen). Penalty on Tyson Walter: Offensive Holding, 10 yards",0.000,0.340
2,2:03,1,10,DAL 21,10,10,Quincy Carter pass complete to Richie Anderson for 9 yards (tackle by Mike Rucker),0.340,1.020
2,1:57,2,1,DAL 30,10,10,Quincy Carter pass complete to Jason Witten for 12 yards (tackle by Mike Minter),1.020,1.730
2,1:32,1,10,DAL 42,10,10,Quincy Carter pass incomplete intended for Antonio Bryant,1.730,1.190
2,1:30,2,10,DAL 42,10,10,Richie Anderson right tackle for 8 yards (tackle by Dan Morgan),1.190,1.550
2,1:22,,,,10,10,Timeout #1 by Dallas Cowboys,0.000,1.550
2,1:21,3,2,CAR 50,10,10,Quincy Carter pass incomplete intended for Terry Glenn,1.550,-0.060
2,1:16,4,2,CAR 50,10,10,"Toby Gowin punts 39 yards, returned by Steve Smith for -1 yards (tackle by Keith O'Neil)",-0.060,0.380
2,1:00,1,10,CAR 10,10,10,Stephen Davis right end for -2 yards (tackle by Terence Newman and Dat Nguyen),-0.380,-0.930
2,0:20,2,12,CAR 8,10,10,Stephen Davis left tackle for 1 yard (tackle by Leonardo Carson),-0.930,-1.540
2,0:15,,,,10,10,Timeout #2 by Dallas Cowboys,0.000,-1.540
2,0:13,3,11,CAR 9,10,10,Stephen Davis right end for -3 yards (tackle by Ebenezer Ekuban),-1.540,-2.490
2,0:10,,,,10,10,Timeout #3 by Dallas Cowboys,0.000,0.000
2,0:10,,,,10,10,Timeout #1 by Carolina Panthers,0.000,-2.490
2,0:10,4,14,CAR 6,10,10,"Todd Sauerbrun punts 48 yards, fair catch by Joey Galloway",-2.490,-1.990
2,0:03,1,10,DAL 46,10,10,Quincy Carter pass incomplete is intercepted by Deon Grant. Penalty on Torrin Tucker: Illegal Formation (Declined),1.990,0.000
Quarter,Time,Down,ToGo,Location,CAR,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 30,10,10,"John Kasay kicks off 59 yards, returned by Aveion Cason for 19 yards (tackle by Lester Towns)",0.000,0.940
3,14:54,1,10,DAL 30,10,10,Quincy Carter pass incomplete intended for Terry Glenn,0.940,0.390
3,14:50,2,10,DAL 30,10,10,Troy Hambrick up the middle for 4 yards (tackle by Mike Rucker and Will Witherspoon),0.390,0.230
3,14:14,3,6,DAL 34,10,10,Quincy Carter pass complete to Jason Witten for 9 yards (tackle by Dan Morgan),0.230,1.800
3,13:28,1,10,DAL 43,10,10,Troy Hambrick left guard for 2 yards (tackle by Mike Rucker),1.800,1.520
3,12:48,2,8,DAL 45,10,10,Quincy Carter pass complete to Daniel Campbell for no gain,1.520,0.830
3,12:01,3,8,DAL 45,10,10,Quincy Carter pass incomplete intended for Antonio Bryant,0.830,-0.390
3,11:57,4,8,DAL 45,10,10,"Toby Gowin punts 33 yards, returned by Steve Smith for -2 yards (tackle by Dexter Coakley). Penalty on Dexter Coakley: Face Mask (15 Yards), 15 yards",-0.390,-1.270
3,11:46,1,10,CAR 35,10,10,Jake Delhomme pass incomplete intended for Steve Smith,1.270,0.720
3,11:39,2,10,CAR 35,10,10,Jake Delhomme pass complete to Steve Smith for 11 yards (tackle by Terence Newman),0.720,1.990
3,11:12,1,10,CAR 46,10,10,Stephen Davis right tackle for -1 yards (tackle by Dat Nguyen),1.990,1.320
3,10:32,2,11,CAR 45,10,10,Jake Delhomme pass incomplete intended for Muhsin Muhammad (defended by Terence Newman),1.320,0.630
,,,,,,,"CAR challenged the ruling, and the original play was overturned.",,
3,10:24,3,11,CAR 45,10,10,Jake Delhomme pass incomplete is intercepted by Randal Williams at CAR-41 and returned for 30 yards (tackle by Jordan Gross),0.630,-4.840
3,10:09,1,10,CAR 11,10,10,Troy Hambrick right tackle for 6 yards (tackle by Dan Morgan),4.840,5.280
3,9:32,2,4,CAR 5,10,16,"Quincy Carter pass complete to Jeff Robinson for 5 yards, touchdown",5.280,7.000
3,,,,CAR 2,10,17,Billy Cundiff kicks extra point good,0.000,0.000
3,,,,DAL 30,10,17,"Toby Gowin kicks off 59 yards, returned by Rod Smart for 24 yards (tackle by Randal Williams)",0.000,1.270
3,9:19,1,10,CAR 35,10,17,Stephen Davis left tackle for 1 yard (tackle by Eric Ogbogu),1.270,0.860
3,8:40,2,9,CAR 36,10,17,Jake Delhomme pass complete to Muhsin Muhammad for 35 yards (tackle by Darren Woodson),0.860,3.640
3,7:56,1,10,DAL 29,10,17,Steve Smith left end for 12 yards (tackle by Darren Woodson),3.640,4.440
3,7:36,1,10,DAL 17,10,17,"Jake Delhomme pass incomplete intended for Mike Seidman. Penalty on Tony Dixon: Defensive Pass Interference, 16 yards (no play)",4.440,6.970
3,7:30,1,1,DAL 1,16,17,"Jake Delhomme pass complete to Brad Hoover for 1 yard, touchdown",6.970,7.000
3,,,,DAL 2,17,17,John Kasay kicks extra point good,0.000,0.000
3,,,,CAR 30,17,17,"John Kasay kicks off 60 yards, returned by Derek Ross for 27 yards (tackle by Kemp Rasmussen)",0.000,1.400
3,7:21,1,10,DAL 37,17,17,Quincy Carter pass complete to Terry Glenn for 9 yards (tackle by Ricky Manning),1.400,2.070
3,6:45,2,1,DAL 46,17,17,Troy Hambrick left tackle for 5 yards (tackle by Dan Morgan),2.070,2.320
3,6:16,1,10,CAR 49,17,17,Quincy Carter pass complete to Terry Glenn for 24 yards (tackle by Dan Morgan),2.320,3.910
3,5:34,1,10,CAR 25,17,17,Quincy Carter pass complete to Jason Witten for 7 yards (tackle by Deon Grant),3.910,4.370
3,5:11,2,3,CAR 18,17,17,Troy Hambrick up the middle for 2 yards (tackle by Mike Minter),4.370,4.060
3,4:25,3,1,CAR 16,17,23,"Aveion Cason left end for 16 yards, touchdown",4.060,7.000
3,,,,CAR 2,17,24,Billy Cundiff kicks extra point good,0.000,0.000
3,,,,DAL 30,17,24,"Toby Gowin kicks off 58 yards, returned by Rod Smart for 20 yards (tackle by Markus Steele)",0.000,1.070
3,4:06,1,10,CAR 32,17,24,Jake Delhomme pass complete to Stephen Davis for 7 yards (tackle by Terence Newman),1.070,1.470
3,3:31,2,3,CAR 39,17,24,Stephen Davis up the middle for 4 yards (tackle by Alshermond Singleton),1.470,1.800
3,2:54,1,10,CAR 43,17,24,Stephen Davis right tackle for 1 yard (tackle by Darren Woodson),1.800,1.390
3,2:10,2,9,CAR 44,17,24,Jake Delhomme pass complete to Steve Smith for 15 yards (tackle by Mario Edwards),1.390,2.850
3,1:42,1,10,DAL 41,17,24,Stephen Davis right tackle for 4 yards (tackle by Eric Ogbogu),2.850,2.850
3,1:04,2,6,DAL 37,17,24,Jake Delhomme pass incomplete intended for Mike Seidman,2.850,2.150
3,0:56,3,6,DAL 37,17,24,Jake Delhomme pass incomplete intended for Muhsin Muhammad,2.150,0.790
3,0:51,4,6,DAL 37,17,24,Todd Sauerbrun pass incomplete intended for Kris Mangum. Penalty on CAR: Ineligible Downfield Pass (Declined),0.790,-1.400
3,0:45,1,10,DAL 37,17,24,"Quincy Carter pass complete to Daniel Campbell for 5 yards (tackle by Dan Morgan). Penalty on Brentson Buckner: Defensive Offside, 5 yards (no play)",1.400,2.130
3,0:19,1,5,DAL 42,17,24,Quincy Carter pass complete to Joey Galloway for 7 yards (tackle by Ricky Manning),2.130,2.190
Quarter,Time,Down,ToGo,Location,CAR,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DAL 49,17,24,Quincy Carter pass complete to Daniel Campbell for 17 yards (tackle by Mike Minter),2.190,3.310
4,14:16,1,10,CAR 34,17,24,Quincy Carter pass incomplete intended for Joey Galloway,3.310,2.770
4,14:10,2,10,CAR 34,17,24,Troy Hambrick right tackle for 3 yards (tackle by Ricky Manning),2.770,2.480
4,13:27,3,7,CAR 31,17,24,Quincy Carter pass incomplete intended for Terry Glenn,2.480,1.320
4,13:23,4,7,CAR 31,17,24,Billy Cundiff 49 yard field goal no good,1.320,-1.530
4,13:19,1,10,CAR 39,17,24,Stephen Davis right end for 3 yards (tackle by Dat Nguyen),1.530,1.390
4,12:36,2,7,CAR 42,17,24,Jake Delhomme pass complete to Muhsin Muhammad for 23 yards (tackle by Mario Edwards),1.390,3.250
4,12:03,1,10,DAL 35,17,24,Jake Delhomme pass incomplete intended for Steve Smith (defended by Greg Ellis),3.250,2.700
4,12:01,2,10,DAL 35,17,24,Stephen Davis up the middle for 1 yard (tackle by Ebenezer Ekuban),2.700,2.150
4,11:17,3,9,DAL 34,17,24,Jake Delhomme pass incomplete intended for Ricky Proehl,2.150,1.060
4,11:10,4,9,DAL 34,17,24,John Kasay 52 yard field goal no good,1.060,-1.800
4,11:05,1,10,DAL 43,17,24,Quincy Carter pass complete to Richie Anderson for 14 yards (tackle by Ricky Manning),1.800,2.720
4,10:38,1,10,CAR 43,17,24,"Quincy Carter sacked by Julius Peppers for -2 yards. Penalty on Andre Gurode: Offensive Holding, 10 yards (no play)",2.720,2.060
4,10:17,1,20,DAL 47,17,24,"Penalty on Flozell Adams: False Start, 5 yards (no play)",2.060,1.730
4,9:57,1,25,DAL 42,17,24,Quincy Carter pass complete to Troy Hambrick for no gain,1.730,0.150
4,9:11,2,25,DAL 42,17,24,Quincy Carter pass complete to Terry Glenn for 20 yards (tackle by Deon Grant),0.150,2.150
4,9:05,,,,17,24,Timeout #1 by Carolina Panthers,0.000,2.150
4,9:05,3,5,CAR 38,17,24,Quincy Carter up the middle for 1 yard (tackle by Julius Peppers),2.150,0.790
4,8:14,4,4,CAR 37,17,24,"Quincy Carter pass incomplete intended for Terry Glenn (defended by Terry Cousin). Penalty on Terry Cousin: Defensive Pass Interference, 2 yards (no play)",0.790,3.250
4,8:09,1,10,CAR 35,17,24,"Quincy Carter pass incomplete intended for Daniel Campbell. Penalty on Troy Hambrick: Tripping, 10 yards (no play)",3.250,2.590
4,8:05,1,20,CAR 45,17,24,Quincy Carter pass complete to Terry Glenn for 10 yards (tackle by Terry Cousin),2.590,2.700
4,7:30,2,10,CAR 35,17,24,Quincy Carter pass complete to Aveion Cason for 5 yards (tackle by Terry Cousin),2.700,2.680
4,6:49,3,5,CAR 30,17,24,Quincy Carter up the middle for 4 yards (tackle by Terry Cousin),2.680,1.890
4,6:07,4,1,CAR 26,17,24,Billy Cundiff 44 yard field goal no good,1.890,-1.200
4,6:03,1,10,CAR 34,17,24,Jake Delhomme pass complete to Steve Smith for 42 yards (tackle by Terence Newman),1.200,3.970
4,5:15,1,10,DAL 24,17,24,Jake Delhomme pass incomplete intended for Steve Smith,3.970,3.430
4,5:09,2,10,DAL 24,17,24,Stephen Davis left end for 2 yards (tackle by Mario Edwards),3.430,3.010
4,4:43,3,8,DAL 22,17,24,"Jake Delhomme pass incomplete intended for Muhsin Muhammad. Penalty on Terence Newman: Defensive Pass Interference, 13 yards (no play)",3.010,5.140
4,4:38,1,9,DAL 9,17,24,Stephen Davis right tackle for 3 yards (tackle by La'Roi Glover),5.140,4.950
4,4:01,2,6,DAL 6,17,24,"Penalty on Todd Steussie: False Start, 5 yards (no play)",4.950,4.020
4,4:00,2,11,DAL 11,17,24,Jake Delhomme pass incomplete intended for Ricky Proehl (defended by Dexter Coakley),4.020,3.120
4,3:55,3,11,DAL 11,17,24,Jake Delhomme pass incomplete intended for Steve Smith,3.120,2.700
4,3:51,4,11,DAL 11,17,24,"Penalty on John Kasay: Delay of Game, 5 yards (no play)",2.700,2.380
4,3:51,4,16,DAL 16,20,24,John Kasay 34 yard field goal good,2.380,3.000
4,,,,CAR 30,20,24,"John Kasay kicks off 70 yards, touchback",0.000,0.280
4,3:47,1,10,DAL 20,20,24,Quincy Carter pass complete to Richie Anderson for 5 yards (tackle by Greg Favors),0.280,0.410
4,3:06,2,5,DAL 25,20,24,"Penalty on Joey Galloway: False Start, 5 yards (no play)",0.410,-0.270
4,3:04,2,10,DAL 20,20,24,Quincy Carter pass complete to Richie Anderson for 1 yard (tackle by Terry Cousin),-0.270,-0.820
4,2:19,3,9,DAL 21,20,24,"Quincy Carter up the middle for 4 yards (tackle by Brentson Buckner). Penalty on Deon Grant: Illegal Contact, 15 yards, Penalty on Brentson Buckner: Face Mask (15 Yards) (Declined)",-0.820,1.600
4,2:11,1,10,DAL 40,20,24,Troy Hambrick left tackle for no gain (tackle by Greg Favors),1.600,1.050
4,2:00,2,10,DAL 40,20,24,Quincy Carter pass complete to Richie Anderson for 2 yards (tackle by Will Witherspoon),1.050,0.630
4,1:47,,,,20,24,Timeout #2 by Carolina Panthers,0.000,0.630
4,1:47,3,8,DAL 42,20,24,Quincy Carter pass complete to Jason Witten for 13 yards (tackle by Ricky Manning),0.630,2.590
4,1:39,,,,20,24,Timeout #3 by Carolina Panthers,0.000,2.590
4,1:39,1,10,CAR 45,20,24,Quincy Carter for -1 yards,2.590,1.910
4,1:13,2,11,CAR 46,20,24,Quincy Carter for -2 yards,1.910,0.960
4,0:26,3,13,CAR 48,20,24,Quincy Carter for -1 yards,0.960,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
