Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Austin Ekeler,LAC,10,64,0,2,17,1.7,47,4.7,0,
Justin Herbert,LAC,8,73,0,3,62,7.8,11,1.4,0,
Joshua Kelley,LAC,6,13,0,,3,0.5,10,1.7,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
AJ Dillon,GNB,14,29,0,3,11,0.8,18,1.3,0,
Aaron Jones,GNB,4,14,0,,7,1.8,7,1.8,0,
Jordan Love,GNB,3,0,0,0,0,0.0,0,0.0,0,
Jayden Reed,GNB,3,46,1,2,45,15.0,1,0.3,0,
Emanuel Wilson,GNB,3,12,0,0,7,2.3,5,1.7,0,
Christian Watson,GNB,1,1,0,0,0,0.0,1,1.0,0,
