Quarter,Time,Down,ToGo,Location,DEN,KAN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Broncos won the coin toss and deferred, Chiefs to receive the opening kickoff.",,
1,15:00,,,DEN 35,0,0,"Matt Prater kicks off 65 yards, returned by Quintin Demps for 31 yards (tackle by Quentin Jammer)",0.000,-1.000
1,14:55,1,10,KAN 31,0,0,Alex Smith pass complete short left to Dwayne Bowe for 9 yards (tackle by Champ Bailey),1.000,1.680
1,14:30,2,1,KAN 40,0,0,Alex Smith pass complete short middle to Dexter McCluster for 6 yards (tackle by Champ Bailey),1.680,1.990
1,13:53,1,10,KAN 46,0,0,Jamaal Charles left end for 9 yards (tackle by Mike Adams),1.990,2.670
1,13:23,2,1,DEN 45,0,0,Jamaal Charles up the middle for 5 yards (tackle by Wesley Woodyard),2.670,2.920
1,12:47,1,10,DEN 40,0,0,"Jamaal Charles up the middle for 4 yards (tackle by Danny Trevathan). Penalty on Jeff Allen: Offensive Holding, 10 yards (no play)",2.920,2.260
1,12:21,1,20,,0,0,Alex Smith pass complete short left to Cyrus Gray for 8 yards (tackle by Sylvester Williams),2.260,2.100
1,11:41,2,12,DEN 42,0,0,Alex Smith pass complete short left to A.J. Jenkins for 5 yards (tackle by Chris Harris),2.100,2.080
1,10:59,3,7,DEN 37,0,0,Alex Smith pass complete short right to Dwayne Bowe for 24 yards (tackle by David Bruton),2.080,4.710
1,10:16,1,10,DEN 13,0,0,Jamaal Charles right guard for 2 yards (tackle by Mitch Unrein),4.710,4.390
1,9:38,2,8,DEN 11,0,0,Alex Smith pass complete short right to Anthony Fasano for 9 yards (tackle by Champ Bailey),4.390,6.740
1,8:57,1,2,DEN 2,0,0,Alex Smith pass incomplete short middle intended for Anthony Fasano is intercepted by Wesley Woodyard at DEN--7,6.740,-0.280
1,8:50,1,10,DEN 20,0,0,Peyton Manning pass complete short right to Demaryius Thomas for 14 yards (tackle by Marcus Cooper),0.280,1.200
1,8:22,1,10,DEN 34,0,0,Knowshon Moreno right guard for no gain (tackle by Allen Bailey and Frank Zombo),1.200,0.660
1,7:59,2,10,DEN 34,0,0,Peyton Manning pass complete short middle to Wes Welker for 18 yards (tackle by Marcus Cooper),0.660,2.390
1,7:32,1,10,KAN 48,0,0,Knowshon Moreno left guard for 1 yard (tackle by Eric Berry),2.390,1.980
1,7:04,2,9,KAN 47,0,0,Peyton Manning pass incomplete short right intended for Knowshon Moreno,1.980,1.290
1,6:59,3,9,KAN 47,0,0,Peyton Manning pass incomplete deep right intended for Demaryius Thomas is intercepted by Quintin Demps at KAN-17,1.290,0.060
1,6:51,1,10,KAN 17,0,0,Jamaal Charles up the middle for 2 yards (tackle by Mitch Unrein),-0.060,-0.250
1,6:09,2,8,KAN 19,0,0,Alex Smith pass complete short middle to Jamaal Charles for 16 yards (tackle by Kayvon Webster),-0.250,1.270
1,5:28,1,10,KAN 35,0,0,Jamaal Charles left end for 15 yards (tackle by Mike Adams),1.270,2.260
1,4:55,1,10,,0,0,Alex Smith left end for 13 yards (tackle by Mike Adams),2.260,3.120
1,4:09,1,10,DEN 37,0,0,Knile Davis up the middle for 20 yards (tackle by Mike Adams),3.120,4.440
1,3:26,1,10,DEN 17,0,0,Jamaal Charles up the middle for no gain (tackle by Danny Trevathan),4.440,3.850
1,2:47,2,10,DEN 17,0,6,"Alex Smith pass complete deep right to Junior Hemingway for 17 yards, touchdown",3.850,7.000
1,2:47,,,DEN 2,0,7,Ryan Succop kicks extra point good,0.000,0.000
1,2:47,,,KAN 35,0,7,"Ryan Succop kicks off 66 yards, returned by Trindon Holliday for 22 yards (tackle by Anthony Sherman)",0.000,-0.340
1,2:35,1,10,DEN 21,0,7,"Peyton Manning pass incomplete short right intended for Joel Dreessen (defended by Kendrick Lewis). Penalty on Orlando Franklin: Offensive Holding, 10 yards (no play)",0.340,-0.720
1,2:30,1,20,DEN 11,0,7,Peyton Manning pass complete short left to Andre Caldwell for 4 yards (tackle by Derrick Johnson),-0.720,-1.140
1,2:00,2,16,DEN 15,0,7,Peyton Manning pass complete short left to Knowshon Moreno for 34 yards (tackle by Sean Smith),-1.140,2.190
1,1:25,1,10,DEN 49,0,7,Montee Ball up the middle for 5 yards (tackle by Derrick Johnson),2.190,2.320
1,0:57,2,5,KAN 46,0,7,Montee Ball up the middle for 1 yard (tackle by Derrick Johnson),2.320,1.750
1,0:23,3,4,KAN 45,0,7,Peyton Manning pass complete short left to Montee Ball for 4 yards (tackle by Brandon Flowers),1.750,2.850
Quarter,Time,Down,ToGo,Location,DEN,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,KAN 41,6,7,"Peyton Manning pass complete deep middle to Eric Decker for 41 yards, touchdown",2.850,7.000
2,15:00,,,KAN 2,7,7,Matt Prater kicks extra point good,0.000,0.000
2,15:00,,,DEN 35,7,13,"Matt Prater kicks off 73 yards, returned by Knile Davis for 108 yards, touchdown",0.000,-7.000
2,14:53,,,DEN 2,7,14,Ryan Succop kicks extra point good,0.000,0.000
2,14:53,,,KAN 35,7,14,"Ryan Succop kicks off 60 yards, returned by Andre Caldwell for 17 yards (tackle by Junior Hemingway)",0.000,-0.410
2,14:34,1,10,DEN 22,7,14,Knowshon Moreno left guard for 3 yards (tackle by Akeem Jordan),0.410,0.270
2,14:05,2,7,DEN 25,7,14,Knowshon Moreno right tackle for no gain (tackle by Tyson Jackson),0.270,-0.430
2,13:23,3,7,DEN 25,7,14,Peyton Manning pass incomplete deep right intended for Eric Decker is intercepted by Marcus Cooper at DEN-42 and returned for 20 yards (tackle by Orlando Franklin),-0.430,-4.110
2,13:09,1,10,DEN 22,7,14,Alex Smith pass incomplete deep left intended for Sean McGrath,4.110,3.560
2,13:04,2,10,DEN 22,7,14,Alex Smith pass complete short middle to Junior Hemingway for 9 yards (tackle by Wesley Woodyard),3.560,4.390
2,12:23,3,1,DEN 13,7,14,Jamaal Charles right guard for 5 yards (tackle by Terrance Knighton),4.390,5.370
2,11:44,1,8,DEN 8,7,14,"Alex Smith pass complete short middle to Dwayne Bowe for 8 yards. Penalty on Geoff Schwartz: Illegal Formation, 5 yards (no play)",5.370,4.530
2,11:39,1,13,DEN 13,7,14,Jamaal Charles right guard for 1 yard (tackle by Mitch Unrein),4.530,3.860
2,11:02,2,12,DEN 12,7,20,"Alex Smith pass complete short middle to Anthony Fasano for 12 yards, touchdown",3.860,7.000
2,11:02,,,DEN 2,7,21,Ryan Succop kicks extra point good,0.000,0.000
2,11:02,,,KAN 35,7,21,"Ryan Succop kicks off 62 yards, returned by Andre Caldwell for 24 yards (tackle by Junior Hemingway)",0.000,-0.740
2,10:51,1,10,DEN 27,7,21,Knowshon Moreno left guard for 13 yards (tackle by Eric Berry),0.740,1.600
2,10:25,1,10,DEN 40,7,21,Knowshon Moreno left tackle for 2 yards (tackle by Derrick Johnson),1.600,1.320
2,10:01,2,8,DEN 42,7,21,Peyton Manning pass complete short left to Virgil Green for 2 yards (tackle by Quintin Demps),1.320,0.890
2,9:19,3,6,DEN 44,7,21,Peyton Manning pass incomplete short left intended for Demaryius Thomas,0.890,-0.460
2,9:13,4,6,DEN 44,7,21,"Britton Colquitt punts 53 yards, returned by Dexter McCluster for no gain",-0.460,0.380
2,9:04,1,10,KAN 3,7,21,Alex Smith pass incomplete short right intended for Anthony Sherman,-0.380,-0.780
2,8:58,2,10,KAN 3,7,21,Jamaal Charles left guard for 2 yards (tackle by Von Miller),-0.780,-1.190
2,8:18,3,8,KAN 5,7,21,Alex Smith pass complete short left to Anthony Fasano for 7 yards (tackle by Mike Adams),-1.190,-2.490
2,7:44,4,1,KAN 12,7,21,"Dustin Colquitt punts 58 yards, returned by Wes Welker for no gain",-2.490,-0.940
2,7:34,1,10,DEN 30,7,21,Knowshon Moreno right end for -2 yards (tackle by Eric Berry),0.940,0.120
2,6:58,2,12,DEN 28,7,21,Peyton Manning pass complete short right to Eric Decker for 13 yards (tackle by Marcus Cooper),0.120,1.660
2,6:26,1,10,DEN 41,7,21,Knowshon Moreno up the middle for 2 yards (tackle by Dontari Poe),1.660,1.390
2,5:55,2,8,DEN 43,7,21,Peyton Manning pass complete short right to Eric Decker for 7 yards (tackle by Derrick Johnson),1.390,1.620
2,5:22,3,1,,7,21,Montee Ball up the middle for 5 yards (tackle by Kendrick Lewis),1.620,2.590
2,4:52,1,10,KAN 45,7,21,Peyton Manning pass complete deep right to Eric Decker for 42 yards (tackle by Marcus Cooper). Penalty on Quintin Demps: Defensive Holding (Declined),2.590,6.510
2,4:31,1,3,KAN 3,7,21,Peyton Manning pass incomplete short right intended for Eric Decker,6.510,5.530
2,4:27,2,3,KAN 3,7,21,Peyton Manning pass incomplete short left intended for Wes Welker,5.530,4.720
2,4:21,3,3,KAN 3,13,21,"Peyton Manning pass complete short left to Knowshon Moreno for 3 yards, touchdown",4.720,7.000
2,4:21,,,KAN 2,14,21,Matt Prater kicks extra point good,0.000,0.000
2,4:21,,,DEN 35,14,21,"Matt Prater kicks off 73 yards, returned by Knile Davis for 22 yards (tackle by Jacob Tamme)",0.000,0.280
2,4:11,1,10,KAN 14,14,21,Jamaal Charles up the middle for 6 yards (tackle by Wesley Woodyard),-0.280,-0.280
2,3:28,1,10,KAN 14,14,21,Timeout #1 by Kansas City Chiefs,-0.280,0.150
2,3:28,2,4,KAN 20,14,21,"Jamaal Charles up the middle for -1 yards (tackle by Malik Jackson). Jamaal Charles fumbles (forced by Malik Jackson), recovered by Anthony Fasano at KAN-19",0.150,-0.800
2,2:45,3,5,KAN 19,14,21,Alex Smith up the middle for 1 yard (tackle by Danny Trevathan),-0.800,-2.030
2,2:00,4,4,KAN 20,14,21,"Dustin Colquitt punts 45 yards, returned by Wes Welker for 5 yards (tackle by James-Michael Johnson)",-2.030,-1.600
