Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Wes Welker,DEN,0,0,,0,0,3,5,1.7,0,5
Andre Caldwell,DEN,3,59,19.7,0,24,0,0,,0,0
Trindon Holliday,DEN,1,22,22.0,0,22,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Dexter McCluster,KAN,0,0,,0,0,1,0,0.0,0,0
Knile Davis,KAN,2,130,65.0,1,108,0,0,,0,0
Quintin Demps,KAN,1,31,31.0,0,31,0,0,,0,0
