Quarter,Time,Down,ToGo,Location,GNB,CIN,Detail,EPB,EPA
1,8:36,2,10,GNB 33,0,14,Aaron Rodgers pass complete deep right to Jordy Nelson for 22 yards (tackle by Terence Newman),0.590,2.590
1,8:13,1,10,CIN 45,0,14,James Starks right end for -4 yards (tackle by Carlos Dunlap),2.590,1.500
1,7:32,2,14,CIN 49,0,14,Aaron Rodgers pass complete short left to Randall Cobb for 3 yards,1.500,1.220
1,6:57,3,11,CIN 46,0,14,Aaron Rodgers pass incomplete deep middle intended for Jermichael Finley (defended by George Iloka),1.220,0.200
1,6:50,4,11,CIN 46,0,14,"Tim Masthay punts 38 yards, fair catch by Brandon Tate",0.200,0.380
1,6:43,1,10,CIN 8,0,14,BenJarvus Green-Ellis right tackle for 5 yards (tackle by Brad Jones),-0.380,-0.410
1,6:07,2,5,CIN 13,0,14,Andy Dalton pass complete short middle to Mohamed Sanu for -1 yards (tackle by Brad Jones),-0.410,-0.950
1,5:21,3,6,CIN 12,0,14,Andy Dalton pass incomplete short right intended for Marvin Jones,-0.950,-2.490
1,5:16,4,6,CIN 12,0,14,"Kevin Huber punts 46 yards, fair catch by Jeremy Ross",-2.490,-1.730
1,5:09,1,10,GNB 42,0,14,James Starks up the middle for 3 yards (tackle by Rey Maualuga),1.730,1.590
1,4:42,2,7,GNB 45,0,14,Aaron Rodgers pass incomplete short right intended for Jordy Nelson,1.590,0.890
1,4:36,3,7,GNB 45,0,14,Aaron Rodgers sacked by Michael Johnson for -5 yards,0.890,-0.720
1,4:02,4,12,GNB 40,0,14,"Tim Masthay punts 55 yards, out of bounds. Penalty on Cedric Peerman: Defensive Holding, 3 yards",-0.720,0.380
1,3:53,1,10,CIN 2,0,14,Andy Dalton pass incomplete short right intended for Tyler Eifert (defended by Ryan Pickett),-0.380,-0.780
1,3:49,2,10,CIN 2,0,14,Giovani Bernard left guard for 8 yards (tackle by A.J. Hawk),-0.780,-0.780
1,3:03,2,10,CIN 2,0,14,Timeout #1 by Cincinnati Bengals,-0.780,-0.480
1,3:03,3,2,CIN 10,0,14,Giovani Bernard left tackle for 3 yards (tackle by Micah Hyde and Tramon Williams),-0.480,-0.320
1,2:13,1,10,CIN 13,0,14,Giovani Bernard right guard for 4 yards (tackle by Nick Perry),-0.320,-0.300
1,1:36,2,6,CIN 17,0,14,Andy Dalton pass complete short right to Jermaine Gresham for -1 yards (tackle by A.J. Hawk),-0.300,-1.060
1,0:51,3,7,CIN 16,0,14,Andy Dalton pass incomplete short left intended for A.J. Green is intercepted by Sam Shields at CIN-27 and returned for 1 yard (tackle by A.J. Green). Penalty on Kyle Cook: Offensive Holding (Declined),-1.060,-3.840
1,0:43,1,10,CIN 26,0,14,Aaron Rodgers pass incomplete short middle intended for Andrew Quarless,3.840,3.300
1,0:38,2,10,CIN 26,0,14,James Starks right guard for 3 yards (tackle by Carlos Dunlap),3.300,3.010
1,0:04,3,7,CIN 23,0,14,Aaron Rodgers pass incomplete deep left intended for Randall Cobb,3.010,1.930
Quarter,Time,Down,ToGo,Location,GNB,CIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,7,CIN 23,3,14,Mason Crosby 41 yard field goal good,1.930,3.000
2,15:00,,,GNB 35,3,14,"Tim Masthay kicks off 70 yards, returned by Brandon Tate for 30 yards (tackle by Andy Mulumba)",0.000,-0.610
2,14:51,1,10,CIN 25,3,14,BenJarvus Green-Ellis left guard for 1 yard (tackle by Brad Jones),0.610,0.200
2,14:12,2,9,CIN 26,3,14,"Andy Dalton pass complete short middle to Jermaine Gresham for 9 yards (tackle by Brad Jones). Jermaine Gresham fumbles (forced by Brad Jones), recovered by A.J. Hawk at CIN-37 (tackle by Jermaine Gresham)",0.200,-3.120
2,14:01,1,10,CIN 37,3,14,James Starks right end for 3 yards (tackle by Rey Maualuga),3.120,2.980
2,13:32,2,7,CIN 34,3,14,Aaron Rodgers pass incomplete short right intended for Andrew Quarless,2.980,2.280
2,13:28,3,7,CIN 34,3,14,"Aaron Rodgers pass incomplete deep left intended for James Jones. Penalty on David Bakhtiari: Offensive Holding, 10 yards (no play)",2.280,0.960
2,13:21,3,17,CIN 44,3,14,Aaron Rodgers sacked by Michael Johnson and Wallace Gilberry for -8 yards,0.960,-0.190
2,12:50,4,25,GNB 48,3,14,Tim Masthay punts 37 yards,-0.190,0.220
2,12:40,1,10,CIN 15,3,14,Giovani Bernard left guard for 5 yards (tackle by A.J. Hawk),-0.220,0.080
2,12:10,2,5,CIN 20,3,14,Giovani Bernard right guard for 4 yards (tackle by A.J. Hawk),0.080,-0.270
2,11:31,3,1,CIN 24,9,14,"BenJarvus Green-Ellis right guard for no gain (tackle by Clay Matthews). BenJarvus Green-Ellis fumbles (forced by Clay Matthews), recovered by M.D. Jennings at CIN-24 and returned for 24 yards, touchdown",-0.270,-7.000
2,11:22,,,CIN 2,10,14,Mason Crosby kicks extra point good,0.000,0.000
2,11:22,,,GNB 35,10,14,"Tim Masthay kicks off 70 yards, returned by Brandon Tate for 32 yards (tackle by Jamari Lattimore)",0.000,-0.740
2,11:14,1,10,CIN 27,10,14,Andy Dalton pass complete short right to Giovani Bernard for 6 yards (tackle by A.J. Hawk),0.740,1.010
2,10:37,2,4,CIN 33,10,14,Andy Dalton sacked by M.D. Jennings for -4 yards,1.010,-0.230
2,9:53,3,8,CIN 29,10,14,"Andy Dalton sacked by Clay Matthews for -4 yards. Andy Dalton fumbles (forced by Clay Matthews), recovered by Brad Jones at CIN-24 and returned for 3 yards (tackle by Kevin Zeitler)",-0.230,-4.170
2,9:43,1,10,CIN 21,10,14,James Starks left end for 8 yards (tackle by Vontaze Burfict),4.170,4.950
2,9:12,2,2,CIN 13,10,14,James Starks left end for 2 yards (tackle by Domata Peko),4.950,4.840
2,8:27,1,10,CIN 11,10,14,James Starks left tackle for 1 yard (tackle by Carlos Dunlap),4.840,4.320
2,7:48,2,9,CIN 10,10,14,"Aaron Rodgers pass incomplete short left intended for James Jones. Penalty on CIN: Defensive Holding, 5 yards (no play)",4.320,6.060
2,7:41,1,5,CIN 5,10,14,Aaron Rodgers pass incomplete,6.060,5.150
2,7:33,2,5,CIN 5,10,14,James Starks right tackle for 2 yards (tackle by Carlos Dunlap),5.150,4.720
2,6:50,3,3,CIN 3,10,14,Aaron Rodgers right end for 2 yards (tackle by Leon Hall and Reggie Nelson),4.720,3.550
2,6:36,4,1,CIN 1,13,14,Mason Crosby 19 yard field goal good,3.550,3.000
2,6:36,,,GNB 35,13,14,"Tim Masthay kicks off 65 yards, touchback",0.000,-0.280
2,6:32,1,10,CIN 20,13,14,BenJarvus Green-Ellis left tackle for 3 yards (tackle by Brad Jones and A.J. Hawk),0.280,0.140
2,5:55,2,7,CIN 23,13,14,Andy Dalton pass incomplete deep right intended for A.J. Green,0.140,-0.560
2,5:48,3,7,CIN 23,13,14,Andy Dalton pass incomplete short right intended for Jermaine Gresham (defended by Jerron McMillian),-0.560,-1.830
2,5:42,4,7,CIN 23,13,14,"Kevin Huber punts 55 yards, out of bounds",-1.830,-0.410
2,5:35,1,10,GNB 22,13,14,James Starks right tackle for 7 yards (tackle by Brandon Thompson),0.410,0.810
2,5:08,2,3,GNB 29,13,14,James Starks left guard for 2 yards (tackle by Michael Johnson),0.810,0.370
2,4:37,3,1,GNB 31,13,14,"Aaron Rodgers pass complete short middle to James Jones for 13 yards (tackle by Vontaze Burfict). Penalty on Vontaze Burfict: Unnecessary Roughness, 15 yards",0.370,2.850
2,4:15,1,10,CIN 41,13,14,Aaron Rodgers pass complete short left to Ryan Taylor for 3 yards (tackle by Leon Hall),2.850,2.710
2,3:40,2,7,CIN 38,13,14,James Starks right end for 11 yards (tackle by George Iloka),2.710,3.780
2,3:04,1,10,CIN 27,13,14,Aaron Rodgers pass complete short right to Andrew Quarless for 10 yards (tackle by Vontaze Burfict),3.780,4.440
2,2:34,1,10,CIN 17,13,14,Aaron Rodgers pass complete short right to James Jones for 9 yards (tackle by Vontaze Burfict),4.440,5.480
2,2:04,2,1,CIN 8,13,14,James Starks right end for 3 yards (tackle by Michael Johnson),5.480,6.060
2,2:00,1,5,CIN 5,13,14,James Starks right guard for 1 yard (tackle by Michael Johnson and Vontaze Burfict),6.060,5.340
2,1:18,2,4,CIN 4,13,14,Aaron Rodgers sacked by Carlos Dunlap for -8 yards,5.340,5.340
2,0:30,2,4,CIN 4,13,14,Timeout #1 by Green Bay Packers,5.340,3.100
2,0:30,3,12,CIN 12,13,14,Aaron Rodgers pass complete short right to Jordy Nelson for 4 yards (tackle by Terence Newman),3.100,3.100
2,0:03,3,12,CIN 12,13,14,Timeout #2 by Green Bay Packers,3.100,3.100
2,0:03,3,12,CIN 12,13,14,Timeout #2 by Cincinnati Bengals,3.100,2.950
2,0:03,4,8,CIN 8,16,14,Mason Crosby 26 yard field goal good,2.950,3.000
Quarter,Time,Down,ToGo,Location,GNB,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 35,16,14,"Mike Nugent kicks off no gain, touchback",0.000,0.280
3,15:00,1,10,GNB 20,16,14,Aaron Rodgers pass complete deep middle to Randall Cobb for 26 yards (tackle by George Iloka),0.280,1.990
3,14:29,1,10,GNB 46,16,14,Aaron Rodgers pass complete short left to Jordy Nelson for 7 yards,1.990,2.400
3,14:12,2,3,CIN 47,16,14,Johnathan Franklin left guard for 5 yards (tackle by Vontaze Burfict),2.400,2.790
3,13:31,1,10,CIN 42,16,14,Aaron Rodgers pass incomplete short middle intended for Randall Cobb (defended by Leon Hall),2.790,2.240
3,13:27,2,10,CIN 42,16,14,Aaron Rodgers pass incomplete short left intended for Ryan Taylor,2.240,1.550
3,13:22,3,10,CIN 42,16,14,"Aaron Rodgers pass incomplete short left intended for Ryan Taylor. Penalty on Reggie Nelson: Roughing the Passer, 15 yards (no play)",1.550,3.780
3,13:18,1,10,CIN 27,16,14,"Aaron Rodgers pass incomplete short left intended for Andrew Quarless. Penalty on Vontaze Burfict: Defensive Holding, 5 yards (no play)",3.780,4.110
3,13:13,1,10,CIN 22,16,14,Johnathan Franklin right guard for 5 yards (tackle by Vontaze Burfict),4.110,4.290
3,12:46,2,5,CIN 17,16,14,Johnathan Franklin right end for 8 yards (tackle by Reggie Nelson and George Iloka),4.290,5.140
3,12:19,1,9,CIN 9,16,14,Aaron Rodgers pass complete short left to Johnathan Franklin for 7 yards (tackle by Vontaze Burfict),5.140,5.720
3,11:44,2,2,CIN 2,22,14,"Johnathan Franklin left end for 2 yards, touchdown",5.720,7.000
3,11:44,,,CIN 2,23,14,Mason Crosby kicks extra point good,0.000,0.000
3,11:44,,,GNB 35,23,14,"Tim Masthay kicks off 68 yards, returned by Brandon Tate for 27 yards (tackle by Rob Francois). Brandon Tate fumbles, recovered by Cedric Peerman at CIN-24 (tackle by Tim Masthay)",0.000,-0.540
3,11:32,1,10,CIN 24,23,14,Andy Dalton pass complete short right to Giovani Bernard for no gain,0.540,0.000
3,10:52,2,10,CIN 24,23,14,Andy Dalton pass complete short middle to Tyler Eifert for 7 yards (tackle by Brad Jones),0.000,0.230
3,10:08,3,3,CIN 31,23,14,Andy Dalton pass complete short right to A.J. Green for 6 yards (tackle by Sam Shields),0.230,1.400
3,9:31,1,10,CIN 37,23,14,BenJarvus Green-Ellis left tackle for no gain (tackle by Mike Daniels),1.400,0.860
3,8:54,2,10,CIN 37,23,14,Andy Dalton pass complete short right to Mohamed Sanu for 23 yards (tackle by Nick Perry and Tramon Williams),0.860,2.920
3,8:18,1,10,GNB 40,23,14,BenJarvus Green-Ellis right guard for 2 yards (tackle by Johnny Jolly),2.920,2.640
3,7:38,2,8,GNB 38,23,14,Andy Dalton pass incomplete deep right intended for A.J. Green,2.640,1.950
3,7:31,3,8,GNB 38,23,14,Andy Dalton pass incomplete short right intended for Mohamed Sanu,1.950,0.720
3,7:26,4,8,GNB 38,23,14,"Kevin Huber punts 30 yards, fair catch by Randall Cobb",0.720,0.380
3,7:18,1,10,GNB 8,23,14,Aaron Rodgers pass complete short left to James Jones for 5 yards,-0.380,-0.410
3,6:45,2,5,GNB 13,23,14,Johnathan Franklin left end for 51 yards (tackle by Leon Hall),-0.410,3.180
3,6:16,1,10,CIN 36,23,14,Aaron Rodgers pass complete deep right to Jordy Nelson for 30 yards,3.180,5.830
3,6:00,1,6,CIN 6,23,14,Johnathan Franklin right end for -1 yards (tackle by Terence Newman),5.830,4.760
3,5:36,2,7,CIN 7,29,14,"Aaron Rodgers pass complete short left to James Jones for 7 yards, touchdown. Penalty on James Harrison: Defensive Offside (Declined)",4.760,7.000
3,5:36,,,CIN 2,30,14,"Mason Crosby kicks extra point good. Penalty on Ryan Taylor: Personal Foul, 15 yards",0.000,0.000
3,5:36,,,GNB 20,30,14,"Tim Masthay kicks off 67 yards, returned by Brandon Tate for 22 yards (tackle by Jamari Lattimore)",0.000,-1.270
3,5:19,1,10,CIN 35,30,14,Andy Dalton pass complete short left to Marvin Jones for 5 yards (tackle by Davon House),1.270,1.400
3,4:44,2,5,CIN 40,30,14,"Andy Dalton pass complete short right to A.J. Green for 8 yards (tackle by Sam Shields). Penalty on Nick Perry: Unnecessary Roughness, 15 yards",1.400,3.120
3,4:21,1,10,GNB 37,30,14,Giovani Bernard right guard for 17 yards (tackle by Chris Banjo),3.120,4.240
3,3:55,1,10,GNB 20,30,20,"Andy Dalton pass complete deep right to A.J. Green for 20 yards, touchdown",4.240,7.000
3,3:55,,,GNB 2,30,21,Mike Nugent kicks extra point good,0.000,0.000
3,3:55,,,CIN 35,30,21,"Mike Nugent kicks off 64 yards, out of bounds",0.000,-1.600
3,3:50,1,10,GNB 40,30,21,Johnathan Franklin left end for 7 yards (tackle by Rey Maualuga),1.600,2.000
3,3:19,2,3,GNB 47,30,21,Aaron Rodgers pass incomplete deep right intended for James Jones,2.000,1.290
3,3:10,3,3,GNB 47,30,21,Aaron Rodgers pass incomplete short middle intended for James Jones is intercepted by Terence Newman at CIN-45 and returned for 9 yards (tackle by Jarrett Boykin),1.290,-2.520
3,3:01,1,10,GNB 46,30,21,Andy Dalton pass complete short left to Jermaine Gresham for 11 yards (tackle by Brad Jones),2.520,3.250
3,2:32,1,10,GNB 35,30,21,Andy Dalton sacked by Tramon Williams for -8 yards,3.250,1.620
3,1:58,2,18,GNB 43,30,21,Andy Dalton pass complete short right to Giovani Bernard for 12 yards (tackle by M.D. Jennings),1.620,2.540
3,1:10,3,6,GNB 31,30,21,Andy Dalton sacked by Mike Daniels for -3 yards,2.540,2.540
3,0:32,3,6,GNB 31,30,21,Timeout #1 by Cincinnati Bengals,2.540,1.060
3,0:32,4,9,GNB 34,30,21,Mike Nugent 52 yard field goal no good,1.060,-1.730
3,0:27,1,10,GNB 42,30,21,Aaron Rodgers for 18 yards (tackle by Rey Maualuga),1.730,2.920
Quarter,Time,Down,ToGo,Location,GNB,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CIN 40,30,21,Aaron Rodgers pass complete short right to Randall Cobb for 7 yards (tackle by Michael Johnson),2.920,3.320
4,14:29,2,3,CIN 33,30,21,Aaron Rodgers pass complete short middle to Johnathan Franklin for 6 yards (tackle by Rey Maualuga),3.320,3.780
4,13:48,1,10,CIN 27,30,21,Aaron Rodgers pass incomplete deep right intended for Randall Cobb is intercepted by Leon Hall at CIN-5,3.780,0.380
4,13:41,1,10,CIN 5,30,21,Andy Dalton pass complete short left to Giovani Bernard for 31 yards (tackle by Chris Banjo),-0.380,1.330
4,13:13,1,10,CIN 36,30,21,Giovani Bernard up the middle for 2 yards (tackle by A.J. Hawk),1.330,1.060
4,12:35,2,8,CIN 38,30,21,Andy Dalton pass incomplete deep right intended for A.J. Green,1.060,0.370
4,12:29,3,8,CIN 38,30,21,"Andy Dalton pass complete short left to Marvin Jones for 22 yards (tackle by Tramon Williams). Penalty on Tramon Williams: Unnecessary Roughness, 15 yards",0.370,3.910
4,12:14,1,10,GNB 25,30,21,Giovani Bernard right tackle for 2 yards (tackle by Brad Jones),3.910,3.630
4,11:38,2,8,GNB 23,30,21,Andy Dalton pass complete short right to A.J. Green for 12 yards (tackle by Sam Shields),3.630,4.840
4,11:04,1,10,GNB 11,30,27,"Andy Dalton pass complete short left to Marvin Jones for 11 yards, touchdown",4.840,7.000
4,11:04,,,GNB 2,30,27,Mike Nugent kicks extra point no good,0.000,-1.000
4,11:04,,,CIN 35,30,27,"Mike Nugent kicks off 65 yards, returned by Jeremy Ross for 21 yards (tackle by Jayson DiManche)",0.000,-0.340
4,10:49,1,10,GNB 21,30,27,Johnathan Franklin right guard for 12 yards (tackle by Vontaze Burfict),0.340,1.140
4,10:06,1,10,GNB 33,30,27,Johnathan Franklin up the middle for 3 yards (tackle by Rey Maualuga),1.140,1.000
4,9:24,2,7,GNB 36,30,27,Aaron Rodgers right guard for 4 yards (tackle by Wallace Gilberry),1.000,0.830
4,8:48,3,3,GNB 40,30,27,Aaron Rodgers pass complete short left to Johnathan Franklin for 10 yards,0.830,2.260
4,8:14,1,10,,30,27,Aaron Rodgers pass complete short right to Andrew Quarless for 4 yards (tackle by Rey Maualuga),2.260,2.250
4,7:31,2,6,CIN 46,30,27,Aaron Rodgers pass complete short right to Jordy Nelson for 2 yards (tackle by Terence Newman),2.250,1.820
4,6:47,3,4,CIN 44,30,27,Aaron Rodgers pass complete short right to Jordy Nelson for 5 yards (tackle by Terence Newman),1.820,2.980
4,6:01,1,10,CIN 39,30,27,Johnathan Franklin left end for 4 yards (tackle by Devon Still),2.980,2.980
4,5:14,1,10,CIN 39,30,27,Timeout #1 by Green Bay Packers,2.980,2.980
4,5:14,2,6,CIN 35,30,27,Aaron Rodgers sacked by Domata Peko and Carlos Dunlap for -6 yards,2.980,1.490
4,4:34,3,12,CIN 41,30,27,Aaron Rodgers pass complete short right to Randall Cobb for 11 yards (tackle by Leon Hall),1.490,1.520
,,,,,,,"CIN challenged the runner was down by contact ruling, and the original play was overturned.",,
4,4:01,4,1,CIN 30,30,33,"Johnathan Franklin right guard for no gain (tackle by Michael Johnson). Reggie Nelson fumbles (forced by Andrew Quarless), recovered by Terence Newman at CIN-42 and returned for 58 yards (tackle by Andrew Quarless), touchdown",1.520,-7.000
4,3:47,,,GNB 2,30,34,Mike Nugent kicks extra point good,0.000,0.000
4,3:47,,,CIN 35,30,34,"Mike Nugent kicks off 65 yards, touchback",0.000,-0.280
4,3:47,1,10,GNB 20,30,34,Aaron Rodgers pass complete short right to Randall Cobb for 7 yards (tackle by Taylor Mays),0.280,0.680
4,3:21,2,3,GNB 27,30,34,Johnathan Franklin right tackle for 5 yards (tackle by Rey Maualuga),0.680,1.070
4,2:50,1,10,GNB 32,30,34,Aaron Rodgers pass complete short right to Andrew Quarless for 7 yards (tackle by Vontaze Burfict),1.070,1.470
4,2:21,2,3,GNB 39,30,34,Aaron Rodgers pass complete short right to Ryan Taylor for 8 yards (tackle by Carlos Dunlap),1.470,2.060
4,2:15,1,10,GNB 47,30,34,Johnathan Franklin right guard for 2 yards (tackle by Wallace Gilberry),2.060,1.790
4,2:00,2,8,GNB 49,30,34,Aaron Rodgers pass incomplete short right intended for Randall Cobb (defended by Carlos Dunlap),1.790,1.090
4,1:56,3,8,GNB 49,30,34,Aaron Rodgers pass complete short right to Jeremy Ross for 8 yards (tackle by Vontaze Burfict),1.090,2.720
4,1:50,1,10,CIN 43,30,34,Aaron Rodgers pass incomplete short left intended for Jeremy Ross,2.720,2.180
4,1:46,2,10,CIN 43,30,34,Aaron Rodgers pass complete deep right to Jordy Nelson for 18 yards (tackle by Terence Newman),2.180,3.910
4,1:40,1,10,CIN 25,30,34,Aaron Rodgers pass incomplete deep left intended for James Jones,3.910,3.360
4,1:34,2,10,CIN 25,30,34,Aaron Rodgers pass complete short left to Jordy Nelson for 5 yards (tackle by Taylor Mays),3.360,3.340
4,1:29,3,5,CIN 20,30,34,Aaron Rodgers pass incomplete short right intended for Randall Cobb (defended by Carlos Dunlap),3.340,3.340
4,1:25,3,5,CIN 20,30,34,Timeout #2 by Green Bay Packers,3.340,3.340
4,1:25,3,5,CIN 20,30,34,Timeout #2 by Cincinnati Bengals,3.340,2.170
4,1:25,4,5,CIN 20,30,34,Aaron Rodgers pass incomplete short left intended for James Jones (defended by Michael Johnson),2.170,-0.280
4,1:21,1,10,CIN 20,30,34,Andy Dalton kneels for no gain,0.280,-0.270
4,0:40,2,10,CIN 20,30,34,Andy Dalton kneels for -2 yards,-0.270,-1.330
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
