Quarter,Time,Down,ToGo,Location,KAN,LAC,Detail,EPB,EPA
2,3:42,2,4,KAN 12,10,7,Justin Jackson right guard for 8 yards (tackle by Nick Bolton),,
2,3:21,1,4,KAN 4,10,13,"Justin Herbert pass complete short right to Jalen Guyton for 4 yards, touchdown",,
2,3:15,,,KAN 15,10,14,Dustin Hopkins kicks extra point good,,
2,3:15,,,LAC 35,10,14,"Dustin Hopkins kicks off 65 yards, touchback.",,
2,3:15,1,10,KAN 25,10,14,Patrick Mahomes pass complete short right to Tyreek Hill for 3 yards (tackle by Michael Davis),,
2,2:44,2,7,KAN 28,10,14,Patrick Mahomes pass complete short left to Clyde Edwards-Helaire for 6 yards (tackle by Kyzir White),,
2,2:05,3,1,KAN 34,10,14,Blake Bell up the middle for 3 yards (tackle by Kyzir White),,
2,2:00,1,10,KAN 37,10,14,"Patrick Mahomes sacked by Joey Bosa for no gain. Patrick Mahomes fumbles (forced by Joey Bosa), recovered by Drue Tranquill at KC-45 and returned for 16 yards",,
2,1:51,1,10,KAN 45,10,14,Justin Herbert pass complete short left to Austin Ekeler for 2 yards (tackle by Anthony Hitchens),,
2,1:17,2,8,KAN 43,10,14,Justin Herbert pass complete deep right to Mike Williams for 27 yards (tackle by Charvarius Ward),,
2,0:39,1,10,KAN 16,10,14,Justin Herbert scrambles left end for 4 yards (tackle by Rashad Fenton),,
2,0:32,2,6,KAN 12,10,14,Justin Herbert pass incomplete short left,,
2,0:24,3,6,KAN 12,10,14,Justin Herbert pass complete short left to Keenan Allen for 7 yards,,
2,0:20,1,5,KAN 5,10,14,Austin Ekeler left guard for 3 yards (tackle by Ben Niemann),,
2,0:15,,,,,,Timeout #1 by Los Angeles Chargers,,
2,0:15,2,2,KAN 2,10,14,Justin Herbert pass incomplete short right intended for Jared Cook,,
2,0:11,3,2,KAN 2,10,14,Justin Herbert up the middle for 1 yard (tackle by Melvin Ingram and Daniel Sorensen),,
2,0:03,,,,,,Timeout #2 by Los Angeles Chargers,,
2,0:03,,,,,,Timeout #1 by Kansas City Chiefs,,
2,0:03,4,1,KAN 1,10,14,Justin Herbert pass incomplete short right intended for Keenan Allen (defended by Daniel Sorensen),,
Quarter,Time,Down,ToGo,Location,KAN,LAC,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LAC 35,10,14,"Dustin Hopkins kicks off 65 yards, touchback.",,
3,15:00,1,10,KAN 25,10,14,"Patrick Mahomes pass incomplete deep right intended for Tyreek Hill. Penalty on Chris Harris: Defensive Pass Interference, 30 yards (accepted) (no play)",,
3,14:53,1,10,LAC 45,10,14,Patrick Mahomes pass complete short left to Mecole Hardman for 5 yards (tackle by Tevaughn Campbell),,
3,14:17,2,5,LAC 40,10,14,Clyde Edwards-Helaire right tackle for 1 yard (tackle by Joey Bosa),,
3,13:38,3,4,LAC 39,10,14,Patrick Mahomes pass complete deep left to Tyreek Hill for 23 yards (tackle by Tevaughn Campbell),,
3,13:02,1,10,LAC 16,10,14,Darrel Williams up the middle for 2 yards (tackle by Linval Joseph),,
3,12:25,2,8,LAC 14,10,14,Patrick Mahomes pass incomplete short left intended for Tyreek Hill (defended by Uchenna Nwosu),,
3,12:19,3,8,LAC 14,10,14,Patrick Mahomes pass incomplete short left intended for Byron Pringle,,
3,12:16,4,8,LAC 14,13,14,Harrison Butker 33 yard field goal good,,
3,12:12,,,KAN 35,13,14,"Harrison Butker kicks off 65 yards, touchback.",,
3,12:12,1,10,LAC 25,13,14,Justin Herbert pass complete short right to Mike Williams for 5 yards (tackle by Nick Bolton),,
3,11:41,2,5,LAC 30,13,14,Justin Jackson left guard for 8 yards (tackle by Mike Hughes),,
3,11:05,1,10,LAC 38,13,14,Justin Herbert pass incomplete short left intended for Keenan Allen,,
3,10:58,2,10,LAC 38,13,14,Justin Herbert pass complete short middle to Austin Ekeler for 4 yards (tackle by Nick Bolton),,
3,10:13,3,6,LAC 42,13,14,"Penalty on Frank Clark: Neutral Zone Infraction, 5 yards (accepted) (no play)",,
3,9:57,3,1,LAC 47,13,14,Justin Herbert pass complete deep left to Mike Williams for 17 yards (tackle by Mike Hughes),,
3,9:13,1,10,KAN 36,13,14,Justin Jackson right guard for 2 yards (tackle by Charvarius Ward),,
3,8:35,2,8,KAN 34,13,14,Justin Herbert pass incomplete deep right intended for Mike Williams (defended by Charvarius Ward),,
3,8:30,3,8,KAN 34,13,14,Justin Herbert pass complete short right to Jalen Guyton for 6 yards (tackle by Mike Hughes),,
3,7:48,4,2,KAN 28,13,14,Justin Herbert pass incomplete short left intended for Jared Cook (defended by Nick Bolton),,
3,7:44,1,10,KAN 28,13,14,"Patrick Mahomes pass complete short middle to Travis Kelce for 10 yards (tackle by Chris Harris) LAC challenged the runner was down by contact ruling, and the play was upheld.",,
3,6:39,1,10,KAN 38,13,14,Patrick Mahomes pass incomplete short left intended for Blake Bell,,
3,6:31,2,10,KAN 38,13,14,Patrick Mahomes pass incomplete intended for Demarcus Robinson (defended by Michael Davis),,
3,6:24,3,10,KAN 38,13,14,"Patrick Mahomes pass complete deep left to Tyreek Hill for 40 yards (tackle by Tevaughn Campbell). Penalty on Tevaughn Campbell: Defensive Pass Interference, 40 yards (declined)",,
3,5:58,1,10,LAC 22,13,14,Clyde Edwards-Helaire left guard for 3 yards (tackle by Jerry Tillery),,
3,5:22,2,7,LAC 19,13,14,Patrick Mahomes pass complete short middle to Tyreek Hill for 5 yards (tackle by Michael Davis),,
3,4:43,3,2,LAC 14,13,14,Patrick Mahomes pass complete short left to Byron Pringle for 3 yards (tackle by Tevaughn Campbell and Trey Marshall),,
3,3:58,1,10,LAC 11,13,14,Patrick Mahomes pass complete to Travis Kelce for 9 yards (tackle by Trey Marshall),,
3,3:18,2,1,LAC 2,13,14,Darrel Williams left guard for no gain (tackle by Joey Bosa and Linval Joseph),,
3,2:39,3,1,LAC 2,13,14,Patrick Mahomes pass complete short middle to Michael Burton for no gain (tackle by Joey Bosa and Linval Joseph),,
3,1:51,4,1,LAC 2,13,14,Patrick Mahomes pass incomplete short left intended for Mecole Hardman,,
3,1:48,1,10,LAC 1,13,14,Gabe Nabers up the middle for 4 yards (tackle by Ben Niemann),,
3,1:14,2,6,LAC 5,13,14,Justin Herbert scrambles for 8 yards (tackle by Charvarius Ward),,
3,0:34,1,10,LAC 13,13,14,Justin Jackson up the middle for 22 yards (tackle by Juan Thornhill),,
Quarter,Time,Down,ToGo,Location,KAN,LAC,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,LAC 35,13,14,Justin Jackson right tackle for 1 yard (tackle by Nick Bolton),,
4,14:24,2,9,LAC 36,13,14,Justin Herbert pass complete deep left to Keenan Allen for 29 yards,,
4,13:48,1,10,KAN 35,13,14,"Justin Herbert pass incomplete intended for Stephen Anderson. Penalty on Anthony Hitchens: Defensive Pass Interference, 15 yards (accepted) (no play)",,
4,13:43,1,10,KAN 20,13,14,Keenan Allen pass incomplete short right intended for Mike Williams,,
4,13:38,2,10,KAN 20,13,14,Austin Ekeler left end for 1 yard (tackle by Michael Danna and Jarran Reed),,
4,13:10,3,9,KAN 19,13,14,Justin Herbert pass complete short right to Austin Ekeler for 8 yards (tackle by Rashad Fenton),,
4,12:26,4,1,KAN 11,13,14,Joshua Kelley right end for 7 yards (tackle by Charvarius Ward),,
4,11:44,1,4,KAN 4,13,14,Joshua Kelley up the middle for 3 yards (tackle by Daniel Sorensen),,
4,11:11,2,1,KAN 1,13,14,Justin Herbert pass incomplete short right,,
4,11:02,3,1,KAN 1,13,14,"Joshua Kelley up the middle for -1 yards. Joshua Kelley fumbles (forced by Tershawn Wharton), recovered by Ben Niemann at KC-2 (tackle by Ben Niemann and Tershawn Wharton)",,
4,10:54,1,10,KAN 2,13,14,Patrick Mahomes pass complete short left to Mecole Hardman for 6 yards (tackle by Chris Harris),,
4,10:16,2,4,KAN 8,13,14,Clyde Edwards-Helaire right guard for 1 yard (tackle by Justin Jones),,
4,9:40,3,3,KAN 9,13,14,Patrick Mahomes pass short right intended for Clyde Edwards-Helaire is intercepted by Uchenna Nwosu at KC-4 and returned for 2 yards (tackle by Patrick Mahomes),,
4,9:34,1,2,KAN 2,13,20,"Austin Ekeler left end for 2 yards, touchdown",,
4,9:29,,,KAN 15,13,21,Dustin Hopkins kicks extra point good,,
4,9:29,,,LAC 35,13,21,"Dustin Hopkins kicks off 65 yards, touchback.",,
4,9:29,1,10,KAN 25,13,21,Clyde Edwards-Helaire left tackle for 5 yards (tackle by Drue Tranquill and Chris Rumph),,
4,9:00,2,5,KAN 30,13,21,Patrick Mahomes pass incomplete short left intended for Travis Kelce,,
4,8:55,3,5,KAN 30,13,21,"Patrick Mahomes pass complete deep right to Travis Kelce for 69 yards (tackle by Trey Marshall and Nasir Adderley). Penalty on Trey Marshall: Defensive Holding, 5 yards (declined)",,
4,8:29,1,1,LAC 1,13,21,Darrel Williams up the middle for no gain (tackle by Jerry Tillery and Trey Marshall),,
4,7:50,2,1,LAC 1,19,21,"Patrick Mahomes pass complete short middle to Tyreek Hill for 1 yard, touchdown",,
4,7:44,,,LAC 2,21,21,Two Point Attempt: Patrick Mahomes pass complete to to Clyde Edwards-Helaire for no gain,,
4,7:44,,,KAN 35,21,21,"Penalty on Joey Bosa: Roughing the Passer, 15 yards (accepted)",,
4,7:44,1,10,KAN 50,21,21,"Harrison Butker kicks off 50 yards, touchback.",,
4,7:44,1,10,LAC 25,21,21,Justin Jackson left end for 2 yards (tackle by Juan Thornhill),,
4,7:11,2,8,LAC 27,21,21,Justin Herbert pass complete short right to Keenan Allen for 5 yards (tackle by Mike Hughes),,
4,6:34,3,3,LAC 32,21,21,Justin Jackson right tackle for 3 yards (tackle by Nick Bolton),,
4,5:59,1,10,LAC 35,21,21,Justin Jackson up the middle for 2 yards (tackle by Anthony Hitchens and Tershawn Wharton),,
4,5:18,2,8,LAC 37,21,21,Justin Herbert pass complete short right to Josh Palmer for 15 yards (tackle by Mike Hughes),,
4,5:05,1,10,KAN 48,21,21,Austin Ekeler right end for 6 yards (tackle by Charvarius Ward),,
4,4:31,2,4,KAN 42,21,21,Justin Herbert pass complete short right to Jared Cook for 15 yards (tackle by Juan Thornhill),,
4,4:24,1,10,KAN 27,21,21,Justin Jackson right guard for 15 yards (tackle by Nick Bolton and Tyrann Mathieu),,
4,3:44,1,10,KAN 12,21,21,Austin Ekeler left guard for 2 yards (tackle by Anthony Hitchens and Ben Niemann),,
4,3:04,2,8,KAN 10,21,21,Justin Jackson up the middle for 2 yards (tackle by Melvin Ingram and Ben Niemann),,
4,2:25,3,6,KAN 8,21,27,"Justin Herbert pass complete short right to Keenan Allen for 8 yards, touchdown",,
4,2:19,,,KAN 15,21,28,Dustin Hopkins kicks extra point good,,
4,2:19,,,LAC 35,21,28,"Dustin Hopkins kicks off 65 yards, touchback.",,
4,2:19,1,10,KAN 25,21,28,Patrick Mahomes pass complete short right to Travis Kelce for 5 yards (tackle by Kyzir White),,
4,2:02,2,5,KAN 30,21,28,Patrick Mahomes pass complete short right to Tyreek Hill for 10 yards (tackle by Michael Davis),,
4,1:56,1,10,KAN 40,21,28,Patrick Mahomes pass incomplete short middle,,
4,1:52,2,10,KAN 40,21,28,Patrick Mahomes pass incomplete short left intended for Clyde Edwards-Helaire,,
4,1:48,3,10,KAN 40,21,28,Patrick Mahomes pass complete deep right to Tyreek Hill for 20 yards (tackle by Trey Marshall),,
4,1:40,1,10,LAC 40,21,28,Patrick Mahomes scrambles right end for 1 yard (tackle by Justin Jones),,
4,1:31,2,9,LAC 39,21,28,Patrick Mahomes scrambles right end for 32 yards (tackle by Nasir Adderley),,
4,1:22,1,7,LAC 7,27,28,"Patrick Mahomes pass complete short right to Travis Kelce for 7 yards, touchdown",,
4,1:16,,,LAC 15,28,28,Harrison Butker kicks extra point good,,
4,1:16,,,KAN 35,28,28,"Harrison Butker kicks off 65 yards, touchback.",,
4,1:16,1,10,LAC 25,28,28,Justin Herbert pass complete short middle to Jared Cook for 5 yards (tackle by Nick Bolton),,
4,1:02,2,5,LAC 30,28,28,Justin Herbert pass complete short left to Keenan Allen for 14 yards (tackle by Rashad Fenton),,
4,0:42,1,10,LAC 44,28,28,Justin Herbert pass incomplete deep left intended for Mike Williams,,
4,0:39,2,10,LAC 44,28,28,"Penalty on LAC: Illegal Shift, 5 yards (accepted) (no play)",,
4,0:39,2,15,LAC 39,28,28,Justin Herbert pass incomplete deep left intended for Jared Cook (defended by Daniel Sorensen),,
4,0:33,3,15,LAC 39,28,28,Justin Herbert pass incomplete deep right intended for Keenan Allen,,
4,0:25,4,15,LAC 39,28,28,"Ty Long punts 41 yards, returned by Mecole Hardman for 8 yards (tackle by Nick Niemann and Chris Rumph)",,
4,0:17,1,10,KAN 28,28,28,Patrick Mahomes pass complete short right to Byron Pringle for 10 yards (tackle by Drue Tranquill),,
4,0:11,,,,,,Timeout #1 by Kansas City Chiefs,,
4,0:11,1,10,KAN 38,28,28,Patrick Mahomes pass incomplete deep left,,
4,0:05,2,10,KAN 38,28,28,Patrick Mahomes kneels for -1 yards,,
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,KAN,LAC,Detail,EPB,EPA
,,,,,,,"Chiefs won the coin toss, Chiefs to receive the overtime kickoff.",,
OT,10:00,,,LAC 35,28,28,"Dustin Hopkins kicks off 65 yards, touchback.",,
OT,10:00,1,10,KAN 25,28,28,Patrick Mahomes pass incomplete short right intended for Travis Kelce,,
OT,9:56,2,10,KAN 25,28,28,Patrick Mahomes pass complete to Travis Kelce for 27 yards (tackle by Drue Tranquill),,
OT,9:25,1,10,LAC 48,28,28,Patrick Mahomes pass incomplete short right intended for Demarcus Robinson,,
OT,9:20,2,10,LAC 48,28,28,Patrick Mahomes pass complete short right to Tyreek Hill for 14 yards (tackle by Davontae Harris),,
OT,8:55,1,10,LAC 34,34,28,"Patrick Mahomes pass complete short middle to Travis Kelce for 34 yards, touchdown",,
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
