Quarter,Time,Down,ToGo,Location,BAL,JAX,Detail,EPB,EPA
1,7:03,2,18,JAX 37,0,0,Kyle Boller pass complete to Derrick Mason for 16 yards (tackle by Rashean Mathis),2.020,3.470
1,6:25,3,2,JAX 21,0,0,Kyle Boller pass complete to Mark Clayton for -2 yards (tackle by Mike Peterson),3.470,2.000
1,5:47,4,4,JAX 23,3,0,Matt Stover 41 yard field goal good,2.000,3.000
1,,,,BAL 30,3,0,"Aaron Elling kicks off 63 yards, returned by Derrick Wimbush for 19 yards (tackle by Devard Darling)",0.000,0.670
1,5:37,1,10,JAX 26,3,0,Byron Leftwich pass complete to LaBrandon Toefield for 11 yards (tackle by Will Demps),0.670,1.400
1,4:56,1,10,JAX 37,3,0,"Matt Jones left end for 8 yards (tackle by Will Demps). Penalty on Anthony Weaver: Defensive Offside, 5 yards (no play)",1.400,2.130
1,4:33,1,5,JAX 42,3,0,Greg Jones up the middle for 9 yards (tackle by Chad Williams),2.130,2.320
1,3:58,1,10,BAL 49,3,0,Greg Jones up the middle for 2 yards (tackle by Will Demps),2.320,2.050
1,3:18,2,8,BAL 47,3,0,Byron Leftwich pass incomplete intended for LaBrandon Toefield,2.050,1.360
1,3:14,3,8,BAL 47,3,0,Byron Leftwich pass incomplete intended for Alvin Pearman,1.360,0.130
1,3:10,4,8,BAL 47,3,0,Chris Hanson punts 37 yards,0.130,0.380
1,2:58,1,10,BAL 10,3,0,Kyle Boller pass complete to Jamal Lewis for 5 yards (tackle by Mike Peterson),-0.380,-0.350
1,2:16,2,5,BAL 15,3,0,Mark Clayton left end for no gain (tackle by Mike Peterson),-0.350,-0.840
1,1:32,3,5,BAL 15,3,0,Kyle Boller pass complete to Todd Heap for 19 yards (tackle by Deke Cooper),-0.840,1.200
1,1:05,1,10,BAL 34,3,0,Jamal Lewis left tackle for 1 yard (tackle by Daryl Smith),1.200,0.790
1,0:27,2,9,BAL 35,3,0,Kyle Boller pass complete to Musa Smith for 4 yards (tackle by Mike Peterson),0.790,0.630
Quarter,Time,Down,ToGo,Location,BAL,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,5,BAL 39,3,0,"Kyle Boller pass incomplete intended for Derrick Mason. Penalty on Kenny Wright: Defensive Holding (Declined), Penalty on Terry Cousin: Defensive Pass Interfere, 17 yards (no play)",0.630,2.650
2,14:55,1,10,JAX 44,3,0,Jamal Lewis right tackle for 1 yard (tackle by Marcus Stroud),2.650,2.250
2,14:10,2,9,JAX 43,3,0,Kyle Boller sacked by Mike Peterson for -7 yards,2.250,0.630
2,13:37,3,16,JAX 50,3,0,Kyle Boller pass complete to Derrick Mason for 4 yards. Penalty on Derrick Mason: Offensive Pass Interfere (Declined),0.630,0.200
2,13:23,4,12,JAX 46,3,0,"Dave Zastudil punts 24 yards, returned by Alvin Pearman for no gain",0.200,-0.410
2,13:15,1,10,JAX 22,3,0,Byron Leftwich pass complete to Greg Jones for 7 yards (tackle by Adalius Thomas and Tommy Polley),0.410,0.810
2,12:35,2,3,JAX 29,3,0,Greg Jones left tackle for 4 yards (tackle by Dwan Edwards). Penalty on Anthony Weaver: Defensive Offside (Declined),0.810,1.140
2,12:18,1,10,JAX 33,3,0,Greg Jones left tackle for no gain (tackle by Tommy Polley),1.140,0.590
2,11:42,2,10,JAX 33,3,0,Byron Leftwich pass incomplete intended for Ernest Wilford (defended by Samari Rolle),0.590,-0.100
2,11:37,,,,3,0,Timeout #1 by Jacksonville Jaguars,0.000,-0.100
2,11:37,3,10,JAX 33,3,0,Byron Leftwich pass incomplete intended for Ernest Wilford (defended by Peter Boulware),-0.100,-1.180
2,11:32,4,10,JAX 33,3,0,"Chris Hanson punts 40 yards, returned by B.J. Sams for 7 yards (tackle by Scott Starks)",-1.180,-1.200
2,11:18,1,10,BAL 34,3,0,Jamal Lewis up the middle for 2 yards (tackle by Mike Peterson),1.200,0.930
2,11:18,2,8,BAL 36,3,0,Kyle Boller pass incomplete intended for Derrick Mason,0.930,0.230
2,10:38,3,8,BAL 36,3,0,Kyle Boller pass incomplete intended for Jamal Lewis,0.230,-0.980
2,10:33,4,8,BAL 36,3,0,"Dave Zastudil punts 57 yards, returned by Alvin Pearman for 15 yards (tackle by Chester Taylor)",-0.980,-0.410
2,10:22,1,10,JAX 22,3,0,Byron Leftwich pass complete to Jimmy Smith for 13 yards (tackle by Tommy Polley),0.410,1.270
2,9:47,1,10,JAX 35,3,0,Greg Jones up the middle for 20 yards (tackle by Chris McAlister),1.270,2.590
2,9:05,1,10,BAL 45,3,0,Greg Jones right end for -1 yards (tackle by Bart Scott),2.590,1.910
2,8:25,2,11,BAL 46,3,0,Byron Leftwich pass complete to Jimmy Smith for 14 yards (tackle by Samari Rolle),1.910,3.450
2,7:43,1,10,BAL 32,3,0,Greg Jones up the middle for no gain (tackle by Aubrayo Franklin and Tommy Polley),3.450,2.900
2,6:58,2,10,BAL 32,3,0,Byron Leftwich pass incomplete intended for Greg Jones,2.900,2.210
2,6:53,3,10,BAL 32,3,6,"Byron Leftwich pass complete to Matt Jones for 32 yards, touchdown",2.210,7.000
2,,,,BAL 2,3,7,Josh Scobee kicks extra point good,0.000,0.000
2,,,,JAX 30,3,7,"Josh Scobee kicks off 79 yards, touchback",0.000,0.280
2,6:46,1,10,BAL 20,3,7,Kyle Boller sacked by Rob Meier for -8 yards,0.280,-1.360
2,6:14,2,18,BAL 12,3,7,Kyle Boller pass complete to Todd Heap for 8 yards (tackle by Gerald Sensabaugh),-1.360,-0.960
2,5:36,3,10,BAL 20,3,7,Kyle Boller right end for 7 yards (tackle by Gerald Sensabaugh),-0.960,-1.570
2,5:16,4,3,BAL 27,3,7,"Dave Zastudil punts 52 yards, returned by Alvin Pearman for 24 yards (tackle by Daniel Wilcox). Penalty on Jamie Winborn: Illegal Block Above the , 10 yards",-1.570,-0.540
2,5:03,1,10,JAX 24,3,7,Matt Jones for 10 yards,0.540,1.200
2,4:34,1,10,JAX 34,3,7,Byron Leftwich pass incomplete intended for Kyle Brady,1.200,0.660
2,4:31,2,10,JAX 34,3,7,Byron Leftwich up the middle for 3 yards (tackle by Jarret Johnson),0.660,0.370
2,3:49,3,7,JAX 37,3,7,Byron Leftwich pass complete to Alvin Pearman for 4 yards (tackle by Tommy Polley),0.370,-0.650
2,3:09,4,3,JAX 41,3,7,"Chris Hanson punts 59 yards, touchback. Penalty on Gerald Sensabaugh: Illegal Touch Kick, 5 yards (no play)",-0.650,-0.980
2,2:51,4,8,JAX 36,3,7,Chris Hanson punts 44 yards,-0.980,-0.280
2,2:51,1,10,BAL 20,3,7,"Penalty on Jonathan Ogden: False Start, 5 yards (no play)",0.280,-0.310
2,2:51,1,15,BAL 15,3,7,Jamal Lewis up the middle for no gain (tackle by Rob Meier),-0.310,-1.070
2,2:18,2,15,BAL 15,3,7,Kyle Boller pass incomplete intended for Derrick Mason (defended by Deon Grant),-1.070,-1.860
2,2:12,3,15,BAL 15,3,7,Kyle Boller sacked by Bobby McCray and Terry Cousin for -9 yards,-1.860,-2.490
2,2:00,4,24,BAL 6,3,7,"Dave Zastudil punts 51 yards, returned by Alvin Pearman for 10 yards (tackle by Matt Katula)",-2.490,-2.460
2,1:48,1,10,BAL 47,3,7,Alvin Pearman up the middle for 4 yards (tackle by Adalius Thomas),2.460,2.450
2,1:13,2,6,BAL 43,3,7,Byron Leftwich pass complete to George Wrighster for 8 yards (tackle by Chad Williams),2.450,3.250
2,0:45,1,10,BAL 35,3,7,Alvin Pearman up the middle for 3 yards (tackle by Will Demps),3.250,3.110
2,0:37,,,,3,7,Timeout #2 by Jacksonville Jaguars,0.000,3.110
2,0:37,2,7,BAL 32,3,7,Byron Leftwich pass incomplete intended for Ernest Wilford,3.110,2.410
2,0:33,3,7,BAL 32,3,7,Alvin Pearman up the middle for 2 yards (tackle by Anthony Weaver),2.410,1.450
2,0:04,,,,3,7,Timeout #3 by Jacksonville Jaguars,0.000,1.450
2,0:03,4,5,BAL 30,3,10,Josh Scobee 48 yard field goal good,1.450,3.000
Quarter,Time,Down,ToGo,Location,BAL,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 30,3,10,"Josh Scobee kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,BAL 20,3,10,Jamal Lewis left tackle for 2 yards (tackle by Marcus Stroud),0.280,0.000
3,14:24,2,8,BAL 22,3,10,Jamal Lewis up the middle for 6 yards (tackle by Terry Cousin),0.000,0.100
3,13:43,3,2,BAL 28,3,10,"Mark Clayton left end for 2 yards (tackle by Terry Cousin). Penalty on Orlando Brown: Offensive Holding, 10 yards (no play)",0.100,-1.330
3,13:19,3,12,BAL 18,3,10,Kyle Boller pass incomplete intended for Jamal Lewis,-1.330,-2.240
3,13:13,4,12,BAL 18,3,10,"Dave Zastudil punts 39 yards, returned by Alvin Pearman for 1 yard (tackle by Musa Smith)",-2.240,-1.860
3,13:04,1,10,JAX 44,3,10,"Byron Leftwich for 9 yards (tackle by Samari Rolle). Penalty on Ernest Wilford: Illegal Motion, 5 yards (no play)",1.860,1.530
3,12:37,1,15,JAX 39,3,10,Byron Leftwich pass incomplete intended for Ernest Wilford,1.530,0.640
3,12:31,2,15,JAX 39,3,10,Greg Jones up the middle for 8 yards (tackle by Adalius Thomas),0.640,1.030
3,11:52,3,7,JAX 47,3,10,Byron Leftwich pass incomplete intended for Reggie Williams,1.030,-0.260
3,11:46,4,7,JAX 47,3,10,"Chris Hanson punts 38 yards, returned by B.J. Sams for 39 yards (tackle by Derrick Wimbush). Penalty on Roderick Green: Personal Foul, 15 yards",-0.260,-1.530
3,11:29,1,10,BAL 39,3,10,Jamal Lewis left tackle for 4 yards (tackle by Mike Peterson),1.530,1.530
3,10:49,2,6,BAL 43,3,10,Kyle Boller pass complete to Todd Heap for 12 yards (tackle by Kenny Wright),1.530,2.590
3,10:23,1,10,JAX 45,3,10,"Penalty on Todd Heap: False Start, 5 yards (no play)",2.590,2.260
3,10:04,1,15,JAX 50,3,10,Kyle Boller pass complete to Derrick Mason for 35 yards (tackle by Rashean Mathis),2.260,4.580
3,9:40,1,10,JAX 15,3,10,Kyle Boller pass incomplete intended for Randy Hymes,4.580,3.950
3,9:37,2,10,JAX 15,3,10,Kyle Boller pass incomplete intended for Randy Hymes (defended by Rashean Mathis),3.950,3.100
3,9:32,,,,3,10,Timeout #1 by Baltimore Ravens,0.000,3.100
3,9:32,3,10,JAX 15,3,10,Kyle Boller pass incomplete intended for Todd Heap is intercepted by Terry Cousin at JAX-5 and returned for 3 yards. Penalty on Keydrick Vincent: Illegal Use of Hands (Declined),3.100,0.380
3,9:24,1,10,JAX 8,3,10,Greg Jones up the middle for 5 yards (tackle by Kelly Gregg),-0.380,-0.410
3,8:50,2,5,JAX 13,3,10,Greg Jones left end for 3 yards (tackle by Will Demps),-0.410,-0.480
3,8:20,3,2,JAX 16,3,10,Byron Leftwich pass complete to Matt Jones for 5 yards (tackle by Will Demps),-0.480,0.340
3,7:36,1,10,JAX 21,3,10,Byron Leftwich pass complete to Derrick Wimbush for 5 yards (tackle by Tommy Polley),0.340,0.480
3,6:56,2,5,JAX 26,3,10,Greg Jones left tackle for 4 yards (tackle by Ma'ake Kemoeatu and Jarret Johnson),0.480,0.300
3,6:15,3,1,JAX 30,3,10,Byron Leftwich up the middle for 2 yards (tackle by Adalius Thomas),0.300,1.070
3,5:31,1,10,JAX 32,3,10,Byron Leftwich pass complete to Jimmy Smith for 16 yards (tackle by Chris McAlister),1.070,2.130
3,5:02,1,10,JAX 48,3,10,Byron Leftwich pass complete to Ernest Wilford for 10 yards (tackle by Bart Scott),2.130,2.790
3,4:24,1,10,BAL 42,3,10,Matt Jones right tackle for 2 yards (tackle by Terrell Suggs),2.790,2.510
3,3:45,2,8,BAL 40,3,10,Byron Leftwich pass incomplete intended for Ernest Wilford,2.510,1.820
3,3:38,3,8,BAL 40,3,10,Byron Leftwich pass complete to Matt Jones for 36 yards (tackle by Deion Sanders),1.820,6.280
3,3:10,1,4,BAL 4,3,10,LaBrandon Toefield left tackle for 3 yards (tackle by Bart Scott),6.280,5.910
3,2:26,2,1,BAL 1,3,16,"Greg Jones right end for 1 yard, touchdown",5.910,7.000
3,,,,BAL 2,3,17,Josh Scobee kicks extra point good,0.000,0.000
3,,,,JAX 30,3,17,"Josh Scobee kicks off 69 yards, returned by B.J. Sams for 21 yards (tackle by Scott Starks)",0.000,0.410
3,2:14,1,10,BAL 22,3,17,Jamal Lewis left tackle for 3 yards (tackle by Rob Meier),0.410,0.270
3,1:38,2,7,BAL 25,3,17,Kyle Boller pass complete to Jamal Lewis for 6 yards (tackle by Mike Peterson),0.270,0.370
3,0:55,3,1,BAL 31,3,17,Kyle Boller pass incomplete intended for Mark Clayton,0.370,-1.310
3,0:49,4,1,BAL 31,3,17,"Dave Zastudil punts 42 yards, returned by Alvin Pearman for 15 yards (tackle by Musa Smith)",-1.310,-1.730
3,0:37,1,10,JAX 42,3,17,Greg Jones up the middle for 4 yards (tackle by Ma'ake Kemoeatu),1.730,1.730
Quarter,Time,Down,ToGo,Location,BAL,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,JAX 46,3,17,Byron Leftwich pass incomplete intended for Brian Jones,1.730,1.030
4,14:52,3,6,JAX 46,3,17,"Byron Leftwich pass incomplete intended for Jimmy Smith. Penalty on Samari Rolle: Defensive Pass Interfere, 18 yards (no play)",1.030,3.180
4,14:50,1,10,BAL 36,3,17,Greg Jones left tackle for 4 yards (tackle by Ma'ake Kemoeatu),3.180,3.180
4,14:06,2,6,BAL 32,3,17,"Penalty on Chris Naeole: False Start, 5 yards (no play)",3.180,2.500
4,13:49,2,11,BAL 37,3,17,Greg Jones up the middle for 17 yards (tackle by Will Demps),2.500,4.240
4,13:06,1,10,BAL 20,3,17,Greg Jones right tackle for 3 yards (tackle by Anthony Weaver),4.240,4.120
4,12:19,2,7,BAL 17,3,17,Greg Jones left tackle for 2 yards (tackle by Peter Boulware),4.120,3.700
4,11:36,3,5,BAL 15,3,17,Byron Leftwich pass incomplete intended for Ernest Wilford (defended by Samari Rolle),3.700,2.490
4,11:31,4,5,BAL 15,3,20,Josh Scobee 33 yard field goal good,2.490,3.000
4,,,,JAX 30,3,20,"Josh Scobee kicks off 73 yards, returned by B.J. Sams for 23 yards (tackle by Jamie Winborn)",0.000,0.280
4,11:21,1,10,BAL 20,3,20,Kyle Boller pass complete to Derrick Mason for 8 yards (tackle by Terry Cousin),0.280,0.810
4,10:48,2,2,BAL 28,3,20,Kyle Boller pass incomplete intended for Mark Clayton,0.810,0.100
4,10:42,3,2,BAL 28,3,20,Kyle Boller pass complete to Mark Clayton for 5 yards (tackle by Mike Peterson),0.100,1.140
4,10:16,1,10,BAL 33,3,20,Kyle Boller pass complete to Jamal Lewis for 3 yards (tackle by Terry Cousin),1.140,1.000
4,9:50,2,7,BAL 36,3,20,Kyle Boller pass incomplete intended for Mark Clayton is intercepted by Terry Cousin at JAX-44 and returned for 2 yards,1.000,-1.990
4,9:41,1,10,JAX 46,3,20,Greg Jones left end for 14 yards (tackle by Samari Rolle),1.990,2.920
4,8:53,1,10,BAL 40,3,20,Greg Jones up the middle for -2 yards (tackle by Chad Williams),2.920,2.100
4,8:08,2,12,BAL 42,3,20,Byron Leftwich pass complete to Derrick Wimbush for 4 yards (tackle by Tommy Polley),2.100,1.950
4,7:24,3,8,BAL 38,3,20,Byron Leftwich sacked by Jarret Johnson and Bart Scott for -6 yards,1.950,0.330
4,6:50,4,14,BAL 44,3,20,"Chris Hanson punts 44 yards, touchback",0.330,-0.280
4,6:41,1,10,BAL 20,3,20,Kyle Boller pass incomplete intended for Todd Heap (defended by Mike Peterson),0.280,-0.270
4,6:36,2,10,BAL 20,3,20,"Kyle Boller pass incomplete intended for Derrick Mason. Penalty on Kyle Boller: Intentional Grounding, 10 yards",-0.270,-2.590
4,6:32,3,20,BAL 10,3,20,Kyle Boller pass complete to Todd Heap for 10 yards (tackle by Rashean Mathis),-2.590,-2.030
4,6:10,4,10,BAL 20,3,20,"Dave Zastudil punts 47 yards, returned by Alvin Pearman for 5 yards (tackle by Daniel Wilcox)",-2.030,-1.470
4,5:59,1,10,JAX 38,3,20,Greg Jones up the middle for 1 yard (tackle by Jarret Johnson),1.470,1.060
4,5:14,2,9,JAX 39,3,20,Greg Jones up the middle for 2 yards (tackle by Kelly Gregg),1.060,0.630
4,4:28,3,7,JAX 41,3,20,Byron Leftwich pass complete to Matt Jones for 42 yards (tackle by Chris McAlister),0.630,4.440
4,3:42,1,10,BAL 17,3,20,"Greg Jones up the middle for 2 yards (tackle by Anthony Weaver). Penalty on Chad Williams: Personal Foul, 8 yards",4.440,5.600
4,3:34,1,7,BAL 7,3,20,Byron Leftwich pass incomplete intended for George Wrighster (defended by Tommy Polley),5.600,4.760
4,3:29,2,7,BAL 7,3,20,Greg Jones right tackle for -1 yards (tackle by Jarret Johnson),4.760,3.580
4,2:49,3,8,BAL 8,3,20,Byron Leftwich pass incomplete intended for Matt Jones,3.580,2.950
4,2:45,4,8,BAL 8,3,23,Josh Scobee 26 yard field goal good,2.950,3.000
4,,,,JAX 30,3,23,"Josh Scobee kicks off 65 yards, returned by B.J. Sams for 22 yards (tackle by Rashean Mathis). Penalty on Mike Smith: Offensive Holding, 10 yards",0.000,-0.060
4,2:30,1,10,BAL 17,3,23,Jamal Lewis left tackle for 5 yards (tackle by Mike Peterson),-0.060,0.210
4,2:10,2,5,BAL 22,3,29,"Kyle Boller pass incomplete intended for Todd Heap is intercepted by Mike Peterson at BAL-26 and returned for 26 yards, touchdown",0.210,-7.000
,,,,,,,"BAL challenged the ruling, and the play was upheld.",,
4,,,,BAL 2,3,30,Josh Scobee kicks extra point good,0.000,0.000
4,,,,JAX 30,3,30,"Josh Scobee kicks off 69 yards, returned by B.J. Sams for 19 yards (tackle by Pat Thomas)",0.000,0.280
4,1:54,1,10,BAL 20,3,30,Kyle Boller pass complete to Jamal Lewis for -9 yards (tackle by Rob Meier),0.280,-1.440
4,1:23,2,19,BAL 11,3,30,Kyle Boller pass complete to Jamal Lewis for 8 yards (tackle by Terry Cousin),-1.440,-1.140
4,1:01,3,11,BAL 19,3,30,Kyle Boller pass incomplete intended for Randy Hymes,-1.140,-2.140
4,0:57,4,11,BAL 19,3,30,Kyle Boller pass complete to Musa Smith for -1 yards (tackle by Jamie Winborn),-2.140,-4.370
4,0:46,1,10,BAL 18,3,30,Byron Leftwich kneels for -1 yards,4.370,3.670
4,0:13,2,11,BAL 19,3,30,Byron Leftwich kneels for -1 yards,3.670,2.870
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
