Quarter,Time,Tm,Detail,BAL,JAX
1.0,5:43,Ravens,Matt Stover 41 yard field goal,3,0
2.0,6:46,Jaguars,Matt Jones 32 yard pass from Byron Leftwich (Josh Scobee kick),3,7
,0:00,Jaguars,Josh Scobee 48 yard field goal,3,10
3.0,2:20,Jaguars,Greg Jones 1 yard rush (Josh Scobee kick),3,17
4.0,11:27,Jaguars,Josh Scobee 33 yard field goal,3,20
,2:40,Jaguars,Josh Scobee 26 yard field goal,3,23
,2:01,Jaguars,Mike Peterson 26 yard interception return (Josh Scobee kick),3,30
