Quarter,Time,Down,ToGo,Location,DEN,SFO,Detail,EPB,EPA
1,3:42,2,20,SFO 35,0,0,Jeff Garcia pass complete to Garrison Hearst for 11 yards (tackle by Deltha O'Neal),0.030,0.830
1,2:59,3,9,SFO 46,0,0,"Jeff Garcia pass complete to Terrell Owens for 13 yards (tackle by Kenoy Kennedy). Penalty on Kevan Barlow: Offensive Holding, 10 yards (no play)",0.830,-0.490
1,2:36,3,19,SFO 36,0,0,Jeff Garcia pass incomplete intended for Garrison Hearst,-0.490,-0.980
1,2:31,4,19,SFO 36,0,0,"Jason Baker punts 36 yards, returned by Deltha O'Neal for 7 yards (tackle by Jimmy Williams)",-0.980,-1.270
1,2:20,1,10,DEN 35,0,0,Clinton Portis right end for no gain (tackle by Derek Smith),1.270,0.720
1,1:39,2,10,DEN 35,0,0,Brian Griese pass complete to Olandis Gary for 11 yards (tackle by Jason Webster). Penalty on Ahmed Plummer: Illegal Use of Hands (Declined),0.720,1.990
1,1:17,1,10,DEN 46,0,0,Brian Griese sacked by Julian Peterson for -6 yards,1.990,0.640
1,0:45,2,16,DEN 40,0,0,Rod Smith left end for -2 yards (tackle by Dana Stubblefield),0.640,-0.300
Quarter,Time,Down,ToGo,Location,DEN,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,18,DEN 38,0,0,Brian Griese sacked by Andre Carter for -11 yards,-0.300,-1.570
2,14:35,4,29,DEN 27,0,0,"Tom Rouen punts 46 yards, returned by Jimmy Williams for no gain. Jimmy Williams fumbles (forced by Keith Burns), recovered by Jimmy Williams at SFO-30",-1.570,-0.940
2,14:25,1,10,SFO 30,0,0,Fred Beasley left end for 2 yards (tackle by Kavika Pittman),0.940,0.660
2,13:43,2,8,SFO 32,0,0,Jeff Garcia pass complete to J.J. Stokes for 1 yard (tackle by Deltha O'Neal),0.660,0.100
2,12:58,3,7,SFO 33,0,0,Jeff Garcia pass incomplete intended for Terrell Owens,0.100,-1.180
2,12:52,4,7,SFO 33,0,0,"Jason Baker punts 48 yards, returned by Deltha O'Neal for 1 yard (tackle by Jamie Winborn). Penalty on Dwayne Carswell: Offensive Holding, 10 yards",-1.180,0.380
2,12:40,1,10,DEN 10,0,0,Olandis Gary middle for 2 yards (tackle by Derek Smith),-0.380,-0.630
2,12:00,2,8,DEN 12,0,0,Brian Griese pass complete to Shannon Sharpe for 7 yards (tackle by Julian Peterson),-0.630,-0.370
2,11:21,3,1,DEN 19,0,0,Olandis Gary right guard for no gain (tackle by Dana Stubblefield),-0.370,-2.140
2,10:42,4,1,DEN 19,0,0,"Tom Rouen punts 39 yards, returned by Jimmy Williams for 2 yards (tackle by Mike Anderson)",-2.140,-1.860
2,10:32,1,10,SFO 44,0,0,Jeff Garcia pass complete to Fred Beasley for 3 yards (tackle by Kenoy Kennedy),1.860,1.720
2,9:56,2,7,SFO 47,0,0,Kevan Barlow right tackle for 31 yards (tackle by Denard Walker),1.720,4.110
2,9:27,1,10,DEN 22,0,0,Jeff Garcia pass complete to Fred Beasley for 12 yards (tackle by Ian Gold and Tyrone Poole),4.110,4.910
2,8:45,1,10,DEN 10,0,0,Kevan Barlow left guard for 2 yards (tackle by Chester McGlockton),4.910,4.570
2,8:06,2,8,DEN 8,0,0,Jeff Garcia pass incomplete intended for Eric Johnson,4.570,3.580
2,8:01,3,8,DEN 8,0,6,"Jeff Garcia pass complete to Terrell Owens for 8 yards, touchdown",3.580,7.000
2,8:01,3,8,DEN 8,0,7,"Penalty on Kenoy Kennedy: Roughing the Passer, 15 yards",3.580,0.000
2,8:01,,,DEN 8,0,7,Jose Cortez kicks extra point good,0.000,0.000
2,8:01,,,SFO 45,0,7,"Jose Cortez kicks off 55 yards, touchback",0.000,0.280
2,7:55,1,10,DEN 20,0,7,Brian Griese middle for 5 yards (tackle by Julian Peterson),0.280,0.410
2,7:26,2,5,DEN 25,0,7,Brian Griese pass complete to Rod Smith for 7 yards (tackle by Julian Peterson),0.410,1.070
2,6:43,1,10,DEN 32,0,7,Mike Anderson middle for 32 yards (tackle by Jason Webster),1.070,3.180
2,6:20,1,10,SFO 36,0,7,Clinton Portis right end for 5 yards (tackle by Ahmed Plummer and Julian Peterson),3.180,3.310
2,5:45,2,5,SFO 31,0,7,Brian Griese sacked by Chike Okeafor for -4 yards. Penalty on Olandis Gary: Offensive Holding (Declined),3.310,2.080
2,5:20,3,9,SFO 35,0,7,Brian Griese pass incomplete intended for Ed McCaffrey (defended by Tony Parrish),2.080,0.970
2,5:15,4,9,SFO 35,0,7,Tom Rouen punts 31 yards,0.970,0.380
2,5:04,1,10,SFO 4,0,7,Garrison Hearst left tackle for 1 yard (tackle by Keith Washington),-0.380,-0.710
2,4:29,2,9,SFO 5,0,7,Jeff Garcia pass complete to Garrison Hearst for 4 yards (tackle by Lional Dalton),-0.710,-0.840
2,3:46,3,5,SFO 9,0,7,Jeff Garcia left end for 8 yards (tackle by Al Wilson),-0.840,-0.060
2,3:03,1,10,SFO 17,0,7,Garrison Hearst right guard for 1 yard (tackle by Keith Washington),-0.060,-0.420
2,2:25,2,9,SFO 18,0,7,Jeff Garcia pass complete to Eric Johnson for 6 yards (tackle by Montae Reagor),-0.420,-0.370
2,2:00,3,3,SFO 24,0,7,"Penalty on Dave Fiore: False Start, 5 yards (no play)",-0.370,-1.000
2,2:00,3,8,SFO 19,0,7,Jeff Garcia sacked by Ian Gold for -7 yards,-1.000,-2.490
2,1:51,3,8,SFO 19,,,Timeout #1 by Denver Broncos,-1.000,-2.490
2,1:51,4,15,SFO 12,0,7,"Jason Baker punts 37 yards, returned by Deltha O'Neal for 7 yards (tackle by Paul Smith). Penalty on Jamie Winborn: Unnecessary Roughness, 15 yards",-2.490,-3.780
2,1:35,1,10,SFO 27,0,7,Brian Griese pass complete to Shannon Sharpe for 16 yards (tackle by Zack Bronson),3.780,4.840
2,1:20,1,10,SFO 11,0,7,Brian Griese pass complete to Rod Smith for 3 yards (tackle by Jason Webster),4.840,4.700
2,1:13,1,10,SFO 11,,,Timeout #2 by Denver Broncos,4.840,4.700
2,1:13,2,7,SFO 8,0,7,Rod Smith right end for -2 yards (tackle by Bryant Young),4.700,3.300
2,0:26,2,7,SFO 8,,,Timeout #3 by Denver Broncos,4.700,3.300
2,0:26,3,9,SFO 10,0,7,Brian Griese pass incomplete intended for Ashley Lelie (defended by Ahmed Plummer),3.300,2.760
2,0:20,4,9,SFO 10,3,7,Jason Elam 28 yard field goal good,2.760,3.000
2,0:20,,,DEN 30,3,7,"Jason Elam kicks off 62 yards, returned by Jimmy Williams for 22 yards (tackle by Bertrand Berry)",0.000,0.940
2,0:10,1,10,SFO 30,3,7,Jeff Garcia kneels for -1 yards,0.940,0.260
Quarter,Time,Down,ToGo,Location,DEN,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 30,3,7,"Jose Cortez kicks off 65 yards, returned by KaRon Coleman for 6 yards (tackle by Ronnie Heard). Penalty on Frank Strong: Unnecessary Roughness, 15 yards",0.000,0.670
3,14:54,1,10,DEN 26,3,7,Mike Anderson middle for 3 yards (tackle by Zack Bronson),0.670,0.540
3,14:19,2,7,DEN 29,3,7,"Olandis Gary left guard for 1 yard (tackle by Derek Smith and Jamie Winborn). Penalty on Julian Peterson: Encroachment, 5 yards (no play)",0.540,1.210
3,14:00,2,2,DEN 34,3,7,Mike Anderson middle for 6 yards (tackle by Tony Parrish),1.210,1.600
3,13:32,1,10,DEN 40,3,7,Mike Anderson right guard for 4 yards (tackle by Andre Carter),1.600,1.590
3,12:58,2,6,DEN 44,3,7,Brian Griese right end for 11 yards (tackle by Jason Webster),1.590,2.590
3,12:32,1,10,SFO 45,3,7,Olandis Gary left guard for no gain (tackle by Tony Parrish),2.590,2.040
3,11:54,2,10,SFO 45,3,7,Brian Griese pass complete to Shannon Sharpe for 11 yards (tackle by Jamie Winborn),2.040,3.310
3,11:12,1,10,SFO 34,3,7,"Brian Griese pass incomplete intended for Ed McCaffrey. Penalty on Jamie Winborn: Encroachment, 5 yards (no play)",3.310,4.040
3,11:06,1,5,SFO 29,3,7,Mike Anderson middle for 15 yards (tackle by Tony Parrish),4.040,4.650
3,10:20,1,10,SFO 14,3,7,Clinton Portis left tackle for 1 yard (tackle by Dana Stubblefield),4.650,4.160
3,9:42,2,9,SFO 13,3,7,Brian Griese pass complete to Rod Smith for 12 yards (tackle by Ahmed Plummer and Zack Bronson),4.160,6.970
3,9:06,1,1,SFO 1,9,7,"Brian Griese pass complete to Mike Anderson for 1 yard, touchdown",6.970,7.000
3,9:06,,,SFO 1,10,7,Jason Elam kicks extra point good,0.000,0.000
3,9:06,,,DEN 30,10,7,"Jason Elam kicks off 58 yards, returned by Paul Smith for 6 yards (tackle by Lenny Walls)",0.000,0.040
3,8:54,1,10,SFO 18,10,7,Jeff Garcia pass complete to Garrison Hearst for 5 yards (tackle by Ian Gold),0.040,0.280
3,8:20,2,5,SFO 23,10,7,Garrison Hearst middle for -1 yards (tackle by Lional Dalton),0.280,-0.660
3,7:40,3,6,SFO 22,10,7,Jeff Garcia pass complete to J.J. Stokes for 8 yards (tackle by Denard Walker),-0.660,0.940
3,7:02,1,10,SFO 30,10,7,Jeff Garcia pass complete to J.J. Stokes for 8 yards (tackle by Izell Reese and Denard Walker),0.940,1.470
3,6:17,2,2,SFO 38,10,7,Jeff Garcia sacked by Trevor Pryce for -8 yards,1.470,-0.300
3,5:51,3,10,SFO 30,10,7,Jeff Garcia pass complete to J.J. Stokes for 11 yards (tackle by Denard Walker),-0.300,1.660
3,5:01,1,10,SFO 41,10,7,Kevan Barlow middle for 2 yards (tackle by Denard Walker),1.660,1.390
3,4:26,2,8,SFO 43,10,7,"Jeff Garcia for no gain. Jeff Garcia fumbles, recovered by John Mobley at SFO-40 (tackle by Scott Gragg)",1.390,-2.920
3,4:07,1,10,SFO 40,10,7,Ed McCaffrey right end for 5 yards (tackle by Sean Moran),2.920,3.050
3,3:33,2,5,SFO 35,10,7,Mike Anderson middle for 3 yards (tackle by Dana Stubblefield),3.050,2.740
3,3:33,3,2,SFO 32,10,7,"Penalty on Dan Neil: False Start, 5 yards (no play)",2.740,2.080
3,2:31,3,7,SFO 37,10,7,Brian Griese pass incomplete intended for Rod Smith,2.080,0.790
3,2:27,4,7,SFO 37,10,7,Tom Rouen punts 31 yards,0.790,0.380
3,2:13,1,10,SFO 6,10,7,Fred Beasley middle for 1 yard (tackle by Lional Dalton),-0.380,-0.710
3,1:38,2,9,SFO 7,10,7,Jeff Garcia pass incomplete intended for Terrell Owens (defended by Kenoy Kennedy),-0.710,-1.300
3,1:30,3,9,SFO 7,10,7,Jeff Garcia pass incomplete intended for Garrison Hearst,-1.300,-2.490
3,1:24,4,9,SFO 7,10,7,"Jason Baker punts 37 yards, returned by Deltha O'Neal for -2 yards (tackle by Quincy Stewart)",-2.490,-2.520
3,1:14,1,10,SFO 46,10,7,Olandis Gary right guard for 1 yard (tackle by Andre Carter and Jamie Winborn),2.520,2.110
3,0:38,2,9,SFO 45,10,7,Brian Griese pass complete to Ed McCaffrey for 5 yards (tackle by Jason Webster),2.110,2.080
3,0:02,3,4,SFO 40,10,7,"Brian Griese pass incomplete intended for Rod Smith. Penalty on Ronnie Heard: Defensive Pass Interference, 39 yards (no play)",2.080,6.970
Quarter,Time,Down,ToGo,Location,DEN,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,1,SFO 1,10,7,Brian Griese sacked by Julian Peterson for 0 yards,6.970,5.910
4,14:20,2,1,SFO 1,16,7,"Olandis Gary middle for 1 yard, touchdown",5.910,7.000
4,14:20,,,SFO 1,17,7,Jason Elam kicks extra point good,0.000,0.000
4,14:20,,,DEN 30,17,7,"Jason Elam kicks off 46 yards, returned by Jimmy Williams for no gain",0.000,0.540
4,14:10,1,10,SFO 24,17,7,Jeff Garcia pass incomplete intended for Eric Johnson,0.540,0.000
4,14:05,2,10,SFO 24,17,7,Jeff Garcia pass complete to Terrell Owens for 6 yards (tackle by Kavika Pittman),0.000,0.100
4,13:27,2,10,SFO 24,,,Timeout #1 by Denver Broncos,0.000,0.100
4,13:27,3,4,SFO 30,17,7,Jeff Garcia right end for 5 yards (tackle by Ian Gold),0.100,1.270
4,12:49,1,10,SFO 35,17,7,Kevan Barlow left end for 4 yards (tackle by Kenoy Kennedy),1.270,1.260
4,12:12,2,6,SFO 39,17,7,Jeff Garcia pass incomplete intended for J.J. Stokes,1.260,0.560
4,12:06,3,6,SFO 39,17,7,Jeff Garcia pass complete to Terrell Owens for 9 yards (tackle by Deltha O'Neal),0.560,2.130
4,11:32,1,10,SFO 48,17,7,Garrison Hearst left end for no gain (tackle by John Mobley),2.130,1.580
4,10:54,2,10,SFO 48,17,7,Jeff Garcia pass complete to Terrell Owens for 7 yards (tackle by Keith Washington),1.580,1.820
4,10:19,3,3,DEN 45,17,7,Jeff Garcia pass complete to Eric Johnson for 9 yards (tackle by Ian Gold),1.820,3.180
4,9:44,1,10,DEN 36,17,7,Jeff Garcia pass incomplete intended for Tai Streets is intercepted by Deltha O'Neal at DEN-1,3.180,0.380
4,9:35,1,10,DEN 1,17,7,Olandis Gary middle for 10 yards (tackle by Ronnie Heard). Penalty on Dana Stubblefield: Encroachment (Declined),-0.380,-0.370
4,9:17,1,10,DEN 11,17,7,Olandis Gary left end for 3 yards (tackle by Bryant Young),-0.370,-0.530
4,8:29,1,10,DEN 11,,,Timeout #2 by Denver Broncos,-0.370,-0.530
4,8:29,2,7,DEN 14,17,7,Olandis Gary right tackle for 2 yards (tackle by Jamie Winborn),-0.530,-0.840
4,7:47,3,5,DEN 16,17,7,Brian Griese pass complete to Ashley Lelie for 11 yards (tackle by Ahmed Plummer),-0.840,0.740
4,7:20,1,10,DEN 27,17,7,Rod Smith left end for 1 yard (tackle by Julian Peterson),0.740,0.330
4,6:38,2,9,DEN 28,17,7,Brian Griese pass complete to Ed McCaffrey for 6 yards (tackle by Jason Webster),0.330,0.430
4,6:01,3,3,DEN 34,17,7,Mike Anderson left guard for 16 yards (tackle by Ronnie Heard). Penalty on Julian Peterson: Encroachment (Declined),0.430,2.260
4,5:33,1,10,,17,7,Olandis Gary left guard for 2 yards (tackle by Tony Parrish and Chike Okeafor),2.260,1.980
4,4:48,2,8,SFO 48,17,7,Olandis Gary middle for 26 yards (tackle by Ahmed Plummer),1.980,4.110
4,4:01,1,10,SFO 22,17,7,Mike Anderson right guard for -1 yards (tackle by Jamie Winborn),4.110,3.430
4,3:55,1,10,SFO 22,,,Timeout #1 by San Francisco 49ers,4.110,3.430
4,3:55,2,11,SFO 23,17,7,Mike Anderson left tackle for 4 yards (tackle by Jamie Winborn),3.430,3.260
4,3:49,2,11,SFO 23,,,Timeout #2 by San Francisco 49ers,3.430,3.260
4,3:49,3,7,SFO 19,17,7,Brian Griese pass complete to Shannon Sharpe for 8 yards (tackle by Jason Webster and Jamie Winborn),3.260,4.840
4,3:03,1,10,SFO 11,23,7,"Brian Griese pass complete to Scottie Montgomery for 11 yards, touchdown",4.840,7.000
4,3:03,,,SFO 11,24,7,Jason Elam kicks extra point good,0.000,0.000
4,3:03,,,DEN 30,24,7,"Jason Elam kicks off 56 yards, returned by Jimmy Williams for 19 yards (tackle by Sam Brandon)",0.000,1.140
4,2:52,1,10,SFO 33,24,7,Jeff Garcia pass complete to Eric Johnson for 7 yards (tackle by Ian Gold),1.140,1.540
4,2:32,2,3,SFO 40,24,7,Jeff Garcia pass complete to Garrison Hearst for 5 yards (tackle by John Mobley),1.540,1.930
4,2:14,1,10,SFO 45,24,7,Jeff Garcia pass complete to Tai Streets for 13 yards,1.930,2.790
4,2:08,1,10,DEN 42,24,7,Jeff Garcia pass complete to Eric Johnson for 11 yards (tackle by John Mobley),2.790,3.510
4,2:00,1,10,DEN 31,24,7,Jeff Garcia pass complete to Terrell Owens for 8 yards (tackle by Deltha O'Neal),3.510,3.980
4,1:55,2,3,DEN 23,24,7,Jeff Garcia pass complete to Garrison Hearst for 7 yards (tackle by John Mobley),3.980,4.510
4,1:45,2,3,DEN 23,,,Timeout #3 by San Francisco 49ers,3.980,4.510
4,1:45,1,10,DEN 16,24,7,Jeff Garcia pass complete to Eric Johnson for 15 yards (tackle by Kenoy Kennedy),4.510,6.970
4,1:25,1,1,DEN 1,24,13,"Jeff Garcia middle for 1 yard, touchdown",6.970,7.000
4,1:25,,,DEN 1,24,14,Jose Cortez kicks extra point good,0.000,0.000
4,1:25,,,SFO 30,24,14,"Jose Cortez kicks onside 28 yards, recovered by Ashley Lelie",0.000,-1.730
4,1:22,1,10,DEN 42,24,14,Brian Griese kneels for -1 yards,1.730,1.190
4,0:41,2,9,DEN 41,24,14,Brian Griese kneels for -1 yards,1.190,0.370
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
