Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Alex Boone,G,57,100%,0,0%,4,14%
Joe Staley,T,57,100%,0,0%,4,14%
Anthony Davis,T,57,100%,0,0%,4,14%
Jonathan Goodwin,C,57,100%,0,0%,1,3%
Colin Kaepernick,QB,57,100%,0,0%,0,0%
Vernon Davis,TE,56,98%,0,0%,0,0%
Anquan Boldin,WR,49,86%,0,0%,0,0%
Frank Gore,RB,47,82%,0,0%,0,0%
Mike Iupati,G,40,70%,0,0%,3,10%
Vance McDonald,TE,38,67%,0,0%,9,31%
Bruce Miller,FB,33,58%,0,0%,7,24%
Mario Manningham,WR,27,47%,0,0%,0,0%
Adam Snyder,G,18,32%,0,0%,4,14%
Jonathan Baldwin,WR,16,28%,0,0%,0,0%
Kendall Hunter,RB,7,12%,0,0%,0,0%
LaMichael James,RB,4,7%,0,0%,8,28%
Derek Carrier,TE,3,5%,0,0%,7,24%
Kassim Osgood,WR,2,4%,0,0%,20,69%
Daniel Kilgore,C,2,4%,0,0%,9,31%
NaVorro Bowman,LB,0,0%,69,100%,6,21%
Patrick Willis,LB,0,0%,69,100%,5,17%
Donte Whitner,SS,0,0%,69,100%,0,0%
Carlos Rogers,CB,0,0%,69,100%,0,0%
Eric Reid,FS,0,0%,68,99%,7,24%
Ahmad Brooks,LB,0,0%,64,93%,5,17%
Justin Smith,DT,0,0%,58,84%,5,17%
Tramaine Brock,CB,0,0%,54,78%,10,34%
Tony Jerod-Eddie,NT,0,0%,54,78%,5,17%
Aldon Smith,LB,0,0%,44,64%,5,17%
Eric Wright,CB,0,0%,31,45%,3,10%
Glenn Dorsey,NT,0,0%,30,43%,5,17%
Dan Skuta,LB,0,0%,26,38%,12,41%
Tarell Brown,CB,0,0%,25,36%,1,3%
Demarcus Dobbs,TE,0,0%,23,33%,16,55%
Corey Lemonier,LB,0,0%,5,7%,8,28%
C.J. Spillman,FS,0,0%,1,1%,25,86%
Anthony Dixon,RB,0,0%,0,0%,20,69%
Raymond Ventrone,SS,0,0%,0,0%,20,69%
Michael Wilhoite,LB,0,0%,0,0%,20,69%
Craig Dahl,SS,0,0%,0,0%,18,62%
Darryl Morris,DB,0,0%,0,0%,12,41%
Kevin McDermott,LS,0,0%,0,0%,11,38%
Andy Lee,P,0,0%,0,0%,11,38%
Phil Dawson,K,0,0%,0,0%,9,31%
